Municipio código	Municipio nombre	Núcleos en el hogar	Número hogares
50233	Samper del Salz	1	36
50233	Samper del Salz	2	2
50234	San Martín de la Virgen de Moncayo	0	25
50234	San Martín de la Virgen de Moncayo	1	77
50234	San Martín de la Virgen de Moncayo	2	6
50235	San Mateo de Gállego	0	195
50235	San Mateo de Gállego	1	597
50235	San Mateo de Gállego	2	21
50235	San Mateo de Gállego	3	1
50236	Santa Cruz de Grío	0	38
50236	Santa Cruz de Grío	1	48
50236	Santa Cruz de Grío	2	4
50237	Santa Cruz de Moncayo	0	13
50237	Santa Cruz de Moncayo	1	34
50237	Santa Cruz de Moncayo	2	1
50238	Santa Eulalia de Gállego	0	25
50238	Santa Eulalia de Gállego	1	33
50238	Santa Eulalia de Gállego	2	2
50239	Santed	0	12
50239	Santed	1	19
50240	Sástago	0	154
50240	Sástago	1	353
50240	Sástago	2	22
50241	Saviñán	0	104
50241	Saviñán	1	216
50241	Saviñán	2	18
50242	Sediles	0	17
50242	Sediles	1	22
50242	Sediles	2	3
50243	Sestrica	0	56
50243	Sestrica	1	132
50243	Sestrica	2	3
50244	Sierra de Luna	0	40
50244	Sierra de Luna	1	63
50244	Sierra de Luna	2	4
50245	Sigüés	0	51
50245	Sigüés	1	35
50245	Sigüés	2	1
50246	Sisamón	0	12
50246	Sisamón	1	18
50247	Sobradiel	0	49
50247	Sobradiel	1	174
50247	Sobradiel	2	4
50248	Sos del Rey Católico	0	113
50248	Sos del Rey Católico	1	175
50248	Sos del Rey Católico	2	4
50249	Tabuenca	0	69
50249	Tabuenca	1	120
50249	Tabuenca	2	1
50250	Talamantes	0	22
50250	Talamantes	1	11
50251	Tarazona	0	965
50251	Tarazona	1	2788
50251	Tarazona	2	44
50251	Tarazona	3	1
50252	Tauste	0	506
50252	Tauste	1	1869
50252	Tauste	2	62
50252	Tauste	3	3
50252	Tauste	4 o más	3
50253	Terrer	0	98
50253	Terrer	1	159
50253	Terrer	2	3
50254	Tierga	0	26
50254	Tierga	1	68
50254	Tierga	2	1
50255	Tobed	0	81
50255	Tobed	1	58
50255	Tobed	2	2
50256	Torralba de los Frailes	0	9
50256	Torralba de los Frailes	1	28
50256	Torralba de los Frailes	2	1
50257	Torralba de Ribota	0	40
50257	Torralba de Ribota	1	48
50257	Torralba de Ribota	2	1
50258	Torralbilla	0	22
50258	Torralbilla	1	18
50258	Torralbilla	2	1
50259	Torrehermosa	0	15
50259	Torrehermosa	1	29
50259	Torrehermosa	2	1
50260	Torrelapaja	0	14
50260	Torrelapaja	1	7
50260	Torrelapaja	2	1
50261	Torrellas	0	48
50261	Torrellas	1	80
50261	Torrellas	2	3
50262	Torres de Berrellén	0	122
50262	Torres de Berrellén	1	356
50262	Torres de Berrellén	2	12
50263	Torrijo de la Cañada	0	97
50263	Torrijo de la Cañada	1	80
50263	Torrijo de la Cañada	2	1
50264	Tosos	0	26
50264	Tosos	1	58
50264	Tosos	2	3
50265	Trasmoz	0	12
50265	Trasmoz	1	16
50266	Trasobares	0	68
50266	Trasobares	1	44
50266	Trasobares	2	2
50267	Uncastillo	0	141
50267	Uncastillo	1	222
50267	Uncastillo	2	5
50268	Undués de Lerda	0	17
50268	Undués de Lerda	1	9
50268	Undués de Lerda	2	1
50269	Urrea de Jalón	0	31
50269	Urrea de Jalón	1	93
50269	Urrea de Jalón	2	2
50270	Urriés	0	20
50270	Urriés	1	16
50271	Used	0	39
50271	Used	1	97
50271	Used	2	3
50272	Utebo	0	677
50272	Utebo	1	3361
50272	Utebo	2	66
50272	Utebo	3	1
50273	Valdehorna	0	6
50273	Valdehorna	1	19
50274	Val de San Martín	0	15
50274	Val de San Martín	1	19
50274	Val de San Martín	2	2
50275	Valmadrid	0	16
50275	Valmadrid	1	19
50276	Valpalmas	0	26
50276	Valpalmas	1	42
50276	Valpalmas	2	2
50277	Valtorres	0	19
50277	Valtorres	1	26
50278	Velilla de Ebro	0	36
50278	Velilla de Ebro	1	71
50279	Velilla de Jiloca	0	18
50279	Velilla de Jiloca	1	32
50280	Vera de Moncayo	0	71
50280	Vera de Moncayo	1	108
50280	Vera de Moncayo	3	1
50281	Vierlas	0	21
50281	Vierlas	1	29
50282	Vilueña (La)	0	23
50282	Vilueña (La)	1	26
50283	Villadoz	0	8
50283	Villadoz	1	24
50284	Villafeliche	0	41
50284	Villafeliche	1	61
50284	Villafeliche	2	3
50285	Villafranca de Ebro	0	57
50285	Villafranca de Ebro	1	179
50285	Villafranca de Ebro	2	11
50286	Villalba de Perejil	0	17
50286	Villalba de Perejil	1	26
50286	Villalba de Perejil	2	2
50287	Villalengua	0	49
50287	Villalengua	1	109
50287	Villalengua	2	1
50288	Villanueva de Gállego	0	225
50288	Villanueva de Gállego	1	919
50288	Villanueva de Gállego	2	32
50288	Villanueva de Gállego	3	1
50289	Villanueva de Jiloca	0	15
50289	Villanueva de Jiloca	1	24
50289	Villanueva de Jiloca	2	2
50290	Villanueva de Huerva	0	92
50290	Villanueva de Huerva	1	154
50290	Villanueva de Huerva	2	7
50291	Villar de los Navarros	0	33
50291	Villar de los Navarros	1	37
50291	Villar de los Navarros	2	1
50292	Villarreal de Huerva	0	24
50292	Villarreal de Huerva	1	48
50292	Villarreal de Huerva	2	1
50293	Villarroya de la Sierra	0	115
50293	Villarroya de la Sierra	1	186
50293	Villarroya de la Sierra	2	3
50294	Villarroya del Campo	0	8
50294	Villarroya del Campo	1	20
50294	Villarroya del Campo	2	3
50295	Vistabella	0	12
50295	Vistabella	1	6
50295	Vistabella	2	1
50296	Zaida (La)	0	51
50296	Zaida (La)	1	154
50296	Zaida (La)	2	1
50297	Zaragoza	0	55949
50297	Zaragoza	1	167608
50297	Zaragoza	2	2789
50297	Zaragoza	3	110
50297	Zaragoza	4 o más	18
50298	Zuera	0	471
50298	Zuera	1	1533
50298	Zuera	2	34
50901	Biel	0	71
50901	Biel	1	39
50901	Biel	2	4
50902	Marracos	0	17
50902	Marracos	1	24
50902	Marracos	2	2
