Mes y año	Provincia código	Provincia nombre	Edad (grupos quinquenales)	Sexo	Nº parados
Febrero 2017	44	Teruel	55-59	Mujeres	469
Febrero 2017	44	Teruel	60-64	Hombres	264
Febrero 2017	44	Teruel	60-64	Mujeres	291
Febrero 2017	50	Zaragoza	16-19	Hombres	859
Febrero 2017	50	Zaragoza	16-19	Mujeres	659
Febrero 2017	50	Zaragoza	20-24	Hombres	2185
Febrero 2017	50	Zaragoza	20-24	Mujeres	2189
Febrero 2017	50	Zaragoza	25-29	Hombres	2317
Febrero 2017	50	Zaragoza	25-29	Mujeres	3200
Febrero 2017	50	Zaragoza	30-34	Hombres	2335
Febrero 2017	50	Zaragoza	30-34	Mujeres	3591
Febrero 2017	50	Zaragoza	35-39	Hombres	2713
Febrero 2017	50	Zaragoza	35-39	Mujeres	4407
Febrero 2017	50	Zaragoza	40-44	Hombres	3046
Febrero 2017	50	Zaragoza	40-44	Mujeres	4666
Febrero 2017	50	Zaragoza	45-49	Hombres	3309
Febrero 2017	50	Zaragoza	45-49	Mujeres	4552
Febrero 2017	50	Zaragoza	50-54	Hombres	3259
Febrero 2017	50	Zaragoza	50-54	Mujeres	4292
Febrero 2017	50	Zaragoza	55-59	Hombres	3624
Febrero 2017	50	Zaragoza	55-59	Mujeres	4670
Febrero 2017	50	Zaragoza	60-64	Hombres	2233
Febrero 2017	50	Zaragoza	60-64	Mujeres	3567
Enero 2017	22	Huesca	16-19	Hombres	154
Enero 2017	22	Huesca	16-19	Mujeres	129
Enero 2017	22	Huesca	20-24	Hombres	411
Enero 2017	22	Huesca	20-24	Mujeres	401
Enero 2017	22	Huesca	25-29	Hombres	444
Enero 2017	22	Huesca	25-29	Mujeres	628
Enero 2017	22	Huesca	30-34	Hombres	479
Enero 2017	22	Huesca	30-34	Mujeres	690
Enero 2017	22	Huesca	35-39	Hombres	565
Enero 2017	22	Huesca	35-39	Mujeres	826
Enero 2017	22	Huesca	40-44	Hombres	546
Enero 2017	22	Huesca	40-44	Mujeres	804
Enero 2017	22	Huesca	45-49	Hombres	563
Enero 2017	22	Huesca	45-49	Mujeres	735
Enero 2017	22	Huesca	50-54	Hombres	596
Enero 2017	22	Huesca	50-54	Mujeres	569
Enero 2017	22	Huesca	55-59	Hombres	639
Enero 2017	22	Huesca	55-59	Mujeres	639
Enero 2017	22	Huesca	60-64	Hombres	433
Enero 2017	22	Huesca	60-64	Mujeres	462
Enero 2017	44	Teruel	16-19	Hombres	95
Enero 2017	44	Teruel	16-19	Mujeres	66
Enero 2017	44	Teruel	20-24	Hombres	310
Enero 2017	44	Teruel	20-24	Mujeres	314
Enero 2017	44	Teruel	25-29	Hombres	309
Enero 2017	44	Teruel	25-29	Mujeres	441
Enero 2017	44	Teruel	30-34	Hombres	310
Enero 2017	44	Teruel	30-34	Mujeres	449
Enero 2017	44	Teruel	35-39	Hombres	364
Enero 2017	44	Teruel	35-39	Mujeres	494
Enero 2017	44	Teruel	40-44	Hombres	395
Enero 2017	44	Teruel	40-44	Mujeres	551
Enero 2017	44	Teruel	45-49	Hombres	413
Enero 2017	44	Teruel	45-49	Mujeres	542
Enero 2017	44	Teruel	50-54	Hombres	478
Enero 2017	44	Teruel	50-54	Mujeres	501
Enero 2017	44	Teruel	55-59	Hombres	488
Enero 2017	44	Teruel	55-59	Mujeres	486
Enero 2017	44	Teruel	60-64	Hombres	272
Enero 2017	44	Teruel	60-64	Mujeres	280
Enero 2017	50	Zaragoza	16-19	Hombres	888
Enero 2017	50	Zaragoza	16-19	Mujeres	600
Enero 2017	50	Zaragoza	20-24	Hombres	2341
Enero 2017	50	Zaragoza	20-24	Mujeres	2176
Enero 2017	50	Zaragoza	25-29	Hombres	2418
Enero 2017	50	Zaragoza	25-29	Mujeres	3290
Enero 2017	50	Zaragoza	30-34	Hombres	2508
Enero 2017	50	Zaragoza	30-34	Mujeres	3749
Enero 2017	50	Zaragoza	35-39	Hombres	2877
Enero 2017	50	Zaragoza	35-39	Mujeres	4571
Enero 2017	50	Zaragoza	40-44	Hombres	3229
Enero 2017	50	Zaragoza	40-44	Mujeres	4813
Enero 2017	50	Zaragoza	45-49	Hombres	3419
Enero 2017	50	Zaragoza	45-49	Mujeres	4726
Enero 2017	50	Zaragoza	50-54	Hombres	3458
Enero 2017	50	Zaragoza	50-54	Mujeres	4380
Enero 2017	50	Zaragoza	55-59	Hombres	3701
Enero 2017	50	Zaragoza	55-59	Mujeres	4685
Enero 2017	50	Zaragoza	60-64	Hombres	2253
Enero 2017	50	Zaragoza	60-64	Mujeres	3558
Diciembre 2016	22	Huesca	16-19	Hombres	146
Diciembre 2016	22	Huesca	16-19	Mujeres	126
Diciembre 2016	22	Huesca	20-24	Hombres	392
Diciembre 2016	22	Huesca	20-24	Mujeres	378
Diciembre 2016	22	Huesca	25-29	Hombres	430
Diciembre 2016	22	Huesca	25-29	Mujeres	543
Diciembre 2016	22	Huesca	30-34	Hombres	451
Diciembre 2016	22	Huesca	30-34	Mujeres	687
Diciembre 2016	22	Huesca	35-39	Hombres	561
Diciembre 2016	22	Huesca	35-39	Mujeres	781
Diciembre 2016	22	Huesca	40-44	Hombres	543
Diciembre 2016	22	Huesca	40-44	Mujeres	747
Diciembre 2016	22	Huesca	45-49	Hombres	561
Diciembre 2016	22	Huesca	45-49	Mujeres	688
Diciembre 2016	22	Huesca	50-54	Hombres	577
Diciembre 2016	22	Huesca	50-54	Mujeres	566
Diciembre 2016	22	Huesca	55-59	Hombres	617
Diciembre 2016	22	Huesca	55-59	Mujeres	616
Diciembre 2016	22	Huesca	60-64	Hombres	412
Diciembre 2016	22	Huesca	60-64	Mujeres	455
Diciembre 2016	44	Teruel	16-19	Hombres	105
Diciembre 2016	44	Teruel	16-19	Mujeres	74
Diciembre 2016	44	Teruel	20-24	Hombres	284
Diciembre 2016	44	Teruel	20-24	Mujeres	287
Diciembre 2016	44	Teruel	25-29	Hombres	321
Diciembre 2016	44	Teruel	25-29	Mujeres	425
Diciembre 2016	44	Teruel	30-34	Hombres	300
Diciembre 2016	44	Teruel	30-34	Mujeres	404
Diciembre 2016	44	Teruel	35-39	Hombres	363
Diciembre 2016	44	Teruel	35-39	Mujeres	496
Diciembre 2016	44	Teruel	40-44	Hombres	367
Diciembre 2016	44	Teruel	40-44	Mujeres	510
Diciembre 2016	44	Teruel	45-49	Hombres	379
Diciembre 2016	44	Teruel	45-49	Mujeres	537
Diciembre 2016	44	Teruel	50-54	Hombres	488
Diciembre 2016	44	Teruel	50-54	Mujeres	478
Diciembre 2016	44	Teruel	55-59	Hombres	478
Diciembre 2016	44	Teruel	55-59	Mujeres	463
Diciembre 2016	44	Teruel	60-64	Hombres	263
Diciembre 2016	44	Teruel	60-64	Mujeres	267
Diciembre 2016	50	Zaragoza	16-19	Hombres	856
Diciembre 2016	50	Zaragoza	16-19	Mujeres	589
Diciembre 2016	50	Zaragoza	20-24	Hombres	2174
Diciembre 2016	50	Zaragoza	20-24	Mujeres	1979
Diciembre 2016	50	Zaragoza	25-29	Hombres	2360
Diciembre 2016	50	Zaragoza	25-29	Mujeres	3116
Diciembre 2016	50	Zaragoza	30-34	Hombres	2552
Diciembre 2016	50	Zaragoza	30-34	Mujeres	3545
Diciembre 2016	50	Zaragoza	35-39	Hombres	2987
Diciembre 2016	50	Zaragoza	35-39	Mujeres	4484
Diciembre 2016	50	Zaragoza	40-44	Hombres	3268
Diciembre 2016	50	Zaragoza	40-44	Mujeres	4681
Diciembre 2016	50	Zaragoza	45-49	Hombres	3536
Diciembre 2016	50	Zaragoza	45-49	Mujeres	4620
Diciembre 2016	50	Zaragoza	50-54	Hombres	3495
Diciembre 2016	50	Zaragoza	50-54	Mujeres	4209
Diciembre 2016	50	Zaragoza	55-59	Hombres	3658
Diciembre 2016	50	Zaragoza	55-59	Mujeres	4565
Diciembre 2016	50	Zaragoza	60-64	Hombres	2224
Diciembre 2016	50	Zaragoza	60-64	Mujeres	3469
Noviembre 2016	22	Huesca	16-19	Hombres	197
Noviembre 2016	22	Huesca	16-19	Mujeres	142
Noviembre 2016	22	Huesca	20-24	Hombres	467
Noviembre 2016	22	Huesca	20-24	Mujeres	432
Noviembre 2016	22	Huesca	25-29	Hombres	437
Noviembre 2016	22	Huesca	25-29	Mujeres	609
Noviembre 2016	22	Huesca	30-34	Hombres	477
Noviembre 2016	22	Huesca	30-34	Mujeres	752
Noviembre 2016	22	Huesca	35-39	Hombres	588
Noviembre 2016	22	Huesca	35-39	Mujeres	840
Noviembre 2016	22	Huesca	40-44	Hombres	569
Noviembre 2016	22	Huesca	40-44	Mujeres	798
Noviembre 2016	22	Huesca	45-49	Hombres	587
Noviembre 2016	22	Huesca	45-49	Mujeres	735
Noviembre 2016	22	Huesca	50-54	Hombres	584
Noviembre 2016	22	Huesca	50-54	Mujeres	566
Noviembre 2016	22	Huesca	55-59	Hombres	623
Noviembre 2016	22	Huesca	55-59	Mujeres	632
Noviembre 2016	22	Huesca	60-64	Hombres	428
Noviembre 2016	22	Huesca	60-64	Mujeres	463
Noviembre 2016	44	Teruel	16-19	Hombres	121
Noviembre 2016	44	Teruel	16-19	Mujeres	86
Noviembre 2016	44	Teruel	20-24	Hombres	319
Noviembre 2016	44	Teruel	20-24	Mujeres	340
Noviembre 2016	44	Teruel	25-29	Hombres	332
Noviembre 2016	44	Teruel	25-29	Mujeres	458
Noviembre 2016	44	Teruel	30-34	Hombres	298
Noviembre 2016	44	Teruel	30-34	Mujeres	458
Noviembre 2016	44	Teruel	35-39	Hombres	365
Noviembre 2016	44	Teruel	35-39	Mujeres	552
Noviembre 2016	44	Teruel	40-44	Hombres	362
Noviembre 2016	44	Teruel	40-44	Mujeres	532
Noviembre 2016	44	Teruel	45-49	Hombres	390
Noviembre 2016	44	Teruel	45-49	Mujeres	545
Noviembre 2016	44	Teruel	50-54	Hombres	475
Noviembre 2016	44	Teruel	50-54	Mujeres	493
Noviembre 2016	44	Teruel	55-59	Hombres	485
Noviembre 2016	44	Teruel	55-59	Mujeres	470
Noviembre 2016	44	Teruel	60-64	Hombres	263
Noviembre 2016	44	Teruel	60-64	Mujeres	267
Noviembre 2016	50	Zaragoza	16-19	Hombres	955
Noviembre 2016	50	Zaragoza	16-19	Mujeres	680
Noviembre 2016	50	Zaragoza	20-24	Hombres	2303
Noviembre 2016	50	Zaragoza	20-24	Mujeres	2175
Noviembre 2016	50	Zaragoza	25-29	Hombres	2310
Noviembre 2016	50	Zaragoza	25-29	Mujeres	3155
Noviembre 2016	50	Zaragoza	30-34	Hombres	2481
Noviembre 2016	50	Zaragoza	30-34	Mujeres	3632
Noviembre 2016	50	Zaragoza	35-39	Hombres	2882
Noviembre 2016	50	Zaragoza	35-39	Mujeres	4563
Noviembre 2016	50	Zaragoza	40-44	Hombres	3196
Noviembre 2016	50	Zaragoza	40-44	Mujeres	4774
Noviembre 2016	50	Zaragoza	45-49	Hombres	3422
Noviembre 2016	50	Zaragoza	45-49	Mujeres	4685
Noviembre 2016	50	Zaragoza	50-54	Hombres	3433
Noviembre 2016	50	Zaragoza	50-54	Mujeres	4294
Noviembre 2016	50	Zaragoza	55-59	Hombres	3649
Noviembre 2016	50	Zaragoza	55-59	Mujeres	4654
Noviembre 2016	50	Zaragoza	60-64	Hombres	2218
Noviembre 2016	50	Zaragoza	60-64	Mujeres	3485
Octubre 2016	22	Huesca	16-19	Hombres	186
Octubre 2016	22	Huesca	16-19	Mujeres	133
Octubre 2016	22	Huesca	20-24	Hombres	481
Octubre 2016	22	Huesca	20-24	Mujeres	435
Octubre 2016	22	Huesca	25-29	Hombres	469
Octubre 2016	22	Huesca	25-29	Mujeres	618
Octubre 2016	22	Huesca	30-34	Hombres	480
Octubre 2016	22	Huesca	30-34	Mujeres	732
Octubre 2016	22	Huesca	35-39	Hombres	599
Octubre 2016	22	Huesca	35-39	Mujeres	882
Octubre 2016	22	Huesca	40-44	Hombres	565
Octubre 2016	22	Huesca	40-44	Mujeres	794
Octubre 2016	22	Huesca	45-49	Hombres	602
Octubre 2016	22	Huesca	45-49	Mujeres	714
Octubre 2016	22	Huesca	50-54	Hombres	593
Octubre 2016	22	Huesca	50-54	Mujeres	566
Octubre 2016	22	Huesca	55-59	Hombres	638
Octubre 2016	22	Huesca	55-59	Mujeres	639
Octubre 2016	22	Huesca	60-64	Hombres	434
Octubre 2016	22	Huesca	60-64	Mujeres	452
Octubre 2016	44	Teruel	16-19	Hombres	115
Octubre 2016	44	Teruel	16-19	Mujeres	72
Octubre 2016	44	Teruel	20-24	Hombres	306
Octubre 2016	44	Teruel	20-24	Mujeres	338
Octubre 2016	44	Teruel	25-29	Hombres	329
Octubre 2016	44	Teruel	25-29	Mujeres	425
Octubre 2016	44	Teruel	30-34	Hombres	283
Octubre 2016	44	Teruel	30-34	Mujeres	465
Octubre 2016	44	Teruel	35-39	Hombres	344
Octubre 2016	44	Teruel	35-39	Mujeres	523
Octubre 2016	44	Teruel	40-44	Hombres	344
Octubre 2016	44	Teruel	40-44	Mujeres	513
Octubre 2016	44	Teruel	45-49	Hombres	384
Octubre 2016	44	Teruel	45-49	Mujeres	512
Octubre 2016	44	Teruel	50-54	Hombres	456
Octubre 2016	44	Teruel	50-54	Mujeres	467
Octubre 2016	44	Teruel	55-59	Hombres	476
Octubre 2016	44	Teruel	55-59	Mujeres	457
Octubre 2016	44	Teruel	60-64	Hombres	261
Octubre 2016	44	Teruel	60-64	Mujeres	272
Octubre 2016	50	Zaragoza	16-19	Hombres	869
Octubre 2016	50	Zaragoza	16-19	Mujeres	667
Octubre 2016	50	Zaragoza	20-24	Hombres	2248
Octubre 2016	50	Zaragoza	20-24	Mujeres	2194
Octubre 2016	50	Zaragoza	25-29	Hombres	2319
Octubre 2016	50	Zaragoza	25-29	Mujeres	3147
Octubre 2016	50	Zaragoza	30-34	Hombres	2477
Octubre 2016	50	Zaragoza	30-34	Mujeres	3646
Octubre 2016	50	Zaragoza	35-39	Hombres	2901
Octubre 2016	50	Zaragoza	35-39	Mujeres	4587
Octubre 2016	50	Zaragoza	40-44	Hombres	3106
Octubre 2016	50	Zaragoza	40-44	Mujeres	4714
Octubre 2016	50	Zaragoza	45-49	Hombres	3476
Octubre 2016	50	Zaragoza	45-49	Mujeres	4622
Octubre 2016	50	Zaragoza	50-54	Hombres	3438
Octubre 2016	50	Zaragoza	50-54	Mujeres	4280
Octubre 2016	50	Zaragoza	55-59	Hombres	3666
Octubre 2016	50	Zaragoza	55-59	Mujeres	4687
Octubre 2016	50	Zaragoza	60-64	Hombres	2195
Octubre 2016	50	Zaragoza	60-64	Mujeres	3462
Septiembre 2016	22	Huesca	16-19	Hombres	186
Septiembre 2016	22	Huesca	16-19	Mujeres	130
Septiembre 2016	22	Huesca	20-24	Hombres	447
Septiembre 2016	22	Huesca	20-24	Mujeres	398
Septiembre 2016	22	Huesca	25-29	Hombres	455
Septiembre 2016	22	Huesca	25-29	Mujeres	615
Septiembre 2016	22	Huesca	30-34	Hombres	464
Septiembre 2016	22	Huesca	30-34	Mujeres	700
Septiembre 2016	22	Huesca	35-39	Hombres	555
Septiembre 2016	22	Huesca	35-39	Mujeres	829
Septiembre 2016	22	Huesca	40-44	Hombres	573
Septiembre 2016	22	Huesca	40-44	Mujeres	792
Septiembre 2016	22	Huesca	45-49	Hombres	593
Septiembre 2016	22	Huesca	45-49	Mujeres	673
Septiembre 2016	22	Huesca	50-54	Hombres	616
Septiembre 2016	22	Huesca	50-54	Mujeres	566
Septiembre 2016	22	Huesca	55-59	Hombres	646
Septiembre 2016	22	Huesca	55-59	Mujeres	630
Septiembre 2016	22	Huesca	60-64	Hombres	440
Septiembre 2016	22	Huesca	60-64	Mujeres	431
Septiembre 2016	44	Teruel	16-19	Hombres	106
Septiembre 2016	44	Teruel	16-19	Mujeres	77
Septiembre 2016	44	Teruel	20-24	Hombres	287
Septiembre 2016	44	Teruel	20-24	Mujeres	314
Septiembre 2016	44	Teruel	25-29	Hombres	294
Septiembre 2016	44	Teruel	25-29	Mujeres	391
Septiembre 2016	44	Teruel	30-34	Hombres	268
Septiembre 2016	44	Teruel	30-34	Mujeres	440
Septiembre 2016	44	Teruel	35-39	Hombres	332
Septiembre 2016	44	Teruel	35-39	Mujeres	487
Septiembre 2016	44	Teruel	40-44	Hombres	333
Septiembre 2016	44	Teruel	40-44	Mujeres	483
Septiembre 2016	44	Teruel	45-49	Hombres	353
Septiembre 2016	44	Teruel	45-49	Mujeres	500
Septiembre 2016	44	Teruel	50-54	Hombres	433
Septiembre 2016	44	Teruel	50-54	Mujeres	442
Septiembre 2016	44	Teruel	55-59	Hombres	486
Septiembre 2016	44	Teruel	55-59	Mujeres	462
Septiembre 2016	44	Teruel	60-64	Hombres	254
Septiembre 2016	44	Teruel	60-64	Mujeres	277
Septiembre 2016	50	Zaragoza	16-19	Hombres	900
Septiembre 2016	50	Zaragoza	16-19	Mujeres	696
Septiembre 2016	50	Zaragoza	20-24	Hombres	2197
Septiembre 2016	50	Zaragoza	20-24	Mujeres	2168
Septiembre 2016	50	Zaragoza	25-29	Hombres	2243
Septiembre 2016	50	Zaragoza	25-29	Mujeres	3167
Septiembre 2016	50	Zaragoza	30-34	Hombres	2420
Septiembre 2016	50	Zaragoza	30-34	Mujeres	3610
Septiembre 2016	50	Zaragoza	35-39	Hombres	2754
Septiembre 2016	50	Zaragoza	35-39	Mujeres	4613
Septiembre 2016	50	Zaragoza	40-44	Hombres	3125
Septiembre 2016	50	Zaragoza	40-44	Mujeres	4738
Septiembre 2016	50	Zaragoza	45-49	Hombres	3434
Septiembre 2016	50	Zaragoza	45-49	Mujeres	4656
Septiembre 2016	50	Zaragoza	50-54	Hombres	3387
Septiembre 2016	50	Zaragoza	50-54	Mujeres	4321
Septiembre 2016	50	Zaragoza	55-59	Hombres	3627
Septiembre 2016	50	Zaragoza	55-59	Mujeres	4688
Septiembre 2016	50	Zaragoza	60-64	Hombres	2172
Septiembre 2016	50	Zaragoza	60-64	Mujeres	3449
Agosto 2016	22	Huesca	16-19	Hombres	147
Agosto 2016	22	Huesca	16-19	Mujeres	115
Agosto 2016	22	Huesca	20-24	Hombres	355
Agosto 2016	22	Huesca	20-24	Mujeres	317
Agosto 2016	22	Huesca	25-29	Hombres	370
Agosto 2016	22	Huesca	25-29	Mujeres	534
Agosto 2016	22	Huesca	30-34	Hombres	392
Agosto 2016	22	Huesca	30-34	Mujeres	674
Agosto 2016	22	Huesca	35-39	Hombres	512
Agosto 2016	22	Huesca	35-39	Mujeres	793
Agosto 2016	22	Huesca	40-44	Hombres	515
Agosto 2016	22	Huesca	40-44	Mujeres	729
Agosto 2016	22	Huesca	45-49	Hombres	552
Agosto 2016	22	Huesca	45-49	Mujeres	667
Agosto 2016	22	Huesca	50-54	Hombres	590
Agosto 2016	22	Huesca	50-54	Mujeres	542
Agosto 2016	22	Huesca	55-59	Hombres	615
Agosto 2016	22	Huesca	55-59	Mujeres	631
Agosto 2016	22	Huesca	60-64	Hombres	428
Agosto 2016	22	Huesca	60-64	Mujeres	422
Agosto 2016	44	Teruel	16-19	Hombres	113
Agosto 2016	44	Teruel	16-19	Mujeres	77
Agosto 2016	44	Teruel	20-24	Hombres	284
Agosto 2016	44	Teruel	20-24	Mujeres	253
Agosto 2016	44	Teruel	25-29	Hombres	281
Agosto 2016	44	Teruel	25-29	Mujeres	357
Agosto 2016	44	Teruel	30-34	Hombres	272
Agosto 2016	44	Teruel	30-34	Mujeres	434
Agosto 2016	44	Teruel	35-39	Hombres	354
Agosto 2016	44	Teruel	35-39	Mujeres	483
Agosto 2016	44	Teruel	40-44	Hombres	335
Agosto 2016	44	Teruel	40-44	Mujeres	465
Agosto 2016	44	Teruel	45-49	Hombres	373
Agosto 2016	44	Teruel	45-49	Mujeres	464
Agosto 2016	44	Teruel	50-54	Hombres	438
Agosto 2016	44	Teruel	50-54	Mujeres	432
Agosto 2016	44	Teruel	55-59	Hombres	475
Agosto 2016	44	Teruel	55-59	Mujeres	444
Agosto 2016	44	Teruel	60-64	Hombres	249
Agosto 2016	44	Teruel	60-64	Mujeres	265
Agosto 2016	50	Zaragoza	16-19	Hombres	806
Agosto 2016	50	Zaragoza	16-19	Mujeres	632
Agosto 2016	50	Zaragoza	20-24	Hombres	1955
Agosto 2016	50	Zaragoza	20-24	Mujeres	1994
Agosto 2016	50	Zaragoza	25-29	Hombres	2216
Agosto 2016	50	Zaragoza	25-29	Mujeres	3116
Agosto 2016	50	Zaragoza	30-34	Hombres	2351
Agosto 2016	50	Zaragoza	30-34	Mujeres	3632
Agosto 2016	50	Zaragoza	35-39	Hombres	2760
Agosto 2016	50	Zaragoza	35-39	Mujeres	4560
Agosto 2016	50	Zaragoza	40-44	Hombres	3084
Agosto 2016	50	Zaragoza	40-44	Mujeres	4624
Agosto 2016	50	Zaragoza	45-49	Hombres	3366
Agosto 2016	50	Zaragoza	45-49	Mujeres	4574
Agosto 2016	50	Zaragoza	50-54	Hombres	3371
Agosto 2016	50	Zaragoza	50-54	Mujeres	4282
Agosto 2016	50	Zaragoza	55-59	Hombres	3575
Agosto 2016	50	Zaragoza	55-59	Mujeres	4603
Agosto 2016	50	Zaragoza	60-64	Hombres	2167
Agosto 2016	50	Zaragoza	60-64	Mujeres	3424
Julio 2016	22	Huesca	16-19	Hombres	155
Julio 2016	22	Huesca	16-19	Mujeres	113
Julio 2016	22	Huesca	20-24	Hombres	330
Julio 2016	22	Huesca	20-24	Mujeres	310
Julio 2016	22	Huesca	25-29	Hombres	379
Julio 2016	22	Huesca	25-29	Mujeres	528
Julio 2016	22	Huesca	30-34	Hombres	402
Julio 2016	22	Huesca	30-34	Mujeres	666
Julio 2016	22	Huesca	35-39	Hombres	503
Julio 2016	22	Huesca	35-39	Mujeres	792
Julio 2016	22	Huesca	40-44	Hombres	514
Julio 2016	22	Huesca	40-44	Mujeres	719
Julio 2016	22	Huesca	45-49	Hombres	520
Julio 2016	22	Huesca	45-49	Mujeres	683
Julio 2016	22	Huesca	50-54	Hombres	592
Julio 2016	22	Huesca	50-54	Mujeres	545
Julio 2016	22	Huesca	55-59	Hombres	614
Julio 2016	22	Huesca	55-59	Mujeres	657
Julio 2016	22	Huesca	60-64	Hombres	432
Julio 2016	22	Huesca	60-64	Mujeres	417
Julio 2016	44	Teruel	16-19	Hombres	118
Julio 2016	44	Teruel	16-19	Mujeres	88
Julio 2016	44	Teruel	20-24	Hombres	265
Julio 2016	44	Teruel	20-24	Mujeres	261
Julio 2016	44	Teruel	25-29	Hombres	280
Julio 2016	44	Teruel	25-29	Mujeres	360
Julio 2016	44	Teruel	30-34	Hombres	277
Julio 2016	44	Teruel	30-34	Mujeres	459
Julio 2016	44	Teruel	35-39	Hombres	337
Julio 2016	44	Teruel	35-39	Mujeres	490
Julio 2016	44	Teruel	40-44	Hombres	331
Julio 2016	44	Teruel	40-44	Mujeres	467
Julio 2016	44	Teruel	45-49	Hombres	376
Julio 2016	44	Teruel	45-49	Mujeres	477
Julio 2016	44	Teruel	50-54	Hombres	430
Julio 2016	44	Teruel	50-54	Mujeres	444
Julio 2016	44	Teruel	55-59	Hombres	480
Julio 2016	44	Teruel	55-59	Mujeres	442
Julio 2016	44	Teruel	60-64	Hombres	243
Julio 2016	44	Teruel	60-64	Mujeres	272
Julio 2016	50	Zaragoza	16-19	Hombres	799
Julio 2016	50	Zaragoza	16-19	Mujeres	646
Julio 2016	50	Zaragoza	20-24	Hombres	1965
Julio 2016	50	Zaragoza	20-24	Mujeres	1959
Julio 2016	50	Zaragoza	25-29	Hombres	2203
Julio 2016	50	Zaragoza	25-29	Mujeres	3040
Julio 2016	50	Zaragoza	30-34	Hombres	2334
Julio 2016	50	Zaragoza	30-34	Mujeres	3635
Julio 2016	50	Zaragoza	35-39	Hombres	2796
Julio 2016	50	Zaragoza	35-39	Mujeres	4573
Julio 2016	50	Zaragoza	40-44	Hombres	3024
Julio 2016	50	Zaragoza	40-44	Mujeres	4668
Julio 2016	50	Zaragoza	45-49	Hombres	3364
Julio 2016	50	Zaragoza	45-49	Mujeres	4567
Julio 2016	50	Zaragoza	50-54	Hombres	3390
Julio 2016	50	Zaragoza	50-54	Mujeres	4288
Julio 2016	50	Zaragoza	55-59	Hombres	3576
Julio 2016	50	Zaragoza	55-59	Mujeres	4612
Julio 2016	50	Zaragoza	60-64	Hombres	2166
Julio 2016	50	Zaragoza	60-64	Mujeres	3397
Junio 2016	22	Huesca	16-19	Hombres	176
Junio 2016	22	Huesca	16-19	Mujeres	117
Junio 2016	22	Huesca	20-24	Hombres	344
Junio 2016	22	Huesca	20-24	Mujeres	334
Junio 2016	22	Huesca	25-29	Hombres	407
Junio 2016	22	Huesca	25-29	Mujeres	546
Junio 2016	22	Huesca	30-34	Hombres	429
Junio 2016	22	Huesca	30-34	Mujeres	660
Junio 2016	22	Huesca	35-39	Hombres	540
Junio 2016	22	Huesca	35-39	Mujeres	820
Junio 2016	22	Huesca	40-44	Hombres	549
Junio 2016	22	Huesca	40-44	Mujeres	768
Junio 2016	22	Huesca	45-49	Hombres	544
Junio 2016	22	Huesca	45-49	Mujeres	700
Junio 2016	22	Huesca	50-54	Hombres	621
Junio 2016	22	Huesca	50-54	Mujeres	564
Junio 2016	22	Huesca	55-59	Hombres	651
Junio 2016	22	Huesca	55-59	Mujeres	663
Junio 2016	22	Huesca	60-64	Hombres	437
Junio 2016	22	Huesca	60-64	Mujeres	434
Junio 2016	44	Teruel	16-19	Hombres	128
Junio 2016	44	Teruel	16-19	Mujeres	89
Junio 2016	44	Teruel	20-24	Hombres	291
Junio 2016	44	Teruel	20-24	Mujeres	293
Junio 2016	44	Teruel	25-29	Hombres	296
Junio 2016	44	Teruel	25-29	Mujeres	426
Junio 2016	44	Teruel	30-34	Hombres	297
Junio 2016	44	Teruel	30-34	Mujeres	465
Junio 2016	44	Teruel	35-39	Hombres	338
Junio 2016	44	Teruel	35-39	Mujeres	503
Junio 2016	44	Teruel	40-44	Hombres	370
Junio 2016	44	Teruel	40-44	Mujeres	480
Junio 2016	44	Teruel	45-49	Hombres	391
Junio 2016	44	Teruel	45-49	Mujeres	511
Junio 2016	44	Teruel	50-54	Hombres	436
Junio 2016	44	Teruel	50-54	Mujeres	477
Junio 2016	44	Teruel	55-59	Hombres	492
Junio 2016	44	Teruel	55-59	Mujeres	467
Junio 2016	44	Teruel	60-64	Hombres	243
Junio 2016	44	Teruel	60-64	Mujeres	266
Junio 2016	50	Zaragoza	16-19	Hombres	822
Junio 2016	50	Zaragoza	16-19	Mujeres	678
Junio 2016	50	Zaragoza	20-24	Hombres	1977
Junio 2016	50	Zaragoza	20-24	Mujeres	1986
Junio 2016	50	Zaragoza	25-29	Hombres	2224
Junio 2016	50	Zaragoza	25-29	Mujeres	3093
Junio 2016	50	Zaragoza	30-34	Hombres	2368
Junio 2016	50	Zaragoza	30-34	Mujeres	3680
Junio 2016	50	Zaragoza	35-39	Hombres	2825
Junio 2016	50	Zaragoza	35-39	Mujeres	4604
Junio 2016	50	Zaragoza	40-44	Hombres	3000
Junio 2016	50	Zaragoza	40-44	Mujeres	4719
Junio 2016	50	Zaragoza	45-49	Hombres	3376
Junio 2016	50	Zaragoza	45-49	Mujeres	4587
Junio 2016	50	Zaragoza	50-54	Hombres	3364
Junio 2016	50	Zaragoza	50-54	Mujeres	4327
Junio 2016	50	Zaragoza	55-59	Hombres	3599
Junio 2016	50	Zaragoza	55-59	Mujeres	4674
Junio 2016	50	Zaragoza	60-64	Hombres	2165
Junio 2016	50	Zaragoza	60-64	Mujeres	3431
Mayo 2016	22	Huesca	16-19	Hombres	170
Mayo 2016	22	Huesca	16-19	Mujeres	130
Mayo 2016	22	Huesca	20-24	Hombres	386
