Municipio código	Municipio nombre	Segunda residencia	Número hogares
44106	Fortanete	Dispone de segunda residencia	17
44106	Fortanete	No dispone de segunda residencia	66
44107	Foz-Calanda	Dispone de segunda residencia	11
44107	Foz-Calanda	No dispone de segunda residencia	88
44108	Fresneda (La)	Dispone de segunda residencia	7
44108	Fresneda (La)	No dispone de segunda residencia	175
44109	Frías de Albarracín	Dispone de segunda residencia	26
44109	Frías de Albarracín	No dispone de segunda residencia	39
44110	Fuenferrada	No dispone de segunda residencia	19
44111	Fuentes Calientes	Dispone de segunda residencia	7
44111	Fuentes Calientes	No dispone de segunda residencia	42
44112	Fuentes Claras	Dispone de segunda residencia	7
44112	Fuentes Claras	No dispone de segunda residencia	251
44113	Fuentes de Rubielos	Dispone de segunda residencia	3
44113	Fuentes de Rubielos	No dispone de segunda residencia	39
44114	Fuentespalda	Dispone de segunda residencia	13
44114	Fuentespalda	No dispone de segunda residencia	119
44115	Galve	Dispone de segunda residencia	23
44115	Galve	No dispone de segunda residencia	30
44116	Gargallo	Dispone de segunda residencia	7
44116	Gargallo	No dispone de segunda residencia	40
44117	Gea de Albarracín	Dispone de segunda residencia	18
44117	Gea de Albarracín	No dispone de segunda residencia	160
44118	Ginebrosa (La)	Dispone de segunda residencia	21
44118	Ginebrosa (La)	No dispone de segunda residencia	80
44119	Griegos	Dispone de segunda residencia	3
44119	Griegos	No dispone de segunda residencia	54
44120	Guadalaviar	Dispone de segunda residencia	22
44120	Guadalaviar	No dispone de segunda residencia	82
44121	Gúdar	Dispone de segunda residencia	3
44121	Gúdar	No dispone de segunda residencia	26
44122	Híjar	Dispone de segunda residencia	65
44122	Híjar	No dispone de segunda residencia	687
44123	Hinojosa de Jarque	Dispone de segunda residencia	21
44123	Hinojosa de Jarque	No dispone de segunda residencia	35
44124	Hoz de la Vieja (La)	Dispone de segunda residencia	21
44124	Hoz de la Vieja (La)	No dispone de segunda residencia	40
44125	Huesa del Común	Dispone de segunda residencia	17
44125	Huesa del Común	No dispone de segunda residencia	49
44126	Iglesuela del Cid (La)	Dispone de segunda residencia	44
44126	Iglesuela del Cid (La)	No dispone de segunda residencia	147
44127	Jabaloyas	Dispone de segunda residencia	15
44127	Jabaloyas	No dispone de segunda residencia	20
44128	Jarque de la Val	Dispone de segunda residencia	13
44128	Jarque de la Val	No dispone de segunda residencia	26
44129	Jatiel	Dispone de segunda residencia	6
44129	Jatiel	No dispone de segunda residencia	19
44130	Jorcas	No dispone de segunda residencia	20
44131	Josa	Dispone de segunda residencia	11
44131	Josa	No dispone de segunda residencia	9
44132	Lagueruela	Dispone de segunda residencia	6
44132	Lagueruela	No dispone de segunda residencia	26
44133	Lanzuela	Dispone de segunda residencia	3
44133	Lanzuela	No dispone de segunda residencia	11
44135	Libros	Dispone de segunda residencia	13
44135	Libros	No dispone de segunda residencia	62
44136	Lidón	Dispone de segunda residencia	1
44136	Lidón	No dispone de segunda residencia	38
44137	Linares de Mora	Dispone de segunda residencia	20
44137	Linares de Mora	No dispone de segunda residencia	102
44138	Loscos	Dispone de segunda residencia	27
44138	Loscos	No dispone de segunda residencia	58
44141	Lledó	Dispone de segunda residencia	3
44141	Lledó	No dispone de segunda residencia	65
44142	Maicas	Dispone de segunda residencia	26
44142	Maicas	No dispone de segunda residencia	5
44143	Manzanera	Dispone de segunda residencia	43
44143	Manzanera	No dispone de segunda residencia	160
44144	Martín del Río	Dispone de segunda residencia	38
44144	Martín del Río	No dispone de segunda residencia	147
44145	Mas de las Matas	Dispone de segunda residencia	76
44145	Mas de las Matas	No dispone de segunda residencia	439
44146	Mata de los Olmos (La)	Dispone de segunda residencia	15
44146	Mata de los Olmos (La)	No dispone de segunda residencia	81
44147	Mazaleón	Dispone de segunda residencia	44
44147	Mazaleón	No dispone de segunda residencia	180
44148	Mezquita de Jarque	Dispone de segunda residencia	10
44148	Mezquita de Jarque	No dispone de segunda residencia	42
44149	Mirambel	No dispone de segunda residencia	53
44150	Miravete de la Sierra	Dispone de segunda residencia	6
44150	Miravete de la Sierra	No dispone de segunda residencia	16
44151	Molinos	Dispone de segunda residencia	43
44151	Molinos	No dispone de segunda residencia	83
44152	Monforte de Moyuela	Dispone de segunda residencia	19
44152	Monforte de Moyuela	No dispone de segunda residencia	16
44153	Monreal del Campo	Dispone de segunda residencia	97
44153	Monreal del Campo	No dispone de segunda residencia	773
44154	Monroyo	Dispone de segunda residencia	8
44154	Monroyo	No dispone de segunda residencia	132
44155	Montalbán	Dispone de segunda residencia	135
44155	Montalbán	No dispone de segunda residencia	417
44156	Monteagudo del Castillo	No dispone de segunda residencia	26
44157	Monterde de Albarracín	Dispone de segunda residencia	8
44157	Monterde de Albarracín	No dispone de segunda residencia	31
44158	Mora de Rubielos	Dispone de segunda residencia	69
44158	Mora de Rubielos	No dispone de segunda residencia	467
44159	Moscardón	Dispone de segunda residencia	9
44159	Moscardón	No dispone de segunda residencia	18
44160	Mosqueruela	Dispone de segunda residencia	36
44160	Mosqueruela	No dispone de segunda residencia	229
44161	Muniesa	Dispone de segunda residencia	101
44161	Muniesa	No dispone de segunda residencia	198
44163	Noguera de Albarracín	Dispone de segunda residencia	23
44163	Noguera de Albarracín	No dispone de segunda residencia	54
44164	Nogueras	Dispone de segunda residencia	3
44164	Nogueras	No dispone de segunda residencia	5
44165	Nogueruelas	Dispone de segunda residencia	16
44165	Nogueruelas	No dispone de segunda residencia	73
44167	Obón	Dispone de segunda residencia	18
44167	Obón	No dispone de segunda residencia	21
44168	Odón	Dispone de segunda residencia	2
44168	Odón	No dispone de segunda residencia	95
44169	Ojos Negros	Dispone de segunda residencia	35
44169	Ojos Negros	No dispone de segunda residencia	196
44171	Olba	Dispone de segunda residencia	7
44171	Olba	No dispone de segunda residencia	89
44172	Oliete	Dispone de segunda residencia	24
44172	Oliete	No dispone de segunda residencia	194
44173	Olmos (Los)	Dispone de segunda residencia	12
44173	Olmos (Los)	No dispone de segunda residencia	43
44174	Orihuela del Tremedal	Dispone de segunda residencia	49
44174	Orihuela del Tremedal	No dispone de segunda residencia	207
44175	Orrios	Dispone de segunda residencia	6
44175	Orrios	No dispone de segunda residencia	56
44176	Palomar de Arroyos	Dispone de segunda residencia	9
44176	Palomar de Arroyos	No dispone de segunda residencia	69
44177	Pancrudo	Dispone de segunda residencia	19
44177	Pancrudo	No dispone de segunda residencia	45
44178	Parras de Castellote (Las)	No dispone de segunda residencia	36
44179	Peñarroya de Tastavins	Dispone de segunda residencia	14
44179	Peñarroya de Tastavins	No dispone de segunda residencia	184
44180	Peracense	Dispone de segunda residencia	27
44180	Peracense	No dispone de segunda residencia	26
44181	Peralejos	Dispone de segunda residencia	4
44181	Peralejos	No dispone de segunda residencia	32
44182	Perales del Alfambra	Dispone de segunda residencia	35
44182	Perales del Alfambra	No dispone de segunda residencia	72
44183	Pitarque	Dispone de segunda residencia	9
44183	Pitarque	No dispone de segunda residencia	37
44184	Plou	Dispone de segunda residencia	11
44184	Plou	No dispone de segunda residencia	15
44185	Pobo (El)	Dispone de segunda residencia	3
44185	Pobo (El)	No dispone de segunda residencia	57
44187	Portellada (La)	Dispone de segunda residencia	23
44187	Portellada (La)	No dispone de segunda residencia	91
44189	Pozondón	Dispone de segunda residencia	6
44189	Pozondón	No dispone de segunda residencia	35
44190	Pozuel del Campo	Dispone de segunda residencia	17
44190	Pozuel del Campo	No dispone de segunda residencia	38
44191	Puebla de Híjar (La)	Dispone de segunda residencia	87
44191	Puebla de Híjar (La)	No dispone de segunda residencia	324
44192	Puebla de Valverde (La)	Dispone de segunda residencia	47
44192	Puebla de Valverde (La)	No dispone de segunda residencia	168
44193	Puertomingalvo	Dispone de segunda residencia	10
44193	Puertomingalvo	No dispone de segunda residencia	57
44194	Ráfales	Dispone de segunda residencia	9
44194	Ráfales	No dispone de segunda residencia	77
44195	Rillo	Dispone de segunda residencia	12
44195	Rillo	No dispone de segunda residencia	42
44196	Riodeva	No dispone de segunda residencia	90
44197	Ródenas	Dispone de segunda residencia	5
44197	Ródenas	No dispone de segunda residencia	32
44198	Royuela	Dispone de segunda residencia	34
44198	Royuela	No dispone de segunda residencia	56
44199	Rubiales	Dispone de segunda residencia	7
44199	Rubiales	No dispone de segunda residencia	16
44200	Rubielos de la Cérida	Dispone de segunda residencia	2
44200	Rubielos de la Cérida	No dispone de segunda residencia	23
44201	Rubielos de Mora	Dispone de segunda residencia	38
44201	Rubielos de Mora	No dispone de segunda residencia	228
44203	Salcedillo	No dispone de segunda residencia	6
44204	Saldón	Dispone de segunda residencia	6
44204	Saldón	No dispone de segunda residencia	15
44205	Samper de Calanda	Dispone de segunda residencia	54
44205	Samper de Calanda	No dispone de segunda residencia	354
44206	San Agustín	Dispone de segunda residencia	5
44206	San Agustín	No dispone de segunda residencia	59
44207	San Martín del Río	Dispone de segunda residencia	8
44207	San Martín del Río	No dispone de segunda residencia	119
44208	Santa Cruz de Nogueras	Dispone de segunda residencia	10
44208	Santa Cruz de Nogueras	No dispone de segunda residencia	7
44209	Santa Eulalia	Dispone de segunda residencia	11
44209	Santa Eulalia	No dispone de segunda residencia	480
44210	Sarrión	Dispone de segunda residencia	51
44210	Sarrión	No dispone de segunda residencia	356
44211	Segura de los Baños	Dispone de segunda residencia	1
44211	Segura de los Baños	No dispone de segunda residencia	19
44212	Seno	Dispone de segunda residencia	2
44212	Seno	No dispone de segunda residencia	21
44213	Singra	Dispone de segunda residencia	9
44213	Singra	No dispone de segunda residencia	32
44215	Terriente	Dispone de segunda residencia	12
44215	Terriente	No dispone de segunda residencia	59
44216	Teruel	Dispone de segunda residencia	2380
44216	Teruel	No dispone de segunda residencia	8341
44217	Toril y Masegoso	Dispone de segunda residencia	2
44217	Toril y Masegoso	No dispone de segunda residencia	12
44218	Tormón	Dispone de segunda residencia	4
44218	Tormón	No dispone de segunda residencia	16
44219	Tornos	Dispone de segunda residencia	22
44219	Tornos	No dispone de segunda residencia	90
44220	Torralba de los Sisones	Dispone de segunda residencia	18
44220	Torralba de los Sisones	No dispone de segunda residencia	69
44221	Torrecilla de Alcañiz	Dispone de segunda residencia	7
44221	Torrecilla de Alcañiz	No dispone de segunda residencia	154
44222	Torrecilla del Rebollar	Dispone de segunda residencia	42
44222	Torrecilla del Rebollar	No dispone de segunda residencia	33
44223	Torre de Arcas	Dispone de segunda residencia	7
44223	Torre de Arcas	No dispone de segunda residencia	32
44224	Torre de las Arcas	Dispone de segunda residencia	2
44224	Torre de las Arcas	No dispone de segunda residencia	17
44225	Torre del Compte	Dispone de segunda residencia	6
44225	Torre del Compte	No dispone de segunda residencia	72
44226	Torrelacárcel	Dispone de segunda residencia	13
44226	Torrelacárcel	No dispone de segunda residencia	110
44227	Torre los Negros	Dispone de segunda residencia	13
44227	Torre los Negros	No dispone de segunda residencia	21
44228	Torremocha de Jiloca	Dispone de segunda residencia	5
44228	Torremocha de Jiloca	No dispone de segunda residencia	65
44229	Torres de Albarracín	Dispone de segunda residencia	31
44229	Torres de Albarracín	No dispone de segunda residencia	35
44230	Torrevelilla	Dispone de segunda residencia	5
44230	Torrevelilla	No dispone de segunda residencia	85
44231	Torrijas	Dispone de segunda residencia	9
44231	Torrijas	No dispone de segunda residencia	27
44232	Torrijo del Campo	Dispone de segunda residencia	46
44232	Torrijo del Campo	No dispone de segunda residencia	186
44234	Tramacastiel	Dispone de segunda residencia	10
44234	Tramacastiel	No dispone de segunda residencia	39
44235	Tramacastilla	Dispone de segunda residencia	20
44235	Tramacastilla	No dispone de segunda residencia	38
44236	Tronchón	Dispone de segunda residencia	2
44236	Tronchón	No dispone de segunda residencia	44
44237	Urrea de Gaén	Dispone de segunda residencia	36
44237	Urrea de Gaén	No dispone de segunda residencia	192
44238	Utrillas	Dispone de segunda residencia	253
44238	Utrillas	No dispone de segunda residencia	845
44239	Valacloche	No dispone de segunda residencia	12
44240	Valbona	Dispone de segunda residencia	9
44240	Valbona	No dispone de segunda residencia	78
44241	Valdealgorfa	Dispone de segunda residencia	30
44241	Valdealgorfa	No dispone de segunda residencia	257
44243	Valdecuenca	Dispone de segunda residencia	6
44243	Valdecuenca	No dispone de segunda residencia	11
44244	Valdelinares	Dispone de segunda residencia	19
44244	Valdelinares	No dispone de segunda residencia	36
44245	Valdeltormo	Dispone de segunda residencia	12
44245	Valdeltormo	No dispone de segunda residencia	130
44246	Valderrobres	Dispone de segunda residencia	40
44246	Valderrobres	No dispone de segunda residencia	697
44247	Valjunquera	Dispone de segunda residencia	15
44247	Valjunquera	No dispone de segunda residencia	154
44249	Vallecillo (El)	Dispone de segunda residencia	9
44249	Vallecillo (El)	No dispone de segunda residencia	18
44250	Veguillas de la Sierra	Dispone de segunda residencia	4
44250	Veguillas de la Sierra	No dispone de segunda residencia	10
44251	Villafranca del Campo	Dispone de segunda residencia	14
44251	Villafranca del Campo	No dispone de segunda residencia	141
44252	Villahermosa del Campo	Dispone de segunda residencia	6
44252	Villahermosa del Campo	No dispone de segunda residencia	25
44256	Villanueva del Rebollar de la Sierra	No dispone de segunda residencia	19
44257	Villar del Cobo	Dispone de segunda residencia	14
44257	Villar del Cobo	No dispone de segunda residencia	75
44258	Villar del Salz	Dispone de segunda residencia	10
44258	Villar del Salz	No dispone de segunda residencia	31
44260	Villarluengo	Dispone de segunda residencia	11
44260	Villarluengo	No dispone de segunda residencia	79
44261	Villarquemado	Dispone de segunda residencia	50
44261	Villarquemado	No dispone de segunda residencia	311
44262	Villarroya de los Pinares	Dispone de segunda residencia	9
44262	Villarroya de los Pinares	No dispone de segunda residencia	72
44263	Villastar	Dispone de segunda residencia	7
44263	Villastar	No dispone de segunda residencia	134
44264	Villel	Dispone de segunda residencia	50
44264	Villel	No dispone de segunda residencia	101
44265	Vinaceite	Dispone de segunda residencia	25
44265	Vinaceite	No dispone de segunda residencia	95
44266	Visiedo	Dispone de segunda residencia	11
44266	Visiedo	No dispone de segunda residencia	72
44267	Vivel del Río Martín	Dispone de segunda residencia	1
44267	Vivel del Río Martín	No dispone de segunda residencia	39
44268	Zoma (La)	No dispone de segunda residencia	8
50001	Abanto	Dispone de segunda residencia	5
50001	Abanto	No dispone de segunda residencia	75
50002	Acered	Dispone de segunda residencia	23
50002	Acered	No dispone de segunda residencia	86
50003	Agón	Dispone de segunda residencia	4
50003	Agón	No dispone de segunda residencia	56
50004	Aguarón	Dispone de segunda residencia	80
50004	Aguarón	No dispone de segunda residencia	215
50005	Aguilón	Dispone de segunda residencia	63
50005	Aguilón	No dispone de segunda residencia	71
50006	Ainzón	Dispone de segunda residencia	47
50006	Ainzón	No dispone de segunda residencia	463
50007	Aladrén	Dispone de segunda residencia	25
50007	Aladrén	No dispone de segunda residencia	13
50008	Alagón	Dispone de segunda residencia	172
50008	Alagón	No dispone de segunda residencia	1793
50009	Alarba	No dispone de segunda residencia	59
50010	Alberite de San Juan	Dispone de segunda residencia	6
50010	Alberite de San Juan	No dispone de segunda residencia	31
50011	Albeta	Dispone de segunda residencia	5
50011	Albeta	No dispone de segunda residencia	47
50012	Alborge	Dispone de segunda residencia	19
50012	Alborge	No dispone de segunda residencia	30
50013	Alcalá de Ebro	Dispone de segunda residencia	22
50013	Alcalá de Ebro	No dispone de segunda residencia	87
50014	Alcalá de Moncayo	Dispone de segunda residencia	2
50014	Alcalá de Moncayo	No dispone de segunda residencia	48
50015	Alconchel de Ariza	Dispone de segunda residencia	4
50015	Alconchel de Ariza	No dispone de segunda residencia	49
50016	Aldehuela de Liestos	Dispone de segunda residencia	2
50016	Aldehuela de Liestos	No dispone de segunda residencia	16
50017	Alfajarín	Dispone de segunda residencia	63
50017	Alfajarín	No dispone de segunda residencia	496
50018	Alfamén	Dispone de segunda residencia	44
50018	Alfamén	No dispone de segunda residencia	393
50019	Alforque	Dispone de segunda residencia	6
50019	Alforque	No dispone de segunda residencia	29
50020	Alhama de Aragón	Dispone de segunda residencia	45
50020	Alhama de Aragón	No dispone de segunda residencia	414
50021	Almochuel	Dispone de segunda residencia	8
50021	Almochuel	No dispone de segunda residencia	17
50022	Almolda (La)	Dispone de segunda residencia	88
50022	Almolda (La)	No dispone de segunda residencia	143
50023	Almonacid de la Cuba	Dispone de segunda residencia	11
50023	Almonacid de la Cuba	No dispone de segunda residencia	113
50024	Almonacid de la Sierra	Dispone de segunda residencia	30
50024	Almonacid de la Sierra	No dispone de segunda residencia	287
50025	Almunia de Doña Godina (La)	Dispone de segunda residencia	204
50025	Almunia de Doña Godina (La)	No dispone de segunda residencia	1793
50026	Alpartir	Dispone de segunda residencia	19
50026	Alpartir	No dispone de segunda residencia	206
50027	Ambel	Dispone de segunda residencia	26
50027	Ambel	No dispone de segunda residencia	121
50028	Anento	Dispone de segunda residencia	25
50028	Anento	No dispone de segunda residencia	16
50029	Aniñón	Dispone de segunda residencia	21
50029	Aniñón	No dispone de segunda residencia	300
50030	Añón de Moncayo	Dispone de segunda residencia	2
50030	Añón de Moncayo	No dispone de segunda residencia	113
50031	Aranda de Moncayo	Dispone de segunda residencia	24
50031	Aranda de Moncayo	No dispone de segunda residencia	75
50032	Arándiga	Dispone de segunda residencia	14
50032	Arándiga	No dispone de segunda residencia	188
50033	Ardisa	Dispone de segunda residencia	20
50033	Ardisa	No dispone de segunda residencia	13
50034	Ariza	Dispone de segunda residencia	67
50034	Ariza	No dispone de segunda residencia	424
50035	Artieda	Dispone de segunda residencia	13
50035	Artieda	No dispone de segunda residencia	26
50036	Asín	Dispone de segunda residencia	28
50036	Asín	No dispone de segunda residencia	12
50037	Atea	Dispone de segunda residencia	25
50037	Atea	No dispone de segunda residencia	82
50038	Ateca	Dispone de segunda residencia	84
50038	Ateca	No dispone de segunda residencia	669
50039	Azuara	Dispone de segunda residencia	60
50039	Azuara	No dispone de segunda residencia	223
50040	Badules	Dispone de segunda residencia	24
50040	Badules	No dispone de segunda residencia	24
50041	Bagüés	Dispone de segunda residencia	10
50041	Bagüés	No dispone de segunda residencia	7
50042	Balconchán	Dispone de segunda residencia	5
50042	Balconchán	No dispone de segunda residencia	7
50043	Bárboles	Dispone de segunda residencia	22
50043	Bárboles	No dispone de segunda residencia	110
50044	Bardallur	Dispone de segunda residencia	16
50044	Bardallur	No dispone de segunda residencia	101
50045	Belchite	Dispone de segunda residencia	160
50045	Belchite	No dispone de segunda residencia	492
50046	Belmonte de Gracián	Dispone de segunda residencia	15
50046	Belmonte de Gracián	No dispone de segunda residencia	96
50047	Berdejo	Dispone de segunda residencia	16
50047	Berdejo	No dispone de segunda residencia	10
50048	Berrueco	Dispone de segunda residencia	4
50048	Berrueco	No dispone de segunda residencia	12
50050	Bijuesca	Dispone de segunda residencia	10
50050	Bijuesca	No dispone de segunda residencia	44
50051	Biota	Dispone de segunda residencia	44
50051	Biota	No dispone de segunda residencia	412
50052	Bisimbre	Dispone de segunda residencia	1
50052	Bisimbre	No dispone de segunda residencia	50
50053	Boquiñeni	Dispone de segunda residencia	10
50053	Boquiñeni	No dispone de segunda residencia	354
50054	Bordalba	Dispone de segunda residencia	4
50054	Bordalba	No dispone de segunda residencia	28
50055	Borja	Dispone de segunda residencia	158
50055	Borja	No dispone de segunda residencia	1399
50056	Botorrita	Dispone de segunda residencia	53
50056	Botorrita	No dispone de segunda residencia	138
50057	Brea de Aragón	Dispone de segunda residencia	83
50057	Brea de Aragón	No dispone de segunda residencia	604
50058	Bubierca	Dispone de segunda residencia	10
50058	Bubierca	No dispone de segunda residencia	34
50059	Bujaraloz	Dispone de segunda residencia	61
50059	Bujaraloz	No dispone de segunda residencia	289
50060	Bulbuente	Dispone de segunda residencia	21
50060	Bulbuente	No dispone de segunda residencia	98
50061	Bureta	Dispone de segunda residencia	10
50061	Bureta	No dispone de segunda residencia	110
50062	Burgo de Ebro (El)	Dispone de segunda residencia	87
50062	Burgo de Ebro (El)	No dispone de segunda residencia	520
50063	Buste (El)	Dispone de segunda residencia	7
50063	Buste (El)	No dispone de segunda residencia	32
50064	Cabañas de Ebro	Dispone de segunda residencia	30
50064	Cabañas de Ebro	No dispone de segunda residencia	166
50065	Cabolafuente	Dispone de segunda residencia	7
50065	Cabolafuente	No dispone de segunda residencia	12
50066	Cadrete	Dispone de segunda residencia	171
50066	Cadrete	No dispone de segunda residencia	513
50067	Calatayud	Dispone de segunda residencia	1072
50067	Calatayud	No dispone de segunda residencia	5399
50068	Calatorao	Dispone de segunda residencia	105
50068	Calatorao	No dispone de segunda residencia	933
50069	Calcena	Dispone de segunda residencia	24
50069	Calcena	No dispone de segunda residencia	30
50070	Calmarza	Dispone de segunda residencia	1
50070	Calmarza	No dispone de segunda residencia	39
50071	Campillo de Aragón	Dispone de segunda residencia	12
50071	Campillo de Aragón	No dispone de segunda residencia	64
50072	Carenas	Dispone de segunda residencia	11
50072	Carenas	No dispone de segunda residencia	86
50073	Cariñena	Dispone de segunda residencia	185
50073	Cariñena	No dispone de segunda residencia	910
50074	Caspe	Dispone de segunda residencia	320
50074	Caspe	No dispone de segunda residencia	2558
50075	Castejón de Alarba	No dispone de segunda residencia	44
50076	Castejón de las Armas	Dispone de segunda residencia	19
50076	Castejón de las Armas	No dispone de segunda residencia	38
50077	Castejón de Valdejasa	Dispone de segunda residencia	25
50077	Castejón de Valdejasa	No dispone de segunda residencia	107
50078	Castiliscar	Dispone de segunda residencia	32
50078	Castiliscar	No dispone de segunda residencia	117
50079	Cervera de la Cañada	Dispone de segunda residencia	4
50079	Cervera de la Cañada	No dispone de segunda residencia	130
50080	Cerveruela	Dispone de segunda residencia	19
50080	Cerveruela	No dispone de segunda residencia	2
50081	Cetina	Dispone de segunda residencia	18
50081	Cetina	No dispone de segunda residencia	294
50082	Cimballa	Dispone de segunda residencia	15
50082	Cimballa	No dispone de segunda residencia	47
50083	Cinco Olivas	Dispone de segunda residencia	5
50083	Cinco Olivas	No dispone de segunda residencia	50
50084	Clarés de Ribota	Dispone de segunda residencia	3
50084	Clarés de Ribota	No dispone de segunda residencia	50
50085	Codo	Dispone de segunda residencia	29
50085	Codo	No dispone de segunda residencia	85
50086	Codos	Dispone de segunda residencia	19
50086	Codos	No dispone de segunda residencia	114
50087	Contamina	Dispone de segunda residencia	7
50087	Contamina	No dispone de segunda residencia	19
50088	Cosuenda	Dispone de segunda residencia	16
50088	Cosuenda	No dispone de segunda residencia	152
50089	Cuarte de Huerva	Dispone de segunda residencia	139
50089	Cuarte de Huerva	No dispone de segunda residencia	481
50090	Cubel	Dispone de segunda residencia	2
50090	Cubel	No dispone de segunda residencia	77
50091	Cuerlas (Las)	Dispone de segunda residencia	5
50091	Cuerlas (Las)	No dispone de segunda residencia	36
50092	Chiprana	Dispone de segunda residencia	19
50092	Chiprana	No dispone de segunda residencia	140
50093	Chodes	Dispone de segunda residencia	1
50093	Chodes	No dispone de segunda residencia	50
50094	Daroca	Dispone de segunda residencia	117
50094	Daroca	No dispone de segunda residencia	733
50095	Ejea de los Caballeros	Dispone de segunda residencia	560
50095	Ejea de los Caballeros	No dispone de segunda residencia	4919
50096	Embid de Ariza	Dispone de segunda residencia	6
50096	Embid de Ariza	No dispone de segunda residencia	24
50098	Encinacorba	Dispone de segunda residencia	28
50098	Encinacorba	No dispone de segunda residencia	108
50099	Épila	Dispone de segunda residencia	187
50099	Épila	No dispone de segunda residencia	1238
50100	Erla	Dispone de segunda residencia	31
50100	Erla	No dispone de segunda residencia	134
50101	Escatrón	Dispone de segunda residencia	132
50101	Escatrón	No dispone de segunda residencia	483
50102	Fabara	Dispone de segunda residencia	36
50102	Fabara	No dispone de segunda residencia	401
50104	Farlete	Dispone de segunda residencia	59
50104	Farlete	No dispone de segunda residencia	86
50105	Fayón	Dispone de segunda residencia	9
50105	Fayón	No dispone de segunda residencia	166
50106	Fayos (Los)	Dispone de segunda residencia	6
50106	Fayos (Los)	No dispone de segunda residencia	72
50107	Figueruelas	Dispone de segunda residencia	53
50107	Figueruelas	No dispone de segunda residencia	318
50108	Fombuena	Dispone de segunda residencia	2
50108	Fombuena	No dispone de segunda residencia	7
50109	Frago (El)	Dispone de segunda residencia	29
50109	Frago (El)	No dispone de segunda residencia	30
50110	Frasno (El)	Dispone de segunda residencia	20
50110	Frasno (El)	No dispone de segunda residencia	222
50111	Fréscano	Dispone de segunda residencia	6
50111	Fréscano	No dispone de segunda residencia	91
50113	Fuendejalón	Dispone de segunda residencia	8
50113	Fuendejalón	No dispone de segunda residencia	310
50114	Fuendetodos	Dispone de segunda residencia	29
50114	Fuendetodos	No dispone de segunda residencia	35
50115	Fuentes de Ebro	Dispone de segunda residencia	121
50115	Fuentes de Ebro	No dispone de segunda residencia	1284
50116	Fuentes de Jiloca	Dispone de segunda residencia	12
50116	Fuentes de Jiloca	No dispone de segunda residencia	132
50117	Gallocanta	Dispone de segunda residencia	8
50117	Gallocanta	No dispone de segunda residencia	56
50118	Gallur	Dispone de segunda residencia	84
50118	Gallur	No dispone de segunda residencia	968
50119	Gelsa	Dispone de segunda residencia	65
50119	Gelsa	No dispone de segunda residencia	400
50120	Godojos	Dispone de segunda residencia	4
50120	Godojos	No dispone de segunda residencia	31
50121	Gotor	Dispone de segunda residencia	15
50121	Gotor	No dispone de segunda residencia	134
50122	Grisel	Dispone de segunda residencia	15
50122	Grisel	No dispone de segunda residencia	22
50123	Grisén	Dispone de segunda residencia	27
50123	Grisén	No dispone de segunda residencia	160
50124	Herrera de los Navarros	Dispone de segunda residencia	107
50124	Herrera de los Navarros	No dispone de segunda residencia	146
50125	Ibdes	Dispone de segunda residencia	12
50125	Ibdes	No dispone de segunda residencia	201
50126	Illueca	Dispone de segunda residencia	163
50126	Illueca	No dispone de segunda residencia	925
50128	Isuerre	Dispone de segunda residencia	3
50128	Isuerre	No dispone de segunda residencia	21
50129	Jaraba	Dispone de segunda residencia	18
50129	Jaraba	No dispone de segunda residencia	109
50130	Jarque	Dispone de segunda residencia	21
50130	Jarque	No dispone de segunda residencia	191
50131	Jaulín	Dispone de segunda residencia	37
50131	Jaulín	No dispone de segunda residencia	75
50132	Joyosa (La)	Dispone de segunda residencia	11
50132	Joyosa (La)	No dispone de segunda residencia	128
50133	Lagata	Dispone de segunda residencia	19
50133	Lagata	No dispone de segunda residencia	61
50134	Langa del Castillo	Dispone de segunda residencia	47
50134	Langa del Castillo	No dispone de segunda residencia	33
50135	Layana	Dispone de segunda residencia	7
50135	Layana	No dispone de segunda residencia	44
50136	Lécera	Dispone de segunda residencia	92
50136	Lécera	No dispone de segunda residencia	261
50137	Leciñena	Dispone de segunda residencia	207
50137	Leciñena	No dispone de segunda residencia	282
50138	Lechón	Dispone de segunda residencia	10
50138	Lechón	No dispone de segunda residencia	12
50139	Letux	Dispone de segunda residencia	45
50139	Letux	No dispone de segunda residencia	145
50140	Litago	Dispone de segunda residencia	32
50140	Litago	No dispone de segunda residencia	51
50141	Lituénigo	Dispone de segunda residencia	1
50141	Lituénigo	No dispone de segunda residencia	48
50142	Lobera de Onsella	Dispone de segunda residencia	5
50142	Lobera de Onsella	No dispone de segunda residencia	26
50143	Longares	Dispone de segunda residencia	51
50143	Longares	No dispone de segunda residencia	274
50144	Longás	Dispone de segunda residencia	6
50144	Longás	No dispone de segunda residencia	14
50146	Lucena de Jalón	Dispone de segunda residencia	13
50146	Lucena de Jalón	No dispone de segunda residencia	86
50147	Luceni	Dispone de segunda residencia	32
50147	Luceni	No dispone de segunda residencia	383
50148	Luesia	Dispone de segunda residencia	36
50148	Luesia	No dispone de segunda residencia	118
50149	Luesma	Dispone de segunda residencia	8
50149	Luesma	No dispone de segunda residencia	5
50150	Lumpiaque	Dispone de segunda residencia	23
50150	Lumpiaque	No dispone de segunda residencia	335
50151	Luna	Dispone de segunda residencia	77
50151	Luna	No dispone de segunda residencia	312
50152	Maella	Dispone de segunda residencia	78
50152	Maella	No dispone de segunda residencia	681
