Municipio código	Municipio nombre	Explotaciones	Formación jefe explotación
22197	Robres	3	Estudios universitarios agrarios
22197	Robres	98	Experiencia agraria exclusivamente
22197	Robres	20	Otra formación agraria o cursos agrarios
22199	Sabiñánigo	13	Estudios profesionales agrarios
22199	Sabiñánigo	3	Estudios universitarios agrarios
22199	Sabiñánigo	126	Experiencia agraria exclusivamente
22199	Sabiñánigo	28	Otra formación agraria o cursos agrarios
22200	Sahún	3	Estudios profesionales agrarios
22200	Sahún	21	Experiencia agraria exclusivamente
22200	Sahún	1	Otra formación agraria o cursos agrarios
22201	Salas Altas	12	Estudios profesionales agrarios
22201	Salas Altas	74	Experiencia agraria exclusivamente
22201	Salas Altas	11	Otra formación agraria o cursos agrarios
22202	Salas Bajas	6	Estudios profesionales agrarios
22202	Salas Bajas	35	Experiencia agraria exclusivamente
22202	Salas Bajas	4	Otra formación agraria o cursos agrarios
22203	Salillas	1	Estudios universitarios agrarios
22203	Salillas	17	Experiencia agraria exclusivamente
22203	Salillas	3	Otra formación agraria o cursos agrarios
22204	Sallent de Gállego	4	Estudios profesionales agrarios
22204	Sallent de Gállego	1	Estudios universitarios agrarios
22204	Sallent de Gállego	50	Experiencia agraria exclusivamente
22204	Sallent de Gállego	9	Otra formación agraria o cursos agrarios
22205	San Esteban de Litera	14	Estudios profesionales agrarios
22205	San Esteban de Litera	9	Estudios universitarios agrarios
22205	San Esteban de Litera	190	Experiencia agraria exclusivamente
22205	San Esteban de Litera	27	Otra formación agraria o cursos agrarios
22206	Sangarrén	8	Estudios profesionales agrarios
22206	Sangarrén	4	Estudios universitarios agrarios
22206	Sangarrén	32	Experiencia agraria exclusivamente
22206	Sangarrén	3	Otra formación agraria o cursos agrarios
22207	San Juan de Plan	2	Estudios profesionales agrarios
22207	San Juan de Plan	17	Experiencia agraria exclusivamente
22207	San Juan de Plan	5	Otra formación agraria o cursos agrarios
22208	Santa Cilia	5	Estudios profesionales agrarios
22208	Santa Cilia	1	Estudios universitarios agrarios
22208	Santa Cilia	18	Experiencia agraria exclusivamente
22208	Santa Cilia	7	Otra formación agraria o cursos agrarios
22209	Santa Cruz de la Serós	2	Estudios universitarios agrarios
22209	Santa Cruz de la Serós	19	Experiencia agraria exclusivamente
22209	Santa Cruz de la Serós	1	Otra formación agraria o cursos agrarios
22212	Santaliestra y San Quílez	1	Estudios universitarios agrarios
22212	Santaliestra y San Quílez	12	Experiencia agraria exclusivamente
22212	Santaliestra y San Quílez	1	Otra formación agraria o cursos agrarios
22213	Sariñena	60	Estudios profesionales agrarios
22213	Sariñena	12	Estudios universitarios agrarios
22213	Sariñena	256	Experiencia agraria exclusivamente
22213	Sariñena	55	Otra formación agraria o cursos agrarios
22214	Secastilla	6	Estudios profesionales agrarios
22214	Secastilla	16	Experiencia agraria exclusivamente
22214	Secastilla	3	Otra formación agraria o cursos agrarios
22215	Seira	1	Estudios universitarios agrarios
22215	Seira	21	Experiencia agraria exclusivamente
22215	Seira	1	Otra formación agraria o cursos agrarios
22217	Sena	15	Estudios profesionales agrarios
22217	Sena	11	Estudios universitarios agrarios
22217	Sena	86	Experiencia agraria exclusivamente
22217	Sena	20	Otra formación agraria o cursos agrarios
22218	Senés de Alcubierre	3	Estudios profesionales agrarios
22218	Senés de Alcubierre	15	Experiencia agraria exclusivamente
22218	Senés de Alcubierre	3	Otra formación agraria o cursos agrarios
22220	Sesa	2	Estudios profesionales agrarios
22220	Sesa	2	Estudios universitarios agrarios
22220	Sesa	26	Experiencia agraria exclusivamente
22220	Sesa	4	Otra formación agraria o cursos agrarios
22221	Sesué	9	Experiencia agraria exclusivamente
22221	Sesué	2	Otra formación agraria o cursos agrarios
22222	Siétamo	3	Estudios profesionales agrarios
22222	Siétamo	1	Estudios universitarios agrarios
22222	Siétamo	45	Experiencia agraria exclusivamente
22222	Siétamo	11	Otra formación agraria o cursos agrarios
22223	Sopeira	1	Estudios profesionales agrarios
22223	Sopeira	2	Estudios universitarios agrarios
22223	Sopeira	16	Experiencia agraria exclusivamente
22223	Sopeira	3	Otra formación agraria o cursos agrarios
22225	Tamarite de Litera	31	Estudios profesionales agrarios
22225	Tamarite de Litera	18	Estudios universitarios agrarios
22225	Tamarite de Litera	379	Experiencia agraria exclusivamente
22225	Tamarite de Litera	52	Otra formación agraria o cursos agrarios
22226	Tardienta	12	Estudios profesionales agrarios
22226	Tardienta	57	Experiencia agraria exclusivamente
22226	Tardienta	9	Otra formación agraria o cursos agrarios
22227	Tella-Sin	2	Estudios profesionales agrarios
22227	Tella-Sin	17	Experiencia agraria exclusivamente
22227	Tella-Sin	3	Otra formación agraria o cursos agrarios
22228	Tierz	5	Estudios profesionales agrarios
22228	Tierz	8	Experiencia agraria exclusivamente
22228	Tierz	3	Otra formación agraria o cursos agrarios
22229	Tolva	5	Estudios profesionales agrarios
22229	Tolva	2	Estudios universitarios agrarios
22229	Tolva	45	Experiencia agraria exclusivamente
22229	Tolva	8	Otra formación agraria o cursos agrarios
22230	Torla	2	Estudios profesionales agrarios
22230	Torla	1	Estudios universitarios agrarios
22230	Torla	24	Experiencia agraria exclusivamente
22230	Torla	8	Otra formación agraria o cursos agrarios
22232	Torralba de Aragón	11	Estudios profesionales agrarios
22232	Torralba de Aragón	2	Estudios universitarios agrarios
22232	Torralba de Aragón	21	Experiencia agraria exclusivamente
22232	Torralba de Aragón	12	Otra formación agraria o cursos agrarios
22233	Torre la Ribera	2	Estudios profesionales agrarios
22233	Torre la Ribera	20	Experiencia agraria exclusivamente
22233	Torre la Ribera	1	Otra formación agraria o cursos agrarios
22234	Torrente de Cinca	4	Estudios profesionales agrarios
22234	Torrente de Cinca	3	Estudios universitarios agrarios
22234	Torrente de Cinca	73	Experiencia agraria exclusivamente
22234	Torrente de Cinca	12	Otra formación agraria o cursos agrarios
22235	Torres de Alcanadre	2	Estudios profesionales agrarios
22235	Torres de Alcanadre	1	Estudios universitarios agrarios
22235	Torres de Alcanadre	17	Experiencia agraria exclusivamente
22235	Torres de Alcanadre	3	Otra formación agraria o cursos agrarios
22236	Torres de Barbués	4	Estudios profesionales agrarios
22236	Torres de Barbués	1	Estudios universitarios agrarios
22236	Torres de Barbués	32	Experiencia agraria exclusivamente
22236	Torres de Barbués	9	Otra formación agraria o cursos agrarios
22239	Tramaced	11	Estudios profesionales agrarios
22239	Tramaced	14	Experiencia agraria exclusivamente
22239	Tramaced	4	Otra formación agraria o cursos agrarios
22242	Valfarta	6	Estudios profesionales agrarios
22242	Valfarta	15	Experiencia agraria exclusivamente
22242	Valfarta	9	Otra formación agraria o cursos agrarios
22243	Valle de Bardají	4	Estudios profesionales agrarios
22243	Valle de Bardají	16	Experiencia agraria exclusivamente
22243	Valle de Bardají	9	Otra formación agraria o cursos agrarios
22244	Valle de Lierp	2	Estudios profesionales agrarios
22244	Valle de Lierp	2	Estudios universitarios agrarios
22244	Valle de Lierp	22	Experiencia agraria exclusivamente
22244	Valle de Lierp	8	Otra formación agraria o cursos agrarios
22245	Velilla de Cinca	5	Estudios profesionales agrarios
22245	Velilla de Cinca	1	Estudios universitarios agrarios
22245	Velilla de Cinca	37	Experiencia agraria exclusivamente
22245	Velilla de Cinca	10	Otra formación agraria o cursos agrarios
22246	Veracruz	19	Experiencia agraria exclusivamente
22246	Veracruz	1	Otra formación agraria o cursos agrarios
22247	Viacamp y Litera	5	Estudios profesionales agrarios
22247	Viacamp y Litera	1	Estudios universitarios agrarios
22247	Viacamp y Litera	27	Experiencia agraria exclusivamente
22247	Viacamp y Litera	9	Otra formación agraria o cursos agrarios
22248	Vicién	2	Estudios profesionales agrarios
22248	Vicién	1	Estudios universitarios agrarios
22248	Vicién	4	Experiencia agraria exclusivamente
22248	Vicién	4	Otra formación agraria o cursos agrarios
22249	Villanova	1	Estudios profesionales agrarios
22249	Villanova	1	Estudios universitarios agrarios
22249	Villanova	5	Experiencia agraria exclusivamente
22249	Villanova	1	Otra formación agraria o cursos agrarios
22250	Villanúa	1	Estudios profesionales agrarios
22250	Villanúa	1	Estudios universitarios agrarios
22250	Villanúa	11	Experiencia agraria exclusivamente
22251	Villanueva de Sigena	17	Estudios profesionales agrarios
22251	Villanueva de Sigena	10	Estudios universitarios agrarios
22251	Villanueva de Sigena	78	Experiencia agraria exclusivamente
22251	Villanueva de Sigena	17	Otra formación agraria o cursos agrarios
22252	Yebra de Basa	2	Estudios profesionales agrarios
22252	Yebra de Basa	1	Estudios universitarios agrarios
22252	Yebra de Basa	20	Experiencia agraria exclusivamente
22252	Yebra de Basa	3	Otra formación agraria o cursos agrarios
22253	Yésero	1	Estudios profesionales agrarios
22253	Yésero	2	Experiencia agraria exclusivamente
22254	Zaidín	42	Estudios profesionales agrarios
22254	Zaidín	9	Estudios universitarios agrarios
22254	Zaidín	200	Experiencia agraria exclusivamente
22254	Zaidín	73	Otra formación agraria o cursos agrarios
22901	Valle de Hecho	1	Estudios universitarios agrarios
22901	Valle de Hecho	59	Experiencia agraria exclusivamente
22901	Valle de Hecho	4	Otra formación agraria o cursos agrarios
22902	Puente la Reina de Jaca	6	Estudios profesionales agrarios
22902	Puente la Reina de Jaca	4	Estudios universitarios agrarios
22902	Puente la Reina de Jaca	28	Experiencia agraria exclusivamente
22902	Puente la Reina de Jaca	9	Otra formación agraria o cursos agrarios
22903	San Miguel del Cinca	30	Estudios profesionales agrarios
22903	San Miguel del Cinca	10	Estudios universitarios agrarios
22903	San Miguel del Cinca	115	Experiencia agraria exclusivamente
22903	San Miguel del Cinca	46	Otra formación agraria o cursos agrarios
22904	Sotonera (La)	15	Estudios profesionales agrarios
22904	Sotonera (La)	7	Estudios universitarios agrarios
22904	Sotonera (La)	184	Experiencia agraria exclusivamente
22904	Sotonera (La)	16	Otra formación agraria o cursos agrarios
22905	Lupiñén-Ortilla	11	Estudios profesionales agrarios
22905	Lupiñén-Ortilla	5	Estudios universitarios agrarios
22905	Lupiñén-Ortilla	38	Experiencia agraria exclusivamente
22905	Lupiñén-Ortilla	17	Otra formación agraria o cursos agrarios
22906	Santa María de Dulcis	3	Estudios profesionales agrarios
22906	Santa María de Dulcis	47	Experiencia agraria exclusivamente
22906	Santa María de Dulcis	10	Otra formación agraria o cursos agrarios
22907	Aínsa-Sobrarbe	23	Estudios profesionales agrarios
22907	Aínsa-Sobrarbe	5	Estudios universitarios agrarios
22907	Aínsa-Sobrarbe	92	Experiencia agraria exclusivamente
22907	Aínsa-Sobrarbe	13	Otra formación agraria o cursos agrarios
22908	Hoz y Costeán	10	Estudios profesionales agrarios
22908	Hoz y Costeán	1	Estudios universitarios agrarios
22908	Hoz y Costeán	79	Experiencia agraria exclusivamente
22908	Hoz y Costeán	8	Otra formación agraria o cursos agrarios
22909	Vencillón	5	Estudios profesionales agrarios
22909	Vencillón	50	Experiencia agraria exclusivamente
22909	Vencillón	15	Otra formación agraria o cursos agrarios
44001	Ababuj	3	Estudios profesionales agrarios
44001	Ababuj	14	Experiencia agraria exclusivamente
44001	Ababuj	4	Otra formación agraria o cursos agrarios
44002	Abejuela	11	Experiencia agraria exclusivamente
44003	Aguatón	9	Experiencia agraria exclusivamente
44004	Aguaviva	1	Estudios profesionales agrarios
44004	Aguaviva	39	Experiencia agraria exclusivamente
44004	Aguaviva	2	Otra formación agraria o cursos agrarios
44005	Aguilar del Alfambra	1	Estudios profesionales agrarios
44005	Aguilar del Alfambra	17	Experiencia agraria exclusivamente
44005	Aguilar del Alfambra	3	Otra formación agraria o cursos agrarios
44006	Alacón	2	Estudios universitarios agrarios
44006	Alacón	57	Experiencia agraria exclusivamente
44006	Alacón	11	Otra formación agraria o cursos agrarios
44007	Alba	2	Estudios profesionales agrarios
44007	Alba	53	Experiencia agraria exclusivamente
44007	Alba	8	Otra formación agraria o cursos agrarios
44008	Albalate del Arzobispo	6	Estudios profesionales agrarios
44008	Albalate del Arzobispo	2	Estudios universitarios agrarios
44008	Albalate del Arzobispo	304	Experiencia agraria exclusivamente
44008	Albalate del Arzobispo	25	Otra formación agraria o cursos agrarios
44009	Albarracín	3	Estudios profesionales agrarios
44009	Albarracín	7	Estudios universitarios agrarios
44009	Albarracín	41	Experiencia agraria exclusivamente
44009	Albarracín	4	Otra formación agraria o cursos agrarios
44010	Albentosa	2	Estudios profesionales agrarios
44010	Albentosa	1	Estudios universitarios agrarios
44010	Albentosa	48	Experiencia agraria exclusivamente
44010	Albentosa	2	Otra formación agraria o cursos agrarios
44011	Alcaine	1	Estudios profesionales agrarios
44011	Alcaine	7	Experiencia agraria exclusivamente
44011	Alcaine	1	Otra formación agraria o cursos agrarios
44012	Alcalá de la Selva	3	Estudios profesionales agrarios
44012	Alcalá de la Selva	1	Estudios universitarios agrarios
44012	Alcalá de la Selva	30	Experiencia agraria exclusivamente
44012	Alcalá de la Selva	2	Otra formación agraria o cursos agrarios
44013	Alcañiz	21	Estudios profesionales agrarios
44013	Alcañiz	12	Estudios universitarios agrarios
44013	Alcañiz	509	Experiencia agraria exclusivamente
44013	Alcañiz	78	Otra formación agraria o cursos agrarios
44014	Alcorisa	3	Estudios profesionales agrarios
44014	Alcorisa	1	Estudios universitarios agrarios
44014	Alcorisa	336	Experiencia agraria exclusivamente
44014	Alcorisa	12	Otra formación agraria o cursos agrarios
44016	Alfambra	8	Estudios profesionales agrarios
44016	Alfambra	2	Estudios universitarios agrarios
44016	Alfambra	87	Experiencia agraria exclusivamente
44016	Alfambra	16	Otra formación agraria o cursos agrarios
44017	Aliaga	1	Estudios profesionales agrarios
44017	Aliaga	1	Estudios universitarios agrarios
44017	Aliaga	44	Experiencia agraria exclusivamente
44017	Aliaga	7	Otra formación agraria o cursos agrarios
44018	Almohaja	6	Experiencia agraria exclusivamente
44019	Alobras	1	Estudios profesionales agrarios
44019	Alobras	9	Experiencia agraria exclusivamente
44019	Alobras	2	Otra formación agraria o cursos agrarios
44020	Alpeñés	12	Experiencia agraria exclusivamente
44021	Allepuz	1	Estudios profesionales agrarios
44021	Allepuz	38	Experiencia agraria exclusivamente
44021	Allepuz	3	Otra formación agraria o cursos agrarios
44022	Alloza	1	Estudios profesionales agrarios
44022	Alloza	1	Estudios universitarios agrarios
44022	Alloza	204	Experiencia agraria exclusivamente
44022	Alloza	7	Otra formación agraria o cursos agrarios
44023	Allueva	1	Estudios profesionales agrarios
44024	Anadón	5	Experiencia agraria exclusivamente
44025	Andorra	2	Estudios profesionales agrarios
44025	Andorra	3	Estudios universitarios agrarios
44025	Andorra	244	Experiencia agraria exclusivamente
44025	Andorra	16	Otra formación agraria o cursos agrarios
44026	Arcos de las Salinas	10	Experiencia agraria exclusivamente
44026	Arcos de las Salinas	3	Otra formación agraria o cursos agrarios
44027	Arens de Lledó	1	Estudios profesionales agrarios
44027	Arens de Lledó	56	Experiencia agraria exclusivamente
44027	Arens de Lledó	5	Otra formación agraria o cursos agrarios
44028	Argente	3	Estudios profesionales agrarios
44028	Argente	47	Experiencia agraria exclusivamente
44028	Argente	18	Otra formación agraria o cursos agrarios
44029	Ariño	33	Experiencia agraria exclusivamente
44029	Ariño	6	Otra formación agraria o cursos agrarios
44031	Azaila	2	Estudios profesionales agrarios
44031	Azaila	2	Estudios universitarios agrarios
44031	Azaila	33	Experiencia agraria exclusivamente
44031	Azaila	1	Otra formación agraria o cursos agrarios
44032	Bádenas	1	Estudios universitarios agrarios
44032	Bádenas	7	Experiencia agraria exclusivamente
44033	Báguena	3	Estudios profesionales agrarios
44033	Báguena	105	Experiencia agraria exclusivamente
44033	Báguena	5	Otra formación agraria o cursos agrarios
44034	Bañón	8	Estudios profesionales agrarios
44034	Bañón	24	Experiencia agraria exclusivamente
44034	Bañón	9	Otra formación agraria o cursos agrarios
44035	Barrachina	1	Estudios profesionales agrarios
44035	Barrachina	12	Experiencia agraria exclusivamente
44035	Barrachina	5	Otra formación agraria o cursos agrarios
44036	Bea	5	Experiencia agraria exclusivamente
44037	Beceite	1	Estudios profesionales agrarios
44037	Beceite	53	Experiencia agraria exclusivamente
44037	Beceite	6	Otra formación agraria o cursos agrarios
44038	Belmonte de San José	1	Estudios profesionales agrarios
44038	Belmonte de San José	2	Estudios universitarios agrarios
44038	Belmonte de San José	42	Experiencia agraria exclusivamente
44038	Belmonte de San José	3	Otra formación agraria o cursos agrarios
44039	Bello	11	Estudios profesionales agrarios
44039	Bello	61	Experiencia agraria exclusivamente
44039	Bello	14	Otra formación agraria o cursos agrarios
44040	Berge	1	Estudios profesionales agrarios
44040	Berge	40	Experiencia agraria exclusivamente
44040	Berge	4	Otra formación agraria o cursos agrarios
44041	Bezas	3	Experiencia agraria exclusivamente
44042	Blancas	6	Estudios profesionales agrarios
44042	Blancas	1	Estudios universitarios agrarios
44042	Blancas	26	Experiencia agraria exclusivamente
44042	Blancas	8	Otra formación agraria o cursos agrarios
44043	Blesa	25	Experiencia agraria exclusivamente
44043	Blesa	3	Otra formación agraria o cursos agrarios
44044	Bordón	1	Estudios profesionales agrarios
44044	Bordón	21	Experiencia agraria exclusivamente
44045	Bronchales	1	Estudios profesionales agrarios
44045	Bronchales	13	Experiencia agraria exclusivamente
44045	Bronchales	1	Otra formación agraria o cursos agrarios
44046	Bueña	22	Experiencia agraria exclusivamente
44046	Bueña	1	Otra formación agraria o cursos agrarios
44047	Burbáguena	1	Estudios profesionales agrarios
44047	Burbáguena	60	Experiencia agraria exclusivamente
44047	Burbáguena	4	Otra formación agraria o cursos agrarios
44048	Cabra de Mora	14	Experiencia agraria exclusivamente
44049	Calaceite	8	Estudios profesionales agrarios
44049	Calaceite	1	Estudios universitarios agrarios
44049	Calaceite	213	Experiencia agraria exclusivamente
44049	Calaceite	20	Otra formación agraria o cursos agrarios
44050	Calamocha	20	Estudios profesionales agrarios
44050	Calamocha	2	Estudios universitarios agrarios
44050	Calamocha	247	Experiencia agraria exclusivamente
44050	Calamocha	28	Otra formación agraria o cursos agrarios
44051	Calanda	15	Estudios profesionales agrarios
44051	Calanda	258	Experiencia agraria exclusivamente
44051	Calanda	51	Otra formación agraria o cursos agrarios
44052	Calomarde	8	Experiencia agraria exclusivamente
44053	Camañas	4	Estudios profesionales agrarios
44053	Camañas	2	Estudios universitarios agrarios
44053	Camañas	26	Experiencia agraria exclusivamente
44053	Camañas	4	Otra formación agraria o cursos agrarios
44054	Camarena de la Sierra	7	Experiencia agraria exclusivamente
44055	Camarillas	2	Estudios profesionales agrarios
44055	Camarillas	1	Estudios universitarios agrarios
44055	Camarillas	21	Experiencia agraria exclusivamente
44055	Camarillas	2	Otra formación agraria o cursos agrarios
44056	Caminreal	8	Estudios profesionales agrarios
44056	Caminreal	1	Estudios universitarios agrarios
44056	Caminreal	110	Experiencia agraria exclusivamente
44056	Caminreal	12	Otra formación agraria o cursos agrarios
44059	Cantavieja	2	Estudios profesionales agrarios
44059	Cantavieja	1	Estudios universitarios agrarios
44059	Cantavieja	63	Experiencia agraria exclusivamente
44059	Cantavieja	14	Otra formación agraria o cursos agrarios
44060	Cañada de Benatanduz	15	Experiencia agraria exclusivamente
44060	Cañada de Benatanduz	2	Otra formación agraria o cursos agrarios
44061	Cañada de Verich (La)	1	Estudios universitarios agrarios
44061	Cañada de Verich (La)	7	Experiencia agraria exclusivamente
44062	Cañada Vellida	19	Experiencia agraria exclusivamente
44062	Cañada Vellida	3	Otra formación agraria o cursos agrarios
44063	Cañizar del Olivar	1	Estudios profesionales agrarios
44063	Cañizar del Olivar	8	Experiencia agraria exclusivamente
44064	Cascante del Río	15	Experiencia agraria exclusivamente
44065	Castejón de Tornos	4	Estudios profesionales agrarios
44065	Castejón de Tornos	19	Experiencia agraria exclusivamente
44065	Castejón de Tornos	1	Otra formación agraria o cursos agrarios
44066	Castel de Cabra	1	Estudios universitarios agrarios
44066	Castel de Cabra	11	Experiencia agraria exclusivamente
44066	Castel de Cabra	1	Otra formación agraria o cursos agrarios
44067	Castelnou	3	Estudios profesionales agrarios
44067	Castelnou	15	Experiencia agraria exclusivamente
44067	Castelnou	3	Otra formación agraria o cursos agrarios
44068	Castelserás	1	Estudios profesionales agrarios
44068	Castelserás	2	Estudios universitarios agrarios
44068	Castelserás	75	Experiencia agraria exclusivamente
44068	Castelserás	5	Otra formación agraria o cursos agrarios
44070	Castellar (El)	19	Experiencia agraria exclusivamente
44071	Castellote	5	Estudios profesionales agrarios
44071	Castellote	145	Experiencia agraria exclusivamente
44071	Castellote	7	Otra formación agraria o cursos agrarios
44074	Cedrillas	1	Estudios profesionales agrarios
44074	Cedrillas	1	Estudios universitarios agrarios
44074	Cedrillas	74	Experiencia agraria exclusivamente
44074	Cedrillas	3	Otra formación agraria o cursos agrarios
44075	Celadas	5	Estudios profesionales agrarios
44075	Celadas	84	Experiencia agraria exclusivamente
44075	Celadas	10	Otra formación agraria o cursos agrarios
44076	Cella	11	Estudios profesionales agrarios
44076	Cella	245	Experiencia agraria exclusivamente
44076	Cella	24	Otra formación agraria o cursos agrarios
44077	Cerollera (La)	10	Experiencia agraria exclusivamente
44080	Codoñera (La)	1	Estudios profesionales agrarios
44080	Codoñera (La)	1	Estudios universitarios agrarios
44080	Codoñera (La)	42	Experiencia agraria exclusivamente
44080	Codoñera (La)	1	Otra formación agraria o cursos agrarios
44082	Corbalán	14	Experiencia agraria exclusivamente
44082	Corbalán	2	Otra formación agraria o cursos agrarios
44084	Cortes de Aragón	14	Experiencia agraria exclusivamente
44084	Cortes de Aragón	1	Otra formación agraria o cursos agrarios
44085	Cosa	3	Estudios profesionales agrarios
44085	Cosa	1	Estudios universitarios agrarios
44085	Cosa	23	Experiencia agraria exclusivamente
44085	Cosa	6	Otra formación agraria o cursos agrarios
44086	Cretas	11	Estudios profesionales agrarios
44086	Cretas	1	Estudios universitarios agrarios
44086	Cretas	133	Experiencia agraria exclusivamente
44086	Cretas	20	Otra formación agraria o cursos agrarios
44087	Crivillén	19	Experiencia agraria exclusivamente
44087	Crivillén	1	Otra formación agraria o cursos agrarios
44088	Cuba (La)	1	Estudios universitarios agrarios
44088	Cuba (La)	10	Experiencia agraria exclusivamente
44088	Cuba (La)	1	Otra formación agraria o cursos agrarios
44089	Cubla	10	Experiencia agraria exclusivamente
44089	Cubla	2	Otra formación agraria o cursos agrarios
44090	Cucalón	3	Estudios profesionales agrarios
44090	Cucalón	1	Estudios universitarios agrarios
44090	Cucalón	21	Experiencia agraria exclusivamente
44090	Cucalón	3	Otra formación agraria o cursos agrarios
44092	Cuervo (El)	8	Experiencia agraria exclusivamente
44092	Cuervo (El)	3	Otra formación agraria o cursos agrarios
44093	Cuevas de Almudén	3	Estudios profesionales agrarios
44093	Cuevas de Almudén	21	Experiencia agraria exclusivamente
44093	Cuevas de Almudén	4	Otra formación agraria o cursos agrarios
44094	Cuevas Labradas	1	Estudios profesionales agrarios
44094	Cuevas Labradas	17	Experiencia agraria exclusivamente
44094	Cuevas Labradas	3	Otra formación agraria o cursos agrarios
44096	Ejulve	1	Estudios profesionales agrarios
44096	Ejulve	24	Experiencia agraria exclusivamente
44096	Ejulve	2	Otra formación agraria o cursos agrarios
44097	Escorihuela	52	Experiencia agraria exclusivamente
44097	Escorihuela	3	Otra formación agraria o cursos agrarios
44099	Escucha	20	Experiencia agraria exclusivamente
44099	Escucha	2	Otra formación agraria o cursos agrarios
44100	Estercuel	16	Experiencia agraria exclusivamente
44100	Estercuel	1	Otra formación agraria o cursos agrarios
44101	Ferreruela de Huerva	2	Estudios profesionales agrarios
44101	Ferreruela de Huerva	17	Experiencia agraria exclusivamente
44102	Fonfría	5	Experiencia agraria exclusivamente
44102	Fonfría	1	Otra formación agraria o cursos agrarios
44103	Formiche Alto	2	Estudios profesionales agrarios
44103	Formiche Alto	1	Estudios universitarios agrarios
44103	Formiche Alto	30	Experiencia agraria exclusivamente
44103	Formiche Alto	2	Otra formación agraria o cursos agrarios
44105	Fórnoles	2	Estudios profesionales agrarios
44105	Fórnoles	28	Experiencia agraria exclusivamente
44105	Fórnoles	5	Otra formación agraria o cursos agrarios
44106	Fortanete	4	Estudios profesionales agrarios
44106	Fortanete	1	Estudios universitarios agrarios
44106	Fortanete	36	Experiencia agraria exclusivamente
44106	Fortanete	3	Otra formación agraria o cursos agrarios
44107	Foz-Calanda	1	Estudios profesionales agrarios
44107	Foz-Calanda	53	Experiencia agraria exclusivamente
44107	Foz-Calanda	5	Otra formación agraria o cursos agrarios
44108	Fresneda (La)	2	Estudios profesionales agrarios
44108	Fresneda (La)	82	Experiencia agraria exclusivamente
44108	Fresneda (La)	9	Otra formación agraria o cursos agrarios
44109	Frías de Albarracín	15	Experiencia agraria exclusivamente
44110	Fuenferrada	3	Estudios universitarios agrarios
44110	Fuenferrada	13	Experiencia agraria exclusivamente
44110	Fuenferrada	1	Otra formación agraria o cursos agrarios
44111	Fuentes Calientes	2	Estudios profesionales agrarios
44111	Fuentes Calientes	26	Experiencia agraria exclusivamente
44111	Fuentes Calientes	6	Otra formación agraria o cursos agrarios
44112	Fuentes Claras	5	Estudios profesionales agrarios
44112	Fuentes Claras	68	Experiencia agraria exclusivamente
44112	Fuentes Claras	7	Otra formación agraria o cursos agrarios
44113	Fuentes de Rubielos	5	Experiencia agraria exclusivamente
44113	Fuentes de Rubielos	1	Otra formación agraria o cursos agrarios
44114	Fuentespalda	3	Estudios profesionales agrarios
44114	Fuentespalda	64	Experiencia agraria exclusivamente
44114	Fuentespalda	6	Otra formación agraria o cursos agrarios
44115	Galve	4	Estudios profesionales agrarios
44115	Galve	23	Experiencia agraria exclusivamente
44115	Galve	8	Otra formación agraria o cursos agrarios
44116	Gargallo	13	Experiencia agraria exclusivamente
44117	Gea de Albarracín	1	Estudios profesionales agrarios
44117	Gea de Albarracín	1	Estudios universitarios agrarios
44117	Gea de Albarracín	20	Experiencia agraria exclusivamente
44118	Ginebrosa (La)	3	Estudios profesionales agrarios
44118	Ginebrosa (La)	57	Experiencia agraria exclusivamente
44118	Ginebrosa (La)	8	Otra formación agraria o cursos agrarios
44119	Griegos	14	Experiencia agraria exclusivamente
44120	Guadalaviar	31	Experiencia agraria exclusivamente
44121	Gúdar	19	Experiencia agraria exclusivamente
44121	Gúdar	1	Otra formación agraria o cursos agrarios
44122	Híjar	4	Estudios profesionales agrarios
44122	Híjar	4	Estudios universitarios agrarios
44122	Híjar	105	Experiencia agraria exclusivamente
44122	Híjar	17	Otra formación agraria o cursos agrarios
44123	Hinojosa de Jarque	4	Estudios profesionales agrarios
44123	Hinojosa de Jarque	1	Estudios universitarios agrarios
44123	Hinojosa de Jarque	36	Experiencia agraria exclusivamente
44123	Hinojosa de Jarque	1	Otra formación agraria o cursos agrarios
44124	Hoz de la Vieja (La)	1	Estudios profesionales agrarios
44124	Hoz de la Vieja (La)	18	Experiencia agraria exclusivamente
44124	Hoz de la Vieja (La)	1	Otra formación agraria o cursos agrarios
44125	Huesa del Común	21	Experiencia agraria exclusivamente
44125	Huesa del Común	1	Otra formación agraria o cursos agrarios
44126	Iglesuela del Cid (La)	13	Experiencia agraria exclusivamente
44126	Iglesuela del Cid (La)	5	Otra formación agraria o cursos agrarios
44127	Jabaloyas	8	Experiencia agraria exclusivamente
44128	Jarque de la Val	3	Estudios profesionales agrarios
44128	Jarque de la Val	1	Estudios universitarios agrarios
44128	Jarque de la Val	17	Experiencia agraria exclusivamente
44128	Jarque de la Val	2	Otra formación agraria o cursos agrarios
44129	Jatiel	1	Estudios profesionales agrarios
44129	Jatiel	9	Experiencia agraria exclusivamente
44129	Jatiel	1	Otra formación agraria o cursos agrarios
44130	Jorcas	7	Experiencia agraria exclusivamente
44130	Jorcas	1	Otra formación agraria o cursos agrarios
44131	Josa	6	Experiencia agraria exclusivamente
44132	Lagueruela	1	Estudios profesionales agrarios
44132	Lagueruela	1	Estudios universitarios agrarios
44132	Lagueruela	15	Experiencia agraria exclusivamente
