Municipio código	Municipio nombre	Subespecie ganadería descripción	Especie ganadería descripción	Subespecie ganadería código	Especie ganadería código	Número de cabezas
50114	Fuendetodos	Pollos de carne	Aves	62	6	104000
50115	Fuentes de Ebro	Bovinos de entre uno y dos años	Bovinos	13	1	160
50115	Fuentes de Ebro	Bovinos de menos de un año	Bovinos	14	1	496
50115	Fuentes de Ebro	Cabras madres y chivas de reposición	Caprinos	31	3	17
50115	Fuentes de Ebro	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	1976
50115	Fuentes de Ebro	Conejas madres	Conejas madres	71	7	2
50115	Fuentes de Ebro	Equinos (caballos, mulas y asnos)	Equinos	41	4	4
50115	Fuentes de Ebro	Gallinas ponedoras	Aves	61	6	10
50115	Fuentes de Ebro	Lechones de menos de 20 kg	Porcinos	52	5	2700
50115	Fuentes de Ebro	Otros bovinos de dos años o más	Bovinos	12	1	378
50115	Fuentes de Ebro	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
50115	Fuentes de Ebro	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	96
50115	Fuentes de Ebro	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	7042
50115	Fuentes de Ebro	Ovejas madres y corderas para reposición	Ovinos	21	2	4394
50115	Fuentes de Ebro	Pollos de carne	Aves	62	6	83008
50115	Fuentes de Ebro	Vacas	Bovinos	11	1	103
50116	Fuentes de Jiloca	Cabras madres y chivas de reposición	Caprinos	31	3	19
50116	Fuentes de Jiloca	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	210
50116	Fuentes de Jiloca	Gallinas ponedoras	Aves	61	6	47000
50116	Fuentes de Jiloca	Lechones de menos de 20 kg	Porcinos	52	5	800
50116	Fuentes de Jiloca	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	34
50116	Fuentes de Jiloca	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	700
50116	Fuentes de Jiloca	Ovejas madres y corderas para reposición	Ovinos	21	2	1850
50117	Gallocanta	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	935
50117	Gallocanta	Colmenas	Colmenas	81	8	50
50117	Gallocanta	Lechones de menos de 20 kg	Porcinos	52	5	2800
50117	Gallocanta	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	500
50117	Gallocanta	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	5010
50117	Gallocanta	Ovejas madres y corderas para reposición	Ovinos	21	2	903
50118	Gallur	Cabras madres y chivas de reposición	Caprinos	31	3	22
50118	Gallur	Equinos (caballos, mulas y asnos)	Equinos	41	4	1
50118	Gallur	Gallinas ponedoras	Aves	61	6	20
50118	Gallur	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	250
50118	Gallur	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2582
50118	Gallur	Ovejas madres y corderas para reposición	Ovinos	21	2	1893
50119	Gelsa	Bovinos de entre uno y dos años	Bovinos	13	1	337
50119	Gelsa	Bovinos de menos de un año	Bovinos	14	1	1192
50119	Gelsa	Colmenas	Colmenas	81	8	410
50119	Gelsa	Lechones de menos de 20 kg	Porcinos	52	5	1580
50119	Gelsa	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	18000
50119	Gelsa	Otros bovinos de dos años o más	Bovinos	12	1	77
50119	Gelsa	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	5
50119	Gelsa	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	19128
50119	Gelsa	Ovejas madres y corderas para reposición	Ovinos	21	2	200
50119	Gelsa	Pollos de carne	Aves	62	6	101000
50119	Gelsa	Vacas	Bovinos	11	1	190
50120	Godojos	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	10
50120	Godojos	Ovejas madres y corderas para reposición	Ovinos	21	2	440
50121	Gotor	Cabras madres y chivas de reposición	Caprinos	31	3	3
50121	Gotor	Equinos (caballos, mulas y asnos)	Equinos	41	4	1
50121	Gotor	Gallinas ponedoras	Aves	61	6	16
50121	Gotor	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	3
50121	Gotor	Ovejas madres y corderas para reposición	Ovinos	21	2	17
50121	Gotor	Pollos de carne	Aves	62	6	50000
50122	Grisel	Conejas madres	Conejas madres	71	7	450
50124	Herrera de los Navarros	Bovinos de entre uno y dos años	Bovinos	13	1	59
50124	Herrera de los Navarros	Bovinos de menos de un año	Bovinos	14	1	59
50124	Herrera de los Navarros	Cabras madres y chivas de reposición	Caprinos	31	3	60
50124	Herrera de los Navarros	Colmenas	Colmenas	81	8	610
50124	Herrera de los Navarros	Gallinas ponedoras	Aves	61	6	8
50124	Herrera de los Navarros	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	13
50124	Herrera de los Navarros	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	372
50124	Herrera de los Navarros	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	3282
50124	Herrera de los Navarros	Ovejas madres y corderas para reposición	Ovinos	21	2	5750
50124	Herrera de los Navarros	Pollos de carne	Aves	62	6	114000
50125	Ibdes	Cabras madres y chivas de reposición	Caprinos	31	3	29
50125	Ibdes	Colmenas	Colmenas	81	8	600
50125	Ibdes	Equinos (caballos, mulas y asnos)	Equinos	41	4	1
50125	Ibdes	Gallinas ponedoras	Aves	61	6	10
50125	Ibdes	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	6
50125	Ibdes	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	43
50125	Ibdes	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	4600
50125	Ibdes	Ovejas madres y corderas para reposición	Ovinos	21	2	630
50125	Ibdes	Pollos de carne	Aves	62	6	140000
50126	Illueca	Cabras madres y chivas de reposición	Caprinos	31	3	5
50126	Illueca	Gallinas ponedoras	Aves	61	6	8
50126	Illueca	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
50126	Illueca	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	48
50126	Illueca	Ovejas madres y corderas para reposición	Ovinos	21	2	200
50128	Isuerre	Conejas madres	Conejas madres	71	7	2
50128	Isuerre	Equinos (caballos, mulas y asnos)	Equinos	41	4	3
50128	Isuerre	Gallinas ponedoras	Aves	61	6	12
50128	Isuerre	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	8
50128	Isuerre	Ovejas madres y corderas para reposición	Ovinos	21	2	645
50129	Jaraba	Cabras madres y chivas de reposición	Caprinos	31	3	40
50129	Jaraba	Equinos (caballos, mulas y asnos)	Equinos	41	4	1
50129	Jaraba	Gallinas ponedoras	Aves	61	6	30
50129	Jaraba	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	2
50129	Jaraba	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	33
50129	Jaraba	Ovejas madres y corderas para reposición	Ovinos	21	2	2098
50130	Jarque	Cabras madres y chivas de reposición	Caprinos	31	3	76
50130	Jarque	Colmenas	Colmenas	81	8	325
50130	Jarque	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	7
50130	Jarque	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	71
50130	Jarque	Ovejas madres y corderas para reposición	Ovinos	21	2	2075
50131	Jaulín	Bovinos de menos de un año	Bovinos	14	1	162
50131	Jaulín	Cabras madres y chivas de reposición	Caprinos	31	3	30
50131	Jaulín	Gallinas ponedoras	Aves	61	6	22000
50131	Jaulín	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	4
50131	Jaulín	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	24
50131	Jaulín	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	670
50131	Jaulín	Ovejas madres y corderas para reposición	Ovinos	21	2	1550
50131	Jaulín	Pollos de carne	Aves	62	6	102000
50133	Lagata	Bovinos de menos de un año	Bovinos	14	1	40
50133	Lagata	Cabras madres y chivas de reposición	Caprinos	31	3	19
50133	Lagata	Equinos (caballos, mulas y asnos)	Equinos	41	4	1
50133	Lagata	Gallinas ponedoras	Aves	61	6	7
50133	Lagata	Lechones de menos de 20 kg	Porcinos	52	5	1247
50133	Lagata	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	7
50133	Lagata	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	7
50133	Lagata	Ovejas madres y corderas para reposición	Ovinos	21	2	547
50134	Langa del Castillo	Cabras madres y chivas de reposición	Caprinos	31	3	54
50134	Langa del Castillo	Equinos (caballos, mulas y asnos)	Equinos	41	4	6
50134	Langa del Castillo	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
50134	Langa del Castillo	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	1
50134	Langa del Castillo	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	8601
50134	Langa del Castillo	Ovejas madres y corderas para reposición	Ovinos	21	2	25
50136	Lécera	Bovinos de entre uno y dos años	Bovinos	13	1	20
50136	Lécera	Bovinos de menos de un año	Bovinos	14	1	45
50136	Lécera	Cabras madres y chivas de reposición	Caprinos	31	3	59
50136	Lécera	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	800
50136	Lécera	Equinos (caballos, mulas y asnos)	Equinos	41	4	2
50136	Lécera	Lechones de menos de 20 kg	Porcinos	52	5	1800
50136	Lécera	Otros bovinos de dos años o más	Bovinos	12	1	6
50136	Lécera	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	5
50136	Lécera	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	39
50136	Lécera	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	14156
50136	Lécera	Ovejas madres y corderas para reposición	Ovinos	21	2	2491
50136	Lécera	Pollos de carne	Aves	62	6	100000
50136	Lécera	Vacas	Bovinos	11	1	80
50137	Leciñena	Cabras madres y chivas de reposición	Caprinos	31	3	103
50137	Leciñena	Conejas madres	Conejas madres	71	7	3458
50137	Leciñena	Equinos (caballos, mulas y asnos)	Equinos	41	4	1
50137	Leciñena	Gallinas ponedoras	Aves	61	6	18
50137	Leciñena	Lechones de menos de 20 kg	Porcinos	52	5	8250
50137	Leciñena	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	27
50137	Leciñena	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	286
50137	Leciñena	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	52920
50137	Leciñena	Ovejas madres y corderas para reposición	Ovinos	21	2	8659
50137	Leciñena	Pollos de carne	Aves	62	6	70200
50138	Lechón	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	120
50138	Lechón	Gallinas ponedoras	Aves	61	6	4
50138	Lechón	Lechones de menos de 20 kg	Porcinos	52	5	200
50138	Lechón	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	20
50138	Lechón	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	6
50138	Lechón	Ovejas madres y corderas para reposición	Ovinos	21	2	50
50138	Lechón	Pollos de carne	Aves	62	6	10
50139	Letux	Bovinos de entre uno y dos años	Bovinos	13	1	240
50139	Letux	Bovinos de menos de un año	Bovinos	14	1	437
50139	Letux	Cabras madres y chivas de reposición	Caprinos	31	3	35
50139	Letux	Equinos (caballos, mulas y asnos)	Equinos	41	4	2
50139	Letux	Otros bovinos de dos años o más	Bovinos	12	1	20
50139	Letux	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	15
50139	Letux	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	54
50139	Letux	Ovejas madres y corderas para reposición	Ovinos	21	2	2822
50139	Letux	Pollos de carne	Aves	62	6	117000
50139	Letux	Vacas	Bovinos	11	1	85
50140	Litago	Cabras madres y chivas de reposición	Caprinos	31	3	913
50140	Litago	Colmenas	Colmenas	81	8	40
50140	Litago	Gallinas ponedoras	Aves	61	6	25
50140	Litago	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
50140	Litago	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	54
50140	Litago	Ovejas madres y corderas para reposición	Ovinos	21	2	1642
50141	Lituénigo	Cabras madres y chivas de reposición	Caprinos	31	3	58
50141	Lituénigo	Colmenas	Colmenas	81	8	104
50141	Lituénigo	Conejas madres	Conejas madres	71	7	1
50141	Lituénigo	Gallinas ponedoras	Aves	61	6	12
50141	Lituénigo	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	14
50141	Lituénigo	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	77
50141	Lituénigo	Ovejas madres y corderas para reposición	Ovinos	21	2	1090
50142	Lobera de Onsella	Cabras madres y chivas de reposición	Caprinos	31	3	14
50142	Lobera de Onsella	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	3
50142	Lobera de Onsella	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	18
50142	Lobera de Onsella	Ovejas madres y corderas para reposición	Ovinos	21	2	1065
50143	Longares	Colmenas	Colmenas	81	8	35
50143	Longares	Equinos (caballos, mulas y asnos)	Equinos	41	4	2
50143	Longares	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	5
50143	Longares	Ovejas madres y corderas para reposición	Ovinos	21	2	537
50144	Longás	Equinos (caballos, mulas y asnos)	Equinos	41	4	115
50144	Longás	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	1
50144	Longás	Ovejas madres y corderas para reposición	Ovinos	21	2	26
50146	Lucena de Jalón	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	1858
50146	Lucena de Jalón	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2000
50146	Lucena de Jalón	Ovejas madres y corderas para reposición	Ovinos	21	2	1500
50147	Luceni	Bovinos de entre uno y dos años	Bovinos	13	1	150
50147	Luceni	Bovinos de menos de un año	Bovinos	14	1	721
50147	Luceni	Gallinas ponedoras	Aves	61	6	12
50147	Luceni	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	53
50147	Luceni	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	12183
50147	Luceni	Ovejas madres y corderas para reposición	Ovinos	21	2	2798
50147	Luceni	Vacas	Bovinos	11	1	350
50148	Luesia	Bovinos de entre uno y dos años	Bovinos	13	1	197
50148	Luesia	Bovinos de menos de un año	Bovinos	14	1	124
50148	Luesia	Cabras madres y chivas de reposición	Caprinos	31	3	114
50148	Luesia	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	314
50148	Luesia	Colmenas	Colmenas	81	8	5
50148	Luesia	Equinos (caballos, mulas y asnos)	Equinos	41	4	70
50148	Luesia	Gallinas ponedoras	Aves	61	6	8
50148	Luesia	Lechones de menos de 20 kg	Porcinos	52	5	670
50148	Luesia	Otros bovinos de dos años o más	Bovinos	12	1	135
50148	Luesia	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	8
50148	Luesia	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	80
50148	Luesia	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	15149
50148	Luesia	Ovejas madres y corderas para reposición	Ovinos	21	2	1465
50148	Luesia	Vacas	Bovinos	11	1	388
50149	Luesma	Bovinos de entre uno y dos años	Bovinos	13	1	347
50149	Luesma	Cabras madres y chivas de reposición	Caprinos	31	3	29
50149	Luesma	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	3
50149	Luesma	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	24
50149	Luesma	Ovejas madres y corderas para reposición	Ovinos	21	2	1063
50150	Lumpiaque	Cabras madres y chivas de reposición	Caprinos	31	3	34
50150	Lumpiaque	Colmenas	Colmenas	81	8	210
50150	Lumpiaque	Conejas madres	Conejas madres	71	7	300
50150	Lumpiaque	Gallinas ponedoras	Aves	61	6	6
50150	Lumpiaque	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	8
50150	Lumpiaque	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	62
50150	Lumpiaque	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	1980
50150	Lumpiaque	Ovejas madres y corderas para reposición	Ovinos	21	2	2045
50150	Lumpiaque	Pollos de carne	Aves	62	6	6
50151	Luna	Bovinos de entre uno y dos años	Bovinos	13	1	175
50151	Luna	Bovinos de menos de un año	Bovinos	14	1	1243
50151	Luna	Cabras madres y chivas de reposición	Caprinos	31	3	8
50151	Luna	Colmenas	Colmenas	81	8	180
50151	Luna	Conejas madres	Conejas madres	71	7	575
50151	Luna	Equinos (caballos, mulas y asnos)	Equinos	41	4	1
50151	Luna	Gallinas ponedoras	Aves	61	6	43
50151	Luna	Lechones de menos de 20 kg	Porcinos	52	5	3200
50151	Luna	Otros bovinos de dos años o más	Bovinos	12	1	52
50151	Luna	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	5
50151	Luna	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	400
50151	Luna	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	34874
50151	Luna	Ovejas madres y corderas para reposición	Ovinos	21	2	11376
50151	Luna	Pollos de carne	Aves	62	6	130003
50151	Luna	Vacas	Bovinos	11	1	342
50152	Maella	Cabras madres y chivas de reposición	Caprinos	31	3	99
50152	Maella	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	1964
50152	Maella	Conejas madres	Conejas madres	71	7	980
50152	Maella	Equinos (caballos, mulas y asnos)	Equinos	41	4	3
50152	Maella	Lechones de menos de 20 kg	Porcinos	52	5	800
50152	Maella	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	9
50152	Maella	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	19
50152	Maella	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	13672
50152	Maella	Ovejas madres y corderas para reposición	Ovinos	21	2	976
50152	Maella	Pollos de carne	Aves	62	6	265000
50153	Magallón	Bovinos de entre uno y dos años	Bovinos	13	1	160
50153	Magallón	Bovinos de menos de un año	Bovinos	14	1	40
50153	Magallón	Cabras madres y chivas de reposición	Caprinos	31	3	48
50153	Magallón	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	972
50153	Magallón	Colmenas	Colmenas	81	8	10
50153	Magallón	Equinos (caballos, mulas y asnos)	Equinos	41	4	183
50153	Magallón	Lechones de menos de 20 kg	Porcinos	52	5	2490
50153	Magallón	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	2
50153	Magallón	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	15
50153	Magallón	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	25038
50153	Magallón	Ovejas madres y corderas para reposición	Ovinos	21	2	2407
50153	Magallón	Vacas	Bovinos	11	1	100
50154	Mainar	Gallinas ponedoras	Aves	61	6	335136
50154	Mainar	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	650
50154	Mainar	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	4300
50154	Mainar	Ovejas madres y corderas para reposición	Ovinos	21	2	867
50155	Malanquilla	Gallinas ponedoras	Aves	61	6	12
50157	Malón	Cabras madres y chivas de reposición	Caprinos	31	3	7
50157	Malón	Gallinas ponedoras	Aves	61	6	12020
50157	Malón	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	11733
50157	Malón	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	1
50157	Malón	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	36
50157	Malón	Ovejas madres y corderas para reposición	Ovinos	21	2	2366
50159	Maluenda	Equinos (caballos, mulas y asnos)	Equinos	41	4	11
50159	Maluenda	Gallinas ponedoras	Aves	61	6	54283
50159	Maluenda	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	54
50159	Maluenda	Ovejas madres y corderas para reposición	Ovinos	21	2	1149
50160	Mallén	Bovinos de entre uno y dos años	Bovinos	13	1	3478
50160	Mallén	Bovinos de menos de un año	Bovinos	14	1	4214
50160	Mallén	Cabras madres y chivas de reposición	Caprinos	31	3	15
50160	Mallén	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	776
50160	Mallén	Colmenas	Colmenas	81	8	330
50160	Mallén	Conejas madres	Conejas madres	71	7	5
50160	Mallén	Equinos (caballos, mulas y asnos)	Equinos	41	4	153
50160	Mallén	Gallinas ponedoras	Aves	61	6	39
50160	Mallén	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	30
50160	Mallén	Otros bovinos de dos años o más	Bovinos	12	1	35
50160	Mallén	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	2
50160	Mallén	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	1274
50160	Mallén	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	24863
50160	Mallén	Ovejas madres y corderas para reposición	Ovinos	21	2	2712
50160	Mallén	Pollos de carne	Aves	62	6	22010
50161	Manchones	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	1094
50161	Manchones	Lechones de menos de 20 kg	Porcinos	52	5	3000
50161	Manchones	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	Aves	63	6	41400
50161	Manchones	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	2
50162	Mara	Cabras madres y chivas de reposición	Caprinos	31	3	10
50162	Mara	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	209
50162	Mara	Ovejas madres y corderas para reposición	Ovinos	21	2	336
50163	María de Huerva	Bovinos de entre uno y dos años	Bovinos	13	1	849
50163	María de Huerva	Bovinos de menos de un año	Bovinos	14	1	710
50163	María de Huerva	Cabras madres y chivas de reposición	Caprinos	31	3	60
50163	María de Huerva	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	440
50163	María de Huerva	Gallinas ponedoras	Aves	61	6	160000
50163	María de Huerva	Lechones de menos de 20 kg	Porcinos	52	5	900
50163	María de Huerva	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	15
50163	María de Huerva	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	300
50163	María de Huerva	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	3
50163	María de Huerva	Ovejas madres y corderas para reposición	Ovinos	21	2	1275
50164	Mediana de Aragón	Bovinos de entre uno y dos años	Bovinos	13	1	95
50164	Mediana de Aragón	Bovinos de menos de un año	Bovinos	14	1	263
50164	Mediana de Aragón	Cabras madres y chivas de reposición	Caprinos	31	3	52
50164	Mediana de Aragón	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	408
50164	Mediana de Aragón	Conejas madres	Conejas madres	71	7	720
50164	Mediana de Aragón	Equinos (caballos, mulas y asnos)	Equinos	41	4	3
50164	Mediana de Aragón	Gallinas ponedoras	Aves	61	6	6
50164	Mediana de Aragón	Lechones de menos de 20 kg	Porcinos	52	5	1490
50164	Mediana de Aragón	Otros bovinos de dos años o más	Bovinos	12	1	14
50164	Mediana de Aragón	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	16
50164	Mediana de Aragón	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	903
50164	Mediana de Aragón	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	4
50164	Mediana de Aragón	Ovejas madres y corderas para reposición	Ovinos	21	2	7016
50164	Mediana de Aragón	Vacas	Bovinos	11	1	102
50165	Mequinenza	Cabras madres y chivas de reposición	Caprinos	31	3	288
50165	Mequinenza	Colmenas	Colmenas	81	8	79
50165	Mequinenza	Conejas madres	Conejas madres	71	7	356
50165	Mequinenza	Equinos (caballos, mulas y asnos)	Equinos	41	4	7
50165	Mequinenza	Gallinas ponedoras	Aves	61	6	39
50165	Mequinenza	Lechones de menos de 20 kg	Porcinos	52	5	400
50165	Mequinenza	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	13
50165	Mequinenza	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	53
50165	Mequinenza	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	9417
50165	Mequinenza	Ovejas madres y corderas para reposición	Ovinos	21	2	3228
50165	Mequinenza	Pollos de carne	Aves	62	6	303900
50166	Mesones de Isuela	Bovinos de menos de un año	Bovinos	14	1	50
50166	Mesones de Isuela	Cabras madres y chivas de reposición	Caprinos	31	3	79
50166	Mesones de Isuela	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	470
50166	Mesones de Isuela	Colmenas	Colmenas	81	8	70
50166	Mesones de Isuela	Conejas madres	Conejas madres	71	7	400
50166	Mesones de Isuela	Equinos (caballos, mulas y asnos)	Equinos	41	4	3
50166	Mesones de Isuela	Lechones de menos de 20 kg	Porcinos	52	5	1010
50166	Mesones de Isuela	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	14
50166	Mesones de Isuela	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	844
50166	Mesones de Isuela	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	4834
50166	Mesones de Isuela	Ovejas madres y corderas para reposición	Ovinos	21	2	9660
50166	Mesones de Isuela	Pollos de carne	Aves	62	6	15600
50167	Mezalocha	Colmenas	Colmenas	81	8	4
50167	Mezalocha	Conejas madres	Conejas madres	71	7	2380
50167	Mezalocha	Gallinas ponedoras	Aves	61	6	12000
50167	Mezalocha	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	525
50168	Mianos	Colmenas	Colmenas	81	8	3
50168	Mianos	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	213
50168	Mianos	Ovejas madres y corderas para reposición	Ovinos	21	2	704
50169	Miedes de Aragón	Cabras madres y chivas de reposición	Caprinos	31	3	15
50169	Miedes de Aragón	Conejas madres	Conejas madres	71	7	730
50169	Miedes de Aragón	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	2
50169	Miedes de Aragón	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	612
50169	Miedes de Aragón	Otros porcinos (verracos, cebo y reproductores de desecho)	Porcinos	53	5	6144
50169	Miedes de Aragón	Ovejas madres y corderas para reposición	Ovinos	21	2	1090
50169	Miedes de Aragón	Pollos de carne	Aves	62	6	30000
50170	Monegrillo	Cabras madres y chivas de reposición	Caprinos	31	3	88
50170	Monegrillo	Cerdas madres y cerdas para reposición de 50 kg y más	Porcinos	51	5	740
50170	Monegrillo	Equinos (caballos, mulas y asnos)	Equinos	41	4	2
50170	Monegrillo	Lechones de menos de 20 kg	Porcinos	52	5	1200
50170	Monegrillo	Otros caprinos (cabritos, sementales, machos castrados)	Caprinos	32	3	12
50170	Monegrillo	Otros ovinos (lechales, recentales, sementales, machos castrados)	Ovinos	22	2	3095
