Mes y año	Mes (código)	Sexo	Edad (grupos quinquenales)	Número de contratos	CCAA nombre
Marzo 2017	201703	Hombres	35-39	3600	Aragón
Marzo 2017	201703	Mujeres	35-39	2840	Aragón
Marzo 2017	201703	Hombres	40-44	3419	Aragón
Marzo 2017	201703	Mujeres	40-44	2843	Aragón
Marzo 2017	201703	Hombres	45-49	2607	Aragón
Marzo 2017	201703	Mujeres	45-49	2299	Aragón
Marzo 2017	201703	Hombres	50-54	1858	Aragón
Marzo 2017	201703	Mujeres	50-54	1693	Aragón
Marzo 2017	201703	Hombres	55-59	981	Aragón
Marzo 2017	201703	Mujeres	55-59	924	Aragón
Marzo 2017	201703	Hombres	60-64	434	Aragón
Marzo 2017	201703	Mujeres	60-64	252	Aragón
Marzo 2017	201703	Hombres	Más de 64	37	Aragón
Marzo 2017	201703	Mujeres	Más de 64	40	Aragón
Febrero 2017	201702	Hombres	16-19	561	Aragón
Febrero 2017	201702	Mujeres	16-19	491	Aragón
Febrero 2017	201702	Hombres	20-24	3123	Aragón
Febrero 2017	201702	Mujeres	20-24	2728	Aragón
Febrero 2017	201702	Hombres	25-29	3247	Aragón
Febrero 2017	201702	Mujeres	25-29	3116	Aragón
Febrero 2017	201702	Hombres	30-34	3117	Aragón
Febrero 2017	201702	Mujeres	30-34	2248	Aragón
Febrero 2017	201702	Hombres	35-39	3056	Aragón
Febrero 2017	201702	Mujeres	35-39	2432	Aragón
Febrero 2017	201702	Hombres	40-44	2861	Aragón
Febrero 2017	201702	Mujeres	40-44	2343	Aragón
Febrero 2017	201702	Hombres	45-49	2246	Aragón
Febrero 2017	201702	Mujeres	45-49	1929	Aragón
Febrero 2017	201702	Hombres	50-54	1569	Aragón
Febrero 2017	201702	Mujeres	50-54	1488	Aragón
Febrero 2017	201702	Hombres	55-59	881	Aragón
Febrero 2017	201702	Mujeres	55-59	697	Aragón
Febrero 2017	201702	Hombres	60-64	400	Aragón
Febrero 2017	201702	Mujeres	60-64	217	Aragón
Febrero 2017	201702	Hombres	Más de 64	30	Aragón
Febrero 2017	201702	Mujeres	Más de 64	36	Aragón
Enero 2017	201701	Hombres	16-19	595	Aragón
Enero 2017	201701	Mujeres	16-19	463	Aragón
Enero 2017	201701	Hombres	20-24	3348	Aragón
Enero 2017	201701	Mujeres	20-24	2718	Aragón
Enero 2017	201701	Hombres	25-29	3726	Aragón
Enero 2017	201701	Mujeres	25-29	3108	Aragón
Enero 2017	201701	Hombres	30-34	3411	Aragón
Enero 2017	201701	Mujeres	30-34	2457	Aragón
Enero 2017	201701	Hombres	35-39	3454	Aragón
Enero 2017	201701	Mujeres	35-39	2662	Aragón
Enero 2017	201701	Hombres	40-44	3117	Aragón
Enero 2017	201701	Mujeres	40-44	2781	Aragón
Enero 2017	201701	Hombres	45-49	2408	Aragón
Enero 2017	201701	Mujeres	45-49	2175	Aragón
Enero 2017	201701	Hombres	50-54	1636	Aragón
Enero 2017	201701	Mujeres	50-54	1604	Aragón
Enero 2017	201701	Hombres	55-59	879	Aragón
Enero 2017	201701	Mujeres	55-59	864	Aragón
Enero 2017	201701	Hombres	60-64	348	Aragón
Enero 2017	201701	Mujeres	60-64	256	Aragón
Enero 2017	201701	Hombres	Más de 64	32	Aragón
Enero 2017	201701	Mujeres	Más de 64	23	Aragón
Diciembre 2016	201612	Hombres	16-19	685	Aragón
Diciembre 2016	201612	Mujeres	16-19	603	Aragón
Diciembre 2016	201612	Hombres	20-24	3221	Aragón
Diciembre 2016	201612	Mujeres	20-24	3139	Aragón
Diciembre 2016	201612	Hombres	25-29	3365	Aragón
Diciembre 2016	201612	Mujeres	25-29	3218	Aragón
Diciembre 2016	201612	Hombres	30-34	3004	Aragón
Diciembre 2016	201612	Mujeres	30-34	2508	Aragón
Diciembre 2016	201612	Hombres	35-39	3014	Aragón
Diciembre 2016	201612	Mujeres	35-39	2512	Aragón
Diciembre 2016	201612	Hombres	40-44	2797	Aragón
Diciembre 2016	201612	Mujeres	40-44	2698	Aragón
Diciembre 2016	201612	Hombres	45-49	2147	Aragón
Diciembre 2016	201612	Mujeres	45-49	2203	Aragón
Diciembre 2016	201612	Hombres	50-54	1553	Aragón
Diciembre 2016	201612	Mujeres	50-54	1701	Aragón
Diciembre 2016	201612	Hombres	55-59	822	Aragón
Diciembre 2016	201612	Mujeres	55-59	840	Aragón
Diciembre 2016	201612	Hombres	60-64	359	Aragón
Diciembre 2016	201612	Mujeres	60-64	257	Aragón
Diciembre 2016	201612	Hombres	Más de 64	40	Aragón
Diciembre 2016	201612	Mujeres	Más de 64	49	Aragón
Noviembre 2016	201611	Hombres	16-19	701	Aragón
Noviembre 2016	201611	Mujeres	16-19	644	Aragón
Noviembre 2016	201611	Hombres	20-24	3593	Aragón
Noviembre 2016	201611	Mujeres	20-24	3562	Aragón
Noviembre 2016	201611	Hombres	25-29	3815	Aragón
Noviembre 2016	201611	Mujeres	25-29	3765	Aragón
Noviembre 2016	201611	Hombres	30-34	3517	Aragón
Noviembre 2016	201611	Mujeres	30-34	2767	Aragón
Noviembre 2016	201611	Hombres	35-39	3577	Aragón
Noviembre 2016	201611	Mujeres	35-39	2861	Aragón
Noviembre 2016	201611	Hombres	40-44	3322	Aragón
Noviembre 2016	201611	Mujeres	40-44	2948	Aragón
Noviembre 2016	201611	Hombres	45-49	2535	Aragón
Noviembre 2016	201611	Mujeres	45-49	2440	Aragón
Noviembre 2016	201611	Hombres	50-54	1832	Aragón
Noviembre 2016	201611	Mujeres	50-54	1778	Aragón
Noviembre 2016	201611	Hombres	55-59	1037	Aragón
Noviembre 2016	201611	Mujeres	55-59	893	Aragón
Noviembre 2016	201611	Hombres	60-64	433	Aragón
Noviembre 2016	201611	Mujeres	60-64	273	Aragón
Noviembre 2016	201611	Hombres	Más de 64	56	Aragón
Noviembre 2016	201611	Mujeres	Más de 64	49	Aragón
Octubre 2016	201610	Hombres	16-19	913	Aragón
Octubre 2016	201610	Mujeres	16-19	801	Aragón
Octubre 2016	201610	Hombres	20-24	4316	Aragón
Octubre 2016	201610	Mujeres	20-24	3891	Aragón
Octubre 2016	201610	Hombres	25-29	4370	Aragón
Octubre 2016	201610	Mujeres	25-29	4010	Aragón
Octubre 2016	201610	Hombres	30-34	3804	Aragón
Octubre 2016	201610	Mujeres	30-34	3021	Aragón
Octubre 2016	201610	Hombres	35-39	4042	Aragón
Octubre 2016	201610	Mujeres	35-39	3241	Aragón
Octubre 2016	201610	Hombres	40-44	3738	Aragón
Octubre 2016	201610	Mujeres	40-44	3091	Aragón
Octubre 2016	201610	Hombres	45-49	2785	Aragón
Octubre 2016	201610	Mujeres	45-49	2576	Aragón
Octubre 2016	201610	Hombres	50-54	2033	Aragón
Octubre 2016	201610	Mujeres	50-54	1906	Aragón
Octubre 2016	201610	Hombres	55-59	1107	Aragón
Octubre 2016	201610	Mujeres	55-59	1031	Aragón
Octubre 2016	201610	Hombres	60-64	415	Aragón
Octubre 2016	201610	Mujeres	60-64	314	Aragón
Octubre 2016	201610	Hombres	Más de 64	36	Aragón
Octubre 2016	201610	Mujeres	Más de 64	47	Aragón
Septiembre 2016	201609	Hombres	16-19	1156	Aragón
Septiembre 2016	201609	Mujeres	16-19	767	Aragón
Septiembre 2016	201609	Hombres	20-24	4526	Aragón
Septiembre 2016	201609	Mujeres	20-24	3893	Aragón
Septiembre 2016	201609	Hombres	25-29	4630	Aragón
Septiembre 2016	201609	Mujeres	25-29	4053	Aragón
Septiembre 2016	201609	Hombres	30-34	4366	Aragón
Septiembre 2016	201609	Mujeres	30-34	3146	Aragón
Septiembre 2016	201609	Hombres	35-39	4576	Aragón
Septiembre 2016	201609	Mujeres	35-39	3313	Aragón
Septiembre 2016	201609	Hombres	40-44	4183	Aragón
Septiembre 2016	201609	Mujeres	40-44	3241	Aragón
Septiembre 2016	201609	Hombres	45-49	3334	Aragón
Septiembre 2016	201609	Mujeres	45-49	2760	Aragón
Septiembre 2016	201609	Hombres	50-54	2344	Aragón
Septiembre 2016	201609	Mujeres	50-54	1920	Aragón
Septiembre 2016	201609	Hombres	55-59	1295	Aragón
Septiembre 2016	201609	Mujeres	55-59	960	Aragón
Septiembre 2016	201609	Hombres	60-64	502	Aragón
Septiembre 2016	201609	Mujeres	60-64	320	Aragón
Septiembre 2016	201609	Hombres	Más de 64	56	Aragón
Septiembre 2016	201609	Mujeres	Más de 64	36	Aragón
Agosto 2016	201608	Hombres	16-19	1305	Aragón
Agosto 2016	201608	Mujeres	16-19	758	Aragón
Agosto 2016	201608	Hombres	20-24	4064	Aragón
Agosto 2016	201608	Mujeres	20-24	3076	Aragón
Agosto 2016	201608	Hombres	25-29	3791	Aragón
Agosto 2016	201608	Mujeres	25-29	2879	Aragón
Agosto 2016	201608	Hombres	30-34	3851	Aragón
Agosto 2016	201608	Mujeres	30-34	2464	Aragón
Agosto 2016	201608	Hombres	35-39	4082	Aragón
Agosto 2016	201608	Mujeres	35-39	2762	Aragón
Agosto 2016	201608	Hombres	40-44	3694	Aragón
Agosto 2016	201608	Mujeres	40-44	2715	Aragón
Agosto 2016	201608	Hombres	45-49	2798	Aragón
Agosto 2016	201608	Mujeres	45-49	2332	Aragón
Agosto 2016	201608	Hombres	50-54	2078	Aragón
Agosto 2016	201608	Mujeres	50-54	1522	Aragón
Agosto 2016	201608	Hombres	55-59	1191	Aragón
Agosto 2016	201608	Mujeres	55-59	774	Aragón
Agosto 2016	201608	Hombres	60-64	444	Aragón
Agosto 2016	201608	Mujeres	60-64	241	Aragón
Agosto 2016	201608	Hombres	Más de 64	60	Aragón
Agosto 2016	201608	Mujeres	Más de 64	26	Aragón
Julio 2016	201607	Hombres	16-19	1788	Aragón
Julio 2016	201607	Mujeres	16-19	1215	Aragón
Julio 2016	201607	Hombres	20-24	4959	Aragón
Julio 2016	201607	Mujeres	20-24	4120	Aragón
Julio 2016	201607	Hombres	25-29	4473	Aragón
Julio 2016	201607	Mujeres	25-29	3651	Aragón
Julio 2016	201607	Hombres	30-34	4216	Aragón
Julio 2016	201607	Mujeres	30-34	2913	Aragón
Julio 2016	201607	Hombres	35-39	4436	Aragón
Julio 2016	201607	Mujeres	35-39	3143	Aragón
Julio 2016	201607	Hombres	40-44	4022	Aragón
Julio 2016	201607	Mujeres	40-44	3012	Aragón
Julio 2016	201607	Hombres	45-49	3165	Aragón
Julio 2016	201607	Mujeres	45-49	2587	Aragón
Julio 2016	201607	Hombres	50-54	2191	Aragón
Julio 2016	201607	Mujeres	50-54	1724	Aragón
Julio 2016	201607	Hombres	55-59	1278	Aragón
Julio 2016	201607	Mujeres	55-59	873	Aragón
Julio 2016	201607	Hombres	60-64	466	Aragón
Julio 2016	201607	Mujeres	60-64	286	Aragón
Julio 2016	201607	Hombres	Más de 64	55	Aragón
Julio 2016	201607	Mujeres	Más de 64	32	Aragón
Junio 2016	201606	Hombres	16-19	1604	Aragón
Junio 2016	201606	Mujeres	16-19	985	Aragón
Junio 2016	201606	Hombres	20-24	5355	Aragón
Junio 2016	201606	Mujeres	20-24	4267	Aragón
Junio 2016	201606	Hombres	25-29	5094	Aragón
Junio 2016	201606	Mujeres	25-29	4077	Aragón
Junio 2016	201606	Hombres	30-34	4649	Aragón
Junio 2016	201606	Mujeres	30-34	3178	Aragón
Junio 2016	201606	Hombres	35-39	5019	Aragón
Junio 2016	201606	Mujeres	35-39	3346	Aragón
Junio 2016	201606	Hombres	40-44	4774	Aragón
Junio 2016	201606	Mujeres	40-44	3471	Aragón
Junio 2016	201606	Hombres	45-49	3676	Aragón
Junio 2016	201606	Mujeres	45-49	2951	Aragón
Junio 2016	201606	Hombres	50-54	2616	Aragón
Junio 2016	201606	Mujeres	50-54	1804	Aragón
Junio 2016	201606	Hombres	55-59	1483	Aragón
Junio 2016	201606	Mujeres	55-59	971	Aragón
Junio 2016	201606	Hombres	60-64	538	Aragón
Junio 2016	201606	Mujeres	60-64	267	Aragón
Junio 2016	201606	Hombres	Más de 64	51	Aragón
Junio 2016	201606	Mujeres	Más de 64	39	Aragón
Mayo 2016	201605	Hombres	16-19	984	Aragón
Mayo 2016	201605	Mujeres	16-19	720	Aragón
Mayo 2016	201605	Hombres	20-24	4423	Aragón
Mayo 2016	201605	Mujeres	20-24	3668	Aragón
Mayo 2016	201605	Hombres	25-29	4724	Aragón
Mayo 2016	201605	Mujeres	25-29	3950	Aragón
Mayo 2016	201605	Hombres	30-34	4821	Aragón
Mayo 2016	201605	Mujeres	30-34	3136	Aragón
Mayo 2016	201605	Hombres	35-39	5071	Aragón
Mayo 2016	201605	Mujeres	35-39	3366	Aragón
Mayo 2016	201605	Hombres	40-44	4942	Aragón
Mayo 2016	201605	Mujeres	40-44	3401	Aragón
Mayo 2016	201605	Hombres	45-49	3639	Aragón
Mayo 2016	201605	Mujeres	45-49	2848	Aragón
Mayo 2016	201605	Hombres	50-54	2382	Aragón
Mayo 2016	201605	Mujeres	50-54	1659	Aragón
Mayo 2016	201605	Hombres	55-59	1314	Aragón
Mayo 2016	201605	Mujeres	55-59	959	Aragón
Mayo 2016	201605	Hombres	60-64	466	Aragón
Mayo 2016	201605	Mujeres	60-64	277	Aragón
Mayo 2016	201605	Hombres	Más de 64	52	Aragón
Mayo 2016	201605	Mujeres	Más de 64	41	Aragón
Abril 2016	201604	Hombres	16-19	610	Aragón
Abril 2016	201604	Mujeres	16-19	441	Aragón
Abril 2016	201604	Hombres	20-24	3142	Aragón
Abril 2016	201604	Mujeres	20-24	2683	Aragón
Abril 2016	201604	Hombres	25-29	3503	Aragón
Abril 2016	201604	Mujeres	25-29	3067	Aragón
Abril 2016	201604	Hombres	30-34	3465	Aragón
Abril 2016	201604	Mujeres	30-34	2427	Aragón
Abril 2016	201604	Hombres	35-39	3645	Aragón
Abril 2016	201604	Mujeres	35-39	2548	Aragón
Abril 2016	201604	Hombres	40-44	3332	Aragón
Abril 2016	201604	Mujeres	40-44	2492	Aragón
Abril 2016	201604	Hombres	45-49	2296	Aragón
Abril 2016	201604	Mujeres	45-49	2046	Aragón
Abril 2016	201604	Hombres	50-54	1565	Aragón
Abril 2016	201604	Mujeres	50-54	1338	Aragón
Abril 2016	201604	Hombres	55-59	885	Aragón
Abril 2016	201604	Mujeres	55-59	698	Aragón
Abril 2016	201604	Hombres	60-64	378	Aragón
Abril 2016	201604	Mujeres	60-64	206	Aragón
Abril 2016	201604	Hombres	Más de 64	25	Aragón
Abril 2016	201604	Mujeres	Más de 64	33	Aragón
Marzo 2016	201603	Hombres	16-19	625	Aragón
Marzo 2016	201603	Mujeres	16-19	512	Aragón
Marzo 2016	201603	Hombres	20-24	3145	Aragón
Marzo 2016	201603	Mujeres	20-24	2919	Aragón
Marzo 2016	201603	Hombres	25-29	3358	Aragón
Marzo 2016	201603	Mujeres	25-29	3236	Aragón
Marzo 2016	201603	Hombres	30-34	3248	Aragón
Marzo 2016	201603	Mujeres	30-34	2523	Aragón
Marzo 2016	201603	Hombres	35-39	3182	Aragón
Marzo 2016	201603	Mujeres	35-39	2587	Aragón
Marzo 2016	201603	Hombres	40-44	2985	Aragón
Marzo 2016	201603	Mujeres	40-44	2569	Aragón
Marzo 2016	201603	Hombres	45-49	2045	Aragón
Marzo 2016	201603	Mujeres	45-49	2084	Aragón
Marzo 2016	201603	Hombres	50-54	1398	Aragón
Marzo 2016	201603	Mujeres	50-54	1377	Aragón
Marzo 2016	201603	Hombres	55-59	721	Aragón
Marzo 2016	201603	Mujeres	55-59	697	Aragón
Marzo 2016	201603	Hombres	60-64	311	Aragón
Marzo 2016	201603	Mujeres	60-64	188	Aragón
Marzo 2016	201603	Hombres	Más de 64	23	Aragón
Marzo 2016	201603	Mujeres	Más de 64	34	Aragón
Febrero 2016	201602	Hombres	16-19	534	Aragón
Febrero 2016	201602	Mujeres	16-19	441	Aragón
Febrero 2016	201602	Hombres	20-24	2910	Aragón
Febrero 2016	201602	Mujeres	20-24	2644	Aragón
Febrero 2016	201602	Hombres	25-29	3196	Aragón
Febrero 2016	201602	Mujeres	25-29	2766	Aragón
Febrero 2016	201602	Hombres	30-34	2944	Aragón
Febrero 2016	201602	Mujeres	30-34	2269	Aragón
Febrero 2016	201602	Hombres	35-39	3144	Aragón
Febrero 2016	201602	Mujeres	35-39	2312	Aragón
Febrero 2016	201602	Hombres	40-44	2753	Aragón
Febrero 2016	201602	Mujeres	40-44	2250	Aragón
Febrero 2016	201602	Hombres	45-49	1983	Aragón
Febrero 2016	201602	Mujeres	45-49	1916	Aragón
Febrero 2016	201602	Hombres	50-54	1421	Aragón
Febrero 2016	201602	Mujeres	50-54	1274	Aragón
Febrero 2016	201602	Hombres	55-59	792	Aragón
Febrero 2016	201602	Mujeres	55-59	672	Aragón
Febrero 2016	201602	Hombres	60-64	335	Aragón
Febrero 2016	201602	Mujeres	60-64	203	Aragón
Febrero 2016	201602	Hombres	Más de 64	32	Aragón
Febrero 2016	201602	Mujeres	Más de 64	21	Aragón
Enero 2016	201601	Hombres	16-19	540	Aragón
Enero 2016	201601	Mujeres	16-19	370	Aragón
Enero 2016	201601	Hombres	20-24	2836	Aragón
Enero 2016	201601	Mujeres	20-24	2411	Aragón
Enero 2016	201601	Hombres	25-29	3221	Aragón
Enero 2016	201601	Mujeres	25-29	2725	Aragón
Enero 2016	201601	Hombres	30-34	3005	Aragón
Enero 2016	201601	Mujeres	30-34	2090	Aragón
Enero 2016	201601	Hombres	35-39	2992	Aragón
Enero 2016	201601	Mujeres	35-39	2334	Aragón
Enero 2016	201601	Hombres	40-44	2677	Aragón
Enero 2016	201601	Mujeres	40-44	2195	Aragón
Enero 2016	201601	Hombres	45-49	1910	Aragón
Enero 2016	201601	Mujeres	45-49	1926	Aragón
Enero 2016	201601	Hombres	50-54	1295	Aragón
Enero 2016	201601	Mujeres	50-54	1235	Aragón
Enero 2016	201601	Hombres	55-59	721	Aragón
Enero 2016	201601	Mujeres	55-59	710	Aragón
Enero 2016	201601	Hombres	60-64	280	Aragón
Enero 2016	201601	Mujeres	60-64	190	Aragón
Enero 2016	201601	Hombres	Más de 64	15	Aragón
Enero 2016	201601	Mujeres	Más de 64	21	Aragón
Diciembre 2015	201512	Hombres	16-19	584	Aragón
Diciembre 2015	201512	Mujeres	16-19	461	Aragón
Diciembre 2015	201512	Hombres	20-24	2936	Aragón
Diciembre 2015	201512	Mujeres	20-24	3053	Aragón
Diciembre 2015	201512	Hombres	25-29	2915	Aragón
Diciembre 2015	201512	Mujeres	25-29	3141	Aragón
Diciembre 2015	201512	Hombres	30-34	2896	Aragón
Diciembre 2015	201512	Mujeres	30-34	2395	Aragón
Diciembre 2015	201512	Hombres	35-39	2935	Aragón
Diciembre 2015	201512	Mujeres	35-39	2380	Aragón
Diciembre 2015	201512	Hombres	40-44	2563	Aragón
Diciembre 2015	201512	Mujeres	40-44	2380	Aragón
Diciembre 2015	201512	Hombres	45-49	1862	Aragón
Diciembre 2015	201512	Mujeres	45-49	2098	Aragón
Diciembre 2015	201512	Hombres	50-54	1366	Aragón
Diciembre 2015	201512	Mujeres	50-54	1343	Aragón
Diciembre 2015	201512	Hombres	55-59	751	Aragón
Diciembre 2015	201512	Mujeres	55-59	784	Aragón
Diciembre 2015	201512	Hombres	60-64	264	Aragón
Diciembre 2015	201512	Mujeres	60-64	219	Aragón
Diciembre 2015	201512	Hombres	Más de 64	13	Aragón
Diciembre 2015	201512	Mujeres	Más de 64	24	Aragón
Noviembre 2015	201511	Hombres	16-19	519	Aragón
Noviembre 2015	201511	Mujeres	16-19	381	Aragón
Noviembre 2015	201511	Hombres	20-24	3038	Aragón
Noviembre 2015	201511	Mujeres	20-24	2945	Aragón
Noviembre 2015	201511	Hombres	25-29	3334	Aragón
Noviembre 2015	201511	Mujeres	25-29	3054	Aragón
Noviembre 2015	201511	Hombres	30-34	3081	Aragón
Noviembre 2015	201511	Mujeres	30-34	2317	Aragón
Noviembre 2015	201511	Hombres	35-39	3329	Aragón
Noviembre 2015	201511	Mujeres	35-39	2409	Aragón
Noviembre 2015	201511	Hombres	40-44	2891	Aragón
Noviembre 2015	201511	Mujeres	40-44	2345	Aragón
Noviembre 2015	201511	Hombres	45-49	2054	Aragón
Noviembre 2015	201511	Mujeres	45-49	1938	Aragón
Noviembre 2015	201511	Hombres	50-54	1548	Aragón
Noviembre 2015	201511	Mujeres	50-54	1162	Aragón
Noviembre 2015	201511	Hombres	55-59	814	Aragón
Noviembre 2015	201511	Mujeres	55-59	684	Aragón
Noviembre 2015	201511	Hombres	60-64	257	Aragón
Noviembre 2015	201511	Mujeres	60-64	175	Aragón
Noviembre 2015	201511	Hombres	Más de 64	19	Aragón
Noviembre 2015	201511	Mujeres	Más de 64	26	Aragón
Octubre 2015	201510	Hombres	16-19	700	Aragón
Octubre 2015	201510	Mujeres	16-19	576	Aragón
Octubre 2015	201510	Hombres	20-24	3840	Aragón
Octubre 2015	201510	Mujeres	20-24	3633	Aragón
Octubre 2015	201510	Hombres	25-29	3902	Aragón
Octubre 2015	201510	Mujeres	25-29	3725	Aragón
Octubre 2015	201510	Hombres	30-34	3793	Aragón
Octubre 2015	201510	Mujeres	30-34	2909	Aragón
Octubre 2015	201510	Hombres	35-39	3861	Aragón
Octubre 2015	201510	Mujeres	35-39	2900	Aragón
Octubre 2015	201510	Hombres	40-44	3366	Aragón
Octubre 2015	201510	Mujeres	40-44	2790	Aragón
Octubre 2015	201510	Hombres	45-49	2505	Aragón
Octubre 2015	201510	Mujeres	45-49	2327	Aragón
Octubre 2015	201510	Hombres	50-54	1802	Aragón
Octubre 2015	201510	Mujeres	50-54	1622	Aragón
Octubre 2015	201510	Hombres	55-59	955	Aragón
Octubre 2015	201510	Mujeres	55-59	870	Aragón
Octubre 2015	201510	Hombres	60-64	368	Aragón
Octubre 2015	201510	Mujeres	60-64	247	Aragón
Octubre 2015	201510	Hombres	Más de 64	26	Aragón
Octubre 2015	201510	Mujeres	Más de 64	41	Aragón
Septiembre 2015	201509	Hombres	16-19	971	Aragón
Septiembre 2015	201509	Mujeres	16-19	638	Aragón
Septiembre 2015	201509	Hombres	20-24	3965	Aragón
Septiembre 2015	201509	Mujeres	20-24	3191	Aragón
Septiembre 2015	201509	Hombres	25-29	4144	Aragón
Septiembre 2015	201509	Mujeres	25-29	3800	Aragón
Septiembre 2015	201509	Hombres	30-34	4040	Aragón
Septiembre 2015	201509	Mujeres	30-34	2993	Aragón
Septiembre 2015	201509	Hombres	35-39	4516	Aragón
Septiembre 2015	201509	Mujeres	35-39	3055	Aragón
Septiembre 2015	201509	Hombres	40-44	3830	Aragón
Septiembre 2015	201509	Mujeres	40-44	2974	Aragón
Septiembre 2015	201509	Hombres	45-49	2813	Aragón
Septiembre 2015	201509	Mujeres	45-49	2379	Aragón
Septiembre 2015	201509	Hombres	50-54	1941	Aragón
Septiembre 2015	201509	Mujeres	50-54	1704	Aragón
Septiembre 2015	201509	Hombres	55-59	1094	Aragón
Septiembre 2015	201509	Mujeres	55-59	885	Aragón
Septiembre 2015	201509	Hombres	60-64	373	Aragón
Septiembre 2015	201509	Mujeres	60-64	291	Aragón
Septiembre 2015	201509	Hombres	Más de 64	35	Aragón
Septiembre 2015	201509	Mujeres	Más de 64	35	Aragón
Agosto 2015	201508	Hombres	16-19	1023	Aragón
Agosto 2015	201508	Mujeres	16-19	578	Aragón
Agosto 2015	201508	Hombres	20-24	3415	Aragón
Agosto 2015	201508	Mujeres	20-24	2563	Aragón
Agosto 2015	201508	Hombres	25-29	3350	Aragón
Agosto 2015	201508	Mujeres	25-29	2618	Aragón
Agosto 2015	201508	Hombres	30-34	3534	Aragón
Agosto 2015	201508	Mujeres	30-34	2142	Aragón
Agosto 2015	201508	Hombres	35-39	3731	Aragón
Agosto 2015	201508	Mujeres	35-39	2283	Aragón
Agosto 2015	201508	Hombres	40-44	3231	Aragón
Agosto 2015	201508	Mujeres	40-44	2142	Aragón
Agosto 2015	201508	Hombres	45-49	2499	Aragón
Agosto 2015	201508	Mujeres	45-49	1800	Aragón
Agosto 2015	201508	Hombres	50-54	1693	Aragón
Agosto 2015	201508	Mujeres	50-54	1227	Aragón
Agosto 2015	201508	Hombres	55-59	911	Aragón
Agosto 2015	201508	Mujeres	55-59	629	Aragón
Agosto 2015	201508	Hombres	60-64	302	Aragón
Agosto 2015	201508	Mujeres	60-64	212	Aragón
Agosto 2015	201508	Hombres	Más de 64	46	Aragón
Agosto 2015	201508	Mujeres	Más de 64	31	Aragón
Julio 2015	201507	Hombres	16-19	1543	Aragón
Julio 2015	201507	Mujeres	16-19	1020	Aragón
Julio 2015	201507	Hombres	20-24	4754	Aragón
Julio 2015	201507	Mujeres	20-24	4026	Aragón
Julio 2015	201507	Hombres	25-29	4382	Aragón
Julio 2015	201507	Mujeres	25-29	3770	Aragón
Julio 2015	201507	Hombres	30-34	4298	Aragón
Julio 2015	201507	Mujeres	30-34	2923	Aragón
Julio 2015	201507	Hombres	35-39	4672	Aragón
Julio 2015	201507	Mujeres	35-39	2997	Aragón
Julio 2015	201507	Hombres	40-44	4071	Aragón
Julio 2015	201507	Mujeres	40-44	2904	Aragón
Julio 2015	201507	Hombres	45-49	3073	Aragón
Julio 2015	201507	Mujeres	45-49	2563	Aragón
Julio 2015	201507	Hombres	50-54	2101	Aragón
Julio 2015	201507	Mujeres	50-54	1631	Aragón
Julio 2015	201507	Hombres	55-59	1043	Aragón
Julio 2015	201507	Mujeres	55-59	876	Aragón
Julio 2015	201507	Hombres	60-64	416	Aragón
Julio 2015	201507	Mujeres	60-64	266	Aragón
Julio 2015	201507	Hombres	Más de 64	38	Aragón
Julio 2015	201507	Mujeres	Más de 64	35	Aragón
Junio 2015	201506	Hombres	16-19	1255	Aragón
Junio 2015	201506	Mujeres	16-19	771	Aragón
Junio 2015	201506	Hombres	20-24	4638	Aragón
Junio 2015	201506	Mujeres	20-24	3716	Aragón
Junio 2015	201506	Hombres	25-29	4461	Aragón
Junio 2015	201506	Mujeres	25-29	3769	Aragón
Junio 2015	201506	Hombres	30-34	4331	Aragón
Junio 2015	201506	Mujeres	30-34	2995	Aragón
Junio 2015	201506	Hombres	35-39	4613	Aragón
Junio 2015	201506	Mujeres	35-39	2999	Aragón
Junio 2015	201506	Hombres	40-44	4187	Aragón
Junio 2015	201506	Mujeres	40-44	2988	Aragón
Junio 2015	201506	Hombres	45-49	3043	Aragón
Junio 2015	201506	Mujeres	45-49	2491	Aragón
Junio 2015	201506	Hombres	50-54	2174	Aragón
Junio 2015	201506	Mujeres	50-54	1566	Aragón
Junio 2015	201506	Hombres	55-59	1100	Aragón
Junio 2015	201506	Mujeres	55-59	819	Aragón
Junio 2015	201506	Hombres	60-64	389	Aragón
Junio 2015	201506	Mujeres	60-64	250	Aragón
Junio 2015	201506	Hombres	Más de 64	29	Aragón
Junio 2015	201506	Mujeres	Más de 64	37	Aragón
Mayo 2015	201505	Hombres	16-19	801	Aragón
Mayo 2015	201505	Mujeres	16-19	595	Aragón
Mayo 2015	201505	Hombres	20-24	3743	Aragón
Mayo 2015	201505	Mujeres	20-24	3095	Aragón
Mayo 2015	201505	Hombres	25-29	4273	Aragón
Mayo 2015	201505	Mujeres	25-29	3362	Aragón
Mayo 2015	201505	Hombres	30-34	4506	Aragón
Mayo 2015	201505	Mujeres	30-34	2848	Aragón
Mayo 2015	201505	Hombres	35-39	4933	Aragón
Mayo 2015	201505	Mujeres	35-39	2999	Aragón
Mayo 2015	201505	Hombres	40-44	4145	Aragón
Mayo 2015	201505	Mujeres	40-44	2905	Aragón
Mayo 2015	201505	Hombres	45-49	3136	Aragón
Mayo 2015	201505	Mujeres	45-49	2325	Aragón
Mayo 2015	201505	Hombres	50-54	2070	Aragón
Mayo 2015	201505	Mujeres	50-54	1513	Aragón
