Año	Residencia CCAA nombre	Edad (grandes grupos)	Sexo	Relación lugar de residencia y nacimiento	Personas
2009	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	62530
2009	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	41237
2009	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	14118
2009	Aragón	65 y más	Mujeres	4 - Distinta CA	29864
2009	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	2153
2010	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	72707
2010	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	10389
2010	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	1452
2010	Aragón	0 a 15	Hombres	4 - Distinta CA	4570
2010	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	10952
2010	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	68295
2010	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9775
2010	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1438
2010	Aragón	0 a 15	Mujeres	4 - Distinta CA	4260
2010	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	10461
2010	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	191960
2010	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	90993
2010	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	22442
2010	Aragón	16 a 64	Hombres	4 - Distinta CA	66213
2010	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	86460
2010	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	178845
2010	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	89067
2010	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	23820
2010	Aragón	16 a 64	Mujeres	4 - Distinta CA	65750
2010	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	71166
2010	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	53690
2010	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	27460
2010	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	10072
2010	Aragón	65 y más	Hombres	4 - Distinta CA	22147
2010	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	1670
2010	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	62591
2010	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	41476
2010	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	14208
2010	Aragón	65 y más	Mujeres	4 - Distinta CA	30446
2010	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	2320
2011	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	74733
2011	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	10091
2011	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	1425
2011	Aragón	0 a 15	Hombres	4 - Distinta CA	4482
2011	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	10252
2011	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	70065
2011	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9464
2011	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1424
2011	Aragón	0 a 15	Mujeres	4 - Distinta CA	4279
2011	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	9859
2011	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	190661
2011	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	90549
2011	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	22008
2011	Aragón	16 a 64	Hombres	4 - Distinta CA	65440
2011	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	85442
2011	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	178104
2011	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	87964
2011	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	23446
2011	Aragón	16 a 64	Mujeres	4 - Distinta CA	64804
2011	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	72992
2011	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	53865
2011	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	27713
2011	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	10231
2011	Aragón	65 y más	Hombres	4 - Distinta CA	22594
2011	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	1800
2011	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	62917
2011	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	41759
2011	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	14387
2011	Aragón	65 y más	Mujeres	4 - Distinta CA	31099
2011	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	2444
2012	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	76383
2012	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	9848
2012	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	1380
2012	Aragón	0 a 15	Hombres	4 - Distinta CA	4597
2012	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	9875
2012	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	71745
2012	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9251
2012	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1387
2012	Aragón	0 a 15	Mujeres	4 - Distinta CA	4309
2012	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	9599
2012	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	189701
2012	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	89463
2012	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	21573
2012	Aragón	16 a 64	Hombres	4 - Distinta CA	64866
2012	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	87174
2012	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	177658
2012	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	86518
2012	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	22987
2012	Aragón	16 a 64	Mujeres	4 - Distinta CA	64031
2012	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	76494
2012	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	53872
2012	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	28009
2012	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	10362
2012	Aragón	65 y más	Hombres	4 - Distinta CA	22828
2012	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	1967
2012	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	62853
2012	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	41900
2012	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	14530
2012	Aragón	65 y más	Mujeres	4 - Distinta CA	31660
2012	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	2647
2013	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	77354
2013	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	9812
2013	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	1378
2013	Aragón	0 a 15	Hombres	4 - Distinta CA	4579
2013	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	9214
2013	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	72828
2013	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9228
2013	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1380
2013	Aragón	0 a 15	Mujeres	4 - Distinta CA	4374
2013	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	8916
2013	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	188910
2013	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	88227
2013	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	21119
2013	Aragón	16 a 64	Hombres	4 - Distinta CA	63867
2013	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	87534
2013	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	177363
2013	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	84979
2013	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	22436
2013	Aragón	16 a 64	Mujeres	4 - Distinta CA	62892
2013	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	78330
2013	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	53945
2013	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	28174
2013	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	10495
2013	Aragón	65 y más	Hombres	4 - Distinta CA	23267
2013	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	2112
2013	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	62837
2013	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	41858
2013	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	14714
2013	Aragón	65 y más	Mujeres	4 - Distinta CA	32147
2013	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	2881
2014	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	77811
2014	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	9781
2014	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	1396
2014	Aragón	0 a 15	Hombres	4 - Distinta CA	4664
2014	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	7718
2014	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	73168
2014	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9248
2014	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1374
2014	Aragón	0 a 15	Mujeres	4 - Distinta CA	4385
2014	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	7435
2014	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	188375
2014	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	86937
2014	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	20676
2014	Aragón	16 a 64	Hombres	4 - Distinta CA	62894
2014	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	77450
2014	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	177101
2014	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	83373
2014	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	21979
2014	Aragón	16 a 64	Mujeres	4 - Distinta CA	61949
2014	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	72544
2014	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	54243
2014	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	28608
2014	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	10612
2014	Aragón	65 y más	Hombres	4 - Distinta CA	23815
2014	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	1984
2014	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	63225
2014	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	42299
2014	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	14874
2014	Aragón	65 y más	Mujeres	4 - Distinta CA	32726
2014	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	2741
2015	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	78373
2015	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	9926
2015	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	1387
2015	Aragón	0 a 15	Hombres	4 - Distinta CA	4729
2015	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	6796
2015	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	73752
2015	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9428
2015	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1376
2015	Aragón	0 a 15	Mujeres	4 - Distinta CA	4453
2015	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	6663
2015	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	187973
2015	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	85541
2015	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	20152
2015	Aragón	16 a 64	Hombres	4 - Distinta CA	62097
2015	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	75373
2015	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	176758
2015	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	81593
2015	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	21445
2015	Aragón	16 a 64	Mujeres	4 - Distinta CA	60908
2015	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	71827
2015	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	54461
2015	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	28824
2015	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	10729
2015	Aragón	65 y más	Hombres	4 - Distinta CA	24242
2015	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	2084
2015	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	63487
2015	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	42457
2015	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	14993
2015	Aragón	65 y más	Mujeres	4 - Distinta CA	33142
2015	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	2878
2016	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	78607
2016	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	10029
2016	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	1383
2016	Aragón	0 a 15	Hombres	4 - Distinta CA	4680
2016	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	6157
2016	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	74146
2016	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9507
2016	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1370
2016	Aragón	0 a 15	Mujeres	4 - Distinta CA	4428
2016	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	5927
2016	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	187917
2016	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	84097
2016	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	19661
2016	Aragón	16 a 64	Hombres	4 - Distinta CA	61278
2016	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	72496
2016	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	176771
2016	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	79966
2016	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	21075
2016	Aragón	16 a 64	Mujeres	4 - Distinta CA	60020
2016	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	70687
2016	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	54296
2016	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	28984
2016	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	10894
2016	Aragón	65 y más	Hombres	4 - Distinta CA	24504
2016	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	2223
2016	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	63376
2016	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	42564
2016	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	15037
2016	Aragón	65 y más	Mujeres	4 - Distinta CA	33452
2016	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	3031
2017	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	78739
2017	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	10262
2017	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	1372
2017	Aragón	0 a 15	Hombres	4 - Distinta CA	4703
2017	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	5980
2017	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	74433
2017	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9707
2017	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1374
2017	Aragón	0 a 15	Mujeres	4 - Distinta CA	4472
2017	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	5750
2017	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	187979
2017	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	82593
2017	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	19127
2017	Aragón	16 a 64	Hombres	4 - Distinta CA	60510
2017	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	72946
2017	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	176935
2017	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	78422
2017	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	20584
2017	Aragón	16 a 64	Mujeres	4 - Distinta CA	59088
2017	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	73409
2017	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	54328
2017	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	29295
2017	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	10981
2017	Aragón	65 y más	Hombres	4 - Distinta CA	24676
2017	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	2404
2017	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	63479
2017	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	42753
2017	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	15178
2017	Aragón	65 y más	Mujeres	4 - Distinta CA	33911
2017	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	3360
2018	Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	78311
2018	Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	10340
2018	Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	1381
2018	Aragón	0 a 15	Hombres	4 - Distinta CA	4816
2018	Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	6083
2018	Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	74134
2018	Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	9727
2018	Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	1364
2018	Aragón	0 a 15	Mujeres	4 - Distinta CA	4599
2018	Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	5707
2018	Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	187830
2018	Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	80993
2018	Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	18692
2018	Aragón	16 a 64	Hombres	4 - Distinta CA	59873
2018	Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	74219
2018	Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	177068
2018	Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	76668
2018	Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	20131
2018	Aragón	16 a 64	Mujeres	4 - Distinta CA	58276
2018	Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	75596
2018	Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	54553
2018	Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	29584
2018	Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	11107
2018	Aragón	65 y más	Hombres	4 - Distinta CA	25082
2018	Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	2634
2018	Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	63596
2018	Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	43001
2018	Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	15323
2018	Aragón	65 y más	Mujeres	4 - Distinta CA	34286
2018	Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	3754
