Mes y año	Mes (código)	Mes nombre	Año	Sector código	Sector descripción	Sexo	Temporalidad	Duración contrato * 1.00 / Número de contratos	Días duración contrato	Número de contratos	Duración contrato	CCAA nombre
Junio 2018	201806	Junio	2018	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	2590	0	Aragón
Junio 2018	201806	Junio	2018	1	Agricultura, ganadería y pesca	Mujeres	Temporal	27,15555555555555555555555555555555555556	1	720	19552	Aragón
Junio 2018	201806	Junio	2018	2	Industria y energía	Hombres	Temporal	0	0	1909	0	Aragón
Junio 2018	201806	Junio	2018	2	Industria y energía	Hombres	Temporal	48,71816909854087547471517089746152308615	1	5003	243737	Aragón
Junio 2018	201806	Junio	2018	2	Industria y energía	Mujeres	Temporal	0	0	852	0	Aragón
Junio 2018	201806	Junio	2018	2	Industria y energía	Mujeres	Temporal	27,16012683313515655965120887831946095918	1	2523	68525	Aragón
Junio 2018	201806	Junio	2018	3	Construcción	Hombres	Temporal	0	0	1370	0	Aragón
Junio 2018	201806	Junio	2018	3	Construcción	Hombres	Temporal	100,861056751467710371819960861056751468	1	511	51540	Aragón
Junio 2018	201806	Junio	2018	3	Construcción	Mujeres	Temporal	0	0	45	0	Aragón
Junio 2018	201806	Junio	2018	3	Construcción	Mujeres	Temporal	107,551020408163265306122448979591836735	1	49	5270	Aragón
Junio 2018	201806	Junio	2018	4	Servicios	Hombres	Temporal	0	0	3959	0	Aragón
Junio 2018	201806	Junio	2018	4	Servicios	Hombres	Temporal	43,58348008385744234800838574423480083857	1	11925	519733	Aragón
Junio 2018	201806	Junio	2018	4	Servicios	Mujeres	Temporal	0	0	5730	0	Aragón
Junio 2018	201806	Junio	2018	4	Servicios	Mujeres	Temporal	40,34841093865484109386548410938654841094	1	13530	545914	Aragón
Mayo 2018	201805	Mayo	2018	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	9177	0	Aragón
Mayo 2018	201805	Mayo	2018	1	Agricultura, ganadería y pesca	Hombres	Temporal	36,32531824611032531824611032531824611033	1	1414	51364	Aragón
Mayo 2018	201805	Mayo	2018	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	3031	0	Aragón
Mayo 2018	201805	Mayo	2018	1	Agricultura, ganadería y pesca	Mujeres	Temporal	23,62845010615711252653927813163481953291	1	471	11129	Aragón
Mayo 2018	201805	Mayo	2018	2	Industria y energía	Hombres	Temporal	0	0	1716	0	Aragón
Mayo 2018	201805	Mayo	2018	2	Industria y energía	Hombres	Temporal	47,86189310485516115871073031415748674011	1	4902	234619	Aragón
Mayo 2018	201805	Mayo	2018	2	Industria y energía	Mujeres	Temporal	0	0	1153	0	Aragón
Mayo 2018	201805	Mayo	2018	2	Industria y energía	Mujeres	Temporal	31,26436335403726708074534161490683229814	1	2576	80537	Aragón
Mayo 2018	201805	Mayo	2018	3	Construcción	Hombres	Temporal	0	0	1432	0	Aragón
Mayo 2018	201805	Mayo	2018	3	Construcción	Hombres	Temporal	99,18973214285714285714285714285714285714	1	448	44437	Aragón
Mayo 2018	201805	Mayo	2018	3	Construcción	Mujeres	Temporal	0	0	31	0	Aragón
Mayo 2018	201805	Mayo	2018	3	Construcción	Mujeres	Temporal	178,970588235294117647058823529411764706	1	34	6085	Aragón
Mayo 2018	201805	Mayo	2018	4	Servicios	Hombres	Temporal	0	0	3452	0	Aragón
Mayo 2018	201805	Mayo	2018	4	Servicios	Hombres	Temporal	38,75962744044420562421637112663442593588	1	11166	432790	Aragón
Mayo 2018	201805	Mayo	2018	4	Servicios	Mujeres	Temporal	0	0	5071	0	Aragón
Mayo 2018	201805	Mayo	2018	4	Servicios	Mujeres	Temporal	38,7555434103685196752029981261711430356	1	12808	496381	Aragón
Abril 2018	201804	Abril	2018	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1987	0	Aragón
Abril 2018	201804	Abril	2018	1	Agricultura, ganadería y pesca	Hombres	Temporal	45,53367875647668393782383419689119170984	1	579	26364	Aragón
Abril 2018	201804	Abril	2018	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	566	0	Aragón
Abril 2018	201804	Abril	2018	1	Agricultura, ganadería y pesca	Mujeres	Temporal	45,59677419354838709677419354838709677419	1	124	5654	Aragón
Abril 2018	201804	Abril	2018	2	Industria y energía	Hombres	Temporal	0	0	1227	0	Aragón
Abril 2018	201804	Abril	2018	2	Industria y energía	Hombres	Temporal	49,10951871657754010695187165775401069519	1	4675	229587	Aragón
Abril 2018	201804	Abril	2018	2	Industria y energía	Mujeres	Temporal	0	0	1001	0	Aragón
Abril 2018	201804	Abril	2018	2	Industria y energía	Mujeres	Temporal	30,52527379949452401010951979780960404381	1	2374	72467	Aragón
Abril 2018	201804	Abril	2018	3	Construcción	Hombres	Temporal	0	0	1103	0	Aragón
Abril 2018	201804	Abril	2018	3	Construcción	Hombres	Temporal	114,129577464788732394366197183098591549	1	355	40516	Aragón
Abril 2018	201804	Abril	2018	3	Construcción	Mujeres	Temporal	0	0	36	0	Aragón
Abril 2018	201804	Abril	2018	3	Construcción	Mujeres	Temporal	147,74	1	50	7387	Aragón
Abril 2018	201804	Abril	2018	4	Servicios	Hombres	Temporal	0	0	3109	0	Aragón
Abril 2018	201804	Abril	2018	4	Servicios	Hombres	Temporal	40,66545534632749697169915207576258121352	1	9081	369283	Aragón
Abril 2018	201804	Abril	2018	4	Servicios	Mujeres	Temporal	0	0	4449	0	Aragón
Abril 2018	201804	Abril	2018	4	Servicios	Mujeres	Temporal	44,12265274342768159750847302372446642851	1	10917	481687	Aragón
Marzo 2018	201803	Marzo	2018	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1162	0	Aragón
Marzo 2018	201803	Marzo	2018	1	Agricultura, ganadería y pesca	Hombres	Temporal	64,02788104089219330855018587360594795539	1	538	34447	Aragón
Marzo 2018	201803	Marzo	2018	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	263	0	Aragón
Marzo 2018	201803	Marzo	2018	1	Agricultura, ganadería y pesca	Mujeres	Temporal	51,10655737704918032786885245901639344262	1	122	6235	Aragón
Marzo 2018	201803	Marzo	2018	2	Industria y energía	Hombres	Temporal	0	0	1359	0	Aragón
Marzo 2018	201803	Marzo	2018	2	Industria y energía	Hombres	Temporal	49,66574232081911262798634812286689419795	1	4688	232833	Aragón
Marzo 2018	201803	Marzo	2018	2	Industria y energía	Mujeres	Temporal	0	0	683	0	Aragón
Marzo 2018	201803	Marzo	2018	2	Industria y energía	Mujeres	Temporal	27,90732368896925858951175406871609403255	1	2212	61731	Aragón
Marzo 2018	201803	Marzo	2018	3	Construcción	Hombres	Temporal	0	0	1104	0	Aragón
Marzo 2018	201803	Marzo	2018	3	Construcción	Hombres	Temporal	144,071428571428571428571428571428571429	1	294	42357	Aragón
Marzo 2018	201803	Marzo	2018	3	Construcción	Mujeres	Temporal	0	0	34	0	Aragón
Marzo 2018	201803	Marzo	2018	3	Construcción	Mujeres	Temporal	127,595238095238095238095238095238095238	1	42	5359	Aragón
Marzo 2018	201803	Marzo	2018	4	Servicios	Hombres	Temporal	0	0	2879	0	Aragón
Marzo 2018	201803	Marzo	2018	4	Servicios	Hombres	Temporal	45,15356151711378353376503237742830712303	1	8648	390488	Aragón
Marzo 2018	201803	Marzo	2018	4	Servicios	Mujeres	Temporal	0	0	4468	0	Aragón
Marzo 2018	201803	Marzo	2018	4	Servicios	Mujeres	Temporal	43,68654699864890947693495464196101138776	1	10362	452680	Aragón
Febrero 2018	201802	Febrero	2018	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1277	0	Aragón
Febrero 2018	201802	Febrero	2018	1	Agricultura, ganadería y pesca	Hombres	Temporal	55,29583333333333333333333333333333333333	1	480	26542	Aragón
Febrero 2018	201802	Febrero	2018	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	206	0	Aragón
Febrero 2018	201802	Febrero	2018	1	Agricultura, ganadería y pesca	Mujeres	Temporal	45,31578947368421052631578947368421052632	1	95	4305	Aragón
Febrero 2018	201802	Febrero	2018	2	Industria y energía	Hombres	Temporal	0	0	1453	0	Aragón
Febrero 2018	201802	Febrero	2018	2	Industria y energía	Hombres	Temporal	47,98709974660216539967749366505413499194	1	4341	208312	Aragón
Febrero 2018	201802	Febrero	2018	2	Industria y energía	Mujeres	Temporal	0	0	907	0	Aragón
Febrero 2018	201802	Febrero	2018	2	Industria y energía	Mujeres	Temporal	31,80818869603916332888295505117935024477	1	2247	71473	Aragón
Febrero 2018	201802	Febrero	2018	3	Construcción	Hombres	Temporal	0	0	1249	0	Aragón
Febrero 2018	201802	Febrero	2018	3	Construcción	Hombres	Temporal	116,798219584569732937685459940652818991	1	337	39361	Aragón
Febrero 2018	201802	Febrero	2018	3	Construcción	Mujeres	Temporal	0	0	28	0	Aragón
Febrero 2018	201802	Febrero	2018	3	Construcción	Mujeres	Temporal	156,904761904761904761904761904761904762	1	42	6590	Aragón
Febrero 2018	201802	Febrero	2018	4	Servicios	Hombres	Temporal	0	0	2877	0	Aragón
Febrero 2018	201802	Febrero	2018	4	Servicios	Hombres	Temporal	56,14688353613111497392599950335237149243	1	8054	452207	Aragón
Febrero 2018	201802	Febrero	2018	4	Servicios	Mujeres	Temporal	0	0	4631	0	Aragón
Febrero 2018	201802	Febrero	2018	4	Servicios	Mujeres	Temporal	51,70877010897768552153606642449403217436	1	9635	498214	Aragón
Enero 2018	201801	Enero	2018	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1235	0	Aragón
Enero 2018	201801	Enero	2018	1	Agricultura, ganadería y pesca	Hombres	Temporal	60,01057082452431289640591966173361522199	1	473	28385	Aragón
Enero 2018	201801	Enero	2018	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	147	0	Aragón
Enero 2018	201801	Enero	2018	1	Agricultura, ganadería y pesca	Mujeres	Temporal	49,78651685393258426966292134831460674157	1	89	4431	Aragón
Enero 2018	201801	Enero	2018	2	Industria y energía	Hombres	Temporal	0	0	1773	0	Aragón
Enero 2018	201801	Enero	2018	2	Industria y energía	Hombres	Temporal	49,45032051282051282051282051282051282051	1	5616	277713	Aragón
Enero 2018	201801	Enero	2018	2	Industria y energía	Mujeres	Temporal	0	0	941	0	Aragón
Enero 2018	201801	Enero	2018	2	Industria y energía	Mujeres	Temporal	33,97517455391776570985259891388673390225	1	2578	87588	Aragón
Enero 2018	201801	Enero	2018	3	Construcción	Hombres	Temporal	0	0	1257	0	Aragón
Enero 2018	201801	Enero	2018	3	Construcción	Hombres	Temporal	144,371273712737127371273712737127371274	1	369	53273	Aragón
Enero 2018	201801	Enero	2018	3	Construcción	Mujeres	Temporal	0	0	31	0	Aragón
Enero 2018	201801	Enero	2018	3	Construcción	Mujeres	Temporal	147,230769230769230769230769230769230769	1	52	7656	Aragón
Enero 2018	201801	Enero	2018	4	Servicios	Hombres	Temporal	0	0	3253	0	Aragón
Enero 2018	201801	Enero	2018	4	Servicios	Hombres	Temporal	57,34871207784773898111047510017172295363	1	8735	500941	Aragón
Enero 2018	201801	Enero	2018	4	Servicios	Mujeres	Temporal	0	0	5136	0	Aragón
Enero 2018	201801	Enero	2018	4	Servicios	Mujeres	Temporal	54,67688848001635490135950117550853521415	1	9783	534904	Aragón
Diciembre 2017	201712	Diciembre	2017	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1032	0	Aragón
Diciembre 2017	201712	Diciembre	2017	1	Agricultura, ganadería y pesca	Hombres	Temporal	57,48520710059171597633136094674556213018	1	338	19430	Aragón
Diciembre 2017	201712	Diciembre	2017	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	131	0	Aragón
Diciembre 2017	201712	Diciembre	2017	1	Agricultura, ganadería y pesca	Mujeres	Temporal	47,87234042553191489361702127659574468085	1	94	4500	Aragón
Diciembre 2017	201712	Diciembre	2017	2	Industria y energía	Hombres	Temporal	0	0	1226	0	Aragón
Diciembre 2017	201712	Diciembre	2017	2	Industria y energía	Hombres	Temporal	31,83712286838653257542632269348491473546	1	4574	145623	Aragón
Diciembre 2017	201712	Diciembre	2017	2	Industria y energía	Mujeres	Temporal	0	0	916	0	Aragón
Diciembre 2017	201712	Diciembre	2017	2	Industria y energía	Mujeres	Temporal	23,27651690597498842056507642427049559981	1	2159	50254	Aragón
Diciembre 2017	201712	Diciembre	2017	3	Construcción	Hombres	Temporal	0	0	800	0	Aragón
Diciembre 2017	201712	Diciembre	2017	3	Construcción	Hombres	Temporal	96,78200692041522491349480968858131487889	1	289	27970	Aragón
Diciembre 2017	201712	Diciembre	2017	3	Construcción	Mujeres	Temporal	0	0	28	0	Aragón
Diciembre 2017	201712	Diciembre	2017	3	Construcción	Mujeres	Temporal	98,5	1	42	4137	Aragón
Diciembre 2017	201712	Diciembre	2017	4	Servicios	Hombres	Temporal	0	0	3230	0	Aragón
Diciembre 2017	201712	Diciembre	2017	4	Servicios	Hombres	Temporal	41,9592152199762187871581450653983353151	1	8410	352877	Aragón
Diciembre 2017	201712	Diciembre	2017	4	Servicios	Mujeres	Temporal	0	0	4541	0	Aragón
Diciembre 2017	201712	Diciembre	2017	4	Servicios	Mujeres	Temporal	38,66909125259777064046854335915359909314	1	10586	409351	Aragón
Noviembre 2017	201711	Noviembre	2017	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1886	0	Aragón
Noviembre 2017	201711	Noviembre	2017	1	Agricultura, ganadería y pesca	Hombres	Temporal	54,17463617463617463617463617463617463617	1	481	26058	Aragón
Noviembre 2017	201711	Noviembre	2017	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	324	0	Aragón
Noviembre 2017	201711	Noviembre	2017	1	Agricultura, ganadería y pesca	Mujeres	Temporal	51,08035714285714285714285714285714285714	1	112	5721	Aragón
Noviembre 2017	201711	Noviembre	2017	2	Industria y energía	Hombres	Temporal	0	0	1311	0	Aragón
Noviembre 2017	201711	Noviembre	2017	2	Industria y energía	Hombres	Temporal	45,70243068742878845423471325484238511204	1	5266	240669	Aragón
Noviembre 2017	201711	Noviembre	2017	2	Industria y energía	Mujeres	Temporal	0	0	668	0	Aragón
Noviembre 2017	201711	Noviembre	2017	2	Industria y energía	Mujeres	Temporal	26,1664808621330360460795243403939056113	1	2691	70414	Aragón
Noviembre 2017	201711	Noviembre	2017	3	Construcción	Hombres	Temporal	0	0	1245	0	Aragón
Noviembre 2017	201711	Noviembre	2017	3	Construcción	Hombres	Temporal	87,58031088082901554404145077720207253886	1	386	33806	Aragón
Noviembre 2017	201711	Noviembre	2017	3	Construcción	Mujeres	Temporal	0	0	33	0	Aragón
Noviembre 2017	201711	Noviembre	2017	3	Construcción	Mujeres	Temporal	100,325581395348837209302325581395348837	1	43	4314	Aragón
Noviembre 2017	201711	Noviembre	2017	4	Servicios	Hombres	Temporal	0	0	3351	0	Aragón
Noviembre 2017	201711	Noviembre	2017	4	Servicios	Hombres	Temporal	51,7897069953508487404043680397880851984	1	9249	479003	Aragón
Noviembre 2017	201711	Noviembre	2017	4	Servicios	Mujeres	Temporal	0	0	5038	0	Aragón
Noviembre 2017	201711	Noviembre	2017	4	Servicios	Mujeres	Temporal	48,14253569883167459974037213327563825184	1	11555	556287	Aragón
Octubre 2017	201710	Octubre	2017	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	1514	0	Aragón
Octubre 2017	201710	Octubre	2017	1	Agricultura, ganadería y pesca	Hombres	Temporal	50,49438202247191011235955056179775280899	1	712	35952	Aragón
Octubre 2017	201710	Octubre	2017	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	326	0	Aragón
Octubre 2017	201710	Octubre	2017	1	Agricultura, ganadería y pesca	Mujeres	Temporal	34,14559386973180076628352490421455938697	1	261	8912	Aragón
Octubre 2017	201710	Octubre	2017	2	Industria y energía	Hombres	Temporal	0	0	1624	0	Aragón
Octubre 2017	201710	Octubre	2017	2	Industria y energía	Hombres	Temporal	41,33016627078384798099762470308788598575	1	5894	243600	Aragón
Octubre 2017	201710	Octubre	2017	2	Industria y energía	Mujeres	Temporal	0	0	866	0	Aragón
Octubre 2017	201710	Octubre	2017	2	Industria y energía	Mujeres	Temporal	31,0892217518723542819928362097036795832	1	3071	95475	Aragón
Octubre 2017	201710	Octubre	2017	3	Construcción	Hombres	Temporal	0	0	1301	0	Aragón
Octubre 2017	201710	Octubre	2017	3	Construcción	Hombres	Temporal	91,3606965174129353233830845771144278607	1	402	36727	Aragón
Octubre 2017	201710	Octubre	2017	3	Construcción	Mujeres	Temporal	0	0	24	0	Aragón
Octubre 2017	201710	Octubre	2017	3	Construcción	Mujeres	Temporal	124,048387096774193548387096774193548387	1	62	7691	Aragón
Octubre 2017	201710	Octubre	2017	4	Servicios	Hombres	Temporal	0	0	4966	0	Aragón
Octubre 2017	201710	Octubre	2017	4	Servicios	Hombres	Temporal	44,44037373985738873862798131300713056307	1	12201	542217	Aragón
Octubre 2017	201710	Octubre	2017	4	Servicios	Mujeres	Temporal	0	0	6862	0	Aragón
Octubre 2017	201710	Octubre	2017	4	Servicios	Mujeres	Temporal	49,67632705158044898265635558225091973872	1	13319	661639	Aragón
Septiembre 2017	201709	Septiembre	2017	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	3656	0	Aragón
Septiembre 2017	201709	Septiembre	2017	1	Agricultura, ganadería y pesca	Hombres	Temporal	28,76263031275060144346431435445068163593	1	1247	35867	Aragón
Septiembre 2017	201709	Septiembre	2017	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	867	0	Aragón
Septiembre 2017	201709	Septiembre	2017	1	Agricultura, ganadería y pesca	Mujeres	Temporal	25,57077625570776255707762557077625570776	1	657	16800	Aragón
Septiembre 2017	201709	Septiembre	2017	2	Industria y energía	Hombres	Temporal	0	0	1962	0	Aragón
Septiembre 2017	201709	Septiembre	2017	2	Industria y energía	Hombres	Temporal	42,0066059632208534190323156579182288877	1	5601	235279	Aragón
Septiembre 2017	201709	Septiembre	2017	2	Industria y energía	Mujeres	Temporal	0	0	812	0	Aragón
Septiembre 2017	201709	Septiembre	2017	2	Industria y energía	Mujeres	Temporal	28,0462962962962962962962962962962962963	1	2916	81783	Aragón
Septiembre 2017	201709	Septiembre	2017	3	Construcción	Hombres	Temporal	0	0	1235	0	Aragón
Septiembre 2017	201709	Septiembre	2017	3	Construcción	Hombres	Temporal	109,389312977099236641221374045801526718	1	393	42990	Aragón
Septiembre 2017	201709	Septiembre	2017	3	Construcción	Mujeres	Temporal	0	0	41	0	Aragón
Septiembre 2017	201709	Septiembre	2017	3	Construcción	Mujeres	Temporal	138,307692307692307692307692307692307692	1	39	5394	Aragón
Septiembre 2017	201709	Septiembre	2017	4	Servicios	Hombres	Temporal	0	0	4199	0	Aragón
Septiembre 2017	201709	Septiembre	2017	4	Servicios	Hombres	Temporal	47,86453512831299957930164072360117795541	1	11885	568870	Aragón
Septiembre 2017	201709	Septiembre	2017	4	Servicios	Mujeres	Temporal	0	0	6991	0	Aragón
Septiembre 2017	201709	Septiembre	2017	4	Servicios	Mujeres	Temporal	55,01290171240910157166314801782782078349	1	12789	703560	Aragón
Agosto 2017	201708	Agosto	2017	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	4587	0	Aragón
Agosto 2017	201708	Agosto	2017	1	Agricultura, ganadería y pesca	Hombres	Temporal	28,08394698085419734904270986745213549337	1	2037	57207	Aragón
Agosto 2017	201708	Agosto	2017	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	1046	0	Aragón
Agosto 2017	201708	Agosto	2017	1	Agricultura, ganadería y pesca	Mujeres	Temporal	26,90824261275272161741835147744945567652	1	643	17302	Aragón
Agosto 2017	201708	Agosto	2017	2	Industria y energía	Hombres	Temporal	0	0	2026	0	Aragón
Agosto 2017	201708	Agosto	2017	2	Industria y energía	Hombres	Temporal	44,90962761126248864668483197093551316985	1	4404	197782	Aragón
Agosto 2017	201708	Agosto	2017	2	Industria y energía	Mujeres	Temporal	0	0	1019	0	Aragón
Agosto 2017	201708	Agosto	2017	2	Industria y energía	Mujeres	Temporal	26,6805618486633439057544177616674218396	1	2207	58884	Aragón
Agosto 2017	201708	Agosto	2017	3	Construcción	Hombres	Temporal	0	0	1250	0	Aragón
Agosto 2017	201708	Agosto	2017	3	Construcción	Hombres	Temporal	71,50127226463104325699745547073791348601	1	393	28100	Aragón
Agosto 2017	201708	Agosto	2017	3	Construcción	Mujeres	Temporal	0	0	33	0	Aragón
Agosto 2017	201708	Agosto	2017	3	Construcción	Mujeres	Temporal	78,44680851063829787234042553191489361702	1	47	3687	Aragón
Agosto 2017	201708	Agosto	2017	4	Servicios	Hombres	Temporal	0	0	3720	0	Aragón
Agosto 2017	201708	Agosto	2017	4	Servicios	Hombres	Temporal	37,06475247524752475247524752475247524752	1	10100	374354	Aragón
Agosto 2017	201708	Agosto	2017	4	Servicios	Mujeres	Temporal	0	0	5118	0	Aragón
Agosto 2017	201708	Agosto	2017	4	Servicios	Mujeres	Temporal	38,22568861684272879849935827821107710534	1	10129	387188	Aragón
Julio 2017	201707	Julio	2017	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	0	4036	0	Aragón
Julio 2017	201707	Julio	2017	1	Agricultura, ganadería y pesca	Hombres	Temporal	29,94496314496314496314496314496314496314	1	2035	60938	Aragón
Julio 2017	201707	Julio	2017	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	0	1209	0	Aragón
