Año	Código del municipio	Nombre del municipio	Número total de explotaciones	Explotaciones con tierras	Explotaciones con tierras sin SAU	Explotaciones con tierras con SAU <5 hectáreas	Explotaciones con tierras con SAU >= 5 y < 10 hectáreas	Explotaciones con tierras con SAU >= 10 y < 20 hectáreas	Explotaciones con tierras con SAU >= 20 y < 50 hectáreas	Explotaciones con tierras con SAU >= 50 y < 100 hectáreas	Explotaciones con tierras con SAU >= 100 hectáreas	Explotaciones con tierras con SAU
1999	22113	Fueva (La)	159	154	24	22	13	35	44	12	4	130
1999	22114	Gistaín	54	53	0	17	18	16	0	0	2	53
1999	22115	Grado (El)	154	154	26	65	22	17	17	6	1	128
1999	22116	Grañén	282	273	27	56	18	58	60	27	27	246
1999	22117	Graus	333	324	46	70	42	57	58	41	10	278
1999	22119	Gurrea de Gállego	306	296	11	63	27	43	57	52	43	285
1999	22122	Hoz de Jaca	11	11	1	1	6	0	1	0	2	10
1999	22124	Huerto	108	107	6	16	2	19	22	25	17	101
1999	22125	Huesca	379	369	22	153	32	39	47	35	41	347
1999	22126	Ibieca	22	22	2	7	1	4	3	4	1	20
1999	22127	Igriés	43	43	5	13	2	4	4	10	5	38
1999	22128	Ilche	102	100	2	9	13	14	39	13	10	98
1999	22129	Isábena	89	86	21	12	3	13	17	15	5	65
1999	22130	Jaca	274	266	22	37	18	38	79	46	26	244
1999	22131	Jasa	12	12	1	5	4	2	0	0	0	11
1999	22133	Labuerda	12	12	3	0	2	1	3	3	0	9
1999	22135	Laluenga	75	74	5	9	4	10	25	17	4	69
1999	22136	Lalueza	232	230	8	30	27	56	69	29	11	222
1999	22137	Lanaja	313	312	21	110	15	54	52	32	28	291
1999	22139	Laperdiguera	22	22	1	4	2	2	7	5	1	21
1999	22141	Lascellas-Ponzano	68	68	10	16	4	12	14	6	6	58
1999	22142	Lascuarre	34	34	5	10	3	5	4	6	1	29
1999	22143	Laspaúles	60	56	1	11	4	8	16	7	9	55
1999	22144	Laspuña	31	30	1	11	7	4	4	1	2	29
1999	22149	Loarre	120	120	8	41	17	16	19	10	9	112
1999	22150	Loporzano	197	193	20	66	20	17	29	13	28	173
1999	22151	Loscorrales	44	43	1	8	3	7	9	8	7	42
1999	22155	Monesma y Cajigar	40	38	6	4	1	3	11	8	5	32
1999	22156	Monflorite-Lascasas	52	50	4	8	4	9	9	6	10	46
1999	22157	Montanuy	94	91	1	3	6	18	25	18	20	90
1999	22158	Monzón	715	684	28	348	89	77	85	35	22	656
1999	22160	Naval	47	47	7	8	10	8	10	1	3	40
1999	22162	Novales	37	37	4	8	2	7	7	3	6	33
1999	22163	Nueno	85	85	9	32	7	8	11	5	13	76
1999	22164	Olvena	25	25	4	7	6	3	3	0	2	21
1999	22165	Ontiñena	152	149	6	46	10	7	24	25	31	143
1999	22167	Osso de Cinca	169	167	18	39	41	40	25	3	1	149
1999	22168	Palo	14	14	3	2	1	2	6	0	0	11
1999	22170	Panticosa	29	28	2	10	5	6	1	2	2	26
1999	22172	Peñalba	131	126	2	8	11	15	34	22	34	124
1999	22173	Peñas de Riglos (Las)	71	69	4	14	10	13	12	11	5	65
1999	22174	Peralta de Alcofea	182	176	2	48	7	18	45	30	26	174
1999	22175	Peralta de Calasanz	162	161	16	56	20	20	28	14	7	145
1999	22176	Peraltilla	57	56	11	15	4	12	11	3	0	45
1999	22177	Perarrúa	33	32	6	5	7	3	6	5	0	26
1999	22178	Pertusa	42	42	8	6	1	4	5	12	6	34
1999	22181	Piracés	49	46	17	2	5	2	10	4	6	29
1999	22182	Plan	71	71	0	37	21	6	4	0	3	71
1999	22184	Poleñino	79	76	2	19	6	10	23	10	6	74
1999	22186	Pozán de Vero	84	84	5	44	11	12	7	2	3	79
1999	22187	Puebla de Castro (La)	61	60	10	21	11	8	8	1	1	50
1999	22188	Puente de Montañana	16	16	5	2	3	3	1	0	2	11
1999	22189	Puértolas	38	36	10	6	3	6	8	2	1	26
1999	22190	Pueyo de Araguás (El)	34	34	2	2	2	9	13	4	2	32
1999	22193	Pueyo de Santa Cruz	48	48	3	20	9	7	6	3	0	45
1999	22195	Quicena	12	12	3	3	1	0	2	3	0	9
1999	22197	Robres	170	168	23	30	13	26	43	28	5	145
1999	22199	Sabiñánigo	207	200	24	26	9	26	52	36	27	176
1999	22200	Sahún	41	40	1	7	13	7	6	1	5	39
1999	22201	Salas Altas	123	122	7	30	34	35	14	2	0	115
1999	22202	Salas Bajas	61	61	6	25	18	6	6	0	0	55
1999	22203	Salillas	34	34	8	6	1	2	3	9	5	26
1999	22204	Sallent de Gállego	92	84	2	42	30	6	0	0	4	82
1999	22205	San Esteban de Litera	289	279	12	119	40	44	38	16	10	267
1999	22206	Sangarrén	66	66	5	11	5	14	13	12	6	61
1999	22207	San Juan de Plan	41	41	0	7	15	13	4	0	2	41
1999	22208	Santa Cilia	27	27	2	2	2	4	9	5	3	25
1999	22209	Santa Cruz de la Serós	20	20	1	3	2	4	2	6	2	19
1999	22212	Santaliestra y San Quílez	19	19	7	5	3	3	1	0	0	12
1999	22213	Sariñena	440	432	20	87	24	85	121	55	40	412
1999	22214	Secastilla	36	36	2	14	6	6	5	2	1	34
1999	22215	Seira	26	26	0	4	4	10	2	1	5	26
1999	22217	Sena	155	150	3	41	12	16	37	32	9	147
1999	22218	Senés de Alcubierre	22	21	1	2	1	3	7	5	2	20
1999	22220	Sesa	63	63	7	20	2	6	13	8	7	56
1999	22221	Sesué	14	14	0	0	6	3	3	2	0	14
1999	22222	Siétamo	98	97	6	38	5	10	15	10	13	91
1999	22223	Sopeira	26	23	5	1	6	0	4	6	1	18
1999	22225	Tamarite de Litera	535	517	26	213	98	82	65	21	12	491
1999	22226	Tardienta	145	143	10	69	4	12	18	10	20	133
1999	22227	Tella-Sin	18	18	1	4	0	4	5	0	4	17
1999	22228	Tierz	26	25	2	8	1	4	5	5	0	23
1999	22229	Tolva	72	70	15	9	7	15	12	7	5	55
1999	22230	Torla-Ordesa	44	44	2	3	15	14	5	1	4	42
1999	22232	Torralba de Aragón	44	42	4	3	2	7	10	10	6	38
1999	22233	Torre la Ribera	58	57	26	12	2	5	4	5	3	31
1999	22234	Torrente de Cinca	133	133	10	75	10	9	12	9	8	123
1999	22235	Torres de Alcanadre	39	39	13	4	0	0	9	6	7	26
1999	22236	Torres de Barbués	57	55	5	9	11	12	10	6	2	50
1999	22239	Tramaced	35	35	6	1	7	5	6	7	3	29
1999	22242	Valfarta	43	42	1	7	2	1	17	8	6	41
1999	22243	Valle de Bardají	18	18	6	0	2	0	4	6	0	12
1999	22244	Valle de Lierp	17	17	2	1	1	3	5	5	0	15
1999	22245	Velilla de Cinca	81	81	11	55	14	0	0	0	1	70
1999	22246	Beranuy	65	64	23	16	8	7	7	1	2	41
1999	22247	Viacamp y Litera	32	32	11	1	1	4	7	4	4	21
1999	22248	Vicién	12	12	1	2	0	1	3	1	4	11
1999	22249	Villanova	11	10	0	4	1	0	3	1	1	10
1999	22250	Villanúa	11	11	0	2	1	3	3	1	1	11
1999	22251	Villanueva de Sigena	125	120	5	18	6	13	39	21	18	115
1999	22252	Yebra de Basa	25	25	3	1	0	4	8	6	3	22
1999	22253	Yésero	9	8	0	1	2	1	2	0	2	8
1999	22254	Zaidín	377	373	19	101	78	89	61	18	7	354
1999	22901	Valle de Hecho	93	93	0	32	19	22	17	2	1	93
1999	22902	Puente la Reina de Jaca	52	52	2	6	6	6	12	12	8	50
1999	22903	San Miguel del Cinca	217	212	3	32	12	34	73	43	15	209
1999	22904	Sotonera (La)	354	353	16	157	54	49	34	19	24	337
1999	22905	Lupiñén-Ortilla	79	78	4	11	7	4	18	16	18	74
1999	22906	Santa María de Dulcis	83	82	7	22	9	22	19	2	1	75
1999	22907	Aínsa-Sobrarbe	150	150	14	21	16	28	37	20	14	136
1999	22908	Hoz y Costeán	131	127	14	34	29	14	20	11	5	113
1999	22909	Vencillón	111	106	20	7	41	29	9	0	0	86
1999	44001	Ababuj	27	25	2	0	2	0	5	9	7	23
1999	44002	Abejuela	15	14	1	2	2	4	3	0	2	13
1999	44003	Aguatón	10	10	1	1	2	0	1	1	4	9
1999	44004	Aguaviva	95	90	14	51	5	4	9	5	2	76
1999	44005	Aguilar del Alfambra	25	23	0	1	2	5	5	6	4	23
1999	44006	Alacón	121	115	6	70	9	6	15	2	7	109
1999	44007	Alba	72	71	5	11	7	11	20	11	6	66
1999	44008	Albalate del Arzobispo	536	529	26	372	40	22	23	21	25	503
1999	44009	Albarracín	85	80	6	10	9	9	9	9	28	74
1999	44010	Albentosa	53	52	7	15	10	4	6	7	3	45
1999	44011	Alcaine	12	8	2	1	1	0	0	1	3	6
1999	44012	Alcalá de la Selva	49	43	6	6	4	3	11	5	8	37
1999	44013	Alcañiz	928	917	55	412	121	88	110	46	85	862
1999	44014	Alcorisa	525	520	23	348	73	35	22	8	11	497
1999	44016	Alfambra	161	149	16	20	11	16	41	25	20	133
1999	44017	Aliaga	80	77	17	5	6	10	12	9	18	60
1999	44018	Almohaja	6	6	1	0	1	0	0	1	3	5
1999	44019	Alobras	16	16	1	3	4	1	3	1	3	15
1999	44020	Alpeñés	14	14	3	0	0	0	5	5	1	11
1999	44021	Allepuz	53	50	6	2	6	5	7	9	15	44
1999	44022	Alloza	303	302	19	191	40	25	13	5	9	283
1999	44023	Allueva	3	3	2	0	0	0	0	1	0	1
1999	44024	Anadón	6	6	1	0	0	0	0	3	2	5
1999	44025	Andorra	502	497	13	328	43	22	38	32	21	484
1999	44026	Arcos de las Salinas	21	20	1	12	1	1	2	1	2	19
1999	44027	Arens de Lledó	81	78	2	19	18	24	13	2	0	76
1999	44028	Argente	80	80	1	1	5	13	25	23	12	79
1999	44029	Ariño	94	92	9	74	3	2	0	2	2	83
1999	44031	Azaila	61	60	1	21	0	3	3	6	26	59
1999	44032	Bádenas	9	9	3	3	0	0	1	1	1	6
1999	44033	Báguena	195	191	7	127	31	13	8	5	0	184
1999	44034	Bañón	42	42	3	4	2	0	6	10	17	39
1999	44035	Barrachina	28	27	3	3	0	5	11	2	3	24
1999	44036	Bea	9	9	3	0	0	1	3	0	2	6
1999	44037	Beceite	105	103	9	55	17	17	4	1	0	94
1999	44038	Belmonte de San José	96	96	19	33	19	14	7	2	2	77
1999	44039	Bello	116	114	2	9	11	28	35	22	7	112
1999	44040	Berge	84	84	2	48	11	7	10	4	2	82
1999	44041	Bezas	9	7	1	3	2	0	0	0	1	6
1999	44042	Blancas	48	48	0	3	1	2	8	17	17	48
1999	44043	Blesa	56	54	4	26	1	0	2	7	14	50
1999	44044	Bordón	26	26	8	5	0	2	3	4	4	18
1999	44045	Bronchales	24	20	1	2	2	4	3	4	4	19
1999	44046	Bueña	39	39	4	2	2	5	15	9	2	35
1999	44047	Burbáguena	137	133	12	60	28	13	14	2	4	121
1999	44048	Cabra de Mora	20	19	0	7	3	2	3	1	3	19
1999	44049	Calaceite	304	302	23	55	62	82	69	10	1	279
1999	44050	Calamocha	434	418	45	97	40	59	87	55	35	373
1999	44051	Calanda	477	469	35	274	51	42	33	27	7	434
1999	44052	Calomarde	11	11	2	1	1	1	1	3	2	9
1999	44053	Camañas	46	43	0	1	1	2	14	9	16	43
1999	44054	Camarena de la Sierra	12	12	0	1	1	5	2	1	2	12
1999	44055	Camarillas	32	30	4	1	0	2	6	10	7	26
1999	44056	Caminreal	173	168	19	32	31	32	45	6	3	149
1999	44059	Cantavieja	125	117	22	29	6	4	11	21	24	95
1999	44060	Cañada de Benatanduz	24	24	2	0	2	4	5	1	10	22
1999	44061	Cañada de Verich (La)	20	19	3	9	1	2	4	0	0	16
1999	44062	Cañada Vellida	31	26	1	1	1	2	13	7	1	25
1999	44063	Cañizar del Olivar	17	17	4	10	0	1	0	1	1	13
1999	44064	Cascante del Río	25	25	4	6	1	4	7	1	2	21
1999	44065	Castejón de Tornos	39	39	2	10	4	2	10	4	7	37
1999	44066	Castel de Cabra	33	28	1	7	5	5	6	1	3	27
1999	44067	Castelnou	28	28	2	8	0	1	4	6	7	26
1999	44068	Castelserás	119	118	13	56	23	18	4	0	4	105
1999	44070	Castellar (El)	24	21	0	2	3	4	5	5	2	21
1999	44071	Castellote	260	258	32	142	38	14	10	7	15	226
1999	44074	Cedrillas	95	87	1	8	24	13	18	3	20	86
1999	44075	Celadas	117	112	1	1	0	16	42	38	14	111
1999	44076	Cella	379	374	7	110	56	86	82	24	9	367
1999	44077	Cerollera (La)	59	58	38	15	1	1	2	1	0	20
1999	44080	Codoñera (La)	67	67	6	18	6	20	15	2	0	61
1999	44082	Corbalán	27	27	1	0	3	3	6	3	11	26
1999	44084	Cortes de Aragón	20	20	1	9	1	0	5	1	3	19
1999	44085	Cosa	30	29	2	0	0	0	4	13	10	27
1999	44086	Cretas	203	198	12	61	43	48	26	6	2	186
1999	44087	Crivillén	33	33	6	18	3	1	0	1	4	27
1999	44088	Cuba (La)	20	17	2	7	4	3	1	0	0	15
1999	44089	Cubla	20	19	2	7	0	1	5	1	3	17
1999	44090	Cucalón	22	20	2	5	1	2	2	1	7	18
1999	44092	Cuervo (El)	20	20	2	11	2	4	1	0	0	18
1999	44093	Cuevas de Almudén	31	30	3	1	0	6	10	7	3	27
1999	44094	Cuevas Labradas	36	36	4	2	4	6	14	4	2	32
1999	44096	Ejulve	40	39	6	4	1	6	9	10	3	33
1999	44097	Escorihuela	69	66	4	3	7	12	33	4	3	62
1999	44099	Escucha	36	29	5	4	0	4	14	2	0	24
1999	44100	Estercuel	55	54	3	44	3	3	0	1	0	51
1999	44101	Ferreruela de Huerva	40	39	0	2	5	9	10	5	8	39
1999	44102	Fonfría	12	12	2	0	0	0	2	1	7	10
1999	44103	Formiche Alto	37	34	3	13	1	2	7	2	6	31
1999	44105	Fórnoles	80	80	12	30	19	12	6	1	0	68
1999	44106	Fortanete	72	70	15	7	12	4	8	7	17	55
1999	44107	Foz-Calanda	96	93	9	50	15	10	6	0	3	84
1999	44108	Fresneda (La)	167	162	17	66	33	32	11	3	0	145
1999	44109	Frías de Albarracín	21	14	1	1	2	4	2	1	3	13
1999	44110	Fuenferrada	20	19	3	0	2	2	4	4	4	16
1999	44111	Fuentes Calientes	40	34	1	0	1	6	13	11	2	33
1999	44112	Fuentes Claras	168	156	21	33	23	27	31	14	7	135
1999	44113	Fuentes de Rubielos	14	14	6	2	2	0	2	0	2	8
1999	44114	Fuentespalda	89	89	15	25	16	20	11	2	0	74
1999	44115	Galve	40	36	1	2	1	6	15	9	2	35
1999	44116	Gargallo	20	20	1	8	2	3	3	2	1	19
1999	44117	Gea de Albarracín	47	45	5	20	1	4	9	1	5	40
1999	44118	Ginebrosa (La)	94	92	5	33	13	13	15	9	4	87
1999	44119	Griegos	22	17	3	3	3	3	1	3	1	14
1999	44120	Guadalaviar	41	28	1	11	6	8	0	0	2	27
1999	44121	Gúdar	21	16	2	1	2	1	1	4	5	14
1999	44122	Híjar	254	246	24	129	11	5	20	14	43	222
1999	44123	Hinojosa de Jarque	53	49	1	2	6	15	17	3	5	48
1999	44124	Hoz de la Vieja (La)	30	28	1	6	1	5	7	1	7	27
1999	44125	Huesa del Común	29	28	5	2	2	1	6	5	7	23
1999	44126	Iglesuela del Cid (La)	31	31	4	8	1	3	6	4	5	27
1999	44127	Jabaloyas	15	13	1	2	4	3	2	0	1	12
1999	44128	Jarque de la Val	34	32	3	1	1	5	13	8	1	29
1999	44129	Jatiel	11	11	0	5	1	0	1	4	0	11
1999	44130	Jorcas	15	14	2	1	0	1	3	6	1	12
1999	44131	Josa	8	6	3	0	0	0	1	1	1	3
1999	44132	Lagueruela	26	25	1	2	0	5	1	6	10	24
1999	44133	Lanzuela	19	17	2	1	3	2	5	1	3	15
1999	44135	Libros	72	72	4	29	19	17	2	0	1	68
1999	44136	Lidón	32	32	1	0	0	3	17	5	6	31
1999	44137	Linares de Mora	54	53	4	13	3	4	6	8	15	49
1999	44138	Loscos	56	53	1	17	4	1	4	14	12	52
1999	44141	Lledó	55	54	7	10	12	13	10	2	0	47
1999	44142	Maicas	6	5	1	0	1	0	0	0	3	4
1999	44143	Manzanera	83	80	19	35	5	7	8	2	4	61
1999	44144	Martín del Río	49	42	6	19	2	6	6	1	2	36
1999	44145	Mas de las Matas	156	149	22	91	13	6	7	6	4	127
1999	44146	Mata de los Olmos (La)	39	38	5	13	2	4	8	3	3	33
1999	44147	Mazaleón	179	174	5	27	33	47	56	6	0	169
1999	44148	Mezquita de Jarque	29	28	1	0	0	3	11	9	4	27
1999	44149	Mirambel	39	33	2	3	2	1	10	5	10	31
1999	44150	Miravete de la Sierra	20	19	3	5	0	0	2	1	8	16
1999	44151	Molinos	101	101	6	64	15	4	5	4	3	95
1999	44152	Monforte de Moyuela	37	37	5	5	3	2	5	7	10	32
1999	44153	Monreal del Campo	234	226	5	24	23	58	80	24	12	221
1999	44154	Monroyo	146	144	51	17	22	31	19	4	0	93
1999	44155	Montalbán	28	24	4	7	1	0	1	3	8	20
1999	44156	Monteagudo del Castillo	28	27	2	3	1	5	6	5	5	25
1999	44157	Monterde de Albarracín	16	15	1	2	0	1	5	5	1	14
1999	44158	Mora de Rubielos	139	134	24	58	9	14	13	9	7	110
1999	44159	Moscardón	12	9	1	2	1	1	2	1	1	8
1999	44160	Mosqueruela	119	110	9	30	11	8	21	10	21	101
1999	44161	Muniesa	179	176	6	57	22	14	35	21	21	170
1999	44163	Noguera de Albarracín	21	20	2	9	3	4	1	0	1	18
1999	44164	Nogueras	15	15	7	3	0	0	0	0	5	8
1999	44165	Nogueruelas	32	27	2	15	2	2	3	2	1	25
1999	44167	Obón	25	24	4	12	3	0	1	1	3	20
1999	44168	Odón	85	81	3	4	2	11	24	22	15	78
1999	44169	Ojos Negros	71	64	1	1	6	7	20	8	21	63
1999	44171	Olba	11	11	3	5	1	1	0	0	1	8
1999	44172	Oliete	166	166	14	129	9	1	2	4	7	152
1999	44173	Olmos (Los)	62	62	5	22	7	10	10	6	2	57
1999	44174	Orihuela del Tremedal	25	17	0	1	2	2	4	1	7	17
1999	44175	Orrios	56	54	1	8	7	11	19	6	2	53
1999	44176	Palomar de Arroyos	23	17	1	1	0	5	6	3	1	16
1999	44177	Pancrudo	55	53	4	5	3	8	8	10	15	49
1999	44178	Parras de Castellote (Las)	41	41	7	24	0	1	4	2	3	34
1999	44179	Peñarroya de Tastavins	159	148	26	52	36	21	10	2	1	122
1999	44180	Peracense	19	18	3	0	0	4	9	1	1	15
1999	44181	Peralejos	19	19	2	1	1	5	3	4	3	17
1999	44182	Perales del Alfambra	70	68	6	2	3	5	17	19	16	62
1999	44183	Pitarque	27	27	5	5	1	4	4	1	7	22
1999	44184	Plou	11	11	1	5	0	1	0	2	2	10
1999	44185	Pobo (El)	48	44	2	2	6	5	13	9	7	42
1999	44187	Portellada (La)	108	106	4	40	20	28	12	2	0	102
1999	44189	Pozondón	19	19	0	1	1	2	9	3	3	19
1999	44190	Pozuel del Campo	25	25	1	3	1	2	2	7	9	24
1999	44191	Puebla de Híjar (La)	171	159	15	83	21	14	8	13	5	144
1999	44192	Puebla de Valverde (La)	112	107	11	35	9	9	7	14	22	96
1999	44193	Puertomingalvo	39	39	3	10	1	4	9	7	5	36
1999	44194	Ráfales	84	83	17	26	19	15	6	0	0	66
1999	44195	Rillo	32	29	3	2	1	2	9	7	5	26
1999	44196	Riodeva	44	44	4	28	8	2	0	0	2	40
1999	44197	Ródenas	17	17	1	2	0	0	2	4	8	16
1999	44198	Royuela	26	23	0	4	6	5	6	0	2	23
1999	44199	Rubiales	4	4	0	0	0	0	1	1	2	4
1999	44200	Rubielos de la Cérida	12	12	0	0	2	0	0	5	5	12
1999	44201	Rubielos de Mora	63	61	21	21	3	3	3	4	6	40
1999	44203	Salcedillo	2	2	1	0	1	0	0	0	0	1
1999	44204	Saldón	7	6	0	0	0	3	0	1	2	6
1999	44205	Samper de Calanda	196	191	8	107	6	8	12	15	35	183
1999	44206	San Agustín	50	47	6	16	5	7	9	2	2	41
1999	44207	San Martín del Río	141	140	10	78	27	18	4	0	3	130
1999	44208	Santa Cruz de Nogueras	8	8	1	1	0	1	0	2	3	7
1999	44209	Santa Eulalia	144	142	1	18	21	29	38	26	9	141
1999	44210	Sarrión	184	183	14	88	17	14	22	18	10	169
1999	44211	Segura de los Baños	21	20	3	2	2	1	4	7	1	17
1999	44212	Seno	21	21	1	11	3	1	3	0	2	20
1999	44213	Singra	40	39	7	5	1	0	9	8	9	32
1999	44215	Terriente	33	32	1	2	3	13	7	2	4	31
1999	44216	Teruel	395	378	38	93	19	50	72	54	52	340
1999	44217	Toril y Masegoso	12	12	0	0	1	3	4	4	0	12
1999	44218	Tormón	4	4	1	3	0	0	0	0	0	3
1999	44219	Tornos	107	105	1	22	11	16	32	14	9	104
1999	44220	Torralba de los Sisones	75	73	8	7	3	10	31	10	4	65
1999	44221	Torrecilla de Alcañiz	89	86	7	42	6	13	10	6	2	79
1999	44222	Torrecilla del Rebollar	46	45	4	1	1	1	15	10	13	41
1999	44223	Torre de Arcas	38	38	17	5	3	7	5	1	0	21
1999	44224	Torre de las Arcas	14	11	1	1	1	1	4	1	2	10
1999	44225	Torre del Compte	55	55	9	15	10	8	8	4	1	46
1999	44226	Torrelacárcel	68	67	1	9	5	18	14	13	7	66
1999	44227	Torre los Negros	24	24	2	5	0	1	0	5	11	22
1999	44228	Torremocha de Jiloca	37	36	0	2	2	5	10	12	5	36
1999	44229	Torres de Albarracín	25	25	1	11	3	5	2	2	1	24
1999	44230	Torrevelilla	74	73	16	32	7	6	6	6	0	57
1999	44231	Torrijas	11	10	1	2	0	0	2	2	3	9
1999	44232	Torrijo del Campo	140	135	17	33	13	21	37	12	2	118
1999	44234	Tramacastiel	36	36	3	23	8	1	0	0	1	33
1999	44235	Tramacastilla	18	17	1	3	2	3	2	3	3	16
1999	44236	Tronchón	27	26	4	1	3	1	2	5	10	22
1999	44237	Urrea de Gaén	137	126	1	84	7	2	11	11	10	125
1999	44238	Utrillas	19	17	4	3	2	0	0	5	3	13
1999	44239	Valacloche	9	9	0	3	5	0	0	0	1	9
1999	44240	Valbona	37	36	5	20	1	4	1	4	1	31
1999	44241	Valdealgorfa	185	185	11	54	36	34	40	8	2	174
1999	44243	Valdecuenca	2	2	1	0	0	0	0	0	1	1
1999	44244	Valdelinares	20	20	1	1	2	1	2	5	8	19
1999	44245	Valdeltormo	54	52	3	12	6	8	21	2	0	49
1999	44246	Valderrobres	414	403	65	136	92	56	48	4	2	338
1999	44247	Valjunquera	116	115	5	26	19	25	32	8	0	110
1999	44249	Vallecillo (El)	3	2	1	0	0	0	0	0	1	1
1999	44250	Veguillas de la Sierra	8	8	1	0	0	2	4	1	0	7
1999	44251	Villafranca del Campo	77	75	2	8	4	11	16	22	12	73
1999	44252	Villahermosa del Campo	37	36	2	2	0	5	14	11	2	34
1999	44256	Villanueva del Rebollar de la Sierra	16	16	2	0	0	0	3	7	4	14
1999	44257	Villar del Cobo	33	30	1	8	5	7	5	1	3	29
1999	44258	Villar del Salz	15	15	1	0	0	0	3	6	5	14
1999	44260	Villarluengo	55	53	7	3	1	4	7	4	27	46
1999	44261	Villarquemado	178	169	5	37	25	36	52	12	2	164
1999	44262	Villarroya de los Pinares	37	33	2	6	2	4	5	5	9	31
1999	44263	Villastar	55	53	6	24	9	6	1	4	3	47
1999	44264	Villel	47	47	7	15	7	6	7	3	2	40
1999	44265	Vinaceite	81	78	0	35	2	1	5	17	18	78
1999	44266	Visiedo	61	58	2	3	6	9	9	14	15	56
1999	44267	Vivel del Río Martín	20	20	2	0	0	2	7	4	5	18
1999	44268	Zoma (La)	7	6	2	0	0	3	1	0	0	4
1999	50001	Abanto	31	28	3	2	1	2	4	12	4	25
1999	50002	Acered	108	106	10	33	21	23	14	5	0	96
1999	50003	Agón	61	60	3	31	6	8	6	2	4	57
1999	50004	Aguarón	328	326	44	159	68	31	22	2	0	282
1999	50005	Aguilón	85	83	5	28	8	5	13	10	14	78
1999	50006	Ainzón	299	297	23	171	48	23	19	10	3	274
1999	50007	Aladrén	41	40	6	25	6	2	0	1	0	34
1999	50008	Alagón	379	374	11	274	44	32	9	2	2	363
1999	50009	Alarba	68	68	5	30	11	8	12	2	0	63
1999	50010	Alberite de San Juan	29	29	1	10	5	4	6	3	0	28
1999	50011	Albeta	8	8	2	4	1	0	1	0	0	6
1999	50012	Alborge	14	9	1	5	3	0	0	0	0	8
1999	50013	Alcalá de Ebro	76	76	3	61	5	5	1	1	0	73
1999	50014	Alcalá de Moncayo	60	60	7	23	10	7	12	0	1	53
1999	50015	Alconchel de Ariza	33	31	3	1	0	0	0	12	15	28
1999	50016	Aldehuela de Liestos	24	24	3	2	5	3	6	3	2	21
1999	50017	Alfajarín	193	190	8	86	23	14	20	18	21	182
1999	50018	Alfamén	394	392	25	149	83	58	42	19	16	367
1999	50019	Alforque	13	11	1	1	0	0	4	3	2	10
1999	50020	Alhama de Aragón	68	68	4	44	8	6	3	1	2	64
1999	50021	Almochuel	17	17	1	2	0	1	2	1	10	16
1999	50022	Almolda (La)	220	209	2	69	16	26	22	40	34	207
1999	50023	Almonacid de la Cuba	107	106	8	38	4	10	24	14	8	98
1999	50024	Almonacid de la Sierra	374	373	30	200	59	51	26	4	3	343
1999	50025	Almunia de Doña Godina (La)	712	702	49	507	80	46	17	0	3	653
1999	50026	Alpartir	258	256	17	169	55	11	3	0	1	239
1999	50027	Ambel	207	204	12	142	24	13	2	4	7	192
1999	50028	Anento	46	45	5	22	3	1	6	5	3	40
1999	50029	Aniñón	354	349	8	161	90	75	13	1	1	341
1999	50030	Añón de Moncayo	55	52	11	32	4	4	0	0	1	41
1999	50031	Aranda de Moncayo	108	100	6	57	16	10	4	2	5	94
1999	50032	Arándiga	169	167	14	119	24	4	2	1	3	153
1999	50033	Ardisa	22	21	4	5	2	2	4	1	3	17
1999	50034	Ariza	121	117	22	50	4	6	11	12	12	95
1999	50035	Artieda	18	17	1	7	2	0	3	2	2	16
1999	50036	Asín	26	24	3	17	0	0	0	2	2	21
1999	50037	Atea	138	135	13	78	11	15	11	5	2	122
1999	50038	Ateca	246	245	13	135	62	18	11	4	2	232
1999	50039	Azuara	168	167	10	65	5	8	27	13	39	157
1999	50040	Badules	40	40	1	4	4	7	15	5	4	39
1999	50041	Bagüés	8	8	2	2	0	1	0	1	2	6
1999	50042	Balconchán	30	30	6	11	3	2	4	3	1	24
1999	50043	Bárboles	83	83	7	45	8	9	8	4	2	76
1999	50044	Bardallur	88	88	6	46	11	12	8	0	5	82
1999	50045	Belchite	488	479	16	211	40	39	54	59	60	463
1999	50046	Belmonte de Gracián	95	94	12	34	15	19	11	0	3	82
1999	50047	Berdejo	11	11	4	4	0	1	0	0	2	7
1999	50048	Berrueco	20	20	4	0	6	1	5	3	1	16
1999	50050	Bijuesca	29	28	4	7	0	6	6	1	4	24
1999	50051	Biota	232	221	2	48	38	51	44	22	16	219
1999	50052	Bisimbre	37	35	0	14	5	5	6	5	0	35
1999	50053	Boquiñeni	159	159	28	94	16	11	8	2	0	131
1999	50054	Bordalba	20	20	2	1	1	0	2	2	12	18
1999	50055	Borja	609	600	47	360	75	60	40	11	7	553
1999	50056	Botorrita	42	41	6	17	1	3	9	4	1	35
1999	50057	Brea de Aragón	118	115	5	97	9	2	1	0	1	110
1999	50058	Bubierca	37	37	5	17	2	3	2	7	1	32
1999	50059	Bujaraloz	176	156	2	10	6	15	40	55	28	154
1999	50060	Bulbuente	148	148	5	109	17	8	4	4	1	143
1999	50061	Bureta	87	86	9	31	19	9	15	2	1	77
1999	50062	Burgo de Ebro (El)	108	101	4	66	8	7	11	4	1	97
1999	50063	Buste (El)	27	27	2	20	2	3	0	0	0	25
