Municipio código	Municipio nombre	Número habitaciones	Número habitaciones
50039	Azuara	03	14
50039	Azuara	04	32
50039	Azuara	05	61
50039	Azuara	06	69
50039	Azuara	07	41
50039	Azuara	08	36
50039	Azuara	09	9
50039	Azuara	10 o más	17
50040	Badules	03	1
50040	Badules	04	1
50040	Badules	05	11
50040	Badules	06	15
50040	Badules	07	13
50040	Badules	08	6
50040	Badules	10 o más	1
50041	Bagüés	04	3
50041	Bagüés	05	4
50041	Bagüés	06	7
50041	Bagüés	07	2
50041	Bagüés	09	1
50042	Balconchán	04	2
50042	Balconchán	05	2
50042	Balconchán	06	4
50042	Balconchán	07	1
50042	Balconchán	08	2
50042	Balconchán	10 o más	1
50043	Bárboles	02	1
50043	Bárboles	03	3
50043	Bárboles	04	10
50043	Bárboles	05	40
50043	Bárboles	06	37
50043	Bárboles	07	12
50043	Bárboles	08	7
50043	Bárboles	09	7
50043	Bárboles	10 o más	15
50044	Bardallur	02	1
50044	Bardallur	03	8
50044	Bardallur	04	19
50044	Bardallur	05	27
50044	Bardallur	06	31
50044	Bardallur	07	13
50044	Bardallur	08	6
50044	Bardallur	09	6
50044	Bardallur	10 o más	6
50045	Belchite	03	3
50045	Belchite	04	43
50045	Belchite	05	196
50045	Belchite	06	225
50045	Belchite	07	104
50045	Belchite	08	52
50045	Belchite	09	12
50045	Belchite	10 o más	17
50046	Belmonte de Gracián	02	1
50046	Belmonte de Gracián	03	11
50046	Belmonte de Gracián	04	11
50046	Belmonte de Gracián	05	23
50046	Belmonte de Gracián	06	37
50046	Belmonte de Gracián	07	16
50046	Belmonte de Gracián	08	6
50046	Belmonte de Gracián	09	1
50046	Belmonte de Gracián	10 o más	5
50047	Berdejo	04	6
50047	Berdejo	05	7
50047	Berdejo	06	6
50047	Berdejo	07	3
50047	Berdejo	08	3
50047	Berdejo	09	1
50048	Berrueco	04	5
50048	Berrueco	05	5
50048	Berrueco	06	1
50048	Berrueco	07	5
50050	Bijuesca	03	1
50050	Bijuesca	04	1
50050	Bijuesca	05	19
50050	Bijuesca	06	12
50050	Bijuesca	07	9
50050	Bijuesca	08	7
50050	Bijuesca	09	4
50050	Bijuesca	10 o más	1
50051	Biota	02	8
50051	Biota	03	27
50051	Biota	04	81
50051	Biota	05	121
50051	Biota	06	139
50051	Biota	07	38
50051	Biota	08	21
50051	Biota	09	4
50051	Biota	10 o más	17
50052	Bisimbre	03	2
50052	Bisimbre	04	1
50052	Bisimbre	05	10
50052	Bisimbre	06	16
50052	Bisimbre	07	7
50052	Bisimbre	08	5
50052	Bisimbre	09	4
50052	Bisimbre	10 o más	6
50053	Boquiñeni	02	1
50053	Boquiñeni	03	11
50053	Boquiñeni	04	38
50053	Boquiñeni	05	116
50053	Boquiñeni	06	95
50053	Boquiñeni	07	56
50053	Boquiñeni	08	28
50053	Boquiñeni	09	10
50053	Boquiñeni	10 o más	9
50054	Bordalba	03	4
50054	Bordalba	04	5
50054	Bordalba	05	9
50054	Bordalba	06	8
50054	Bordalba	07	2
50054	Bordalba	08	3
50054	Bordalba	10 o más	1
50055	Borja	01	6
50055	Borja	02	12
50055	Borja	03	125
50055	Borja	04	418
50055	Borja	05	568
50055	Borja	06	272
50055	Borja	07	73
50055	Borja	08	45
50055	Borja	09	15
50055	Borja	10 o más	23
50056	Botorrita	01	2
50056	Botorrita	02	1
50056	Botorrita	03	2
50056	Botorrita	04	23
50056	Botorrita	05	49
50056	Botorrita	06	69
50056	Botorrita	07	28
50056	Botorrita	08	8
50056	Botorrita	09	8
50056	Botorrita	10 o más	1
50057	Brea de Aragón	02	2
50057	Brea de Aragón	03	15
50057	Brea de Aragón	04	52
50057	Brea de Aragón	05	237
50057	Brea de Aragón	06	231
50057	Brea de Aragón	07	64
50057	Brea de Aragón	08	25
50057	Brea de Aragón	09	14
50057	Brea de Aragón	10 o más	47
50058	Bubierca	04	8
50058	Bubierca	05	12
50058	Bubierca	06	15
50058	Bubierca	07	5
50058	Bubierca	08	3
50058	Bubierca	10 o más	1
50059	Bujaraloz	03	10
50059	Bujaraloz	04	25
50059	Bujaraloz	05	74
50059	Bujaraloz	06	113
50059	Bujaraloz	07	58
50059	Bujaraloz	08	32
50059	Bujaraloz	09	13
50059	Bujaraloz	10 o más	25
50060	Bulbuente	01	3
50060	Bulbuente	03	3
50060	Bulbuente	04	11
50060	Bulbuente	05	35
50060	Bulbuente	06	31
50060	Bulbuente	07	14
50060	Bulbuente	08	8
50060	Bulbuente	09	5
50060	Bulbuente	10 o más	9
50061	Bureta	03	5
50061	Bureta	04	11
50061	Bureta	05	21
50061	Bureta	06	28
50061	Bureta	07	18
50061	Bureta	08	18
50061	Bureta	09	4
50061	Bureta	10 o más	15
50062	Burgo de Ebro (El)	01	3
50062	Burgo de Ebro (El)	02	2
50062	Burgo de Ebro (El)	03	23
50062	Burgo de Ebro (El)	04	95
50062	Burgo de Ebro (El)	05	193
50062	Burgo de Ebro (El)	06	165
50062	Burgo de Ebro (El)	07	72
50062	Burgo de Ebro (El)	08	27
50062	Burgo de Ebro (El)	09	18
50062	Burgo de Ebro (El)	10 o más	9
50063	Buste (El)	02	1
50063	Buste (El)	04	3
50063	Buste (El)	05	4
50063	Buste (El)	06	3
50063	Buste (El)	07	15
50063	Buste (El)	08	5
50063	Buste (El)	09	3
50063	Buste (El)	10 o más	5
50064	Cabañas de Ebro	02	1
50064	Cabañas de Ebro	03	3
50064	Cabañas de Ebro	04	12
50064	Cabañas de Ebro	05	78
50064	Cabañas de Ebro	06	47
50064	Cabañas de Ebro	07	24
50064	Cabañas de Ebro	08	13
50064	Cabañas de Ebro	09	7
50064	Cabañas de Ebro	10 o más	11
50065	Cabolafuente	03	1
50065	Cabolafuente	04	1
50065	Cabolafuente	05	3
50065	Cabolafuente	06	2
50065	Cabolafuente	07	3
50065	Cabolafuente	08	5
50065	Cabolafuente	09	1
50065	Cabolafuente	10 o más	3
50066	Cadrete	01	5
50066	Cadrete	02	6
50066	Cadrete	03	25
50066	Cadrete	04	105
50066	Cadrete	05	252
50066	Cadrete	06	147
50066	Cadrete	07	85
50066	Cadrete	08	32
50066	Cadrete	09	18
50066	Cadrete	10 o más	9
50067	Calatayud	01	3
50067	Calatayud	02	47
50067	Calatayud	03	292
50067	Calatayud	04	976
50067	Calatayud	05	2730
50067	Calatayud	06	1783
50067	Calatayud	07	387
50067	Calatayud	08	152
50067	Calatayud	09	53
50067	Calatayud	10 o más	48
50068	Calatorao	01	6
50068	Calatorao	02	9
50068	Calatorao	03	33
50068	Calatorao	04	111
50068	Calatorao	05	295
50068	Calatorao	06	292
50068	Calatorao	07	160
50068	Calatorao	08	74
50068	Calatorao	09	18
50068	Calatorao	10 o más	40
50069	Calcena	02	1
50069	Calcena	03	13
50069	Calcena	04	13
50069	Calcena	05	14
50069	Calcena	06	5
50069	Calcena	07	5
50069	Calcena	08	2
50069	Calcena	10 o más	1
50070	Calmarza	02	3
50070	Calmarza	03	8
50070	Calmarza	04	12
50070	Calmarza	05	10
50070	Calmarza	06	3
50070	Calmarza	07	2
50070	Calmarza	08	2
50071	Campillo de Aragón	02	1
50071	Campillo de Aragón	03	6
50071	Campillo de Aragón	04	11
50071	Campillo de Aragón	05	14
50071	Campillo de Aragón	06	18
50071	Campillo de Aragón	07	11
50071	Campillo de Aragón	08	8
50071	Campillo de Aragón	09	5
50071	Campillo de Aragón	10 o más	2
50072	Carenas	03	9
50072	Carenas	04	15
50072	Carenas	05	31
50072	Carenas	06	19
50072	Carenas	07	15
50072	Carenas	08	6
50072	Carenas	09	1
50072	Carenas	10 o más	1
50073	Cariñena	01	5
50073	Cariñena	02	4
50073	Cariñena	03	31
50073	Cariñena	04	136
50073	Cariñena	05	517
50073	Cariñena	06	288
50073	Cariñena	07	65
50073	Cariñena	08	28
50073	Cariñena	09	7
50073	Cariñena	10 o más	14
50074	Caspe	01	3
50074	Caspe	02	14
50074	Caspe	03	116
50074	Caspe	04	444
50074	Caspe	05	1083
50074	Caspe	06	850
50074	Caspe	07	197
50074	Caspe	08	89
50074	Caspe	09	34
50074	Caspe	10 o más	48
50075	Castejón de Alarba	03	2
50075	Castejón de Alarba	04	3
50075	Castejón de Alarba	05	14
50075	Castejón de Alarba	06	14
50075	Castejón de Alarba	07	3
50075	Castejón de Alarba	08	5
50075	Castejón de Alarba	09	2
50075	Castejón de Alarba	10 o más	1
50076	Castejón de las Armas	04	7
50076	Castejón de las Armas	05	21
50076	Castejón de las Armas	06	14
50076	Castejón de las Armas	07	3
50076	Castejón de las Armas	08	4
50076	Castejón de las Armas	09	2
50076	Castejón de las Armas	10 o más	6
50077	Castejón de Valdejasa	03	1
50077	Castejón de Valdejasa	04	21
50077	Castejón de Valdejasa	05	36
50077	Castejón de Valdejasa	06	39
50077	Castejón de Valdejasa	07	20
50077	Castejón de Valdejasa	08	7
50077	Castejón de Valdejasa	09	2
50077	Castejón de Valdejasa	10 o más	6
50078	Castiliscar	03	6
50078	Castiliscar	04	23
50078	Castiliscar	05	49
50078	Castiliscar	06	30
50078	Castiliscar	07	26
50078	Castiliscar	08	8
50078	Castiliscar	09	1
50078	Castiliscar	10 o más	6
50079	Cervera de la Cañada	03	1
50079	Cervera de la Cañada	04	15
50079	Cervera de la Cañada	05	23
50079	Cervera de la Cañada	06	38
50079	Cervera de la Cañada	07	24
50079	Cervera de la Cañada	08	16
50079	Cervera de la Cañada	09	7
50079	Cervera de la Cañada	10 o más	10
50080	Cerveruela	03	1
50080	Cerveruela	04	9
50080	Cerveruela	05	2
50080	Cerveruela	06	9
50081	Cetina	01	1
50081	Cetina	03	14
50081	Cetina	04	37
50081	Cetina	05	85
50081	Cetina	06	79
50081	Cetina	07	60
50081	Cetina	08	19
50081	Cetina	09	6
50081	Cetina	10 o más	11
50082	Cimballa	03	2
50082	Cimballa	04	6
50082	Cimballa	05	15
50082	Cimballa	06	16
50082	Cimballa	07	12
50082	Cimballa	08	5
50082	Cimballa	09	5
50082	Cimballa	10 o más	1
50083	Cinco Olivas	03	2
50083	Cinco Olivas	04	6
50083	Cinco Olivas	05	20
50083	Cinco Olivas	06	10
50083	Cinco Olivas	07	11
50083	Cinco Olivas	08	3
50083	Cinco Olivas	09	1
50083	Cinco Olivas	10 o más	2
50084	Clarés de Ribota	04	2
50084	Clarés de Ribota	05	12
50084	Clarés de Ribota	06	8
50084	Clarés de Ribota	07	12
50084	Clarés de Ribota	08	8
50084	Clarés de Ribota	09	8
50084	Clarés de Ribota	10 o más	3
50085	Codo	03	1
50085	Codo	04	10
50085	Codo	05	22
50085	Codo	06	42
50085	Codo	07	25
50085	Codo	08	7
50085	Codo	09	5
50085	Codo	10 o más	2
50086	Codos	02	1
50086	Codos	03	8
50086	Codos	04	41
50086	Codos	05	38
50086	Codos	06	29
50086	Codos	07	5
50086	Codos	08	5
50086	Codos	09	1
50086	Codos	10 o más	5
50087	Contamina	04	2
50087	Contamina	05	3
50087	Contamina	06	11
50087	Contamina	07	2
50087	Contamina	08	6
50087	Contamina	09	1
50087	Contamina	10 o más	1
50088	Cosuenda	02	2
50088	Cosuenda	03	12
50088	Cosuenda	04	27
50088	Cosuenda	05	61
50088	Cosuenda	06	38
50088	Cosuenda	07	19
50088	Cosuenda	08	9
50089	Cuarte de Huerva	02	3
50089	Cuarte de Huerva	03	12
50089	Cuarte de Huerva	04	106
50089	Cuarte de Huerva	05	248
50089	Cuarte de Huerva	06	134
50089	Cuarte de Huerva	07	47
50089	Cuarte de Huerva	08	39
50089	Cuarte de Huerva	09	18
50089	Cuarte de Huerva	10 o más	13
50090	Cubel	04	6
50090	Cubel	05	22
50090	Cubel	06	21
50090	Cubel	07	16
50090	Cubel	08	9
50090	Cubel	09	4
50090	Cubel	10 o más	1
50091	Cuerlas (Las)	03	1
50091	Cuerlas (Las)	04	4
50091	Cuerlas (Las)	05	9
50091	Cuerlas (Las)	06	10
50091	Cuerlas (Las)	07	7
50091	Cuerlas (Las)	08	4
50091	Cuerlas (Las)	09	1
50091	Cuerlas (Las)	10 o más	5
50092	Chiprana	02	1
50092	Chiprana	03	14
50092	Chiprana	04	27
50092	Chiprana	05	49
50092	Chiprana	06	37
50092	Chiprana	07	18
50092	Chiprana	08	6
50092	Chiprana	09	5
50092	Chiprana	10 o más	2
50093	Chodes	03	1
50093	Chodes	05	2
50093	Chodes	06	6
50093	Chodes	07	9
50093	Chodes	08	4
50093	Chodes	09	8
50093	Chodes	10 o más	21
50094	Daroca	01	1
50094	Daroca	02	1
50094	Daroca	03	18
50094	Daroca	04	72
50094	Daroca	05	352
50094	Daroca	06	268
50094	Daroca	07	82
50094	Daroca	08	31
50094	Daroca	09	11
50094	Daroca	10 o más	14
50095	Ejea de los Caballeros	01	5
50095	Ejea de los Caballeros	02	25
50095	Ejea de los Caballeros	03	146
50095	Ejea de los Caballeros	04	681
50095	Ejea de los Caballeros	05	2226
50095	Ejea de los Caballeros	06	1744
50095	Ejea de los Caballeros	07	413
50095	Ejea de los Caballeros	08	141
50095	Ejea de los Caballeros	09	55
50095	Ejea de los Caballeros	10 o más	43
50096	Embid de Ariza	02	1
50096	Embid de Ariza	04	7
50096	Embid de Ariza	05	10
50096	Embid de Ariza	06	4
50096	Embid de Ariza	07	2
50096	Embid de Ariza	08	3
50096	Embid de Ariza	09	2
50096	Embid de Ariza	10 o más	1
50098	Encinacorba	02	2
50098	Encinacorba	03	5
50098	Encinacorba	04	17
50098	Encinacorba	05	35
50098	Encinacorba	06	49
50098	Encinacorba	07	15
50098	Encinacorba	08	7
50098	Encinacorba	09	3
50098	Encinacorba	10 o más	3
50099	Épila	01	3
50099	Épila	02	17
50099	Épila	03	70
50099	Épila	04	193
50099	Épila	05	468
50099	Épila	06	372
50099	Épila	07	155
50099	Épila	08	81
50099	Épila	09	30
50099	Épila	10 o más	36
50100	Erla	01	1
50100	Erla	02	1
50100	Erla	03	4
50100	Erla	04	14
50100	Erla	05	35
50100	Erla	06	41
50100	Erla	07	26
50100	Erla	08	25
50100	Erla	09	8
50100	Erla	10 o más	10
50101	Escatrón	02	2
50101	Escatrón	03	32
50101	Escatrón	04	90
50101	Escatrón	05	221
50101	Escatrón	06	165
50101	Escatrón	07	50
50101	Escatrón	08	25
50101	Escatrón	09	18
50101	Escatrón	10 o más	12
50102	Fabara	02	2
50102	Fabara	03	19
50102	Fabara	04	41
50102	Fabara	05	82
50102	Fabara	06	140
50102	Fabara	07	51
50102	Fabara	08	47
50102	Fabara	09	10
50102	Fabara	10 o más	45
50104	Farlete	03	4
50104	Farlete	04	11
50104	Farlete	05	34
50104	Farlete	06	32
50104	Farlete	07	32
50104	Farlete	08	12
50104	Farlete	09	14
50104	Farlete	10 o más	6
50105	Fayón	03	8
50105	Fayón	04	19
50105	Fayón	05	64
50105	Fayón	06	63
50105	Fayón	07	14
50105	Fayón	08	3
50105	Fayón	09	2
50105	Fayón	10 o más	2
50106	Fayos (Los)	02	1
50106	Fayos (Los)	03	4
50106	Fayos (Los)	04	13
50106	Fayos (Los)	05	30
50106	Fayos (Los)	06	13
50106	Fayos (Los)	07	9
50106	Fayos (Los)	08	5
50106	Fayos (Los)	09	1
50106	Fayos (Los)	10 o más	2
50107	Figueruelas	02	3
50107	Figueruelas	03	8
50107	Figueruelas	04	21
50107	Figueruelas	05	113
50107	Figueruelas	06	106
50107	Figueruelas	07	59
50107	Figueruelas	08	33
50107	Figueruelas	09	18
50107	Figueruelas	10 o más	10
50108	Fombuena	05	3
50108	Fombuena	06	4
50108	Fombuena	07	2
50109	Frago (El)	01	1
50109	Frago (El)	02	1
50109	Frago (El)	04	15
50109	Frago (El)	05	13
50109	Frago (El)	06	10
50109	Frago (El)	07	12
50109	Frago (El)	08	2
50109	Frago (El)	10 o más	5
50110	Frasno (El)	02	2
50110	Frasno (El)	03	15
50110	Frasno (El)	04	36
50110	Frasno (El)	05	87
50110	Frasno (El)	06	59
50110	Frasno (El)	07	21
50110	Frasno (El)	08	11
50110	Frasno (El)	09	3
50110	Frasno (El)	10 o más	8
50111	Fréscano	03	3
50111	Fréscano	04	12
50111	Fréscano	05	19
50111	Fréscano	06	37
50111	Fréscano	07	15
50111	Fréscano	08	7
50111	Fréscano	09	2
50111	Fréscano	10 o más	2
50113	Fuendejalón	02	1
50113	Fuendejalón	03	4
50113	Fuendejalón	04	27
50113	Fuendejalón	05	81
50113	Fuendejalón	06	72
50113	Fuendejalón	07	59
50113	Fuendejalón	08	31
50113	Fuendejalón	09	9
50113	Fuendejalón	10 o más	34
50114	Fuendetodos	03	1
50114	Fuendetodos	04	1
50114	Fuendetodos	05	11
50114	Fuendetodos	06	17
50114	Fuendetodos	07	18
50114	Fuendetodos	08	10
50114	Fuendetodos	09	2
50114	Fuendetodos	10 o más	4
50115	Fuentes de Ebro	01	4
50115	Fuentes de Ebro	02	3
50115	Fuentes de Ebro	03	9
50115	Fuentes de Ebro	04	138
50115	Fuentes de Ebro	05	572
50115	Fuentes de Ebro	06	413
50115	Fuentes de Ebro	07	156
50115	Fuentes de Ebro	08	52
50115	Fuentes de Ebro	09	31
50115	Fuentes de Ebro	10 o más	27
50116	Fuentes de Jiloca	02	1
50116	Fuentes de Jiloca	03	5
50116	Fuentes de Jiloca	04	18
50116	Fuentes de Jiloca	05	45
50116	Fuentes de Jiloca	06	37
50116	Fuentes de Jiloca	07	20
50116	Fuentes de Jiloca	08	10
50116	Fuentes de Jiloca	09	6
50116	Fuentes de Jiloca	10 o más	2
50117	Gallocanta	01	1
50117	Gallocanta	04	3
50117	Gallocanta	05	7
50117	Gallocanta	06	12
50117	Gallocanta	07	14
50117	Gallocanta	08	17
50117	Gallocanta	09	3
50117	Gallocanta	10 o más	7
50118	Gallur	01	1
50118	Gallur	02	5
50118	Gallur	03	31
50118	Gallur	04	230
50118	Gallur	05	386
50118	Gallur	06	250
50118	Gallur	07	86
50118	Gallur	08	36
50118	Gallur	09	21
50118	Gallur	10 o más	6
50119	Gelsa	03	17
50119	Gelsa	04	53
50119	Gelsa	05	174
50119	Gelsa	06	145
50119	Gelsa	07	47
50119	Gelsa	08	14
50119	Gelsa	09	5
50119	Gelsa	10 o más	10
50120	Godojos	04	4
50120	Godojos	05	3
50120	Godojos	06	9
50120	Godojos	07	6
50120	Godojos	08	3
50120	Godojos	09	2
50120	Godojos	10 o más	8
50121	Gotor	02	1
50121	Gotor	03	2
50121	Gotor	04	19
50121	Gotor	05	41
50121	Gotor	06	49
50121	Gotor	07	21
50121	Gotor	08	12
50121	Gotor	09	1
50121	Gotor	10 o más	3
50122	Grisel	01	1
50122	Grisel	02	2
50122	Grisel	03	1
50122	Grisel	04	10
50122	Grisel	05	12
50122	Grisel	06	4
50122	Grisel	07	3
50122	Grisel	09	4
50123	Grisén	01	1
50123	Grisén	02	1
50123	Grisén	03	2
50123	Grisén	04	14
50123	Grisén	05	44
50123	Grisén	06	51
50123	Grisén	07	27
50123	Grisén	08	24
50123	Grisén	09	10
50123	Grisén	10 o más	13
50124	Herrera de los Navarros	02	2
50124	Herrera de los Navarros	03	6
50124	Herrera de los Navarros	04	28
50124	Herrera de los Navarros	05	58
50124	Herrera de los Navarros	06	59
50124	Herrera de los Navarros	07	49
50124	Herrera de los Navarros	08	22
50124	Herrera de los Navarros	09	13
50124	Herrera de los Navarros	10 o más	16
50125	Ibdes	02	1
50125	Ibdes	03	13
50125	Ibdes	04	27
50125	Ibdes	05	46
50125	Ibdes	06	58
50125	Ibdes	07	30
50125	Ibdes	08	16
50125	Ibdes	09	7
50125	Ibdes	10 o más	15
50126	Illueca	03	16
50126	Illueca	04	120
50126	Illueca	05	440
50126	Illueca	06	376
50126	Illueca	07	92
50126	Illueca	08	27
50126	Illueca	09	5
50126	Illueca	10 o más	12
50128	Isuerre	04	2
50128	Isuerre	05	3
50128	Isuerre	06	9
50128	Isuerre	07	3
50128	Isuerre	08	1
50128	Isuerre	09	2
50128	Isuerre	10 o más	4
50129	Jaraba	01	2
50129	Jaraba	02	4
50129	Jaraba	03	15
50129	Jaraba	04	29
50129	Jaraba	05	34
50129	Jaraba	06	23
50129	Jaraba	07	10
50129	Jaraba	08	4
50129	Jaraba	09	4
50129	Jaraba	10 o más	2
50130	Jarque	02	2
50130	Jarque	03	4
50130	Jarque	04	39
50130	Jarque	05	59
50130	Jarque	06	64
50130	Jarque	07	17
50130	Jarque	08	14
50130	Jarque	09	7
50130	Jarque	10 o más	6
50131	Jaulín	03	1
50131	Jaulín	04	9
50131	Jaulín	05	16
50131	Jaulín	06	36
50131	Jaulín	07	16
50131	Jaulín	08	18
50131	Jaulín	09	8
50131	Jaulín	10 o más	8
50132	Joyosa (La)	01	1
50132	Joyosa (La)	03	3
50132	Joyosa (La)	04	8
50132	Joyosa (La)	05	23
50132	Joyosa (La)	06	42
50132	Joyosa (La)	07	25
50132	Joyosa (La)	08	25
50132	Joyosa (La)	09	4
50132	Joyosa (La)	10 o más	8
50133	Lagata	03	5
50133	Lagata	04	19
50133	Lagata	05	17
50133	Lagata	06	21
50133	Lagata	07	10
50133	Lagata	08	4
50133	Lagata	09	1
50133	Lagata	10 o más	3
50134	Langa del Castillo	03	1
50134	Langa del Castillo	04	5
50134	Langa del Castillo	05	15
50134	Langa del Castillo	06	29
50134	Langa del Castillo	07	15
50134	Langa del Castillo	08	6
50134	Langa del Castillo	09	5
50134	Langa del Castillo	10 o más	4
50135	Layana	02	1
50135	Layana	03	2
50135	Layana	04	10
50135	Layana	05	8
50135	Layana	06	10
50135	Layana	07	5
50135	Layana	08	9
50135	Layana	10 o más	6
50136	Lécera	03	6
50136	Lécera	04	13
50136	Lécera	05	53
50136	Lécera	06	114
50136	Lécera	07	74
50136	Lécera	08	59
50136	Lécera	09	18
50136	Lécera	10 o más	16
50137	Leciñena	03	10
50137	Leciñena	04	45
50137	Leciñena	05	132
50137	Leciñena	06	157
50137	Leciñena	07	74
50137	Leciñena	08	33
50137	Leciñena	09	13
50137	Leciñena	10 o más	25
50138	Lechón	03	1
50138	Lechón	04	2
50138	Lechón	05	6
50138	Lechón	06	2
50138	Lechón	07	1
50138	Lechón	08	1
50138	Lechón	09	3
50138	Lechón	10 o más	6
50139	Letux	02	6
50139	Letux	03	4
50139	Letux	04	24
50139	Letux	05	51
50139	Letux	06	65
50139	Letux	07	20
50139	Letux	08	13
50139	Letux	09	2
50139	Letux	10 o más	5
50140	Litago	03	5
50140	Litago	04	14
50140	Litago	05	31
50140	Litago	06	21
50140	Litago	07	6
50140	Litago	08	3
50140	Litago	10 o más	3
50141	Lituénigo	03	1
50141	Lituénigo	05	14
50141	Lituénigo	06	17
50141	Lituénigo	07	4
50141	Lituénigo	08	6
50141	Lituénigo	09	5
50141	Lituénigo	10 o más	2
50142	Lobera de Onsella	03	1
50142	Lobera de Onsella	04	3
50142	Lobera de Onsella	05	4
50142	Lobera de Onsella	06	7
50142	Lobera de Onsella	07	7
50142	Lobera de Onsella	08	2
50142	Lobera de Onsella	09	3
50142	Lobera de Onsella	10 o más	4
50143	Longares	01	2
50143	Longares	02	4
50143	Longares	03	12
50143	Longares	04	44
50143	Longares	05	98
50143	Longares	06	68
50143	Longares	07	52
50143	Longares	08	19
50143	Longares	09	10
50143	Longares	10 o más	16
50144	Longás	04	6
50144	Longás	06	2
50144	Longás	07	4
50144	Longás	08	2
50144	Longás	09	1
50144	Longás	10 o más	5
50146	Lucena de Jalón	04	6
50146	Lucena de Jalón	05	32
50146	Lucena de Jalón	06	26
50146	Lucena de Jalón	07	14
50146	Lucena de Jalón	08	12
50146	Lucena de Jalón	09	3
50146	Lucena de Jalón	10 o más	6
50147	Luceni	02	2
50147	Luceni	03	3
50147	Luceni	04	45
50147	Luceni	05	148
50147	Luceni	06	111
50147	Luceni	07	46
50147	Luceni	08	28
50147	Luceni	09	18
50147	Luceni	10 o más	14
50148	Luesia	02	2
50148	Luesia	03	5
50148	Luesia	04	25
50148	Luesia	05	44
50148	Luesia	06	38
50148	Luesia	07	19
50148	Luesia	08	15
50148	Luesia	09	1
50148	Luesia	10 o más	5
50149	Luesma	03	2
50149	Luesma	04	5
50149	Luesma	05	2
50149	Luesma	06	3
50149	Luesma	10 o más	1
50150	Lumpiaque	02	2
50150	Lumpiaque	03	11
50150	Lumpiaque	04	46
50150	Lumpiaque	05	136
50150	Lumpiaque	06	92
50150	Lumpiaque	07	49
50150	Lumpiaque	08	14
50150	Lumpiaque	09	6
50150	Lumpiaque	10 o más	2
50151	Luna	01	1
50151	Luna	02	5
50151	Luna	03	22
50151	Luna	04	61
50151	Luna	05	115
50151	Luna	06	81
50151	Luna	07	45
50151	Luna	08	28
50151	Luna	09	11
50151	Luna	10 o más	20
50152	Maella	02	1
50152	Maella	03	29
50152	Maella	04	120
50152	Maella	05	185
50152	Maella	06	236
50152	Maella	07	73
50152	Maella	08	58
50152	Maella	09	16
50152	Maella	10 o más	41
50153	Magallón	03	5
50153	Magallón	04	36
50153	Magallón	05	192
50153	Magallón	06	140
50153	Magallón	07	53
50153	Magallón	08	16
50153	Magallón	09	6
50153	Magallón	10 o más	15
50154	Mainar	02	2
50154	Mainar	04	3
50154	Mainar	05	14
50154	Mainar	06	17
50154	Mainar	07	13
50154	Mainar	08	6
50154	Mainar	09	7
50154	Mainar	10 o más	7
50155	Malanquilla	03	1
50155	Malanquilla	04	2
50155	Malanquilla	05	15
50155	Malanquilla	06	17
50155	Malanquilla	07	21
50155	Malanquilla	08	6
50155	Malanquilla	09	4
50156	Maleján	01	1
50156	Maleján	03	1
50156	Maleján	04	19
50156	Maleján	05	27
50156	Maleján	06	41
50156	Maleján	07	16
50156	Maleján	08	4
50156	Maleján	09	3
50156	Maleján	10 o más	8
50157	Malón	01	2
50157	Malón	02	3
50157	Malón	03	5
50157	Malón	04	18
50157	Malón	05	47
50157	Malón	06	44
50157	Malón	07	24
50157	Malón	08	16
50157	Malón	09	2
50157	Malón	10 o más	7
50159	Maluenda	02	2
50159	Maluenda	03	11
50159	Maluenda	04	38
50159	Maluenda	05	111
50159	Maluenda	06	101
50159	Maluenda	07	63
50159	Maluenda	08	22
50159	Maluenda	09	4
50159	Maluenda	10 o más	12
50160	Mallén	01	1
50160	Mallén	02	1
50160	Mallén	03	36
50160	Mallén	04	154
50160	Mallén	05	381
50160	Mallén	06	348
50160	Mallén	07	135
50160	Mallén	08	33
50160	Mallén	09	17
50160	Mallén	10 o más	16
50161	Manchones	04	9
50161	Manchones	05	26
50161	Manchones	06	9
50161	Manchones	07	9
50161	Manchones	08	3
50161	Manchones	09	2
50161	Manchones	10 o más	1
50162	Mara	02	2
50162	Mara	04	5
50162	Mara	05	11
50162	Mara	06	28
50162	Mara	07	12
50162	Mara	08	17
50162	Mara	09	5
50162	Mara	10 o más	7
50163	María de Huerva	01	1
50163	María de Huerva	02	1
50163	María de Huerva	03	26
50163	María de Huerva	04	44
50163	María de Huerva	05	168
50163	María de Huerva	06	105
50163	María de Huerva	07	74
50163	María de Huerva	08	53
50163	María de Huerva	09	23
50163	María de Huerva	10 o más	21
50164	Mediana de Aragón	03	3
50164	Mediana de Aragón	04	21
50164	Mediana de Aragón	05	43
50164	Mediana de Aragón	06	47
50164	Mediana de Aragón	07	36
50164	Mediana de Aragón	08	17
50164	Mediana de Aragón	09	8
50164	Mediana de Aragón	10 o más	10
50165	Mequinenza	01	1
50165	Mequinenza	02	4
50165	Mequinenza	03	39
50165	Mequinenza	04	122
50165	Mequinenza	05	310
50165	Mequinenza	06	302
50165	Mequinenza	07	85
50165	Mequinenza	08	29
50165	Mequinenza	09	2
50165	Mequinenza	10 o más	10
50166	Mesones de Isuela	03	3
50166	Mesones de Isuela	04	14
50166	Mesones de Isuela	05	32
50166	Mesones de Isuela	06	56
50166	Mesones de Isuela	07	19
50166	Mesones de Isuela	08	5
