Municipio código	Municipio nombre	Número habitaciones	Número habitaciones
22151	Loscorrales	08	1
22151	Loscorrales	09	3
22155	Monesma y Cajigar	04	1
22155	Monesma y Cajigar	05	3
22155	Monesma y Cajigar	06	11
22155	Monesma y Cajigar	07	4
22155	Monesma y Cajigar	08	3
22155	Monesma y Cajigar	09	5
22155	Monesma y Cajigar	10 o más	1
22156	Monflorite-Lascasas	03	2
22156	Monflorite-Lascasas	04	3
22156	Monflorite-Lascasas	05	4
22156	Monflorite-Lascasas	06	17
22156	Monflorite-Lascasas	07	17
22156	Monflorite-Lascasas	08	16
22156	Monflorite-Lascasas	09	3
22156	Monflorite-Lascasas	10 o más	12
22157	Montanuy	02	3
22157	Montanuy	03	15
22157	Montanuy	04	21
22157	Montanuy	05	25
22157	Montanuy	06	16
22157	Montanuy	07	8
22157	Montanuy	08	6
22157	Montanuy	09	4
22157	Montanuy	10 o más	9
22158	Monzón	01	2
22158	Monzón	02	19
22158	Monzón	03	180
22158	Monzón	04	818
22158	Monzón	05	2302
22158	Monzón	06	1483
22158	Monzón	07	304
22158	Monzón	08	121
22158	Monzón	09	37
22158	Monzón	10 o más	52
22160	Naval	01	1
22160	Naval	02	1
22160	Naval	03	8
22160	Naval	04	9
22160	Naval	05	29
22160	Naval	06	20
22160	Naval	07	14
22160	Naval	08	9
22160	Naval	09	9
22160	Naval	10 o más	21
22162	Novales	01	1
22162	Novales	03	2
22162	Novales	04	5
22162	Novales	05	8
22162	Novales	06	17
22162	Novales	07	10
22162	Novales	08	5
22162	Novales	09	7
22162	Novales	10 o más	9
22163	Nueno	01	3
22163	Nueno	02	3
22163	Nueno	03	6
22163	Nueno	04	13
22163	Nueno	05	24
22163	Nueno	06	32
22163	Nueno	07	26
22163	Nueno	08	16
22163	Nueno	09	6
22163	Nueno	10 o más	2
22164	Olvena	03	1
22164	Olvena	04	5
22164	Olvena	05	5
22164	Olvena	06	6
22164	Olvena	07	4
22164	Olvena	08	2
22164	Olvena	09	1
22165	Ontiñena	03	3
22165	Ontiñena	04	27
22165	Ontiñena	05	88
22165	Ontiñena	06	59
22165	Ontiñena	07	24
22165	Ontiñena	08	19
22165	Ontiñena	09	9
22165	Ontiñena	10 o más	2
22167	Osso de Cinca	02	1
22167	Osso de Cinca	03	12
22167	Osso de Cinca	04	15
22167	Osso de Cinca	05	76
22167	Osso de Cinca	06	60
22167	Osso de Cinca	07	39
22167	Osso de Cinca	08	14
22167	Osso de Cinca	09	6
22167	Osso de Cinca	10 o más	9
22168	Palo	03	3
22168	Palo	04	1
22168	Palo	05	1
22168	Palo	06	1
22168	Palo	07	4
22168	Palo	08	2
22168	Palo	09	2
22168	Palo	10 o más	2
22170	Panticosa	01	3
22170	Panticosa	02	5
22170	Panticosa	03	23
22170	Panticosa	04	66
22170	Panticosa	05	82
22170	Panticosa	06	49
22170	Panticosa	07	19
22170	Panticosa	08	8
22170	Panticosa	09	8
22170	Panticosa	10 o más	10
22172	Peñalba	02	1
22172	Peñalba	03	1
22172	Peñalba	04	26
22172	Peñalba	05	97
22172	Peñalba	06	80
22172	Peñalba	07	22
22172	Peñalba	08	7
22172	Peñalba	10 o más	2
22173	Peñas de Riglos (Las)	01	2
22173	Peñas de Riglos (Las)	02	4
22173	Peñas de Riglos (Las)	03	14
22173	Peñas de Riglos (Las)	04	15
22173	Peñas de Riglos (Las)	05	31
22173	Peñas de Riglos (Las)	06	21
22173	Peñas de Riglos (Las)	07	17
22173	Peñas de Riglos (Las)	08	12
22173	Peñas de Riglos (Las)	09	4
22173	Peñas de Riglos (Las)	10 o más	9
22174	Peralta de Alcofea	02	1
22174	Peralta de Alcofea	03	4
22174	Peralta de Alcofea	04	22
22174	Peralta de Alcofea	05	52
22174	Peralta de Alcofea	06	65
22174	Peralta de Alcofea	07	42
22174	Peralta de Alcofea	08	28
22174	Peralta de Alcofea	09	13
22174	Peralta de Alcofea	10 o más	15
22175	Peralta de Calasanz	01	1
22175	Peralta de Calasanz	03	3
22175	Peralta de Calasanz	04	13
22175	Peralta de Calasanz	05	34
22175	Peralta de Calasanz	06	31
22175	Peralta de Calasanz	07	12
22175	Peralta de Calasanz	08	15
22175	Peralta de Calasanz	09	3
22175	Peralta de Calasanz	10 o más	14
22176	Peraltilla	03	4
22176	Peraltilla	04	9
22176	Peraltilla	05	10
22176	Peraltilla	06	18
22176	Peraltilla	07	8
22176	Peraltilla	08	1
22176	Peraltilla	09	1
22176	Peraltilla	10 o más	7
22177	Perarrúa	03	1
22177	Perarrúa	04	6
22177	Perarrúa	05	17
22177	Perarrúa	06	15
22177	Perarrúa	07	5
22177	Perarrúa	08	6
22177	Perarrúa	09	3
22177	Perarrúa	10 o más	1
22178	Pertusa	03	2
22178	Pertusa	04	11
22178	Pertusa	05	9
22178	Pertusa	06	12
22178	Pertusa	07	8
22178	Pertusa	08	4
22178	Pertusa	09	1
22178	Pertusa	10 o más	5
22181	Piracés	04	3
22181	Piracés	05	7
22181	Piracés	06	7
22181	Piracés	07	4
22181	Piracés	08	5
22181	Piracés	09	4
22181	Piracés	10 o más	5
22182	Plan	01	4
22182	Plan	03	5
22182	Plan	04	18
22182	Plan	05	27
22182	Plan	06	22
22182	Plan	07	22
22182	Plan	08	8
22182	Plan	09	2
22182	Plan	10 o más	5
22184	Poleñino	02	2
22184	Poleñino	04	14
22184	Poleñino	05	15
22184	Poleñino	06	18
22184	Poleñino	07	12
22184	Poleñino	08	10
22184	Poleñino	09	3
22184	Poleñino	10 o más	8
22186	Pozán de Vero	03	3
22186	Pozán de Vero	04	10
22186	Pozán de Vero	05	22
22186	Pozán de Vero	06	25
22186	Pozán de Vero	07	13
22186	Pozán de Vero	08	5
22186	Pozán de Vero	09	3
22186	Pozán de Vero	10 o más	10
22187	Puebla de Castro (La)	02	5
22187	Puebla de Castro (La)	03	23
22187	Puebla de Castro (La)	04	30
22187	Puebla de Castro (La)	05	19
22187	Puebla de Castro (La)	06	20
22187	Puebla de Castro (La)	07	22
22187	Puebla de Castro (La)	08	7
22187	Puebla de Castro (La)	09	2
22187	Puebla de Castro (La)	10 o más	8
22188	Puente de Montañana	03	3
22188	Puente de Montañana	04	10
22188	Puente de Montañana	05	11
22188	Puente de Montañana	06	18
22188	Puente de Montañana	07	8
22188	Puente de Montañana	10 o más	1
22189	Puértolas	03	1
22189	Puértolas	04	10
22189	Puértolas	05	21
22189	Puértolas	06	16
22189	Puértolas	07	14
22189	Puértolas	08	5
22189	Puértolas	09	1
22189	Puértolas	10 o más	6
22190	Pueyo de Araguás (El)	02	1
22190	Pueyo de Araguás (El)	03	1
22190	Pueyo de Araguás (El)	04	3
22190	Pueyo de Araguás (El)	05	6
22190	Pueyo de Araguás (El)	06	3
22190	Pueyo de Araguás (El)	07	7
22190	Pueyo de Araguás (El)	08	10
22190	Pueyo de Araguás (El)	09	4
22190	Pueyo de Araguás (El)	10 o más	13
22193	Pueyo de Santa Cruz	03	4
22193	Pueyo de Santa Cruz	04	14
22193	Pueyo de Santa Cruz	05	34
22193	Pueyo de Santa Cruz	06	38
22193	Pueyo de Santa Cruz	07	13
22193	Pueyo de Santa Cruz	08	2
22193	Pueyo de Santa Cruz	09	2
22193	Pueyo de Santa Cruz	10 o más	1
22195	Quicena	02	2
22195	Quicena	03	3
22195	Quicena	05	17
22195	Quicena	06	9
22195	Quicena	07	6
22195	Quicena	09	4
22197	Robres	03	2
22197	Robres	04	12
22197	Robres	05	55
22197	Robres	06	95
22197	Robres	07	48
22197	Robres	08	13
22197	Robres	09	2
22197	Robres	10 o más	2
22199	Sabiñánigo	01	2
22199	Sabiñánigo	02	16
22199	Sabiñánigo	03	96
22199	Sabiñánigo	04	523
22199	Sabiñánigo	05	1511
22199	Sabiñánigo	06	592
22199	Sabiñánigo	07	143
22199	Sabiñánigo	08	71
22199	Sabiñánigo	09	43
22199	Sabiñánigo	10 o más	41
22200	Sahún	01	1
22200	Sahún	02	4
22200	Sahún	03	8
22200	Sahún	04	15
22200	Sahún	05	20
22200	Sahún	06	20
22200	Sahún	07	5
22200	Sahún	08	8
22200	Sahún	09	5
22200	Sahún	10 o más	8
22201	Salas Altas	03	4
22201	Salas Altas	04	9
22201	Salas Altas	05	28
22201	Salas Altas	06	29
22201	Salas Altas	07	22
22201	Salas Altas	08	21
22201	Salas Altas	09	13
22201	Salas Altas	10 o más	9
22202	Salas Bajas	03	2
22202	Salas Bajas	04	1
22202	Salas Bajas	05	10
22202	Salas Bajas	06	17
22202	Salas Bajas	07	14
22202	Salas Bajas	08	8
22202	Salas Bajas	09	6
22202	Salas Bajas	10 o más	3
22203	Salillas	02	1
22203	Salillas	03	2
22203	Salillas	04	6
22203	Salillas	05	6
22203	Salillas	06	13
22203	Salillas	07	11
22203	Salillas	08	4
22203	Salillas	09	1
22203	Salillas	10 o más	5
22204	Sallent de Gállego	01	5
22204	Sallent de Gállego	02	15
22204	Sallent de Gállego	03	45
22204	Sallent de Gállego	04	73
22204	Sallent de Gállego	05	83
22204	Sallent de Gállego	06	56
22204	Sallent de Gállego	07	39
22204	Sallent de Gállego	08	29
22204	Sallent de Gállego	09	20
22204	Sallent de Gállego	10 o más	22
22205	San Esteban de Litera	01	1
22205	San Esteban de Litera	02	3
22205	San Esteban de Litera	03	9
22205	San Esteban de Litera	04	27
22205	San Esteban de Litera	05	54
22205	San Esteban de Litera	06	69
22205	San Esteban de Litera	07	22
22205	San Esteban de Litera	08	22
22205	San Esteban de Litera	09	10
22205	San Esteban de Litera	10 o más	13
22206	Sangarrén	04	8
22206	Sangarrén	05	25
22206	Sangarrén	06	27
22206	Sangarrén	07	17
22206	Sangarrén	08	9
22206	Sangarrén	09	2
22206	Sangarrén	10 o más	7
22207	San Juan de Plan	03	1
22207	San Juan de Plan	04	6
22207	San Juan de Plan	05	13
22207	San Juan de Plan	06	18
22207	San Juan de Plan	07	6
22207	San Juan de Plan	08	2
22207	San Juan de Plan	09	2
22207	San Juan de Plan	10 o más	3
22208	Santa Cilia	03	1
22208	Santa Cilia	04	7
22208	Santa Cilia	05	29
22208	Santa Cilia	06	20
22208	Santa Cilia	07	6
22208	Santa Cilia	08	7
22208	Santa Cilia	09	1
22208	Santa Cilia	10 o más	3
22209	Santa Cruz de la Serós	03	1
22209	Santa Cruz de la Serós	04	3
22209	Santa Cruz de la Serós	05	18
22209	Santa Cruz de la Serós	06	9
22209	Santa Cruz de la Serós	07	7
22209	Santa Cruz de la Serós	08	6
22209	Santa Cruz de la Serós	09	6
22209	Santa Cruz de la Serós	10 o más	3
22212	Santaliestra y San Quílez	03	2
22212	Santaliestra y San Quílez	04	1
22212	Santaliestra y San Quílez	05	15
22212	Santaliestra y San Quílez	06	20
22212	Santaliestra y San Quílez	07	10
22212	Santaliestra y San Quílez	08	4
22212	Santaliestra y San Quílez	10 o más	3
22213	Sariñena	02	10
22213	Sariñena	03	80
22213	Sariñena	04	347
22213	Sariñena	05	442
22213	Sariñena	06	359
22213	Sariñena	07	87
22213	Sariñena	08	24
22213	Sariñena	09	11
22213	Sariñena	10 o más	11
22214	Secastilla	03	3
22214	Secastilla	04	2
22214	Secastilla	05	11
22214	Secastilla	06	10
22214	Secastilla	07	4
22214	Secastilla	08	5
22214	Secastilla	09	4
22214	Secastilla	10 o más	5
22215	Seira	03	5
22215	Seira	04	17
22215	Seira	05	23
22215	Seira	06	14
22215	Seira	07	9
22215	Seira	08	1
22215	Seira	09	1
22215	Seira	10 o más	3
22217	Sena	03	4
22217	Sena	04	27
22217	Sena	05	46
22217	Sena	06	51
22217	Sena	07	38
22217	Sena	08	23
22217	Sena	09	9
22217	Sena	10 o más	11
22218	Senés de Alcubierre	02	1
22218	Senés de Alcubierre	05	2
22218	Senés de Alcubierre	06	7
22218	Senés de Alcubierre	07	3
22218	Senés de Alcubierre	08	2
22218	Senés de Alcubierre	10 o más	1
22220	Sesa	03	1
22220	Sesa	04	8
22220	Sesa	05	21
22220	Sesa	06	24
22220	Sesa	07	15
22220	Sesa	08	13
22220	Sesa	09	5
22220	Sesa	10 o más	6
22221	Sesué	01	1
22221	Sesué	03	2
22221	Sesué	04	17
22221	Sesué	05	12
22221	Sesué	06	9
22221	Sesué	07	5
22221	Sesué	08	2
22221	Sesué	09	2
22221	Sesué	10 o más	2
22222	Siétamo	02	2
22222	Siétamo	03	12
22222	Siétamo	04	26
22222	Siétamo	05	35
22222	Siétamo	06	51
22222	Siétamo	07	20
22222	Siétamo	08	9
22222	Siétamo	09	5
22222	Siétamo	10 o más	12
22223	Sopeira	02	1
22223	Sopeira	03	2
22223	Sopeira	05	11
22223	Sopeira	06	18
22223	Sopeira	07	9
22223	Sopeira	08	2
22223	Sopeira	09	1
22223	Sopeira	10 o más	2
22225	Tamarite de Litera	02	3
22225	Tamarite de Litera	03	34
22225	Tamarite de Litera	04	127
22225	Tamarite de Litera	05	480
22225	Tamarite de Litera	06	430
22225	Tamarite de Litera	07	121
22225	Tamarite de Litera	08	49
22225	Tamarite de Litera	09	13
22225	Tamarite de Litera	10 o más	31
22226	Tardienta	01	2
22226	Tardienta	03	6
22226	Tardienta	04	42
22226	Tardienta	05	117
22226	Tardienta	06	149
22226	Tardienta	07	42
22226	Tardienta	08	21
22226	Tardienta	09	13
22226	Tardienta	10 o más	17
22227	Tella-Sin	02	2
22227	Tella-Sin	03	19
22227	Tella-Sin	04	28
22227	Tella-Sin	05	38
22227	Tella-Sin	06	13
22227	Tella-Sin	07	9
22227	Tella-Sin	08	3
22227	Tella-Sin	09	2
22228	Tierz	03	1
22228	Tierz	04	9
22228	Tierz	05	13
22228	Tierz	06	12
22228	Tierz	07	14
22228	Tierz	08	8
22228	Tierz	09	2
22228	Tierz	10 o más	3
22229	Tolva	03	3
22229	Tolva	04	8
22229	Tolva	05	10
22229	Tolva	06	13
22229	Tolva	07	17
22229	Tolva	08	11
22229	Tolva	09	5
22229	Tolva	10 o más	9
22230	Torla	01	1
22230	Torla	03	12
22230	Torla	04	18
22230	Torla	05	29
22230	Torla	06	21
22230	Torla	07	18
22230	Torla	08	7
22230	Torla	09	2
22230	Torla	10 o más	16
22232	Torralba de Aragón	02	1
22232	Torralba de Aragón	03	1
22232	Torralba de Aragón	04	3
22232	Torralba de Aragón	05	15
22232	Torralba de Aragón	06	14
22232	Torralba de Aragón	07	6
22232	Torralba de Aragón	08	3
22232	Torralba de Aragón	09	2
22232	Torralba de Aragón	10 o más	4
22233	Torre la Ribera	03	1
22233	Torre la Ribera	04	7
22233	Torre la Ribera	05	6
22233	Torre la Ribera	06	11
22233	Torre la Ribera	07	10
22233	Torre la Ribera	08	3
22233	Torre la Ribera	10 o más	1
22234	Torrente de Cinca	02	1
22234	Torrente de Cinca	03	12
22234	Torrente de Cinca	04	42
22234	Torrente de Cinca	05	113
22234	Torrente de Cinca	06	128
22234	Torrente de Cinca	07	46
22234	Torrente de Cinca	08	17
22234	Torrente de Cinca	09	4
22234	Torrente de Cinca	10 o más	12
22235	Torres de Alcanadre	04	2
22235	Torres de Alcanadre	05	8
22235	Torres de Alcanadre	06	12
22235	Torres de Alcanadre	07	5
22235	Torres de Alcanadre	08	12
22235	Torres de Alcanadre	09	1
22235	Torres de Alcanadre	10 o más	9
22236	Torres de Barbués	02	1
22236	Torres de Barbués	03	4
22236	Torres de Barbués	04	25
22236	Torres de Barbués	05	34
22236	Torres de Barbués	06	32
22236	Torres de Barbués	07	12
22236	Torres de Barbués	08	5
22236	Torres de Barbués	09	4
22236	Torres de Barbués	10 o más	5
22239	Tramaced	03	1
22239	Tramaced	04	1
22239	Tramaced	05	8
22239	Tramaced	06	8
22239	Tramaced	07	4
22239	Tramaced	08	5
22239	Tramaced	09	1
22239	Tramaced	10 o más	5
22242	Valfarta	05	7
22242	Valfarta	06	19
22242	Valfarta	07	8
22243	Valle de Bardají	04	2
22243	Valle de Bardají	05	5
22243	Valle de Bardají	06	4
22243	Valle de Bardají	08	1
22243	Valle de Bardají	09	1
22244	Valle de Lierp	02	1
22244	Valle de Lierp	03	1
22244	Valle de Lierp	04	2
22244	Valle de Lierp	05	2
22244	Valle de Lierp	06	4
22244	Valle de Lierp	07	5
22244	Valle de Lierp	08	2
22244	Valle de Lierp	09	1
22245	Velilla de Cinca	03	4
22245	Velilla de Cinca	04	15
22245	Velilla de Cinca	05	47
22245	Velilla de Cinca	06	48
22245	Velilla de Cinca	07	28
22245	Velilla de Cinca	08	11
22245	Velilla de Cinca	09	3
22245	Velilla de Cinca	10 o más	6
22246	Veracruz	02	2
22246	Veracruz	04	6
22246	Veracruz	05	7
22246	Veracruz	06	19
22246	Veracruz	07	6
22246	Veracruz	08	5
22246	Veracruz	09	2
22246	Veracruz	10 o más	2
22247	Viacamp y Litera	03	3
22247	Viacamp y Litera	04	1
22247	Viacamp y Litera	05	3
22247	Viacamp y Litera	06	4
22247	Viacamp y Litera	07	2
22248	Vicién	01	1
22248	Vicién	02	1
22248	Vicién	03	1
22248	Vicién	04	7
22248	Vicién	05	7
22248	Vicién	06	10
22248	Vicién	07	3
22248	Vicién	08	4
22248	Vicién	09	4
22248	Vicién	10 o más	5
22249	Villanova	02	1
22249	Villanova	03	4
22249	Villanova	04	6
22249	Villanova	05	16
22249	Villanova	06	14
22249	Villanova	07	5
22249	Villanova	08	4
22249	Villanova	09	1
22250	Villanúa	01	2
22250	Villanúa	02	11
22250	Villanúa	03	27
22250	Villanúa	04	41
22250	Villanúa	05	25
22250	Villanúa	06	16
22250	Villanúa	07	7
22250	Villanúa	08	6
22250	Villanúa	09	4
22250	Villanúa	10 o más	6
22251	Villanueva de Sigena	02	1
22251	Villanueva de Sigena	03	13
22251	Villanueva de Sigena	04	27
22251	Villanueva de Sigena	05	45
22251	Villanueva de Sigena	06	49
22251	Villanueva de Sigena	07	9
22251	Villanueva de Sigena	08	4
22251	Villanueva de Sigena	09	2
22251	Villanueva de Sigena	10 o más	4
22252	Yebra de Basa	02	1
22252	Yebra de Basa	03	4
22252	Yebra de Basa	04	4
22252	Yebra de Basa	05	14
22252	Yebra de Basa	06	17
22252	Yebra de Basa	07	2
22252	Yebra de Basa	08	5
22252	Yebra de Basa	09	1
22252	Yebra de Basa	10 o más	6
22253	Yésero	03	2
22253	Yésero	04	4
22253	Yésero	05	10
22253	Yésero	06	7
22253	Yésero	07	6
22253	Yésero	09	2
22253	Yésero	10 o más	2
22254	Zaidín	01	2
22254	Zaidín	02	9
22254	Zaidín	03	13
22254	Zaidín	04	80
22254	Zaidín	05	186
22254	Zaidín	06	176
22254	Zaidín	07	72
22254	Zaidín	08	18
22254	Zaidín	09	6
22254	Zaidín	10 o más	3
22901	Valle de Hecho	02	3
22901	Valle de Hecho	03	12
22901	Valle de Hecho	04	48
22901	Valle de Hecho	05	83
22901	Valle de Hecho	06	65
22901	Valle de Hecho	07	58
22901	Valle de Hecho	08	29
22901	Valle de Hecho	09	23
22901	Valle de Hecho	10 o más	29
22902	Puente la Reina de Jaca	03	4
22902	Puente la Reina de Jaca	04	7
22902	Puente la Reina de Jaca	05	20
22902	Puente la Reina de Jaca	06	29
22902	Puente la Reina de Jaca	07	16
22902	Puente la Reina de Jaca	08	10
22902	Puente la Reina de Jaca	09	3
22902	Puente la Reina de Jaca	10 o más	5
22903	San Miguel del Cinca	02	4
22903	San Miguel del Cinca	03	6
22903	San Miguel del Cinca	04	26
22903	San Miguel del Cinca	05	90
22903	San Miguel del Cinca	06	81
22903	San Miguel del Cinca	07	40
22903	San Miguel del Cinca	08	18
22903	San Miguel del Cinca	09	13
22903	San Miguel del Cinca	10 o más	18
22904	Sotonera (La)	02	4
22904	Sotonera (La)	03	17
22904	Sotonera (La)	04	51
22904	Sotonera (La)	05	96
22904	Sotonera (La)	06	129
22904	Sotonera (La)	07	63
22904	Sotonera (La)	08	33
22904	Sotonera (La)	09	11
22904	Sotonera (La)	10 o más	25
22905	Lupiñén-Ortilla	03	3
22905	Lupiñén-Ortilla	04	7
22905	Lupiñén-Ortilla	05	22
22905	Lupiñén-Ortilla	06	33
22905	Lupiñén-Ortilla	07	25
22905	Lupiñén-Ortilla	08	14
22905	Lupiñén-Ortilla	09	7
22905	Lupiñén-Ortilla	10 o más	12
22906	Santa María de Dulcis	02	1
22906	Santa María de Dulcis	04	8
22906	Santa María de Dulcis	05	18
22906	Santa María de Dulcis	06	33
22906	Santa María de Dulcis	07	12
22906	Santa María de Dulcis	08	10
22906	Santa María de Dulcis	10 o más	4
22907	Aínsa-Sobrarbe	01	2
22907	Aínsa-Sobrarbe	02	3
22907	Aínsa-Sobrarbe	03	24
22907	Aínsa-Sobrarbe	04	53
22907	Aínsa-Sobrarbe	05	166
22907	Aínsa-Sobrarbe	06	139
22907	Aínsa-Sobrarbe	07	87
22907	Aínsa-Sobrarbe	08	37
22907	Aínsa-Sobrarbe	09	28
22907	Aínsa-Sobrarbe	10 o más	39
22908	Hoz y Costeán	02	1
22908	Hoz y Costeán	03	2
22908	Hoz y Costeán	04	8
22908	Hoz y Costeán	05	21
22908	Hoz y Costeán	06	23
22908	Hoz y Costeán	07	13
22908	Hoz y Costeán	08	9
22908	Hoz y Costeán	09	1
22908	Hoz y Costeán	10 o más	7
22909	Vencillón	03	1
22909	Vencillón	04	11
22909	Vencillón	05	74
22909	Vencillón	06	43
22909	Vencillón	07	19
22909	Vencillón	08	5
22909	Vencillón	09	3
22909	Vencillón	10 o más	2
44001	Ababuj	04	2
44001	Ababuj	05	14
44001	Ababuj	06	8
44001	Ababuj	07	3
44001	Ababuj	08	4
44001	Ababuj	10 o más	3
44002	Abejuela	02	2
44002	Abejuela	03	2
44002	Abejuela	04	5
44002	Abejuela	05	13
44002	Abejuela	06	6
44002	Abejuela	07	4
44003	Aguatón	04	4
44003	Aguatón	05	1
44003	Aguatón	06	4
44003	Aguatón	08	1
44004	Aguaviva	02	3
44004	Aguaviva	03	8
44004	Aguaviva	04	18
44004	Aguaviva	05	90
44004	Aguaviva	06	97
44004	Aguaviva	07	20
44004	Aguaviva	08	10
44004	Aguaviva	09	7
44004	Aguaviva	10 o más	7
44005	Aguilar del Alfambra	04	3
44005	Aguilar del Alfambra	05	7
44005	Aguilar del Alfambra	06	6
44005	Aguilar del Alfambra	07	6
44005	Aguilar del Alfambra	08	4
44005	Aguilar del Alfambra	09	2
44005	Aguilar del Alfambra	10 o más	4
44006	Alacón	03	3
44006	Alacón	04	19
44006	Alacón	05	51
44006	Alacón	06	50
44006	Alacón	07	24
44006	Alacón	08	12
44006	Alacón	09	3
44006	Alacón	10 o más	4
44007	Alba	03	2
44007	Alba	04	4
44007	Alba	05	38
44007	Alba	06	34
44007	Alba	07	20
44007	Alba	08	9
44007	Alba	09	1
44007	Alba	10 o más	1
44008	Albalate del Arzobispo	01	2
44008	Albalate del Arzobispo	02	9
44008	Albalate del Arzobispo	03	32
44008	Albalate del Arzobispo	04	116
44008	Albalate del Arzobispo	05	321
44008	Albalate del Arzobispo	06	205
44008	Albalate del Arzobispo	07	86
44008	Albalate del Arzobispo	08	28
44008	Albalate del Arzobispo	09	15
44008	Albalate del Arzobispo	10 o más	25
44009	Albarracín	02	1
44009	Albarracín	03	5
44009	Albarracín	04	47
44009	Albarracín	05	164
44009	Albarracín	06	101
44009	Albarracín	07	30
44009	Albarracín	08	10
44009	Albarracín	09	4
44009	Albarracín	10 o más	4
44010	Albentosa	02	1
44010	Albentosa	03	3
44010	Albentosa	04	11
44010	Albentosa	05	29
44010	Albentosa	06	28
44010	Albentosa	07	13
44010	Albentosa	08	8
44010	Albentosa	09	1
44010	Albentosa	10 o más	3
44011	Alcaine	02	1
44011	Alcaine	04	7
44011	Alcaine	05	4
44011	Alcaine	06	9
44011	Alcaine	07	3
44011	Alcaine	08	5
44011	Alcaine	09	6
44011	Alcaine	10 o más	9
44012	Alcalá de la Selva	01	1
44012	Alcalá de la Selva	02	3
44012	Alcalá de la Selva	03	25
44012	Alcalá de la Selva	04	33
44012	Alcalá de la Selva	05	71
44012	Alcalá de la Selva	06	33
44012	Alcalá de la Selva	07	15
44012	Alcalá de la Selva	08	15
44012	Alcalá de la Selva	09	8
44012	Alcalá de la Selva	10 o más	2
44013	Alcañiz	01	4
44013	Alcañiz	02	30
44013	Alcañiz	03	142
44013	Alcañiz	04	521
44013	Alcañiz	05	1883
44013	Alcañiz	06	1586
44013	Alcañiz	07	326
44013	Alcañiz	08	126
44013	Alcañiz	09	50
44013	Alcañiz	10 o más	44
44014	Alcorisa	02	4
44014	Alcorisa	03	12
44014	Alcorisa	04	97
44014	Alcorisa	05	422
44014	Alcorisa	06	423
44014	Alcorisa	07	124
44014	Alcorisa	08	50
44014	Alcorisa	09	14
44014	Alcorisa	10 o más	24
44016	Alfambra	03	7
44016	Alfambra	04	31
44016	Alfambra	05	85
44016	Alfambra	06	75
44016	Alfambra	07	36
44016	Alfambra	08	12
44016	Alfambra	09	1
44016	Alfambra	10 o más	5
44017	Aliaga	01	1
44017	Aliaga	03	7
44017	Aliaga	04	23
44017	Aliaga	05	49
44017	Aliaga	06	37
44017	Aliaga	07	17
44017	Aliaga	08	14
44017	Aliaga	09	7
44017	Aliaga	10 o más	16
44018	Almohaja	04	1
44018	Almohaja	05	6
44018	Almohaja	06	1
44018	Almohaja	07	3
44019	Alobras	03	5
44019	Alobras	04	12
44019	Alobras	05	11
44019	Alobras	06	9
44019	Alobras	07	2
44019	Alobras	08	3
44020	Alpeñés	04	1
44020	Alpeñés	05	4
44020	Alpeñés	06	4
44020	Alpeñés	07	2
44020	Alpeñés	08	1
44021	Allepuz	03	4
44021	Allepuz	04	10
44021	Allepuz	05	18
44021	Allepuz	06	17
44021	Allepuz	07	5
44021	Allepuz	08	1
44021	Allepuz	10 o más	1
44022	Alloza	01	1
44022	Alloza	02	1
44022	Alloza	03	6
44022	Alloza	04	22
44022	Alloza	05	91
44022	Alloza	06	101
44022	Alloza	07	49
44022	Alloza	08	23
44022	Alloza	09	10
44022	Alloza	10 o más	11
44023	Allueva	05	3
44023	Allueva	06	5
44023	Allueva	07	1
44024	Anadón	04	1
44024	Anadón	05	1
44024	Anadón	06	2
44024	Anadón	07	1
44024	Anadón	09	1
44025	Andorra	02	8
44025	Andorra	03	35
44025	Andorra	04	205
44025	Andorra	05	1127
44025	Andorra	06	816
44025	Andorra	07	298
44025	Andorra	08	82
44025	Andorra	09	31
44025	Andorra	10 o más	19
44026	Arcos de las Salinas	02	2
44026	Arcos de las Salinas	03	8
44026	Arcos de las Salinas	04	19
44026	Arcos de las Salinas	05	17
44026	Arcos de las Salinas	06	4
44026	Arcos de las Salinas	07	7
44026	Arcos de las Salinas	08	3
44026	Arcos de las Salinas	09	1
44026	Arcos de las Salinas	10 o más	4
44027	Arens de Lledó	03	1
44027	Arens de Lledó	04	9
44027	Arens de Lledó	05	17
44027	Arens de Lledó	06	24
44027	Arens de Lledó	07	11
44027	Arens de Lledó	08	4
44027	Arens de Lledó	10 o más	3
44028	Argente	03	2
44028	Argente	04	18
44028	Argente	05	39
44028	Argente	06	26
44028	Argente	07	13
44028	Argente	08	4
44028	Argente	09	1
44028	Argente	10 o más	1
44029	Ariño	02	1
44029	Ariño	03	12
44029	Ariño	04	45
44029	Ariño	05	141
44029	Ariño	06	80
44029	Ariño	07	20
44029	Ariño	08	18
44029	Ariño	09	1
44029	Ariño	10 o más	7
44031	Azaila	04	4
44031	Azaila	05	9
44031	Azaila	06	31
44031	Azaila	07	18
44031	Azaila	08	10
44031	Azaila	09	3
44031	Azaila	10 o más	4
44032	Bádenas	04	2
44032	Bádenas	05	2
44032	Bádenas	06	4
44032	Bádenas	07	1
44032	Bádenas	08	3
44032	Bádenas	10 o más	1
44033	Báguena	02	4
44033	Báguena	03	9
44033	Báguena	04	25
44033	Báguena	05	39
44033	Báguena	06	77
