Nº de habitaciones de la vivienda	Municipio codigo	Provincia codigo	Municipio nombre	Nº habitaciones
3 habitaciones	50190	50	Novallas	18,2125748656
3 habitaciones	50191	50	Novillas	11,5422846466
3 habitaciones	50192	50	Nuévalos	1,4861457662
3 habitaciones	50193	50	Nuez de Ebro	1,8995190986
3 habitaciones	50196	50	Orera	6,0823733079
3 habitaciones	50197	50	Orés	4,1658866519
3 habitaciones	50198	50	Oseja	3,6998865008
3 habitaciones	50199	50	Osera de Ebro	2,81204929
3 habitaciones	50200	50	Paniza	9,7751582613
3 habitaciones	50201	50	Paracuellos de Jiloca	13,5405711895
3 habitaciones	50202	50	Paracuellos de la Ribera	6,0384276444
3 habitaciones	50203	50	Pastriz	10,815779874
3 habitaciones	50204	50	Pedrola	27,7188654697
3 habitaciones	50205	50	Pedrosas (Las)	6,4649461558
3 habitaciones	50206	50	Perdiguera	9,1623334468
3 habitaciones	50207	50	Piedratajada	1,8543923945
3 habitaciones	50208	50	Pina de Ebro	32,6878020116
3 habitaciones	50209	50	Pinseque	39,6338249487
3 habitaciones	50210	50	Pintanos (Los)	1,9319669017
3 habitaciones	50211	50	Plasencia de Jalón	19,0666924602
3 habitaciones	50213	50	Plenas	4,9133091608
3 habitaciones	50216	50	Pozuelo de Aragón	5,2327294744
3 habitaciones	50217	50	Pradilla de Ebro	10,3814741665
3 habitaciones	50219	50	Puebla de Alfindén (La)	64,042449634
3 habitaciones	50220	50	Puendeluna	1,8937735884
3 habitaciones	50222	50	Quinto	20,9503573003
3 habitaciones	50223	50	Remolinos	7,2259040775
3 habitaciones	50224	50	Retascón	4,2589268072
3 habitaciones	50225	50	Ricla	108,1387310437
3 habitaciones	50228	50	Rueda de Jalón	6,1680203425
3 habitaciones	50230	50	Sádaba	29,6343790276
3 habitaciones	50231	50	Salillas de Jalón	5,4738673157
3 habitaciones	50232	50	Salvatierra de Esca	3,3963885686
3 habitaciones	50234	50	San Martín de la Virgen de Moncayo	6,195113525
3 habitaciones	50235	50	San Mateo de Gállego	73,0516423342
3 habitaciones	50236	50	Santa Cruz de Grío	5,0388771488
3 habitaciones	50237	50	Santa Cruz de Moncayo	3,3126903884
3 habitaciones	50238	50	Santa Eulalia de Gállego	1,6866116093
3 habitaciones	50240	50	Sástago	26,6613175523
3 habitaciones	50241	50	Saviñán	20,8968661832
3 habitaciones	50242	50	Sediles	4,4157805272
3 habitaciones	50243	50	Sestrica	17,2207897168
3 habitaciones	50244	50	Sierra de Luna	4,2262960074
3 habitaciones	50245	50	Sigüés	1,7215071447
3 habitaciones	50246	50	Sisamón	5,205400591
3 habitaciones	50247	50	Sobradiel	1,8515633361
3 habitaciones	50248	50	Sos del Rey Católico	20,7837717883
3 habitaciones	50249	50	Tabuenca	2,0573037922
3 habitaciones	50251	50	Tarazona	343,4629979528
3 habitaciones	50252	50	Tauste	156,9988485702
3 habitaciones	50253	50	Terrer	32,9416810119
3 habitaciones	50254	50	Tierga	3,3320453713
3 habitaciones	50255	50	Tobed	7,0179018111
3 habitaciones	50257	50	Torralba de Ribota	1,2558183226
3 habitaciones	50260	50	Torrelapaja	1,7018378237
3 habitaciones	50261	50	Torrellas	9,9009611271
3 habitaciones	50262	50	Torres de Berrellén	15,424388837
3 habitaciones	50263	50	Torrijo de la Cañada	14,2683593634
3 habitaciones	50264	50	Tosos	11,267455803
3 habitaciones	50265	50	Trasmoz	1,0351348361
3 habitaciones	50266	50	Trasobares	3,8236257193
3 habitaciones	50267	50	Uncastillo	19,1661589514
3 habitaciones	50268	50	Undués de Lerda	9,4876772778
3 habitaciones	50270	50	Urriés	1,257521748
3 habitaciones	50271	50	Used	9,4250179066
3 habitaciones	50272	50	Utebo	553,8470403472
3 habitaciones	50277	50	Valtorres	6,5138875028
3 habitaciones	50278	50	Velilla de Ebro	2,5716130931
3 habitaciones	50279	50	Velilla de Jiloca	3,3561326815
3 habitaciones	50280	50	Vera de Moncayo	17,1132789386
3 habitaciones	50282	50	Vilueña (La)	2,1354411876
3 habitaciones	50283	50	Villadoz	3,7472755425
3 habitaciones	50284	50	Villafeliche	3,2808960769
3 habitaciones	50285	50	Villafranca de Ebro	9,746540478
3 habitaciones	50287	50	Villalengua	3,1208468332
3 habitaciones	50288	50	Villanueva de Gállego	56,5171210619
3 habitaciones	50289	50	Villanueva de Jiloca	1,1123282759
3 habitaciones	50290	50	Villanueva de Huerva	21,3278348588
3 habitaciones	50291	50	Villar de los Navarros	2,6057714641
3 habitaciones	50292	50	Villarreal de Huerva	5,2797619725
3 habitaciones	50293	50	Villarroya de la Sierra	13,1675424006
3 habitaciones	50294	50	Villarroya del Campo	7,5335236763
3 habitaciones	50296	50	Zaida (La)	4,1886555264
3 habitaciones	50297	50	Zaragoza	18963,5175762073
3 habitaciones	50298	50	Zuera	64,0492942292
3 habitaciones	50901	50	Biel	5,9320609272
3 habitaciones	50902	50	Marracos	1,3519940882
3 habitaciones	50903	50	Villamayor de Gállego	48,7616210218
4  habitaciones	22001	22	Abiego	10,9834952234
4  habitaciones	22002	22	Abizanda	13,9156687964
4  habitaciones	22003	22	Adahuesca	6,9933234933
4  habitaciones	22004	22	Agüero	13,1239960479
4  habitaciones	22006	22	Aísa	45,6983058278
4  habitaciones	22007	22	Albalate de Cinca	80,2215799727
4  habitaciones	22008	22	Albalatillo	7,7194589985
4  habitaciones	22009	22	Albelda	79,7794789876
4  habitaciones	22011	22	Albero Alto	7,921671629
4  habitaciones	22012	22	Albero Bajo	2,9136111818
4  habitaciones	22013	22	Alberuela de Tubo	6,8469355102
4  habitaciones	22014	22	Alcalá de Gurrea	20,3052395151
4  habitaciones	22015	22	Alcalá del Obispo	6,0988071339
4  habitaciones	22016	22	Alcampell	40,5715852886
4  habitaciones	22017	22	Alcolea de Cinca	83,9972091031
4  habitaciones	22018	22	Alcubierre	21,1859882508
4  habitaciones	22019	22	Alerre	12,0502705732
4  habitaciones	22020	22	Alfántega	10,1466065224
4  habitaciones	22021	22	Almudévar	80,2195076384
4  habitaciones	22022	22	Almunia de San Juan	9,7818243391
4  habitaciones	22023	22	Almuniente	26,4737028597
4  habitaciones	22024	22	Alquézar	22,4765616627
4  habitaciones	22025	22	Altorricón	38,6597901302
4  habitaciones	22027	22	Angüés	29,456422761
4  habitaciones	22028	22	Ansó	31,7442478422
4  habitaciones	22029	22	Antillón	4,713335787
4  habitaciones	22032	22	Aragüés del Puerto	10,2388466599
4  habitaciones	22035	22	Arén	20,5528167495
4  habitaciones	22036	22	Argavieso	3,3713002602
4  habitaciones	22037	22	Arguis	5,0492606472
4  habitaciones	22039	22	Ayerbe	58,6349551477
4  habitaciones	22040	22	Azanuy-Alins	12,5982587481
4  habitaciones	22041	22	Azara	6,805609492
4  habitaciones	22042	22	Azlor	3,2138887512
4  habitaciones	22043	22	Baells	7,8223605551
4  habitaciones	22044	22	Bailo	15,1254329135
4  habitaciones	22045	22	Baldellou	11,2235444924
4  habitaciones	22046	22	Ballobar	50,8016266984
4  habitaciones	22047	22	Banastás	5,4040154903
4  habitaciones	22048	22	Barbastro	1310,3283444099
4  habitaciones	22049	22	Barbués	1,1799613032
4  habitaciones	22050	22	Barbuñales	3,9705665971
4  habitaciones	22052	22	Belver de Cinca	122,7890033051
4  habitaciones	22053	22	Benabarre	62,2068237271
4  habitaciones	22054	22	Benasque	317,5073314841
4  habitaciones	22055	22	Berbegal	14,5481010872
4  habitaciones	22057	22	Bielsa	30,6912258457
4  habitaciones	22058	22	Bierge	20,8565628576
4  habitaciones	22059	22	Biescas	109,0705791247
4  habitaciones	22060	22	Binaced	51,2629396715
4  habitaciones	22061	22	Binéfar	553,3802553896
4  habitaciones	22062	22	Bisaurri	13,2526777992
4  habitaciones	22063	22	Biscarrués	8,5115377819
4  habitaciones	22064	22	Blecua y Torres	14,2385620531
4  habitaciones	22066	22	Boltaña	63,9512988316
4  habitaciones	22067	22	Bonansa	8,0251567819
4  habitaciones	22068	22	Borau	3,5264935481
4  habitaciones	22069	22	Broto	33,3026122594
4  habitaciones	22072	22	Caldearenas	4,3505773789
4  habitaciones	22074	22	Campo	38,6095756533
4  habitaciones	22075	22	Camporrells	13,6868751533
4  habitaciones	22076	22	Canal de Berdún	25,3150321158
4  habitaciones	22077	22	Candasnos	16,2943984103
4  habitaciones	22078	22	Canfranc	84,6551967719
4  habitaciones	22079	22	Capdesaso	9,2142103221
4  habitaciones	22080	22	Capella	13,8389723315
4  habitaciones	22081	22	Casbas de Huesca	13,1363281415
4  habitaciones	22082	22	Castejón del Puente	14,7846757841
4  habitaciones	22083	22	Castejón de Monegros	24,6589390892
4  habitaciones	22084	22	Castejón de Sos	52,1298398949
4  habitaciones	22085	22	Castelflorite	3,3189159014
4  habitaciones	22086	22	Castiello de Jaca	17,3996510423
4  habitaciones	22087	22	Castigaleu	8,2604569789
4  habitaciones	22088	22	Castillazuelo	10,5399403167
4  habitaciones	22089	22	Castillonroy	26,3967424315
4  habitaciones	22090	22	Colungo	14,6389047354
4  habitaciones	22094	22	Chalamera	11,3174410835
4  habitaciones	22095	22	Chía	16,664877822
4  habitaciones	22096	22	Chimillas	6,1030025669
4  habitaciones	22099	22	Esplús	47,1100349916
4  habitaciones	22102	22	Estada	8,4264626026
4  habitaciones	22103	22	Estadilla	15,4331966712
4  habitaciones	22105	22	Estopiñán del Castillo	10,3072927994
4  habitaciones	22106	22	Fago	8,7859998779
4  habitaciones	22107	22	Fanlo	4,5763401955
4  habitaciones	22109	22	Fiscal	16,2825199031
4  habitaciones	22110	22	Fonz	45,7685432491
4  habitaciones	22111	22	Foradada del Toscar	2,637343348
4  habitaciones	22112	22	Fraga	944,664024111
4  habitaciones	22113	22	Fueva (La)	20,4062962119
4  habitaciones	22114	22	Gistaín	9,2205412379
4  habitaciones	22115	22	Grado (El)	14,5864908537
4  habitaciones	22116	22	Grañén	58,8005658898
4  habitaciones	22117	22	Graus	143,5082387024
4  habitaciones	22119	22	Gurrea de Gállego	97,9694344701
4  habitaciones	22122	22	Hoz de Jaca	4,8077177762
4  habitaciones	22124	22	Huerto	9,0569031244
4  habitaciones	22125	22	Huesca	3572,2877621349
4  habitaciones	22126	22	Ibieca	13,6551168806
4  habitaciones	22127	22	Igriés	32,3627713149
4  habitaciones	22128	22	Ilche	9,7353310173
4  habitaciones	22129	22	Isábena	11,3255706427
4  habitaciones	22130	22	Jaca	932,3525434115
4  habitaciones	22131	22	Jasa	5,8300794512
4  habitaciones	22133	22	Labuerda	6,9428341653
4  habitaciones	22135	22	Laluenga	12,3639024649
4  habitaciones	22136	22	Lalueza	53,0823172581
4  habitaciones	22137	22	Lanaja	62,0089066882
4  habitaciones	22139	22	Laperdiguera	3,720366733
4  habitaciones	22141	22	Lascellas-Ponzano	10,6192741189
4  habitaciones	22142	22	Lascuarre	4,2398454469
4  habitaciones	22143	22	Laspaúles	48,048238802
4  habitaciones	22144	22	Laspuña	20,1798092788
4  habitaciones	22149	22	Loarre	25,9663419937
4  habitaciones	22150	22	Loporzano	43,1722415502
4  habitaciones	22151	22	Loscorrales	2,4241196221
4  habitaciones	22155	22	Monesma y Cajigar	1,4884396573
4  habitaciones	22156	22	Monflorite-Lascasas	10,097752231
4  habitaciones	22157	22	Montanuy	20,8148542035
4  habitaciones	22158	22	Monzón	1087,8363390346
4  habitaciones	22160	22	Naval	9,2101740709
4  habitaciones	22162	22	Novales	6,9486468437
4  habitaciones	22163	22	Nueno	17,5006721093
4  habitaciones	22164	22	Olvena	3,9796797996
4  habitaciones	22165	22	Ontiñena	37,4503780354
4  habitaciones	22167	22	Osso de Cinca	27,3256342371
4  habitaciones	22168	22	Palo	2,4756501302
4  habitaciones	22170	22	Panticosa	37,8727442563
4  habitaciones	22172	22	Peñalba	22,8081937254
4  habitaciones	22173	22	Peñas de Riglos (Las)	16,4182974752
4  habitaciones	22174	22	Peralta de Alcofea	23,6214370043
4  habitaciones	22175	22	Peralta de Calasanz	24,3297485062
4  habitaciones	22176	22	Peraltilla	5,7072474932
4  habitaciones	22177	22	Perarrúa	5,3033924132
4  habitaciones	22178	22	Pertusa	6,8014132895
4  habitaciones	22181	22	Piracés	4,1890612827
4  habitaciones	22182	22	Plan	27,4614079988
4  habitaciones	22184	22	Poleñino	2,3557689451
4  habitaciones	22186	22	Pozán de Vero	8,2259728256
4  habitaciones	22187	22	Puebla de Castro (La)	25,1040341076
4  habitaciones	22188	22	Puente de Montañana	8,6298211668
4  habitaciones	22189	22	Puértolas	11,831539835
4  habitaciones	22190	22	Pueyo de Araguás (El)	4,5678631036
4  habitaciones	22193	22	Pueyo de Santa Cruz	14,9756425886
4  habitaciones	22195	22	Quicena	14,5980849643
4  habitaciones	22197	22	Robres	10,3853802533
4  habitaciones	22199	22	Sabiñánigo	705,7818155422
4  habitaciones	22200	22	Sahún	33,6507785175
4  habitaciones	22201	22	Salas Altas	11,3792876135
4  habitaciones	22202	22	Salas Bajas	7,4532578279
4  habitaciones	22203	22	Salillas	5,6279965726
4  habitaciones	22204	22	Sallent de Gállego	192,3159363666
4  habitaciones	22205	22	San Esteban de Litera	39,1056019552
4  habitaciones	22206	22	Sangarrén	10,6055757837
4  habitaciones	22207	22	San Juan de Plan	10,3709906653
4  habitaciones	22208	22	Santa Cilia	7,4610671311
4  habitaciones	22209	22	Santa Cruz de la Serós	6,6161429958
4  habitaciones	22212	22	Santaliestra y San Quílez	8,4572448768
4  habitaciones	22213	22	Sariñena	243,4881208689
4  habitaciones	22214	22	Secastilla	6,739621466
4  habitaciones	22215	22	Seira	16,05807028
4  habitaciones	22217	22	Sena	38,282635912
4  habitaciones	22218	22	Senés de Alcubierre	2,3439507071
4  habitaciones	22220	22	Sesa	4,8141351425
4  habitaciones	22221	22	Sesué	16,7181744326
4  habitaciones	22222	22	Siétamo	15,9508973756
4  habitaciones	22223	22	Sopeira	11,2094100931
4  habitaciones	22225	22	Tamarite de Litera	132,2490409056
4  habitaciones	22226	22	Tardienta	50,6438673065
4  habitaciones	22227	22	Tella-Sin	20,0824569259
4  habitaciones	22228	22	Tierz	7,5187435755
4  habitaciones	22229	22	Tolva	6,8679764737
4  habitaciones	22230	22	Torla	21,3753143219
4  habitaciones	22232	22	Torralba de Aragón	5,4966520251
4  habitaciones	22233	22	Torre la Ribera	5,0961016131
4  habitaciones	22234	22	Torrente de Cinca	41,9053069654
4  habitaciones	22235	22	Torres de Alcanadre	0,9659735142
4  habitaciones	22236	22	Torres de Barbués	17,5220938307
4  habitaciones	22239	22	Tramaced	5,6148668394
4  habitaciones	22244	22	Valle de Lierp	1,0301768346
4  habitaciones	22245	22	Velilla de Cinca	13,1422373
4  habitaciones	22246	22	Beranuy	9,3055092123
4  habitaciones	22247	22	Viacamp y Litera	2,1024300953
4  habitaciones	22248	22	Vicién	17,4458282042
4  habitaciones	22249	22	Villanova	19,2466809426
4  habitaciones	22250	22	Villanúa	29,611475161
4  habitaciones	22251	22	Villanueva de Sigena	31,8512207412
4  habitaciones	22252	22	Yebra de Basa	5,7206865447
4  habitaciones	22253	22	Yésero	5,5964599364
4  habitaciones	22254	22	Zaidín	48,9121326843
4  habitaciones	22901	22	Valle de Hecho	28,0221721322
4  habitaciones	22902	22	Puente la Reina de Jaca	18,6400296557
4  habitaciones	22903	22	San Miguel del Cinca	20,2933008584
4  habitaciones	22904	22	Sotonera (La)	53,7975402946
4  habitaciones	22905	22	Lupiñén-Ortilla	8,2996846862
4  habitaciones	22906	22	Santa María de Dulcis	8,1281371291
4  habitaciones	22907	22	Aínsa-Sobrarbe	108,9171023677
4  habitaciones	22908	22	Hoz y Costeán	5,2142896002
4  habitaciones	22909	22	Vencillón	22,3581877633
4  habitaciones	44001	44	Ababuj	1,0560760071
4  habitaciones	44002	44	Abejuela	5,0471539097
4  habitaciones	44003	44	Aguatón	0,5861058631
4  habitaciones	44004	44	Aguaviva	45,1824586738
4  habitaciones	44005	44	Aguilar del Alfambra	9,8321771564
4  habitaciones	44006	44	Alacón	14,867279562
4  habitaciones	44007	44	Alba	12,4898366006
4  habitaciones	44008	44	Albalate del Arzobispo	88,2518897173
4  habitaciones	44009	44	Albarracín	69,1020357197
4  habitaciones	44010	44	Albentosa	15,9160319303
4  habitaciones	44011	44	Alcaine	5,0678701587
4  habitaciones	44012	44	Alcalá de la Selva	49,0274708724
4  habitaciones	44013	44	Alcañiz	1058,6910320708
4  habitaciones	44014	44	Alcorisa	188,4018546004
4  habitaciones	44016	44	Alfambra	41,989406005
4  habitaciones	44017	44	Aliaga	29,099378423
4  habitaciones	44019	44	Alobras	7,5656627549
4  habitaciones	44021	44	Allepuz	5,9633430492
4  habitaciones	44022	44	Alloza	40,9161101542
4  habitaciones	44025	44	Andorra	292,2698996286
4  habitaciones	44026	44	Arcos de las Salinas	11,722412551
4  habitaciones	44027	44	Arens de Lledó	12,3261841457
4  habitaciones	44028	44	Argente	15,7397876742
4  habitaciones	44029	44	Ariño	23,7549831101
4  habitaciones	44031	44	Azaila	2,3661625293
4  habitaciones	44032	44	Bádenas	2,3721529338
4  habitaciones	44033	44	Báguena	21,0476272367
4  habitaciones	44034	44	Bañón	5,7311399537
4  habitaciones	44035	44	Barrachina	1,8382500589
4  habitaciones	44036	44	Bea	5,814634654
4  habitaciones	44037	44	Beceite	43,7525957667
4  habitaciones	44038	44	Belmonte de San José	11,6986661216
4  habitaciones	44039	44	Bello	2,2604014494
4  habitaciones	44040	44	Berge	9,7201136846
4  habitaciones	44041	44	Bezas	3,6813562676
4  habitaciones	44042	44	Blancas	4,4893340924
4  habitaciones	44043	44	Blesa	6,1511726674
4  habitaciones	44044	44	Bordón	7,5780572035
4  habitaciones	44045	44	Bronchales	59,842158699
4  habitaciones	44046	44	Bueña	5,4612101322
4  habitaciones	44047	44	Burbáguena	14,9063971355
4  habitaciones	44048	44	Cabra de Mora	7,8822539781
4  habitaciones	44049	44	Calaceite	80,2916990878
4  habitaciones	44050	44	Calamocha	238,7822657549
4  habitaciones	44051	44	Calanda	229,7903779763
4  habitaciones	44052	44	Calomarde	3,8300333903
4  habitaciones	44053	44	Camañas	2,7803154648
4  habitaciones	44054	44	Camarena de la Sierra	17,6040401068
4  habitaciones	44055	44	Camarillas	10,6867453407
4  habitaciones	44056	44	Caminreal	15,8041961194
4  habitaciones	44059	44	Cantavieja	40,8131049254
4  habitaciones	44060	44	Cañada de Benatanduz	1,7542605928
4  habitaciones	44061	44	Cañada de Verich (La)	2,5009521404
4  habitaciones	44062	44	Cañada Vellida	5,9872429726
4  habitaciones	44063	44	Cañizar del Olivar	4,4304518119
4  habitaciones	44064	44	Cascante del Río	10,9131648364
4  habitaciones	44065	44	Castejón de Tornos	2,4982527365
4  habitaciones	44066	44	Castel de Cabra	5,6782729166
4  habitaciones	44067	44	Castelnou	5,8174582449
4  habitaciones	44068	44	Castelserás	19,8234712589
4  habitaciones	44070	44	Castellar (El)	1,8650208186
4  habitaciones	44071	44	Castellote	59,9104475589
4  habitaciones	44074	44	Cedrillas	18,9233687764
4  habitaciones	44075	44	Celadas	23,5522505047
4  habitaciones	44076	44	Cella	222,3841507766
4  habitaciones	44077	44	Cerollera (La)	4,46605805
4  habitaciones	44080	44	Codoñera (La)	16,4906050187
4  habitaciones	44082	44	Corbalán	5,7331582339
4  habitaciones	44084	44	Cortes de Aragón	5,1265338102
4  habitaciones	44085	44	Cosa	2,3821477355
4  habitaciones	44086	44	Cretas	18,0363452162
4  habitaciones	44087	44	Crivillén	2,0029668295
4  habitaciones	44088	44	Cuba (La)	5,1556816013
4  habitaciones	44089	44	Cubla	4,9140417463
4  habitaciones	44090	44	Cucalón	8,9770059287
4  habitaciones	44092	44	Cuervo (El)	8,8811658644
4  habitaciones	44093	44	Cuevas de Almudén	5,496155049
4  habitaciones	44094	44	Cuevas Labradas	7,0407017722
4  habitaciones	44096	44	Ejulve	11,402128711
4  habitaciones	44097	44	Escorihuela	15,9881007867
4  habitaciones	44099	44	Escucha	34,4860734819
4  habitaciones	44100	44	Estercuel	16,9707459931
4  habitaciones	44101	44	Ferreruela de Huerva	6,5068363361
4  habitaciones	44103	44	Formiche Alto	20,6631194167
4  habitaciones	44105	44	Fórnoles	8,1067255169
4  habitaciones	44106	44	Fortanete	17,4355935851
4  habitaciones	44107	44	Foz-Calanda	17,1265261161
4  habitaciones	44108	44	Fresneda (La)	31,288456841
4  habitaciones	44109	44	Frías de Albarracín	12,328678788
4  habitaciones	44110	44	Fuenferrada	1,247116544
4  habitaciones	44111	44	Fuentes Calientes	4,8202829531
4  habitaciones	44112	44	Fuentes Claras	24,5797838679
4  habitaciones	44113	44	Fuentes de Rubielos	11,039590066
4  habitaciones	44114	44	Fuentespalda	33,2320283402
4  habitaciones	44115	44	Galve	9,5692045022
4  habitaciones	44116	44	Gargallo	4,4980839051
4  habitaciones	44117	44	Gea de Albarracín	27,4148749548
4  habitaciones	44118	44	Ginebrosa (La)	23,534985741
4  habitaciones	44119	44	Griegos	14,0175836179
4  habitaciones	44120	44	Guadalaviar	17,7544605062
4  habitaciones	44121	44	Gúdar	4,0695207141
4  habitaciones	44122	44	Híjar	54,8166388788
4  habitaciones	44123	44	Hinojosa de Jarque	2,6785239911
4  habitaciones	44124	44	Hoz de la Vieja (La)	8,8370270527
4  habitaciones	44125	44	Huesa del Común	3,9055922306
4  habitaciones	44126	44	Iglesuela del Cid (La)	25,3284133194
4  habitaciones	44127	44	Jabaloyas	9,295617462
4  habitaciones	44128	44	Jarque de la Val	4,5562631442
4  habitaciones	44129	44	Jatiel	0,7074828026
4  habitaciones	44130	44	Jorcas	4,5754596482
4  habitaciones	44131	44	Josa	3,1119189162
4  habitaciones	44132	44	Lagueruela	10,5119550893
4  habitaciones	44133	44	Lanzuela	4,1840599299
4  habitaciones	44135	44	Libros	29,7525015406
4  habitaciones	44136	44	Lidón	2,2912884177
4  habitaciones	44137	44	Linares de Mora	13,3874671852
4  habitaciones	44138	44	Loscos	12,3233143195
4  habitaciones	44141	44	Lledó	13,8454528559
4  habitaciones	44142	44	Maicas	4,9093263161
4  habitaciones	44143	44	Manzanera	55,4358865424
4  habitaciones	44144	44	Martín del Río	32,8013733147
4  habitaciones	44145	44	Mas de las Matas	93,4069713775
4  habitaciones	44146	44	Mata de los Olmos (La)	18,4938897396
4  habitaciones	44147	44	Mazaleón	24,1192673194
4  habitaciones	44148	44	Mezquita de Jarque	4,2545242847
4  habitaciones	44149	44	Mirambel	11,0470426962
4  habitaciones	44150	44	Miravete de la Sierra	2,9952856442
4  habitaciones	44151	44	Molinos	20,8847574815
4  habitaciones	44152	44	Monforte de Moyuela	3,3848040364
4  habitaciones	44153	44	Monreal del Campo	79,1871349465
4  habitaciones	44154	44	Monroyo	9,9673850503
4  habitaciones	44155	44	Montalbán	29,3907106199
4  habitaciones	44157	44	Monterde de Albarracín	4,3902520028
4  habitaciones	44158	44	Mora de Rubielos	87,1137956378
4  habitaciones	44159	44	Moscardón	4,9449379622
4  habitaciones	44160	44	Mosqueruela	46,1417452561
4  habitaciones	44161	44	Muniesa	46,6307918969
4  habitaciones	44163	44	Noguera de Albarracín	9,2985462208
4  habitaciones	44164	44	Nogueras	1,8857205127
4  habitaciones	44165	44	Nogueruelas	21,7673806493
4  habitaciones	44167	44	Obón	3,2162258302
4  habitaciones	44168	44	Odón	12,7580956048
4  habitaciones	44169	44	Ojos Negros	26,4436375678
4  habitaciones	44171	44	Olba	16,2802466107
4  habitaciones	44172	44	Oliete	32,3717732266
4  habitaciones	44173	44	Olmos (Los)	0,8964899803
4  habitaciones	44174	44	Orihuela del Tremedal	29,2105422181
4  habitaciones	44175	44	Orrios	5,2114779288
4  habitaciones	44176	44	Palomar de Arroyos	4,6578621127
4  habitaciones	44177	44	Pancrudo	8,9193674851
4  habitaciones	44178	44	Parras de Castellote (Las)	4,7206252752
4  habitaciones	44179	44	Peñarroya de Tastavins	52,8103403204
4  habitaciones	44180	44	Peracense	3,1134347296
4  habitaciones	44181	44	Peralejos	0,9902146899
4  habitaciones	44182	44	Perales del Alfambra	8,3214544387
4  habitaciones	44183	44	Pitarque	7,7834784114
4  habitaciones	44185	44	Pobo (El)	7,8998755691
4  habitaciones	44187	44	Portellada (La)	9,8759320886
4  habitaciones	44189	44	Pozondón	5,1627515201
4  habitaciones	44190	44	Pozuel del Campo	3,9907961288
4  habitaciones	44191	44	Puebla de Híjar (La)	82,7431835739
4  habitaciones	44192	44	Puebla de Valverde (La)	25,5317987926
4  habitaciones	44193	44	Puertomingalvo	18,3993269514
4  habitaciones	44194	44	Ráfales	15,7625724975
4  habitaciones	44195	44	Rillo	4,4936327333
4  habitaciones	44196	44	Riodeva	23,0381894019
4  habitaciones	44197	44	Ródenas	8,6722325546
4  habitaciones	44198	44	Royuela	17,7369264501
4  habitaciones	44199	44	Rubiales	2,4311441861
4  habitaciones	44200	44	Rubielos de la Cérida	3,441178257
4  habitaciones	44201	44	Rubielos de Mora	51,6320848453
4  habitaciones	44204	44	Saldón	2,8588470848
4  habitaciones	44205	44	Samper de Calanda	30,5863778977
4  habitaciones	44206	44	San Agustín	15,9474767518
4  habitaciones	44207	44	San Martín del Río	6,1541852019
4  habitaciones	44208	44	Santa Cruz de Nogueras	4,2967608355
4  habitaciones	44209	44	Santa Eulalia	39,9519133251
4  habitaciones	44210	44	Sarrión	69,9801706436
4  habitaciones	44212	44	Seno	1,2393270079
4  habitaciones	44213	44	Singra	4,6277658432
4  habitaciones	44215	44	Terriente	11,1515512636
4  habitaciones	44216	44	Teruel	1718,0824132435
4  habitaciones	44217	44	Toril y Masegoso	1,4081909722
4  habitaciones	44218	44	Tormón	7,9332840469
4  habitaciones	44219	44	Tornos	4,5142444042
4  habitaciones	44220	44	Torralba de los Sisones	2,5526822158
4  habitaciones	44221	44	Torrecilla de Alcañiz	27,7350451919
4  habitaciones	44222	44	Torrecilla del Rebollar	6,5540375814
4  habitaciones	44223	44	Torre de Arcas	12,1556192736
4  habitaciones	44224	44	Torre de las Arcas	5,3170925704
4  habitaciones	44225	44	Torre del Compte	10,4646519309
4  habitaciones	44226	44	Torrelacárcel	8,4476651125
4  habitaciones	44227	44	Torre los Negros	1,9918464254
4  habitaciones	44228	44	Torremocha de Jiloca	9,7471930718
4  habitaciones	44229	44	Torres de Albarracín	12,6795229072
4  habitaciones	44230	44	Torrevelilla	12,3219626991
4  habitaciones	44231	44	Torrijas	2,2097901858
4  habitaciones	44232	44	Torrijo del Campo	4,9862141351
4  habitaciones	44234	44	Tramacastiel	2,0485113206
4  habitaciones	44235	44	Tramacastilla	3,5325332662
4  habitaciones	44236	44	Tronchón	5,5381286144
4  habitaciones	44237	44	Urrea de Gaén	15,8389783326
4  habitaciones	44238	44	Utrillas	79,2428207619
4  habitaciones	44239	44	Valacloche	1,9106171858
4  habitaciones	44240	44	Valbona	24,5462592572
4  habitaciones	44241	44	Valdealgorfa	36,8179869898
4  habitaciones	44243	44	Valdecuenca	4,109417399
4  habitaciones	44244	44	Valdelinares	10,9337085751
4  habitaciones	44245	44	Valdeltormo	40,173877295
4  habitaciones	44246	44	Valderrobres	176,5024608952
4  habitaciones	44247	44	Valjunquera	17,8984858266
4  habitaciones	44249	44	Vallecillo (El)	1,6781408507
4  habitaciones	44250	44	Veguillas de la Sierra	1,7926652336
4  habitaciones	44251	44	Villafranca del Campo	21,53778996
4  habitaciones	44252	44	Villahermosa del Campo	1,0281485735
4  habitaciones	44256	44	Villanueva del Rebollar de la Sierra	3,1110496721
4  habitaciones	44257	44	Villar del Cobo	10,8887503901
4  habitaciones	44258	44	Villar del Salz	5,2284122415
4  habitaciones	44260	44	Villarluengo	10,6530064728
4  habitaciones	44261	44	Villarquemado	49,8802658422
4  habitaciones	44262	44	Villarroya de los Pinares	4,244191492
