Nº de habitaciones de la vivienda	Municipio codigo	Provincia codigo	Municipio nombre	Nº habitaciones
3 habitaciones	22062	22	Bisaurri	10,590030933
3 habitaciones	22063	22	Biscarrués	5,9210525253
3 habitaciones	22064	22	Blecua y Torres	0,3393243364
3 habitaciones	22066	22	Boltaña	57,1590179271
3 habitaciones	22067	22	Bonansa	3,5066013183
3 habitaciones	22068	22	Borau	1,6914945433
3 habitaciones	22069	22	Broto	35,3962372449
3 habitaciones	22072	22	Caldearenas	4,9152020952
3 habitaciones	22074	22	Campo	12,0921313063
3 habitaciones	22075	22	Camporrells	8,5807146895
3 habitaciones	22076	22	Canal de Berdún	6,6554368246
3 habitaciones	22077	22	Candasnos	14,0536415167
3 habitaciones	22078	22	Canfranc	57,2670750343
3 habitaciones	22079	22	Capdesaso	3,7420687774
3 habitaciones	22080	22	Capella	10,0677416378
3 habitaciones	22081	22	Casbas de Huesca	6,5715159071
3 habitaciones	22082	22	Castejón del Puente	2,2609590989
3 habitaciones	22083	22	Castejón de Monegros	9,1242827363
3 habitaciones	22084	22	Castejón de Sos	44,9249052648
3 habitaciones	22085	22	Castelflorite	2,166300086
3 habitaciones	22086	22	Castiello de Jaca	10,9718269731
3 habitaciones	22087	22	Castigaleu	1,8073023942
3 habitaciones	22088	22	Castillazuelo	4,4335766988
3 habitaciones	22089	22	Castillonroy	7,0925149888
3 habitaciones	22090	22	Colungo	3,8106593538
3 habitaciones	22094	22	Chalamera	2,6025798417
3 habitaciones	22095	22	Chía	3,1879967646
3 habitaciones	22096	22	Chimillas	7,4193693126
3 habitaciones	22099	22	Esplús	14,9831270454
3 habitaciones	22102	22	Estada	9,7522352493
3 habitaciones	22103	22	Estadilla	9,8610590963
3 habitaciones	22105	22	Estopiñán del Castillo	8,8650327641
3 habitaciones	22107	22	Fanlo	6,2819927771
3 habitaciones	22109	22	Fiscal	17,2663112305
3 habitaciones	22110	22	Fonz	21,0457397216
3 habitaciones	22111	22	Foradada del Toscar	5,4986926299
3 habitaciones	22112	22	Fraga	531,1886685807
3 habitaciones	22113	22	Fueva (La)	8,0828081116
3 habitaciones	22114	22	Gistaín	8,1125097288
3 habitaciones	22115	22	Grado (El)	6,8420804968
3 habitaciones	22116	22	Grañén	39,258233751
3 habitaciones	22117	22	Graus	145,6948496146
3 habitaciones	22119	22	Gurrea de Gállego	31,7578543378
3 habitaciones	22124	22	Huerto	3,0617916364
3 habitaciones	22125	22	Huesca	1619,7044789926
3 habitaciones	22127	22	Igriés	6,7522540383
3 habitaciones	22128	22	Ilche	3,2327793784
3 habitaciones	22129	22	Isábena	16,7430513747
3 habitaciones	22130	22	Jaca	458,8043923753
3 habitaciones	22131	22	Jasa	7,3770027083
3 habitaciones	22133	22	Labuerda	10,234368711
3 habitaciones	22135	22	Laluenga	4,0358532795
3 habitaciones	22136	22	Lalueza	20,431035973
3 habitaciones	22137	22	Lanaja	18,3923261595
3 habitaciones	22139	22	Laperdiguera	1,1137689092
3 habitaciones	22141	22	Lascellas-Ponzano	2,251592079
3 habitaciones	22142	22	Lascuarre	6,017330448
3 habitaciones	22143	22	Laspaúles	22,939280394
3 habitaciones	22144	22	Laspuña	8,3968595504
3 habitaciones	22149	22	Loarre	12,972511151
3 habitaciones	22150	22	Loporzano	15,4877329646
3 habitaciones	22156	22	Monflorite-Lascasas	6,3773502118
3 habitaciones	22157	22	Montanuy	6,4139951068
3 habitaciones	22158	22	Monzón	320,2973946651
3 habitaciones	22160	22	Naval	5,3367251522
3 habitaciones	22162	22	Novales	3,0974547774
3 habitaciones	22163	22	Nueno	4,188445713
3 habitaciones	22164	22	Olvena	1,4421873919
3 habitaciones	22165	22	Ontiñena	25,6086461048
3 habitaciones	22167	22	Osso de Cinca	15,5407453878
3 habitaciones	22170	22	Panticosa	27,1287864285
3 habitaciones	22172	22	Peñalba	4,829253714
3 habitaciones	22173	22	Peñas de Riglos (Las)	6,1085266451
3 habitaciones	22174	22	Peralta de Alcofea	9,8722549986
3 habitaciones	22175	22	Peralta de Calasanz	8,4691547739
3 habitaciones	22176	22	Peraltilla	7,1252886729
3 habitaciones	22178	22	Pertusa	2,2101727386
3 habitaciones	22181	22	Piracés	2,7597285724
3 habitaciones	22182	22	Plan	20,1049229718
3 habitaciones	22184	22	Poleñino	2,5398549532
3 habitaciones	22186	22	Pozán de Vero	6,9270862481
3 habitaciones	22187	22	Puebla de Castro (La)	22,7124285641
3 habitaciones	22188	22	Puente de Montañana	2,6166271998
3 habitaciones	22189	22	Puértolas	21,2798749065
3 habitaciones	22190	22	Pueyo de Araguás (El)	6,2106898696
3 habitaciones	22193	22	Pueyo de Santa Cruz	2,9776505958
3 habitaciones	22195	22	Quicena	10,1416777705
3 habitaciones	22197	22	Robres	9,7432938609
3 habitaciones	22199	22	Sabiñánigo	369,4547377056
3 habitaciones	22200	22	Sahún	4,3080225843
3 habitaciones	22201	22	Salas Altas	6,6083997344
3 habitaciones	22203	22	Salillas	1,8318653854
3 habitaciones	22204	22	Sallent de Gállego	97,2169893425
3 habitaciones	22205	22	San Esteban de Litera	28,6732349103
3 habitaciones	22206	22	Sangarrén	1,6972596949
3 habitaciones	22207	22	San Juan de Plan	2,7106741445
3 habitaciones	22208	22	Santa Cilia	4,4335786201
3 habitaciones	22209	22	Santa Cruz de la Serós	2,9525756083
3 habitaciones	22212	22	Santaliestra y San Quílez	4,4446093347
3 habitaciones	22213	22	Sariñena	73,0514133938
3 habitaciones	22214	22	Secastilla	4,2528275807
3 habitaciones	22215	22	Seira	6,1272356287
3 habitaciones	22217	22	Sena	11,2552238252
3 habitaciones	22220	22	Sesa	1,9955885428
3 habitaciones	22221	22	Sesué	10,2172830301
3 habitaciones	22222	22	Siétamo	26,8582123635
3 habitaciones	22223	22	Sopeira	2,5655355404
3 habitaciones	22225	22	Tamarite de Litera	83,8486734666
3 habitaciones	22226	22	Tardienta	11,0861465797
3 habitaciones	22227	22	Tella-Sin	16,9533104585
3 habitaciones	22228	22	Tierz	17,1640450691
3 habitaciones	22229	22	Tolva	3,8036689317
3 habitaciones	22230	22	Torla	7,6010236339
3 habitaciones	22233	22	Torre la Ribera	2,0353878201
3 habitaciones	22234	22	Torrente de Cinca	24,26403916
3 habitaciones	22235	22	Torres de Alcanadre	3,2688792961
3 habitaciones	22236	22	Torres de Barbués	2,2979512493
3 habitaciones	22242	22	Valfarta	4,0222123231
3 habitaciones	22243	22	Valle de Bardají	2,5253106134
3 habitaciones	22245	22	Velilla de Cinca	13,5253523646
3 habitaciones	22246	22	Beranuy	6,3250275733
3 habitaciones	22248	22	Vicién	3,4981136828
3 habitaciones	22249	22	Villanova	9,7284833415
3 habitaciones	22250	22	Villanúa	61,2361120415
3 habitaciones	22251	22	Villanueva de Sigena	1,4333138103
3 habitaciones	22252	22	Yebra de Basa	3,2634901045
3 habitaciones	22253	22	Yésero	3,0602623628
3 habitaciones	22254	22	Zaidín	34,3485395725
3 habitaciones	22901	22	Valle de Hecho	40,4733625195
3 habitaciones	22902	22	Puente la Reina de Jaca	10,3233658269
3 habitaciones	22903	22	San Miguel del Cinca	2,9257097962
3 habitaciones	22904	22	Sotonera (La)	20,2833512223
3 habitaciones	22905	22	Lupiñén-Ortilla	11,0928793757
3 habitaciones	22906	22	Santa María de Dulcis	1,7599815031
3 habitaciones	22907	22	Aínsa-Sobrarbe	165,6497071592
3 habitaciones	22908	22	Hoz y Costeán	2,3416399948
3 habitaciones	22909	22	Vencillón	4,1785012015
3 habitaciones	44001	44	Ababuj	1,0815806272
3 habitaciones	44002	44	Abejuela	2,901811514
3 habitaciones	44004	44	Aguaviva	12,7485396475
3 habitaciones	44006	44	Alacón	1,4578047947
3 habitaciones	44007	44	Alba	8,3113396215
3 habitaciones	44008	44	Albalate del Arzobispo	21,2088092039
3 habitaciones	44009	44	Albarracín	38,9094075823
3 habitaciones	44010	44	Albentosa	11,170874556
3 habitaciones	44011	44	Alcaine	2,1704109462
3 habitaciones	44012	44	Alcalá de la Selva	20,1060017458
3 habitaciones	44013	44	Alcañiz	384,1483338954
3 habitaciones	44014	44	Alcorisa	13,411308443
3 habitaciones	44016	44	Alfambra	23,6036943665
3 habitaciones	44017	44	Aliaga	7,1106292931
3 habitaciones	44019	44	Alobras	1,4165353858
3 habitaciones	44021	44	Allepuz	3,1428583953
3 habitaciones	44022	44	Alloza	7,3575257678
3 habitaciones	44024	44	Anadón	2,6220354515
3 habitaciones	44025	44	Andorra	80,4474003896
3 habitaciones	44026	44	Arcos de las Salinas	7,9643384941
3 habitaciones	44027	44	Arens de Lledó	2,6749613561
3 habitaciones	44028	44	Argente	6,006405619
3 habitaciones	44029	44	Ariño	7,3197762995
3 habitaciones	44031	44	Azaila	5,8924418695
3 habitaciones	44033	44	Báguena	13,4315149056
3 habitaciones	44034	44	Bañón	1,5620613035
3 habitaciones	44035	44	Barrachina	3,3272427557
3 habitaciones	44037	44	Beceite	12,68648072
3 habitaciones	44038	44	Belmonte de San José	3,7942076669
3 habitaciones	44039	44	Bello	4,4781087654
3 habitaciones	44040	44	Berge	13,7736173551
3 habitaciones	44041	44	Bezas	3,1197847894
3 habitaciones	44042	44	Blancas	4,4013320858
3 habitaciones	44044	44	Bordón	3,2384085267
3 habitaciones	44045	44	Bronchales	33,5636799275
3 habitaciones	44046	44	Bueña	1,0863322732
3 habitaciones	44047	44	Burbáguena	6,7403001633
3 habitaciones	44048	44	Cabra de Mora	3,3721544162
3 habitaciones	44049	44	Calaceite	39,9110827335
3 habitaciones	44050	44	Calamocha	104,9344997086
3 habitaciones	44051	44	Calanda	55,87549122
3 habitaciones	44053	44	Camañas	3,0441451054
3 habitaciones	44054	44	Camarena de la Sierra	6,5566334712
3 habitaciones	44056	44	Caminreal	9,0566377786
3 habitaciones	44059	44	Cantavieja	12,423922011
3 habitaciones	44060	44	Cañada de Benatanduz	2,2310744267
3 habitaciones	44061	44	Cañada de Verich (La)	1,8340139047
3 habitaciones	44062	44	Cañada Vellida	1,1055188009
3 habitaciones	44063	44	Cañizar del Olivar	1,8594004937
3 habitaciones	44064	44	Cascante del Río	11,4839660599
3 habitaciones	44066	44	Castel de Cabra	1,5249296394
3 habitaciones	44067	44	Castelnou	5,0910132507
3 habitaciones	44068	44	Castelserás	28,6901871792
3 habitaciones	44071	44	Castellote	44,7764803462
3 habitaciones	44074	44	Cedrillas	31,1535929491
3 habitaciones	44075	44	Celadas	2,0593229781
3 habitaciones	44076	44	Cella	135,4185818511
3 habitaciones	44080	44	Codoñera (La)	1,4589983577
3 habitaciones	44082	44	Corbalán	2,976458863
3 habitaciones	44084	44	Cortes de Aragón	1,8151936763
3 habitaciones	44086	44	Cretas	28,4060672067
3 habitaciones	44088	44	Cuba (La)	1,4724998628
3 habitaciones	44090	44	Cucalón	3,2209804036
3 habitaciones	44092	44	Cuervo (El)	8,6945741445
3 habitaciones	44093	44	Cuevas de Almudén	4,7116899108
3 habitaciones	44094	44	Cuevas Labradas	3,2718434459
3 habitaciones	44096	44	Ejulve	3,3795840021
3 habitaciones	44097	44	Escorihuela	3,441571103
3 habitaciones	44099	44	Escucha	22,4631251456
3 habitaciones	44100	44	Estercuel	1,5174186004
3 habitaciones	44101	44	Ferreruela de Huerva	1,3464902235
3 habitaciones	44102	44	Fonfría	0,9583351457
3 habitaciones	44103	44	Formiche Alto	6,1412983577
3 habitaciones	44105	44	Fórnoles	7,2717582636
3 habitaciones	44106	44	Fortanete	7,9199392693
3 habitaciones	44107	44	Foz-Calanda	9,5916663275
3 habitaciones	44108	44	Fresneda (La)	38,5348138968
3 habitaciones	44109	44	Frías de Albarracín	3,4684327765
3 habitaciones	44111	44	Fuentes Calientes	2,3443161187
3 habitaciones	44112	44	Fuentes Claras	7,88968336
3 habitaciones	44113	44	Fuentes de Rubielos	10,4047529947
3 habitaciones	44114	44	Fuentespalda	11,4294351431
3 habitaciones	44116	44	Gargallo	0,9172868419
3 habitaciones	44117	44	Gea de Albarracín	13,5887069237
3 habitaciones	44118	44	Ginebrosa (La)	7,9481652294
3 habitaciones	44119	44	Griegos	6,611643503
3 habitaciones	44120	44	Guadalaviar	9,2942089859
3 habitaciones	44121	44	Gúdar	2,0554197813
3 habitaciones	44122	44	Híjar	30,2596927879
3 habitaciones	44123	44	Hinojosa de Jarque	6,9972530547
3 habitaciones	44124	44	Hoz de la Vieja (La)	0,4815461975
3 habitaciones	44125	44	Huesa del Común	3,2622015072
3 habitaciones	44126	44	Iglesuela del Cid (La)	7,8303961034
3 habitaciones	44127	44	Jabaloyas	6,3577080727
3 habitaciones	44128	44	Jarque de la Val	1,1201044964
3 habitaciones	44130	44	Jorcas	3,1904049031
3 habitaciones	44131	44	Josa	3,8364609994
3 habitaciones	44135	44	Libros	5,2547106235
3 habitaciones	44136	44	Lidón	1,0851206588
3 habitaciones	44137	44	Linares de Mora	17,7136975848
3 habitaciones	44138	44	Loscos	2,4036753318
3 habitaciones	44141	44	Lledó	2,8295591039
3 habitaciones	44142	44	Maicas	1,3429877557
3 habitaciones	44143	44	Manzanera	28,0545002122
3 habitaciones	44144	44	Martín del Río	11,4026439395
3 habitaciones	44145	44	Mas de las Matas	26,4779463362
3 habitaciones	44146	44	Mata de los Olmos (La)	0,9437643922
3 habitaciones	44147	44	Mazaleón	18,4497904557
3 habitaciones	44149	44	Mirambel	5,3340961928
3 habitaciones	44151	44	Molinos	4,5421307239
3 habitaciones	44152	44	Monforte de Moyuela	1,0653637002
3 habitaciones	44153	44	Monreal del Campo	33,0197471276
3 habitaciones	44154	44	Monroyo	6,2463708086
3 habitaciones	44155	44	Montalbán	16,9658113744
3 habitaciones	44158	44	Mora de Rubielos	55,0958076635
3 habitaciones	44160	44	Mosqueruela	14,6578100969
3 habitaciones	44161	44	Muniesa	8,7554895417
3 habitaciones	44163	44	Noguera de Albarracín	11,9452919659
3 habitaciones	44164	44	Nogueras	2,2146131049
3 habitaciones	44165	44	Nogueruelas	7,1919641015
3 habitaciones	44167	44	Obón	3,577375027
3 habitaciones	44168	44	Odón	0,7493664851
3 habitaciones	44169	44	Ojos Negros	2,3056686442
3 habitaciones	44171	44	Olba	22,4982713039
3 habitaciones	44172	44	Oliete	23,1440063794
3 habitaciones	44174	44	Orihuela del Tremedal	26,2269748822
3 habitaciones	44176	44	Palomar de Arroyos	0,7761832443
3 habitaciones	44177	44	Pancrudo	3,3118968667
3 habitaciones	44178	44	Parras de Castellote (Las)	3,1554142974
3 habitaciones	44179	44	Peñarroya de Tastavins	33,0713484651
3 habitaciones	44180	44	Peracense	7,7528666241
3 habitaciones	44182	44	Perales del Alfambra	9,3880196816
3 habitaciones	44183	44	Pitarque	3,5896106648
3 habitaciones	44185	44	Pobo (El)	8,7605591949
3 habitaciones	44187	44	Portellada (La)	3,5929360517
3 habitaciones	44189	44	Pozondón	1,7389898247
3 habitaciones	44190	44	Pozuel del Campo	3,3680492173
3 habitaciones	44191	44	Puebla de Híjar (La)	29,5662347387
3 habitaciones	44192	44	Puebla de Valverde (La)	23,0069579055
3 habitaciones	44193	44	Puertomingalvo	17,4678869639
3 habitaciones	44194	44	Ráfales	5,6581741225
3 habitaciones	44195	44	Rillo	2,4474672928
3 habitaciones	44196	44	Riodeva	6,9494186234
3 habitaciones	44198	44	Royuela	6,0569640588
3 habitaciones	44199	44	Rubiales	6,7136500644
3 habitaciones	44201	44	Rubielos de Mora	42,850271488
3 habitaciones	44204	44	Saldón	1,237655929
3 habitaciones	44205	44	Samper de Calanda	7,4644247028
3 habitaciones	44206	44	San Agustín	11,8030890941
3 habitaciones	44207	44	San Martín del Río	1,6943488364
3 habitaciones	44209	44	Santa Eulalia	10,8796088074
3 habitaciones	44210	44	Sarrión	32,5479041072
3 habitaciones	44216	44	Teruel	1013,2364524117
3 habitaciones	44217	44	Toril y Masegoso	2,5419687057
3 habitaciones	44218	44	Tormón	0,1427692745
3 habitaciones	44219	44	Tornos	4,9419037332
3 habitaciones	44220	44	Torralba de los Sisones	1,351219209
3 habitaciones	44221	44	Torrecilla de Alcañiz	4,9133213519
3 habitaciones	44222	44	Torrecilla del Rebollar	1,9066229259
3 habitaciones	44223	44	Torre de Arcas	1,2515929415
3 habitaciones	44225	44	Torre del Compte	5,4810923584
3 habitaciones	44226	44	Torrelacárcel	2,432529377
3 habitaciones	44227	44	Torre los Negros	6,3249003551
3 habitaciones	44228	44	Torremocha de Jiloca	3,3401423822
3 habitaciones	44229	44	Torres de Albarracín	3,8585253927
3 habitaciones	44230	44	Torrevelilla	2,4655454366
3 habitaciones	44231	44	Torrijas	1,4905388612
3 habitaciones	44232	44	Torrijo del Campo	9,9414204579
3 habitaciones	44234	44	Tramacastiel	7,5197600267
3 habitaciones	44235	44	Tramacastilla	4,3337152756
3 habitaciones	44236	44	Tronchón	6,1566622065
3 habitaciones	44237	44	Urrea de Gaén	4,5007043412
3 habitaciones	44238	44	Utrillas	44,5461100782
3 habitaciones	44239	44	Valacloche	3,011800833
3 habitaciones	44240	44	Valbona	12,1117525054
3 habitaciones	44241	44	Valdealgorfa	6,4266135882
3 habitaciones	44243	44	Valdecuenca	2,947387219
3 habitaciones	44244	44	Valdelinares	8,2567513766
3 habitaciones	44245	44	Valdeltormo	5,384123667
3 habitaciones	44246	44	Valderrobres	81,0115958662
3 habitaciones	44247	44	Valjunquera	5,2117179038
3 habitaciones	44249	44	Vallecillo (El)	8,136081697
3 habitaciones	44251	44	Villafranca del Campo	5,7144449485
3 habitaciones	44252	44	Villahermosa del Campo	4,9706851886
3 habitaciones	44256	44	Villanueva del Rebollar de la Sierra	1,3449999403
3 habitaciones	44257	44	Villar del Cobo	4,0986639969
3 habitaciones	44260	44	Villarluengo	23,3466702573
3 habitaciones	44261	44	Villarquemado	8,421642167
3 habitaciones	44262	44	Villarroya de los Pinares	6,6435997227
3 habitaciones	44263	44	Villastar	3,3460945712
3 habitaciones	44264	44	Villel	14,0346073809
3 habitaciones	44265	44	Vinaceite	3,9558602477
3 habitaciones	44266	44	Visiedo	2,388452626
3 habitaciones	44267	44	Vivel del Río Martín	4,9552859615
3 habitaciones	50001	50	Abanto	2,8458519677
3 habitaciones	50002	50	Acered	12,4912787025
3 habitaciones	50003	50	Agón	4,1917153854
3 habitaciones	50004	50	Aguarón	14,3349285111
3 habitaciones	50005	50	Aguilón	6,8728165216
3 habitaciones	50006	50	Ainzón	5,1166416966
3 habitaciones	50008	50	Alagón	81,061652313
3 habitaciones	50009	50	Alarba	1,1250295454
3 habitaciones	50010	50	Alberite de San Juan	1,3569800502
3 habitaciones	50011	50	Albeta	4,1356882029
3 habitaciones	50012	50	Alborge	5,0903552761
3 habitaciones	50013	50	Alcalá de Ebro	3,8113023087
3 habitaciones	50014	50	Alcalá de Moncayo	1,4210455363
3 habitaciones	50015	50	Alconchel de Ariza	2,0653822003
3 habitaciones	50017	50	Alfajarín	32,1043099046
3 habitaciones	50018	50	Alfamén	24,0138786211
3 habitaciones	50019	50	Alforque	0,9900792264
3 habitaciones	50020	50	Alhama de Aragón	30,8648459977
3 habitaciones	50022	50	Almolda (La)	10,0922585597
3 habitaciones	50023	50	Almonacid de la Cuba	2,9863128962
3 habitaciones	50024	50	Almonacid de la Sierra	38,3774551596
3 habitaciones	50025	50	Almunia de Doña Godina (La)	234,3514196116
3 habitaciones	50026	50	Alpartir	12,4783187484
3 habitaciones	50027	50	Ambel	2,7575305166
3 habitaciones	50029	50	Aniñón	6,0236277071
3 habitaciones	50030	50	Añón de Moncayo	24,2552524303
3 habitaciones	50031	50	Aranda de Moncayo	10,0786830378
3 habitaciones	50032	50	Arándiga	5,7227097288
3 habitaciones	50034	50	Ariza	42,9317473478
3 habitaciones	50035	50	Artieda	1,0637553413
3 habitaciones	50037	50	Atea	1,5965775556
3 habitaciones	50038	50	Ateca	35,7701882632
3 habitaciones	50039	50	Azuara	4,1627858343
3 habitaciones	50040	50	Badules	2,5900303643
3 habitaciones	50043	50	Bárboles	1,4852295739
3 habitaciones	50044	50	Bardallur	11,9940156229
3 habitaciones	50045	50	Belchite	30,1911927483
3 habitaciones	50046	50	Belmonte de Gracián	3,4700771887
3 habitaciones	50050	50	Bijuesca	1,9377223136
3 habitaciones	50051	50	Biota	26,1042239058
3 habitaciones	50052	50	Bisimbre	1,006484097
3 habitaciones	50053	50	Boquiñeni	3,825043013
3 habitaciones	50054	50	Bordalba	0,9243573721
3 habitaciones	50055	50	Borja	184,985253197
3 habitaciones	50056	50	Botorrita	2,3882617008
