Municipio código	Municipio nombre	Superficie agrícola utilizada código	Superficie agrícola utilizada	Explotaciones
22113	Fueva (La)	07	c) >=2 a <5 Ha de SAU	1
22113	Fueva (La)	08	c) >=2 a <5 Ha de SAU	4
22113	Fueva (La)	09	d) >=5 a < 10 Ha de SAU	13
22113	Fueva (La)	10	e) >=10 a <20 Ha de SAU	26
22113	Fueva (La)	11	f) >=20 a < 30 Ha de SAU	15
22113	Fueva (La)	12	g) >=30 a < 50 Ha de SAU	25
22113	Fueva (La)	13	h) >=50 a < 100 Ha de SAU	7
22113	Fueva (La)	14	h) >=50 a < 100 Ha de SAU	7
22113	Fueva (La)	15	i) >=100 Ha de SAU	7
22113	Fueva (La)	16	i) >=100 Ha de SAU	3
22113	Fueva (La)	17	i) >=100 Ha de SAU	3
22113	Fueva (La)	18	i) >=100 Ha de SAU	1
22114	Gistaín	01	a) Sin SAU	3
22114	Gistaín	04	b) <2 Ha de SAU	1
22114	Gistaín	05	b) <2 Ha de SAU	5
22114	Gistaín	06	c) >=2 a <5 Ha de SAU	4
22114	Gistaín	08	c) >=2 a <5 Ha de SAU	2
22114	Gistaín	09	d) >=5 a < 10 Ha de SAU	4
22114	Gistaín	10	e) >=10 a <20 Ha de SAU	7
22114	Gistaín	11	f) >=20 a < 30 Ha de SAU	1
22114	Gistaín	12	g) >=30 a < 50 Ha de SAU	3
22114	Gistaín	14	h) >=50 a < 100 Ha de SAU	2
22114	Gistaín	17	i) >=100 Ha de SAU	1
22114	Gistaín	20	i) >=100 Ha de SAU	1
22115	Grado (El)	03	b) <2 Ha de SAU	2
22115	Grado (El)	05	b) <2 Ha de SAU	14
22115	Grado (El)	06	c) >=2 a <5 Ha de SAU	14
22115	Grado (El)	07	c) >=2 a <5 Ha de SAU	10
22115	Grado (El)	08	c) >=2 a <5 Ha de SAU	6
22115	Grado (El)	09	d) >=5 a < 10 Ha de SAU	22
22115	Grado (El)	10	e) >=10 a <20 Ha de SAU	11
22115	Grado (El)	11	f) >=20 a < 30 Ha de SAU	12
22115	Grado (El)	12	g) >=30 a < 50 Ha de SAU	5
22115	Grado (El)	13	h) >=50 a < 100 Ha de SAU	4
22115	Grado (El)	14	h) >=50 a < 100 Ha de SAU	3
22115	Grado (El)	16	i) >=100 Ha de SAU	1
22116	Grañén	01	a) Sin SAU	17
22116	Grañén	02	b) <2 Ha de SAU	1
22116	Grañén	03	b) <2 Ha de SAU	2
22116	Grañén	04	b) <2 Ha de SAU	1
22116	Grañén	05	b) <2 Ha de SAU	5
22116	Grañén	06	c) >=2 a <5 Ha de SAU	2
22116	Grañén	08	c) >=2 a <5 Ha de SAU	3
22116	Grañén	09	d) >=5 a < 10 Ha de SAU	18
22116	Grañén	10	e) >=10 a <20 Ha de SAU	43
22116	Grañén	11	f) >=20 a < 30 Ha de SAU	26
22116	Grañén	12	g) >=30 a < 50 Ha de SAU	35
22116	Grañén	13	h) >=50 a < 100 Ha de SAU	16
22116	Grañén	14	h) >=50 a < 100 Ha de SAU	14
22116	Grañén	15	i) >=100 Ha de SAU	10
22116	Grañén	16	i) >=100 Ha de SAU	3
22116	Grañén	17	i) >=100 Ha de SAU	5
22116	Grañén	18	i) >=100 Ha de SAU	4
22116	Grañén	19	i) >=100 Ha de SAU	1
22117	Graus	01	a) Sin SAU	5
22117	Graus	05	b) <2 Ha de SAU	19
22117	Graus	06	c) >=2 a <5 Ha de SAU	12
22117	Graus	07	c) >=2 a <5 Ha de SAU	9
22117	Graus	08	c) >=2 a <5 Ha de SAU	7
22117	Graus	09	d) >=5 a < 10 Ha de SAU	37
22117	Graus	10	e) >=10 a <20 Ha de SAU	62
22117	Graus	11	f) >=20 a < 30 Ha de SAU	33
22117	Graus	12	g) >=30 a < 50 Ha de SAU	45
22117	Graus	13	h) >=50 a < 100 Ha de SAU	11
22117	Graus	14	h) >=50 a < 100 Ha de SAU	18
22117	Graus	15	i) >=100 Ha de SAU	12
22117	Graus	16	i) >=100 Ha de SAU	6
22117	Graus	17	i) >=100 Ha de SAU	5
22117	Graus	18	i) >=100 Ha de SAU	1
22117	Graus	19	i) >=100 Ha de SAU	1
22119	Gurrea de Gállego	01	a) Sin SAU	5
22119	Gurrea de Gállego	03	b) <2 Ha de SAU	1
22119	Gurrea de Gállego	04	b) <2 Ha de SAU	2
22119	Gurrea de Gállego	05	b) <2 Ha de SAU	10
22119	Gurrea de Gállego	06	c) >=2 a <5 Ha de SAU	6
22119	Gurrea de Gállego	07	c) >=2 a <5 Ha de SAU	7
22119	Gurrea de Gállego	08	c) >=2 a <5 Ha de SAU	1
22119	Gurrea de Gállego	09	d) >=5 a < 10 Ha de SAU	12
22119	Gurrea de Gállego	10	e) >=10 a <20 Ha de SAU	33
22119	Gurrea de Gállego	11	f) >=20 a < 30 Ha de SAU	14
22119	Gurrea de Gállego	12	g) >=30 a < 50 Ha de SAU	22
22119	Gurrea de Gállego	13	h) >=50 a < 100 Ha de SAU	19
22119	Gurrea de Gállego	14	h) >=50 a < 100 Ha de SAU	26
22119	Gurrea de Gállego	15	i) >=100 Ha de SAU	33
22119	Gurrea de Gállego	16	i) >=100 Ha de SAU	13
22119	Gurrea de Gállego	17	i) >=100 Ha de SAU	2
22119	Gurrea de Gállego	18	i) >=100 Ha de SAU	4
22119	Gurrea de Gállego	19	i) >=100 Ha de SAU	1
22122	Hoz de Jaca	04	b) <2 Ha de SAU	1
22122	Hoz de Jaca	08	c) >=2 a <5 Ha de SAU	1
22122	Hoz de Jaca	09	d) >=5 a < 10 Ha de SAU	1
22122	Hoz de Jaca	14	h) >=50 a < 100 Ha de SAU	1
22122	Hoz de Jaca	17	i) >=100 Ha de SAU	1
22124	Huerto	02	b) <2 Ha de SAU	1
22124	Huerto	05	b) <2 Ha de SAU	3
22124	Huerto	06	c) >=2 a <5 Ha de SAU	2
22124	Huerto	08	c) >=2 a <5 Ha de SAU	3
22124	Huerto	09	d) >=5 a < 10 Ha de SAU	3
22124	Huerto	10	e) >=10 a <20 Ha de SAU	13
22124	Huerto	11	f) >=20 a < 30 Ha de SAU	6
22124	Huerto	12	g) >=30 a < 50 Ha de SAU	16
22124	Huerto	13	h) >=50 a < 100 Ha de SAU	8
22124	Huerto	14	h) >=50 a < 100 Ha de SAU	16
22124	Huerto	15	i) >=100 Ha de SAU	9
22124	Huerto	16	i) >=100 Ha de SAU	4
22124	Huerto	17	i) >=100 Ha de SAU	2
22124	Huerto	18	i) >=100 Ha de SAU	1
22125	Huesca	01	a) Sin SAU	9
22125	Huesca	02	b) <2 Ha de SAU	2
22125	Huesca	03	b) <2 Ha de SAU	7
22125	Huesca	04	b) <2 Ha de SAU	4
22125	Huesca	05	b) <2 Ha de SAU	37
22125	Huesca	06	c) >=2 a <5 Ha de SAU	21
22125	Huesca	07	c) >=2 a <5 Ha de SAU	18
22125	Huesca	08	c) >=2 a <5 Ha de SAU	7
22125	Huesca	09	d) >=5 a < 10 Ha de SAU	34
22125	Huesca	10	e) >=10 a <20 Ha de SAU	36
22125	Huesca	11	f) >=20 a < 30 Ha de SAU	27
22125	Huesca	12	g) >=30 a < 50 Ha de SAU	45
22125	Huesca	13	h) >=50 a < 100 Ha de SAU	17
22125	Huesca	14	h) >=50 a < 100 Ha de SAU	11
22125	Huesca	15	i) >=100 Ha de SAU	18
22125	Huesca	16	i) >=100 Ha de SAU	13
22125	Huesca	17	i) >=100 Ha de SAU	5
22125	Huesca	18	i) >=100 Ha de SAU	2
22125	Huesca	19	i) >=100 Ha de SAU	3
22126	Ibieca	01	a) Sin SAU	1
22126	Ibieca	05	b) <2 Ha de SAU	4
22126	Ibieca	06	c) >=2 a <5 Ha de SAU	3
22126	Ibieca	09	d) >=5 a < 10 Ha de SAU	1
22126	Ibieca	10	e) >=10 a <20 Ha de SAU	5
22126	Ibieca	12	g) >=30 a < 50 Ha de SAU	1
22126	Ibieca	13	h) >=50 a < 100 Ha de SAU	3
22126	Ibieca	14	h) >=50 a < 100 Ha de SAU	3
22126	Ibieca	16	i) >=100 Ha de SAU	1
22126	Ibieca	17	i) >=100 Ha de SAU	1
22127	Igriés	01	a) Sin SAU	4
22127	Igriés	05	b) <2 Ha de SAU	3
22127	Igriés	06	c) >=2 a <5 Ha de SAU	2
22127	Igriés	07	c) >=2 a <5 Ha de SAU	1
22127	Igriés	08	c) >=2 a <5 Ha de SAU	1
22127	Igriés	09	d) >=5 a < 10 Ha de SAU	3
22127	Igriés	11	f) >=20 a < 30 Ha de SAU	3
22127	Igriés	12	g) >=30 a < 50 Ha de SAU	3
22127	Igriés	14	h) >=50 a < 100 Ha de SAU	3
22127	Igriés	15	i) >=100 Ha de SAU	6
22127	Igriés	16	i) >=100 Ha de SAU	2
22128	Ilche	01	a) Sin SAU	4
22128	Ilche	05	b) <2 Ha de SAU	2
22128	Ilche	06	c) >=2 a <5 Ha de SAU	1
22128	Ilche	07	c) >=2 a <5 Ha de SAU	1
22128	Ilche	09	d) >=5 a < 10 Ha de SAU	9
22128	Ilche	10	e) >=10 a <20 Ha de SAU	10
22128	Ilche	11	f) >=20 a < 30 Ha de SAU	10
22128	Ilche	12	g) >=30 a < 50 Ha de SAU	22
22128	Ilche	13	h) >=50 a < 100 Ha de SAU	12
22128	Ilche	14	h) >=50 a < 100 Ha de SAU	5
22128	Ilche	15	i) >=100 Ha de SAU	9
22128	Ilche	16	i) >=100 Ha de SAU	2
22128	Ilche	18	i) >=100 Ha de SAU	1
22129	Isábena	02	b) <2 Ha de SAU	1
22129	Isábena	06	c) >=2 a <5 Ha de SAU	2
22129	Isábena	09	d) >=5 a < 10 Ha de SAU	3
22129	Isábena	10	e) >=10 a <20 Ha de SAU	14
22129	Isábena	11	f) >=20 a < 30 Ha de SAU	4
22129	Isábena	12	g) >=30 a < 50 Ha de SAU	8
22129	Isábena	13	h) >=50 a < 100 Ha de SAU	8
22129	Isábena	14	h) >=50 a < 100 Ha de SAU	5
22129	Isábena	15	i) >=100 Ha de SAU	1
22129	Isábena	16	i) >=100 Ha de SAU	2
22129	Isábena	17	i) >=100 Ha de SAU	5
22130	Jaca	01	a) Sin SAU	1
22130	Jaca	03	b) <2 Ha de SAU	2
22130	Jaca	04	b) <2 Ha de SAU	1
22130	Jaca	05	b) <2 Ha de SAU	4
22130	Jaca	06	c) >=2 a <5 Ha de SAU	3
22130	Jaca	07	c) >=2 a <5 Ha de SAU	7
22130	Jaca	08	c) >=2 a <5 Ha de SAU	4
22130	Jaca	09	d) >=5 a < 10 Ha de SAU	17
22130	Jaca	10	e) >=10 a <20 Ha de SAU	23
22130	Jaca	11	f) >=20 a < 30 Ha de SAU	36
22130	Jaca	12	g) >=30 a < 50 Ha de SAU	34
22130	Jaca	13	h) >=50 a < 100 Ha de SAU	14
22130	Jaca	14	h) >=50 a < 100 Ha de SAU	20
22130	Jaca	15	i) >=100 Ha de SAU	18
22130	Jaca	16	i) >=100 Ha de SAU	10
22130	Jaca	17	i) >=100 Ha de SAU	8
22130	Jaca	18	i) >=100 Ha de SAU	4
22131	Jasa	05	b) <2 Ha de SAU	1
22131	Jasa	09	d) >=5 a < 10 Ha de SAU	3
22131	Jasa	10	e) >=10 a <20 Ha de SAU	1
22131	Jasa	11	f) >=20 a < 30 Ha de SAU	1
22133	Labuerda	09	d) >=5 a < 10 Ha de SAU	3
22133	Labuerda	10	e) >=10 a <20 Ha de SAU	2
22133	Labuerda	11	f) >=20 a < 30 Ha de SAU	1
22133	Labuerda	12	g) >=30 a < 50 Ha de SAU	1
22133	Labuerda	15	i) >=100 Ha de SAU	2
22135	Laluenga	01	a) Sin SAU	1
22135	Laluenga	05	b) <2 Ha de SAU	1
22135	Laluenga	06	c) >=2 a <5 Ha de SAU	1
22135	Laluenga	07	c) >=2 a <5 Ha de SAU	1
22135	Laluenga	08	c) >=2 a <5 Ha de SAU	1
22135	Laluenga	09	d) >=5 a < 10 Ha de SAU	3
22135	Laluenga	10	e) >=10 a <20 Ha de SAU	4
22135	Laluenga	11	f) >=20 a < 30 Ha de SAU	10
22135	Laluenga	12	g) >=30 a < 50 Ha de SAU	13
22135	Laluenga	13	h) >=50 a < 100 Ha de SAU	7
22135	Laluenga	14	h) >=50 a < 100 Ha de SAU	7
22135	Laluenga	15	i) >=100 Ha de SAU	7
22135	Laluenga	16	i) >=100 Ha de SAU	1
22135	Laluenga	18	i) >=100 Ha de SAU	1
22136	Lalueza	01	a) Sin SAU	10
22136	Lalueza	02	b) <2 Ha de SAU	1
22136	Lalueza	03	b) <2 Ha de SAU	2
22136	Lalueza	05	b) <2 Ha de SAU	6
22136	Lalueza	06	c) >=2 a <5 Ha de SAU	4
22136	Lalueza	07	c) >=2 a <5 Ha de SAU	2
22136	Lalueza	08	c) >=2 a <5 Ha de SAU	3
22136	Lalueza	09	d) >=5 a < 10 Ha de SAU	16
22136	Lalueza	10	e) >=10 a <20 Ha de SAU	43
22136	Lalueza	11	f) >=20 a < 30 Ha de SAU	38
22136	Lalueza	12	g) >=30 a < 50 Ha de SAU	30
22136	Lalueza	13	h) >=50 a < 100 Ha de SAU	19
22136	Lalueza	14	h) >=50 a < 100 Ha de SAU	7
22136	Lalueza	15	i) >=100 Ha de SAU	8
22136	Lalueza	16	i) >=100 Ha de SAU	2
22136	Lalueza	17	i) >=100 Ha de SAU	2
22136	Lalueza	18	i) >=100 Ha de SAU	1
22136	Lalueza	19	i) >=100 Ha de SAU	2
22137	Lanaja	01	a) Sin SAU	6
22137	Lanaja	02	b) <2 Ha de SAU	2
22137	Lanaja	03	b) <2 Ha de SAU	1
22137	Lanaja	04	b) <2 Ha de SAU	1
22137	Lanaja	05	b) <2 Ha de SAU	24
22137	Lanaja	06	c) >=2 a <5 Ha de SAU	17
22137	Lanaja	07	c) >=2 a <5 Ha de SAU	8
22137	Lanaja	08	c) >=2 a <5 Ha de SAU	6
22137	Lanaja	09	d) >=5 a < 10 Ha de SAU	16
22137	Lanaja	10	e) >=10 a <20 Ha de SAU	48
22137	Lanaja	11	f) >=20 a < 30 Ha de SAU	19
22137	Lanaja	12	g) >=30 a < 50 Ha de SAU	31
22137	Lanaja	13	h) >=50 a < 100 Ha de SAU	10
22137	Lanaja	14	h) >=50 a < 100 Ha de SAU	14
22137	Lanaja	15	i) >=100 Ha de SAU	15
22137	Lanaja	16	i) >=100 Ha de SAU	10
22137	Lanaja	17	i) >=100 Ha de SAU	1
22137	Lanaja	18	i) >=100 Ha de SAU	3
22137	Lanaja	19	i) >=100 Ha de SAU	1
22137	Lanaja	21	i) >=100 Ha de SAU	1
22139	Laperdiguera	01	a) Sin SAU	1
22139	Laperdiguera	05	b) <2 Ha de SAU	1
22139	Laperdiguera	08	c) >=2 a <5 Ha de SAU	1
22139	Laperdiguera	09	d) >=5 a < 10 Ha de SAU	2
22139	Laperdiguera	11	f) >=20 a < 30 Ha de SAU	5
22139	Laperdiguera	12	g) >=30 a < 50 Ha de SAU	4
22139	Laperdiguera	13	h) >=50 a < 100 Ha de SAU	3
22139	Laperdiguera	14	h) >=50 a < 100 Ha de SAU	3
22139	Laperdiguera	15	i) >=100 Ha de SAU	1
22141	Lascellas-Ponzano	01	a) Sin SAU	1
22141	Lascellas-Ponzano	05	b) <2 Ha de SAU	2
22141	Lascellas-Ponzano	06	c) >=2 a <5 Ha de SAU	5
22141	Lascellas-Ponzano	07	c) >=2 a <5 Ha de SAU	1
22141	Lascellas-Ponzano	08	c) >=2 a <5 Ha de SAU	2
22141	Lascellas-Ponzano	09	d) >=5 a < 10 Ha de SAU	3
22141	Lascellas-Ponzano	10	e) >=10 a <20 Ha de SAU	10
22141	Lascellas-Ponzano	11	f) >=20 a < 30 Ha de SAU	7
22141	Lascellas-Ponzano	12	g) >=30 a < 50 Ha de SAU	5
22141	Lascellas-Ponzano	13	h) >=50 a < 100 Ha de SAU	1
22141	Lascellas-Ponzano	14	h) >=50 a < 100 Ha de SAU	5
22141	Lascellas-Ponzano	15	i) >=100 Ha de SAU	6
22142	Lascuarre	01	a) Sin SAU	1
22142	Lascuarre	05	b) <2 Ha de SAU	1
22142	Lascuarre	06	c) >=2 a <5 Ha de SAU	3
22142	Lascuarre	09	d) >=5 a < 10 Ha de SAU	7
22142	Lascuarre	10	e) >=10 a <20 Ha de SAU	1
22142	Lascuarre	11	f) >=20 a < 30 Ha de SAU	3
22142	Lascuarre	12	g) >=30 a < 50 Ha de SAU	4
22142	Lascuarre	13	h) >=50 a < 100 Ha de SAU	3
22142	Lascuarre	14	h) >=50 a < 100 Ha de SAU	5
22142	Lascuarre	15	i) >=100 Ha de SAU	1
22143	Laspaúles	01	a) Sin SAU	1
22143	Laspaúles	02	b) <2 Ha de SAU	1
22143	Laspaúles	05	b) <2 Ha de SAU	1
22143	Laspaúles	06	c) >=2 a <5 Ha de SAU	1
22143	Laspaúles	07	c) >=2 a <5 Ha de SAU	1
22143	Laspaúles	09	d) >=5 a < 10 Ha de SAU	3
22143	Laspaúles	10	e) >=10 a <20 Ha de SAU	2
22143	Laspaúles	11	f) >=20 a < 30 Ha de SAU	4
22143	Laspaúles	12	g) >=30 a < 50 Ha de SAU	7
22143	Laspaúles	13	h) >=50 a < 100 Ha de SAU	4
22143	Laspaúles	14	h) >=50 a < 100 Ha de SAU	2
22143	Laspaúles	15	i) >=100 Ha de SAU	3
22143	Laspaúles	16	i) >=100 Ha de SAU	4
22143	Laspaúles	17	i) >=100 Ha de SAU	3
22143	Laspaúles	19	i) >=100 Ha de SAU	1
22144	Laspuña	02	b) <2 Ha de SAU	2
22144	Laspuña	06	c) >=2 a <5 Ha de SAU	4
22144	Laspuña	07	c) >=2 a <5 Ha de SAU	1
22144	Laspuña	08	c) >=2 a <5 Ha de SAU	1
22144	Laspuña	09	d) >=5 a < 10 Ha de SAU	11
22144	Laspuña	10	e) >=10 a <20 Ha de SAU	1
22144	Laspuña	11	f) >=20 a < 30 Ha de SAU	2
22144	Laspuña	12	g) >=30 a < 50 Ha de SAU	5
22144	Laspuña	14	h) >=50 a < 100 Ha de SAU	2
22144	Laspuña	16	i) >=100 Ha de SAU	1
22144	Laspuña	17	i) >=100 Ha de SAU	1
22144	Laspuña	21	i) >=100 Ha de SAU	1
22149	Loarre	01	a) Sin SAU	2
22149	Loarre	03	b) <2 Ha de SAU	1
22149	Loarre	04	b) <2 Ha de SAU	1
22149	Loarre	05	b) <2 Ha de SAU	8
22149	Loarre	06	c) >=2 a <5 Ha de SAU	3
22149	Loarre	07	c) >=2 a <5 Ha de SAU	5
22149	Loarre	08	c) >=2 a <5 Ha de SAU	6
22149	Loarre	09	d) >=5 a < 10 Ha de SAU	9
22149	Loarre	10	e) >=10 a <20 Ha de SAU	8
22149	Loarre	11	f) >=20 a < 30 Ha de SAU	7
22149	Loarre	12	g) >=30 a < 50 Ha de SAU	8
22149	Loarre	13	h) >=50 a < 100 Ha de SAU	7
22149	Loarre	14	h) >=50 a < 100 Ha de SAU	5
22149	Loarre	15	i) >=100 Ha de SAU	7
22149	Loarre	16	i) >=100 Ha de SAU	2
22149	Loarre	17	i) >=100 Ha de SAU	2
22150	Loporzano	01	a) Sin SAU	3
22150	Loporzano	05	b) <2 Ha de SAU	16
22150	Loporzano	06	c) >=2 a <5 Ha de SAU	9
22150	Loporzano	07	c) >=2 a <5 Ha de SAU	3
22150	Loporzano	08	c) >=2 a <5 Ha de SAU	6
22150	Loporzano	09	d) >=5 a < 10 Ha de SAU	12
22150	Loporzano	10	e) >=10 a <20 Ha de SAU	14
22150	Loporzano	11	f) >=20 a < 30 Ha de SAU	7
22150	Loporzano	12	g) >=30 a < 50 Ha de SAU	9
22150	Loporzano	13	h) >=50 a < 100 Ha de SAU	6
22150	Loporzano	14	h) >=50 a < 100 Ha de SAU	7
22150	Loporzano	15	i) >=100 Ha de SAU	12
22150	Loporzano	16	i) >=100 Ha de SAU	4
22150	Loporzano	17	i) >=100 Ha de SAU	5
22150	Loporzano	18	i) >=100 Ha de SAU	1
22150	Loporzano	19	i) >=100 Ha de SAU	1
22150	Loporzano	20	i) >=100 Ha de SAU	1
22151	Loscorrales	05	b) <2 Ha de SAU	3
22151	Loscorrales	06	c) >=2 a <5 Ha de SAU	1
22151	Loscorrales	09	d) >=5 a < 10 Ha de SAU	3
22151	Loscorrales	10	e) >=10 a <20 Ha de SAU	7
22151	Loscorrales	11	f) >=20 a < 30 Ha de SAU	3
22151	Loscorrales	12	g) >=30 a < 50 Ha de SAU	9
22151	Loscorrales	13	h) >=50 a < 100 Ha de SAU	3
22151	Loscorrales	14	h) >=50 a < 100 Ha de SAU	1
22151	Loscorrales	15	i) >=100 Ha de SAU	4
22151	Loscorrales	16	i) >=100 Ha de SAU	1
22151	Loscorrales	17	i) >=100 Ha de SAU	1
22151	Loscorrales	18	i) >=100 Ha de SAU	1
22155	Monesma y Cajigar	06	c) >=2 a <5 Ha de SAU	1
22155	Monesma y Cajigar	07	c) >=2 a <5 Ha de SAU	1
22155	Monesma y Cajigar	09	d) >=5 a < 10 Ha de SAU	2
22155	Monesma y Cajigar	10	e) >=10 a <20 Ha de SAU	4
22155	Monesma y Cajigar	11	f) >=20 a < 30 Ha de SAU	4
22155	Monesma y Cajigar	12	g) >=30 a < 50 Ha de SAU	7
22155	Monesma y Cajigar	13	h) >=50 a < 100 Ha de SAU	2
22155	Monesma y Cajigar	14	h) >=50 a < 100 Ha de SAU	2
22155	Monesma y Cajigar	15	i) >=100 Ha de SAU	4
22155	Monesma y Cajigar	16	i) >=100 Ha de SAU	2
22155	Monesma y Cajigar	18	i) >=100 Ha de SAU	2
22155	Monesma y Cajigar	19	i) >=100 Ha de SAU	1
22156	Monflorite-Lascasas	01	a) Sin SAU	1
22156	Monflorite-Lascasas	02	b) <2 Ha de SAU	1
22156	Monflorite-Lascasas	04	b) <2 Ha de SAU	1
22156	Monflorite-Lascasas	05	b) <2 Ha de SAU	2
22156	Monflorite-Lascasas	06	c) >=2 a <5 Ha de SAU	3
22156	Monflorite-Lascasas	07	c) >=2 a <5 Ha de SAU	3
22156	Monflorite-Lascasas	09	d) >=5 a < 10 Ha de SAU	1
22156	Monflorite-Lascasas	10	e) >=10 a <20 Ha de SAU	6
22156	Monflorite-Lascasas	11	f) >=20 a < 30 Ha de SAU	3
22156	Monflorite-Lascasas	12	g) >=30 a < 50 Ha de SAU	3
22156	Monflorite-Lascasas	13	h) >=50 a < 100 Ha de SAU	5
22156	Monflorite-Lascasas	14	h) >=50 a < 100 Ha de SAU	4
22156	Monflorite-Lascasas	15	i) >=100 Ha de SAU	9
22156	Monflorite-Lascasas	16	i) >=100 Ha de SAU	2
22156	Monflorite-Lascasas	17	i) >=100 Ha de SAU	1
22157	Montanuy	01	a) Sin SAU	4
22157	Montanuy	02	b) <2 Ha de SAU	1
22157	Montanuy	05	b) <2 Ha de SAU	1
22157	Montanuy	06	c) >=2 a <5 Ha de SAU	2
22157	Montanuy	07	c) >=2 a <5 Ha de SAU	1
22157	Montanuy	09	d) >=5 a < 10 Ha de SAU	4
22157	Montanuy	10	e) >=10 a <20 Ha de SAU	8
22157	Montanuy	11	f) >=20 a < 30 Ha de SAU	11
22157	Montanuy	12	g) >=30 a < 50 Ha de SAU	30
22157	Montanuy	13	h) >=50 a < 100 Ha de SAU	16
22157	Montanuy	14	h) >=50 a < 100 Ha de SAU	9
22157	Montanuy	15	i) >=100 Ha de SAU	4
22157	Montanuy	16	i) >=100 Ha de SAU	1
22157	Montanuy	17	i) >=100 Ha de SAU	3
22157	Montanuy	18	i) >=100 Ha de SAU	2
22157	Montanuy	19	i) >=100 Ha de SAU	1
22158	Monzón	01	a) Sin SAU	15
22158	Monzón	02	b) <2 Ha de SAU	2
22158	Monzón	03	b) <2 Ha de SAU	6
22158	Monzón	04	b) <2 Ha de SAU	6
22158	Monzón	05	b) <2 Ha de SAU	60
22158	Monzón	06	c) >=2 a <5 Ha de SAU	37
22158	Monzón	07	c) >=2 a <5 Ha de SAU	26
22158	Monzón	08	c) >=2 a <5 Ha de SAU	21
22158	Monzón	09	d) >=5 a < 10 Ha de SAU	71
22158	Monzón	10	e) >=10 a <20 Ha de SAU	62
22158	Monzón	11	f) >=20 a < 30 Ha de SAU	46
22158	Monzón	12	g) >=30 a < 50 Ha de SAU	47
22158	Monzón	13	h) >=50 a < 100 Ha de SAU	33
22158	Monzón	14	h) >=50 a < 100 Ha de SAU	30
22158	Monzón	15	i) >=100 Ha de SAU	8
22158	Monzón	16	i) >=100 Ha de SAU	3
22158	Monzón	17	i) >=100 Ha de SAU	3
22158	Monzón	19	i) >=100 Ha de SAU	1
22160	Naval	01	a) Sin SAU	1
22160	Naval	02	b) <2 Ha de SAU	1
22160	Naval	05	b) <2 Ha de SAU	4
22160	Naval	06	c) >=2 a <5 Ha de SAU	1
22160	Naval	07	c) >=2 a <5 Ha de SAU	2
22160	Naval	08	c) >=2 a <5 Ha de SAU	2
22160	Naval	09	d) >=5 a < 10 Ha de SAU	7
22160	Naval	10	e) >=10 a <20 Ha de SAU	9
22160	Naval	11	f) >=20 a < 30 Ha de SAU	1
22160	Naval	12	g) >=30 a < 50 Ha de SAU	4
22160	Naval	13	h) >=50 a < 100 Ha de SAU	2
22160	Naval	14	h) >=50 a < 100 Ha de SAU	1
22160	Naval	15	i) >=100 Ha de SAU	1
22160	Naval	16	i) >=100 Ha de SAU	2
22162	Novales	05	b) <2 Ha de SAU	1
22162	Novales	07	c) >=2 a <5 Ha de SAU	1
22162	Novales	08	c) >=2 a <5 Ha de SAU	1
22162	Novales	09	d) >=5 a < 10 Ha de SAU	1
22162	Novales	10	e) >=10 a <20 Ha de SAU	8
22162	Novales	11	f) >=20 a < 30 Ha de SAU	2
22162	Novales	12	g) >=30 a < 50 Ha de SAU	3
22162	Novales	13	h) >=50 a < 100 Ha de SAU	1
22162	Novales	14	h) >=50 a < 100 Ha de SAU	1
22162	Novales	15	i) >=100 Ha de SAU	3
22162	Novales	16	i) >=100 Ha de SAU	1
22162	Novales	18	i) >=100 Ha de SAU	1
22163	Nueno	01	a) Sin SAU	3
22163	Nueno	03	b) <2 Ha de SAU	2
22163	Nueno	04	b) <2 Ha de SAU	1
22163	Nueno	05	b) <2 Ha de SAU	4
22163	Nueno	06	c) >=2 a <5 Ha de SAU	4
22163	Nueno	07	c) >=2 a <5 Ha de SAU	3
22163	Nueno	09	d) >=5 a < 10 Ha de SAU	8
22163	Nueno	10	e) >=10 a <20 Ha de SAU	5
22163	Nueno	11	f) >=20 a < 30 Ha de SAU	11
22163	Nueno	12	g) >=30 a < 50 Ha de SAU	4
22163	Nueno	13	h) >=50 a < 100 Ha de SAU	6
22163	Nueno	14	h) >=50 a < 100 Ha de SAU	4
22163	Nueno	15	i) >=100 Ha de SAU	4
22163	Nueno	16	i) >=100 Ha de SAU	1
22163	Nueno	17	i) >=100 Ha de SAU	3
22163	Nueno	18	i) >=100 Ha de SAU	4
22163	Nueno	19	i) >=100 Ha de SAU	1
22164	Olvena	01	a) Sin SAU	1
22164	Olvena	05	b) <2 Ha de SAU	1
22164	Olvena	06	c) >=2 a <5 Ha de SAU	4
22164	Olvena	07	c) >=2 a <5 Ha de SAU	1
22164	Olvena	08	c) >=2 a <5 Ha de SAU	1
22164	Olvena	09	d) >=5 a < 10 Ha de SAU	7
22164	Olvena	10	e) >=10 a <20 Ha de SAU	2
22164	Olvena	11	f) >=20 a < 30 Ha de SAU	5
22164	Olvena	12	g) >=30 a < 50 Ha de SAU	1
22165	Ontiñena	01	a) Sin SAU	3
22165	Ontiñena	03	b) <2 Ha de SAU	1
22165	Ontiñena	05	b) <2 Ha de SAU	9
22165	Ontiñena	06	c) >=2 a <5 Ha de SAU	4
22165	Ontiñena	07	c) >=2 a <5 Ha de SAU	4
