Municipio código	Municipio nombre	Superficie agrícola utilizada código	Superficie agrícola utilizada	Explotaciones
22046	Ballobar	01	a) Sin SAU	2
22046	Ballobar	04	b) <2 Ha de SAU	2
22046	Ballobar	05	b) <2 Ha de SAU	18
22046	Ballobar	06	c) >=2 a <5 Ha de SAU	3
22046	Ballobar	07	c) >=2 a <5 Ha de SAU	6
22046	Ballobar	08	c) >=2 a <5 Ha de SAU	3
22046	Ballobar	09	d) >=5 a < 10 Ha de SAU	12
22046	Ballobar	10	e) >=10 a <20 Ha de SAU	12
22046	Ballobar	11	f) >=20 a < 30 Ha de SAU	10
22046	Ballobar	12	g) >=30 a < 50 Ha de SAU	22
22046	Ballobar	13	h) >=50 a < 100 Ha de SAU	16
22046	Ballobar	14	h) >=50 a < 100 Ha de SAU	21
22046	Ballobar	15	i) >=100 Ha de SAU	9
22046	Ballobar	16	i) >=100 Ha de SAU	2
22046	Ballobar	17	i) >=100 Ha de SAU	4
22046	Ballobar	18	i) >=100 Ha de SAU	2
22046	Ballobar	19	i) >=100 Ha de SAU	2
22046	Ballobar	20	i) >=100 Ha de SAU	1
22047	Banastás	04	b) <2 Ha de SAU	1
22047	Banastás	10	e) >=10 a <20 Ha de SAU	1
22047	Banastás	13	h) >=50 a < 100 Ha de SAU	2
22047	Banastás	16	i) >=100 Ha de SAU	1
22048	Barbastro	01	a) Sin SAU	11
22048	Barbastro	02	b) <2 Ha de SAU	4
22048	Barbastro	03	b) <2 Ha de SAU	5
22048	Barbastro	04	b) <2 Ha de SAU	5
22048	Barbastro	05	b) <2 Ha de SAU	63
22048	Barbastro	06	c) >=2 a <5 Ha de SAU	47
22048	Barbastro	07	c) >=2 a <5 Ha de SAU	36
22048	Barbastro	08	c) >=2 a <5 Ha de SAU	12
22048	Barbastro	09	d) >=5 a < 10 Ha de SAU	68
22048	Barbastro	10	e) >=10 a <20 Ha de SAU	50
22048	Barbastro	11	f) >=20 a < 30 Ha de SAU	22
22048	Barbastro	12	g) >=30 a < 50 Ha de SAU	24
22048	Barbastro	13	h) >=50 a < 100 Ha de SAU	4
22048	Barbastro	14	h) >=50 a < 100 Ha de SAU	7
22048	Barbastro	15	i) >=100 Ha de SAU	7
22048	Barbastro	16	i) >=100 Ha de SAU	2
22048	Barbastro	17	i) >=100 Ha de SAU	2
22048	Barbastro	18	i) >=100 Ha de SAU	4
22048	Barbastro	19	i) >=100 Ha de SAU	1
22049	Barbués	05	b) <2 Ha de SAU	1
22049	Barbués	07	c) >=2 a <5 Ha de SAU	1
22049	Barbués	09	d) >=5 a < 10 Ha de SAU	3
22049	Barbués	10	e) >=10 a <20 Ha de SAU	7
22049	Barbués	11	f) >=20 a < 30 Ha de SAU	5
22049	Barbués	12	g) >=30 a < 50 Ha de SAU	5
22049	Barbués	13	h) >=50 a < 100 Ha de SAU	1
22049	Barbués	14	h) >=50 a < 100 Ha de SAU	2
22049	Barbués	15	i) >=100 Ha de SAU	3
22049	Barbués	16	i) >=100 Ha de SAU	2
22049	Barbués	17	i) >=100 Ha de SAU	1
22050	Barbuñales	06	c) >=2 a <5 Ha de SAU	1
22050	Barbuñales	07	c) >=2 a <5 Ha de SAU	1
22050	Barbuñales	09	d) >=5 a < 10 Ha de SAU	2
22050	Barbuñales	10	e) >=10 a <20 Ha de SAU	8
22050	Barbuñales	11	f) >=20 a < 30 Ha de SAU	1
22050	Barbuñales	12	g) >=30 a < 50 Ha de SAU	8
22050	Barbuñales	13	h) >=50 a < 100 Ha de SAU	2
22050	Barbuñales	17	i) >=100 Ha de SAU	1
22050	Barbuñales	19	i) >=100 Ha de SAU	1
22051	Bárcabo	05	b) <2 Ha de SAU	1
22051	Bárcabo	06	c) >=2 a <5 Ha de SAU	2
22051	Bárcabo	09	d) >=5 a < 10 Ha de SAU	5
22051	Bárcabo	10	e) >=10 a <20 Ha de SAU	9
22051	Bárcabo	11	f) >=20 a < 30 Ha de SAU	8
22051	Bárcabo	12	g) >=30 a < 50 Ha de SAU	24
22051	Bárcabo	13	h) >=50 a < 100 Ha de SAU	9
22051	Bárcabo	14	h) >=50 a < 100 Ha de SAU	4
22051	Bárcabo	15	i) >=100 Ha de SAU	4
22051	Bárcabo	17	i) >=100 Ha de SAU	2
22052	Belver de Cinca	01	a) Sin SAU	14
22052	Belver de Cinca	02	b) <2 Ha de SAU	2
22052	Belver de Cinca	03	b) <2 Ha de SAU	3
22052	Belver de Cinca	04	b) <2 Ha de SAU	3
22052	Belver de Cinca	05	b) <2 Ha de SAU	31
22052	Belver de Cinca	06	c) >=2 a <5 Ha de SAU	26
22052	Belver de Cinca	07	c) >=2 a <5 Ha de SAU	17
22052	Belver de Cinca	08	c) >=2 a <5 Ha de SAU	11
22052	Belver de Cinca	09	d) >=5 a < 10 Ha de SAU	49
22052	Belver de Cinca	10	e) >=10 a <20 Ha de SAU	33
22052	Belver de Cinca	11	f) >=20 a < 30 Ha de SAU	13
22052	Belver de Cinca	12	g) >=30 a < 50 Ha de SAU	12
22052	Belver de Cinca	13	h) >=50 a < 100 Ha de SAU	5
22052	Belver de Cinca	14	h) >=50 a < 100 Ha de SAU	1
22052	Belver de Cinca	15	i) >=100 Ha de SAU	4
22052	Belver de Cinca	16	i) >=100 Ha de SAU	1
22052	Belver de Cinca	17	i) >=100 Ha de SAU	1
22052	Belver de Cinca	18	i) >=100 Ha de SAU	1
22052	Belver de Cinca	19	i) >=100 Ha de SAU	4
22053	Benabarre	01	a) Sin SAU	12
22053	Benabarre	02	b) <2 Ha de SAU	1
22053	Benabarre	05	b) <2 Ha de SAU	10
22053	Benabarre	06	c) >=2 a <5 Ha de SAU	3
22053	Benabarre	07	c) >=2 a <5 Ha de SAU	7
22053	Benabarre	08	c) >=2 a <5 Ha de SAU	7
22053	Benabarre	09	d) >=5 a < 10 Ha de SAU	11
22053	Benabarre	10	e) >=10 a <20 Ha de SAU	20
22053	Benabarre	11	f) >=20 a < 30 Ha de SAU	18
22053	Benabarre	12	g) >=30 a < 50 Ha de SAU	28
22053	Benabarre	13	h) >=50 a < 100 Ha de SAU	18
22053	Benabarre	14	h) >=50 a < 100 Ha de SAU	8
22053	Benabarre	15	i) >=100 Ha de SAU	13
22053	Benabarre	16	i) >=100 Ha de SAU	4
22053	Benabarre	17	i) >=100 Ha de SAU	1
22053	Benabarre	18	i) >=100 Ha de SAU	3
22054	Benasque	05	b) <2 Ha de SAU	5
22054	Benasque	06	c) >=2 a <5 Ha de SAU	3
22054	Benasque	07	c) >=2 a <5 Ha de SAU	2
22054	Benasque	08	c) >=2 a <5 Ha de SAU	1
22054	Benasque	09	d) >=5 a < 10 Ha de SAU	2
22054	Benasque	10	e) >=10 a <20 Ha de SAU	5
22054	Benasque	11	f) >=20 a < 30 Ha de SAU	7
22054	Benasque	12	g) >=30 a < 50 Ha de SAU	5
22054	Benasque	13	h) >=50 a < 100 Ha de SAU	2
22054	Benasque	14	h) >=50 a < 100 Ha de SAU	1
22054	Benasque	15	i) >=100 Ha de SAU	1
22054	Benasque	16	i) >=100 Ha de SAU	2
22054	Benasque	17	i) >=100 Ha de SAU	2
22054	Benasque	18	i) >=100 Ha de SAU	1
22054	Benasque	19	i) >=100 Ha de SAU	1
22055	Berbegal	01	a) Sin SAU	1
22055	Berbegal	05	b) <2 Ha de SAU	10
22055	Berbegal	06	c) >=2 a <5 Ha de SAU	4
22055	Berbegal	07	c) >=2 a <5 Ha de SAU	4
22055	Berbegal	08	c) >=2 a <5 Ha de SAU	4
22055	Berbegal	09	d) >=5 a < 10 Ha de SAU	11
22055	Berbegal	10	e) >=10 a <20 Ha de SAU	15
22055	Berbegal	11	f) >=20 a < 30 Ha de SAU	4
22055	Berbegal	12	g) >=30 a < 50 Ha de SAU	14
22055	Berbegal	13	h) >=50 a < 100 Ha de SAU	8
22055	Berbegal	14	h) >=50 a < 100 Ha de SAU	6
22055	Berbegal	15	i) >=100 Ha de SAU	5
22055	Berbegal	16	i) >=100 Ha de SAU	1
22055	Berbegal	17	i) >=100 Ha de SAU	2
22057	Bielsa	01	a) Sin SAU	1
22057	Bielsa	02	b) <2 Ha de SAU	3
22057	Bielsa	05	b) <2 Ha de SAU	2
22057	Bielsa	06	c) >=2 a <5 Ha de SAU	3
22057	Bielsa	07	c) >=2 a <5 Ha de SAU	2
22057	Bielsa	09	d) >=5 a < 10 Ha de SAU	1
22057	Bielsa	10	e) >=10 a <20 Ha de SAU	5
22057	Bielsa	11	f) >=20 a < 30 Ha de SAU	2
22057	Bielsa	12	g) >=30 a < 50 Ha de SAU	1
22057	Bielsa	13	h) >=50 a < 100 Ha de SAU	1
22057	Bielsa	16	i) >=100 Ha de SAU	2
22057	Bielsa	17	i) >=100 Ha de SAU	1
22057	Bielsa	21	i) >=100 Ha de SAU	1
22058	Bierge	04	b) <2 Ha de SAU	1
22058	Bierge	05	b) <2 Ha de SAU	9
22058	Bierge	06	c) >=2 a <5 Ha de SAU	8
22058	Bierge	07	c) >=2 a <5 Ha de SAU	5
22058	Bierge	08	c) >=2 a <5 Ha de SAU	1
22058	Bierge	09	d) >=5 a < 10 Ha de SAU	16
22058	Bierge	10	e) >=10 a <20 Ha de SAU	14
22058	Bierge	11	f) >=20 a < 30 Ha de SAU	7
22058	Bierge	12	g) >=30 a < 50 Ha de SAU	27
22058	Bierge	13	h) >=50 a < 100 Ha de SAU	13
22058	Bierge	14	h) >=50 a < 100 Ha de SAU	2
22058	Bierge	15	i) >=100 Ha de SAU	5
22058	Bierge	17	i) >=100 Ha de SAU	2
22058	Bierge	19	i) >=100 Ha de SAU	1
22059	Biescas	01	a) Sin SAU	3
22059	Biescas	04	b) <2 Ha de SAU	1
22059	Biescas	05	b) <2 Ha de SAU	4
22059	Biescas	06	c) >=2 a <5 Ha de SAU	2
22059	Biescas	07	c) >=2 a <5 Ha de SAU	7
22059	Biescas	08	c) >=2 a <5 Ha de SAU	2
22059	Biescas	09	d) >=5 a < 10 Ha de SAU	12
22059	Biescas	10	e) >=10 a <20 Ha de SAU	17
22059	Biescas	11	f) >=20 a < 30 Ha de SAU	4
22059	Biescas	12	g) >=30 a < 50 Ha de SAU	9
22059	Biescas	13	h) >=50 a < 100 Ha de SAU	2
22059	Biescas	14	h) >=50 a < 100 Ha de SAU	3
22059	Biescas	15	i) >=100 Ha de SAU	5
22059	Biescas	16	i) >=100 Ha de SAU	4
22059	Biescas	17	i) >=100 Ha de SAU	2
22059	Biescas	18	i) >=100 Ha de SAU	3
22059	Biescas	19	i) >=100 Ha de SAU	4
22060	Binaced	01	a) Sin SAU	10
22060	Binaced	02	b) <2 Ha de SAU	1
22060	Binaced	03	b) <2 Ha de SAU	3
22060	Binaced	04	b) <2 Ha de SAU	8
22060	Binaced	05	b) <2 Ha de SAU	22
22060	Binaced	06	c) >=2 a <5 Ha de SAU	17
22060	Binaced	07	c) >=2 a <5 Ha de SAU	11
22060	Binaced	08	c) >=2 a <5 Ha de SAU	14
22060	Binaced	09	d) >=5 a < 10 Ha de SAU	51
22060	Binaced	10	e) >=10 a <20 Ha de SAU	56
22060	Binaced	11	f) >=20 a < 30 Ha de SAU	36
22060	Binaced	12	g) >=30 a < 50 Ha de SAU	17
22060	Binaced	13	h) >=50 a < 100 Ha de SAU	9
22060	Binaced	14	h) >=50 a < 100 Ha de SAU	7
22060	Binaced	15	i) >=100 Ha de SAU	2
22060	Binaced	16	i) >=100 Ha de SAU	1
22060	Binaced	17	i) >=100 Ha de SAU	3
22060	Binaced	18	i) >=100 Ha de SAU	4
22061	Binéfar	01	a) Sin SAU	6
22061	Binéfar	02	b) <2 Ha de SAU	1
22061	Binéfar	03	b) <2 Ha de SAU	12
22061	Binéfar	04	b) <2 Ha de SAU	6
22061	Binéfar	05	b) <2 Ha de SAU	41
22061	Binéfar	06	c) >=2 a <5 Ha de SAU	19
22061	Binéfar	07	c) >=2 a <5 Ha de SAU	16
22061	Binéfar	08	c) >=2 a <5 Ha de SAU	12
22061	Binéfar	09	d) >=5 a < 10 Ha de SAU	31
22061	Binéfar	10	e) >=10 a <20 Ha de SAU	15
22061	Binéfar	11	f) >=20 a < 30 Ha de SAU	4
22061	Binéfar	12	g) >=30 a < 50 Ha de SAU	10
22061	Binéfar	13	h) >=50 a < 100 Ha de SAU	3
22061	Binéfar	14	h) >=50 a < 100 Ha de SAU	2
22061	Binéfar	15	i) >=100 Ha de SAU	1
22061	Binéfar	16	i) >=100 Ha de SAU	2
22062	Bisaurri	01	a) Sin SAU	2
22062	Bisaurri	05	b) <2 Ha de SAU	2
22062	Bisaurri	07	c) >=2 a <5 Ha de SAU	1
22062	Bisaurri	08	c) >=2 a <5 Ha de SAU	1
22062	Bisaurri	09	d) >=5 a < 10 Ha de SAU	6
22062	Bisaurri	10	e) >=10 a <20 Ha de SAU	4
22062	Bisaurri	11	f) >=20 a < 30 Ha de SAU	5
22062	Bisaurri	12	g) >=30 a < 50 Ha de SAU	9
22062	Bisaurri	13	h) >=50 a < 100 Ha de SAU	2
22062	Bisaurri	14	h) >=50 a < 100 Ha de SAU	4
22062	Bisaurri	15	i) >=100 Ha de SAU	3
22062	Bisaurri	16	i) >=100 Ha de SAU	3
22062	Bisaurri	17	i) >=100 Ha de SAU	3
22062	Bisaurri	18	i) >=100 Ha de SAU	2
22062	Bisaurri	19	i) >=100 Ha de SAU	1
22063	Biscarrués	01	a) Sin SAU	1
22063	Biscarrués	05	b) <2 Ha de SAU	1
22063	Biscarrués	06	c) >=2 a <5 Ha de SAU	1
22063	Biscarrués	07	c) >=2 a <5 Ha de SAU	5
22063	Biscarrués	08	c) >=2 a <5 Ha de SAU	2
22063	Biscarrués	09	d) >=5 a < 10 Ha de SAU	11
22063	Biscarrués	10	e) >=10 a <20 Ha de SAU	4
22063	Biscarrués	11	f) >=20 a < 30 Ha de SAU	6
22063	Biscarrués	12	g) >=30 a < 50 Ha de SAU	3
22063	Biscarrués	13	h) >=50 a < 100 Ha de SAU	2
22063	Biscarrués	14	h) >=50 a < 100 Ha de SAU	6
22063	Biscarrués	15	i) >=100 Ha de SAU	5
22063	Biscarrués	16	i) >=100 Ha de SAU	3
22064	Blecua y Torres	01	a) Sin SAU	1
22064	Blecua y Torres	02	b) <2 Ha de SAU	1
22064	Blecua y Torres	05	b) <2 Ha de SAU	4
22064	Blecua y Torres	06	c) >=2 a <5 Ha de SAU	2
22064	Blecua y Torres	07	c) >=2 a <5 Ha de SAU	2
22064	Blecua y Torres	08	c) >=2 a <5 Ha de SAU	1
22064	Blecua y Torres	09	d) >=5 a < 10 Ha de SAU	4
22064	Blecua y Torres	10	e) >=10 a <20 Ha de SAU	1
22064	Blecua y Torres	11	f) >=20 a < 30 Ha de SAU	4
22064	Blecua y Torres	12	g) >=30 a < 50 Ha de SAU	5
22064	Blecua y Torres	13	h) >=50 a < 100 Ha de SAU	4
22064	Blecua y Torres	14	h) >=50 a < 100 Ha de SAU	4
22064	Blecua y Torres	15	i) >=100 Ha de SAU	4
22064	Blecua y Torres	16	i) >=100 Ha de SAU	2
22064	Blecua y Torres	17	i) >=100 Ha de SAU	2
22064	Blecua y Torres	18	i) >=100 Ha de SAU	2
22066	Boltaña	01	a) Sin SAU	2
22066	Boltaña	03	b) <2 Ha de SAU	1
22066	Boltaña	05	b) <2 Ha de SAU	2
22066	Boltaña	06	c) >=2 a <5 Ha de SAU	1
22066	Boltaña	07	c) >=2 a <5 Ha de SAU	2
22066	Boltaña	08	c) >=2 a <5 Ha de SAU	1
22066	Boltaña	09	d) >=5 a < 10 Ha de SAU	4
22066	Boltaña	10	e) >=10 a <20 Ha de SAU	6
22066	Boltaña	11	f) >=20 a < 30 Ha de SAU	1
22066	Boltaña	12	g) >=30 a < 50 Ha de SAU	8
22066	Boltaña	13	h) >=50 a < 100 Ha de SAU	5
22066	Boltaña	14	h) >=50 a < 100 Ha de SAU	2
22066	Boltaña	15	i) >=100 Ha de SAU	2
22066	Boltaña	16	i) >=100 Ha de SAU	4
22066	Boltaña	17	i) >=100 Ha de SAU	2
22066	Boltaña	18	i) >=100 Ha de SAU	3
22067	Bonansa	07	c) >=2 a <5 Ha de SAU	1
22067	Bonansa	10	e) >=10 a <20 Ha de SAU	1
22067	Bonansa	12	g) >=30 a < 50 Ha de SAU	1
22067	Bonansa	13	h) >=50 a < 100 Ha de SAU	2
22067	Bonansa	14	h) >=50 a < 100 Ha de SAU	2
22067	Bonansa	15	i) >=100 Ha de SAU	3
22067	Bonansa	16	i) >=100 Ha de SAU	2
22067	Bonansa	17	i) >=100 Ha de SAU	1
22068	Borau	07	c) >=2 a <5 Ha de SAU	1
22068	Borau	11	f) >=20 a < 30 Ha de SAU	1
22068	Borau	14	h) >=50 a < 100 Ha de SAU	1
22068	Borau	15	i) >=100 Ha de SAU	2
22068	Borau	19	i) >=100 Ha de SAU	1
22069	Broto	01	a) Sin SAU	2
22069	Broto	02	b) <2 Ha de SAU	1
22069	Broto	04	b) <2 Ha de SAU	1
22069	Broto	05	b) <2 Ha de SAU	1
22069	Broto	06	c) >=2 a <5 Ha de SAU	1
22069	Broto	07	c) >=2 a <5 Ha de SAU	2
22069	Broto	08	c) >=2 a <5 Ha de SAU	3
22069	Broto	09	d) >=5 a < 10 Ha de SAU	5
22069	Broto	10	e) >=10 a <20 Ha de SAU	5
22069	Broto	11	f) >=20 a < 30 Ha de SAU	7
22069	Broto	12	g) >=30 a < 50 Ha de SAU	9
22069	Broto	13	h) >=50 a < 100 Ha de SAU	5
22069	Broto	14	h) >=50 a < 100 Ha de SAU	5
22069	Broto	16	i) >=100 Ha de SAU	1
22069	Broto	21	i) >=100 Ha de SAU	1
22072	Caldearenas	01	a) Sin SAU	2
22072	Caldearenas	05	b) <2 Ha de SAU	2
22072	Caldearenas	06	c) >=2 a <5 Ha de SAU	2
22072	Caldearenas	10	e) >=10 a <20 Ha de SAU	6
22072	Caldearenas	11	f) >=20 a < 30 Ha de SAU	9
22072	Caldearenas	12	g) >=30 a < 50 Ha de SAU	24
22072	Caldearenas	13	h) >=50 a < 100 Ha de SAU	6
22072	Caldearenas	14	h) >=50 a < 100 Ha de SAU	4
22072	Caldearenas	15	i) >=100 Ha de SAU	3
22072	Caldearenas	16	i) >=100 Ha de SAU	3
22072	Caldearenas	17	i) >=100 Ha de SAU	1
22072	Caldearenas	19	i) >=100 Ha de SAU	2
22074	Campo	01	a) Sin SAU	2
22074	Campo	05	b) <2 Ha de SAU	1
22074	Campo	09	d) >=5 a < 10 Ha de SAU	2
22074	Campo	10	e) >=10 a <20 Ha de SAU	4
22074	Campo	12	g) >=30 a < 50 Ha de SAU	1
22074	Campo	15	i) >=100 Ha de SAU	2
22074	Campo	16	i) >=100 Ha de SAU	1
22075	Camporrells	01	a) Sin SAU	3
22075	Camporrells	02	b) <2 Ha de SAU	1
22075	Camporrells	05	b) <2 Ha de SAU	3
22075	Camporrells	06	c) >=2 a <5 Ha de SAU	4
22075	Camporrells	09	d) >=5 a < 10 Ha de SAU	12
22075	Camporrells	10	e) >=10 a <20 Ha de SAU	12
22075	Camporrells	11	f) >=20 a < 30 Ha de SAU	2
22075	Camporrells	12	g) >=30 a < 50 Ha de SAU	8
22075	Camporrells	13	h) >=50 a < 100 Ha de SAU	1
22075	Camporrells	14	h) >=50 a < 100 Ha de SAU	2
22076	Canal de Berdún	01	a) Sin SAU	1
22076	Canal de Berdún	05	b) <2 Ha de SAU	3
22076	Canal de Berdún	07	c) >=2 a <5 Ha de SAU	1
22076	Canal de Berdún	08	c) >=2 a <5 Ha de SAU	1
22076	Canal de Berdún	09	d) >=5 a < 10 Ha de SAU	13
22076	Canal de Berdún	10	e) >=10 a <20 Ha de SAU	14
22076	Canal de Berdún	11	f) >=20 a < 30 Ha de SAU	11
22076	Canal de Berdún	12	g) >=30 a < 50 Ha de SAU	16
22076	Canal de Berdún	13	h) >=50 a < 100 Ha de SAU	17
22076	Canal de Berdún	14	h) >=50 a < 100 Ha de SAU	9
22076	Canal de Berdún	15	i) >=100 Ha de SAU	7
22076	Canal de Berdún	16	i) >=100 Ha de SAU	2
22076	Canal de Berdún	17	i) >=100 Ha de SAU	5
22076	Canal de Berdún	18	i) >=100 Ha de SAU	2
22077	Candasnos	01	a) Sin SAU	2
22077	Candasnos	05	b) <2 Ha de SAU	2
22077	Candasnos	06	c) >=2 a <5 Ha de SAU	1
22077	Candasnos	08	c) >=2 a <5 Ha de SAU	1
22077	Candasnos	09	d) >=5 a < 10 Ha de SAU	3
22077	Candasnos	10	e) >=10 a <20 Ha de SAU	16
22077	Candasnos	11	f) >=20 a < 30 Ha de SAU	9
22077	Candasnos	12	g) >=30 a < 50 Ha de SAU	18
22077	Candasnos	13	h) >=50 a < 100 Ha de SAU	13
22077	Candasnos	14	h) >=50 a < 100 Ha de SAU	16
22077	Candasnos	15	i) >=100 Ha de SAU	10
22077	Candasnos	16	i) >=100 Ha de SAU	3
22077	Candasnos	17	i) >=100 Ha de SAU	5
22077	Candasnos	18	i) >=100 Ha de SAU	3
22078	Canfranc	02	b) <2 Ha de SAU	1
22078	Canfranc	05	b) <2 Ha de SAU	1
22078	Canfranc	14	h) >=50 a < 100 Ha de SAU	1
22078	Canfranc	21	i) >=100 Ha de SAU	1
22079	Capdesaso	06	c) >=2 a <5 Ha de SAU	2
22079	Capdesaso	09	d) >=5 a < 10 Ha de SAU	5
22079	Capdesaso	10	e) >=10 a <20 Ha de SAU	1
22079	Capdesaso	11	f) >=20 a < 30 Ha de SAU	4
22079	Capdesaso	12	g) >=30 a < 50 Ha de SAU	6
22079	Capdesaso	13	h) >=50 a < 100 Ha de SAU	2
22079	Capdesaso	14	h) >=50 a < 100 Ha de SAU	1
22079	Capdesaso	15	i) >=100 Ha de SAU	2
22080	Capella	01	a) Sin SAU	2
22080	Capella	05	b) <2 Ha de SAU	3
22080	Capella	06	c) >=2 a <5 Ha de SAU	1
22080	Capella	07	c) >=2 a <5 Ha de SAU	4
22080	Capella	08	c) >=2 a <5 Ha de SAU	2
22080	Capella	09	d) >=5 a < 10 Ha de SAU	10
22080	Capella	10	e) >=10 a <20 Ha de SAU	15
22080	Capella	11	f) >=20 a < 30 Ha de SAU	10
22080	Capella	12	g) >=30 a < 50 Ha de SAU	5
22080	Capella	13	h) >=50 a < 100 Ha de SAU	4
22080	Capella	14	h) >=50 a < 100 Ha de SAU	3
22080	Capella	15	i) >=100 Ha de SAU	1
22080	Capella	16	i) >=100 Ha de SAU	4
22080	Capella	17	i) >=100 Ha de SAU	1
22081	Casbas de Huesca	05	b) <2 Ha de SAU	10
22081	Casbas de Huesca	06	c) >=2 a <5 Ha de SAU	3
22081	Casbas de Huesca	07	c) >=2 a <5 Ha de SAU	2
22081	Casbas de Huesca	08	c) >=2 a <5 Ha de SAU	1
22081	Casbas de Huesca	09	d) >=5 a < 10 Ha de SAU	7
22081	Casbas de Huesca	10	e) >=10 a <20 Ha de SAU	8
22081	Casbas de Huesca	11	f) >=20 a < 30 Ha de SAU	18
22081	Casbas de Huesca	12	g) >=30 a < 50 Ha de SAU	22
22081	Casbas de Huesca	13	h) >=50 a < 100 Ha de SAU	9
22081	Casbas de Huesca	14	h) >=50 a < 100 Ha de SAU	7
22081	Casbas de Huesca	15	i) >=100 Ha de SAU	11
22081	Casbas de Huesca	16	i) >=100 Ha de SAU	1
22082	Castejón del Puente	01	a) Sin SAU	2
22082	Castejón del Puente	05	b) <2 Ha de SAU	5
22082	Castejón del Puente	06	c) >=2 a <5 Ha de SAU	4
22082	Castejón del Puente	07	c) >=2 a <5 Ha de SAU	4
22082	Castejón del Puente	08	c) >=2 a <5 Ha de SAU	1
22082	Castejón del Puente	09	d) >=5 a < 10 Ha de SAU	7
22082	Castejón del Puente	10	e) >=10 a <20 Ha de SAU	6
22082	Castejón del Puente	11	f) >=20 a < 30 Ha de SAU	7
22082	Castejón del Puente	12	g) >=30 a < 50 Ha de SAU	7
22082	Castejón del Puente	13	h) >=50 a < 100 Ha de SAU	3
22082	Castejón del Puente	14	h) >=50 a < 100 Ha de SAU	3
22082	Castejón del Puente	15	i) >=100 Ha de SAU	1
22082	Castejón del Puente	16	i) >=100 Ha de SAU	1
22082	Castejón del Puente	17	i) >=100 Ha de SAU	2
22083	Castejón de Monegros	01	a) Sin SAU	7
22083	Castejón de Monegros	03	b) <2 Ha de SAU	1
22083	Castejón de Monegros	05	b) <2 Ha de SAU	3
22083	Castejón de Monegros	06	c) >=2 a <5 Ha de SAU	1
22083	Castejón de Monegros	07	c) >=2 a <5 Ha de SAU	1
22083	Castejón de Monegros	08	c) >=2 a <5 Ha de SAU	4
22083	Castejón de Monegros	09	d) >=5 a < 10 Ha de SAU	11
22083	Castejón de Monegros	10	e) >=10 a <20 Ha de SAU	19
22083	Castejón de Monegros	11	f) >=20 a < 30 Ha de SAU	14
22083	Castejón de Monegros	12	g) >=30 a < 50 Ha de SAU	18
22083	Castejón de Monegros	13	h) >=50 a < 100 Ha de SAU	10
22083	Castejón de Monegros	14	h) >=50 a < 100 Ha de SAU	13
22083	Castejón de Monegros	15	i) >=100 Ha de SAU	5
22083	Castejón de Monegros	16	i) >=100 Ha de SAU	5
22083	Castejón de Monegros	17	i) >=100 Ha de SAU	7
22083	Castejón de Monegros	18	i) >=100 Ha de SAU	7
22083	Castejón de Monegros	20	i) >=100 Ha de SAU	1
22084	Castejón de Sos	02	b) <2 Ha de SAU	1
22084	Castejón de Sos	05	b) <2 Ha de SAU	3
22084	Castejón de Sos	07	c) >=2 a <5 Ha de SAU	1
22084	Castejón de Sos	09	d) >=5 a < 10 Ha de SAU	3
22084	Castejón de Sos	10	e) >=10 a <20 Ha de SAU	5
22084	Castejón de Sos	11	f) >=20 a < 30 Ha de SAU	2
22084	Castejón de Sos	12	g) >=30 a < 50 Ha de SAU	7
22084	Castejón de Sos	13	h) >=50 a < 100 Ha de SAU	1
22084	Castejón de Sos	15	i) >=100 Ha de SAU	1
22084	Castejón de Sos	16	i) >=100 Ha de SAU	1
22084	Castejón de Sos	17	i) >=100 Ha de SAU	2
22084	Castejón de Sos	19	i) >=100 Ha de SAU	1
22085	Castelflorite	01	a) Sin SAU	1
22085	Castelflorite	06	c) >=2 a <5 Ha de SAU	1
22085	Castelflorite	08	c) >=2 a <5 Ha de SAU	1
22085	Castelflorite	09	d) >=5 a < 10 Ha de SAU	2
22085	Castelflorite	10	e) >=10 a <20 Ha de SAU	6
22085	Castelflorite	11	f) >=20 a < 30 Ha de SAU	4
22085	Castelflorite	12	g) >=30 a < 50 Ha de SAU	10
22085	Castelflorite	13	h) >=50 a < 100 Ha de SAU	11
22085	Castelflorite	14	h) >=50 a < 100 Ha de SAU	6
22086	Castiello de Jaca	01	a) Sin SAU	1
22086	Castiello de Jaca	05	b) <2 Ha de SAU	2
22086	Castiello de Jaca	08	c) >=2 a <5 Ha de SAU	1
22086	Castiello de Jaca	09	d) >=5 a < 10 Ha de SAU	4
22086	Castiello de Jaca	10	e) >=10 a <20 Ha de SAU	4
22086	Castiello de Jaca	14	h) >=50 a < 100 Ha de SAU	1
22086	Castiello de Jaca	15	i) >=100 Ha de SAU	1
22086	Castiello de Jaca	18	i) >=100 Ha de SAU	1
22087	Castigaleu	07	c) >=2 a <5 Ha de SAU	1
22087	Castigaleu	10	e) >=10 a <20 Ha de SAU	2
22087	Castigaleu	12	g) >=30 a < 50 Ha de SAU	5
22087	Castigaleu	13	h) >=50 a < 100 Ha de SAU	2
22087	Castigaleu	14	h) >=50 a < 100 Ha de SAU	3
22087	Castigaleu	15	i) >=100 Ha de SAU	6
22087	Castigaleu	16	i) >=100 Ha de SAU	1
22088	Castillazuelo	03	b) <2 Ha de SAU	2
22088	Castillazuelo	05	b) <2 Ha de SAU	12
