Año	Provincia nombre	Municipio código	Municipio nombre	Saldo Vegetativo	Nacidos vivos residentes	Matrimonios residentes	Defunciones residentes
2015	Huesca	22155	Monesma y Cajigar	-2	1		3
2015	Huesca	22156	Monflorite-Lascasas	0	3	2	3
2015	Huesca	22158	Monzón	-11	170	62	181
2015	Huesca	22160	Naval	0	2		2
2015	Huesca	22163	Nueno	-1	4	1	5
2015	Huesca	22165	Ontiñena	-7	3		10
2015	Huesca	22167	Osso de Cinca	-5	4	3	9
2015	Huesca	22170	Panticosa	0	8	5	8
2015	Huesca	22172	Peñalba	-3	3		6
2015	Huesca	22173	Peñas de Riglos (Las)	0	1		1
2015	Huesca	22174	Peralta de Alcofea	-10	3	2	13
2015	Huesca	22176	Peraltilla	2	3		1
2015	Huesca	22182	Plan	-4	2	1	6
2015	Huesca	22184	Poleñino	-1	3		4
2015	Huesca	22186	Pozán de Vero	-5	2		7
2015	Huesca	22189	Puértolas	0	3	1	3
2015	Huesca	22193	Pueyo de Santa Cruz	1	5	2	4
2015	Huesca	22195	Quicena	0	2		2
2015	Huesca	22197	Robres	-2	6	2	8
2015	Huesca	22199	Sabiñánigo	-25	68	31	93
2015	Huesca	22200	Sahún	1	4		3
2015	Huesca	22201	Salas Altas	-6	2		8
2015	Huesca	22203	Salillas	0	2		2
2015	Huesca	22204	Sallent de Gállego	3	12	4	9
2015	Huesca	22205	San Esteban de Litera	-6	5		11
2015	Huesca	22208	Santa Cilia	1	1	1	
2015	Huesca	22209	Santa Cruz de la Serós	0	1		1
2015	Huesca	22213	Sariñena	-7	38	19	45
2015	Huesca	22214	Secastilla	-3	1		4
2015	Huesca	22217	Sena	-3	2		5
2015	Huesca	22221	Sesué	-2	1		3
2015	Huesca	22222	Siétamo	2	6	1	4
2015	Huesca	22225	Tamarite de Litera	-38	21	12	59
2015	Huesca	22226	Tardienta	-10	10	5	20
2015	Huesca	22227	Tella-Sin	-2	1		3
2015	Huesca	22228	Tierz	6	8	3	2
2015	Huesca	22230	Torla-Ordesa	2	4		2
2015	Huesca	22234	Torrente de Cinca	-9	1		10
2015	Huesca	22236	Torres de Barbués	-8	1		9
2015	Huesca	22245	Velilla de Cinca	-3	2	2	5
2015	Huesca	22249	Villanova	2	2		
2015	Huesca	22250	Villanúa	2	3	1	1
2015	Huesca	22254	Zaidín	-6	11	2	17
2015	Huesca	22901	Valle de Hecho	-7	5		12
2015	Huesca	22902	Puente la Reina de Jaca	-1	3		4
2015	Huesca	22903	San Miguel del Cinca	-10	4	4	14
2015	Huesca	22904	Sotonera (La)	-13	4	1	17
2015	Huesca	22905	Lupiñén-Ortilla	0	1	1	1
2015	Huesca	22906	Santa María de Dulcis	-2	1		3
2015	Huesca	22907	Aínsa-Sobrarbe	2	28	7	26
2015	Teruel	44004	Aguaviva	-3	4		7
2015	Teruel	44005	Aguilar del Alfambra	-1	2		3
2015	Teruel	44007	Alba	-6	1		7
2015	Teruel	44008	Albalate del Arzobispo	-13	15		28
2015	Teruel	44009	Albarracín	-9	8	4	17
2015	Teruel	44010	Albentosa	-2	1		3
2015	Teruel	44011	Alcaine	-2	1		3
2015	Teruel	44013	Alcañiz	8	156	60	148
2015	Teruel	44014	Alcorisa	-8	29	11	37
2015	Teruel	44016	Alfambra	-3	2		5
2015	Teruel	44017	Aliaga	-1	1	1	2
2015	Teruel	44022	Alloza	-4	4	3	8
2015	Teruel	44025	Andorra	-34	43	19	77
2015	Teruel	44027	Arens de Lledó	-3	1		4
2015	Teruel	44029	Ariño	-8	7	3	15
2015	Teruel	44037	Beceite	3	7		4
2015	Teruel	44040	Berge	6	6		
2015	Teruel	44044	Bordón	0	1		1
2015	Teruel	44045	Bronchales	-3	1	2	4
2015	Teruel	44049	Calaceite	-3	7	2	10
2015	Teruel	44050	Calamocha	-39	30	7	69
2015	Teruel	44051	Calanda	-22	23	10	45
2015	Teruel	44053	Camañas	-2	1		3
2015	Teruel	44054	Camarena de la Sierra	-1	2		3
2015	Teruel	44059	Cantavieja	-4	4		8
2015	Teruel	44063	Cañizar del Olivar	2	2		
2015	Teruel	44066	Castel de Cabra	-1	1		2
2015	Teruel	44067	Castelnou	-3	2		5
2015	Teruel	44068	Castelserás	-12	2	2	14
2015	Teruel	44071	Castellote	-9	2	3	11
2015	Teruel	44074	Cedrillas	-1	5	2	6
2015	Teruel	44075	Celadas	-7	2		9
2015	Teruel	44076	Cella	-27	18	13	45
2015	Teruel	44084	Cortes de Aragón	-2	1		3
2015	Teruel	44086	Cretas	-3	5		8
2015	Teruel	44088	Cuba (La)	0	1		1
2015	Teruel	44094	Cuevas Labradas	-4	1		5
2015	Teruel	44099	Escucha	5	12	4	7
2015	Teruel	44100	Estercuel	-5	1		6
2015	Teruel	44106	Fortanete	-1	2		3
2015	Teruel	44107	Foz-Calanda	-3	1	2	4
2015	Teruel	44108	Fresneda (La)	-4	3	1	7
2015	Teruel	44111	Fuentes Calientes	0	2		2
2015	Teruel	44112	Fuentes Claras	-9	5	1	14
2015	Teruel	44114	Fuentespalda	-1	2	3	3
2015	Teruel	44117	Gea de Albarracín	-5	1		6
2015	Teruel	44118	Ginebrosa (La)	-3	1	1	4
2015	Teruel	44120	Guadalaviar	-3	1		4
2015	Teruel	44121	Gúdar	0	1		1
2015	Teruel	44122	Híjar	-22	6	1	28
2015	Teruel	44124	Hoz de la Vieja (La)	-1	1		2
2015	Teruel	44126	Iglesuela del Cid (La)	-11	2		13
2015	Teruel	44130	Jorcas	-1	1		2
2015	Teruel	44132	Lagueruela	2	2		
2015	Teruel	44143	Manzanera	-2	4	1	6
2015	Teruel	44144	Martín del Río	-3	2	2	5
2015	Teruel	44145	Mas de las Matas	-9	8	5	17
2015	Teruel	44146	Mata de los Olmos (La)	-1	1	2	2
2015	Teruel	44147	Mazaleón	-7	1		8
2015	Teruel	44153	Monreal del Campo	-22	31	5	53
2015	Teruel	44154	Monroyo	-1	2		3
2015	Teruel	44155	Montalbán	-12	9	2	21
2015	Teruel	44158	Mora de Rubielos	-13	11	5	24
2015	Teruel	44160	Mosqueruela	-2	6	4	8
2015	Teruel	44161	Muniesa	-8	4	2	12
2015	Teruel	44165	Nogueruelas	-1	1		2
2015	Teruel	44169	Ojos Negros	-3	3	1	6
2015	Teruel	44171	Olba	-2	1	1	3
2015	Teruel	44172	Oliete	-5	2		7
2015	Teruel	44173	Olmos (Los)	0	1		1
2015	Teruel	44174	Orihuela del Tremedal	-5	1		6
2015	Teruel	44176	Palomar de Arroyos	0	3		3
2015	Teruel	44179	Peñarroya de Tastavins	-6	2	4	8
2015	Teruel	44181	Peralejos	-5	1	1	6
2015	Teruel	44182	Perales del Alfambra	-4	1		5
2015	Teruel	44185	Pobo (El)	0	1		1
2015	Teruel	44187	Portellada (La)	-2	1	1	3
2015	Teruel	44191	Puebla de Híjar (La)	-1	5	1	6
2015	Teruel	44192	Puebla de Valverde (La)	-6	3	2	9
2015	Teruel	44194	Ráfales	1	3		2
2015	Teruel	44197	Ródenas	-2	1		3
2015	Teruel	44201	Rubielos de Mora	-4	3	2	7
2015	Teruel	44205	Samper de Calanda	-8	5		13
2015	Teruel	44209	Santa Eulalia	-13	3		16
2015	Teruel	44210	Sarrión	2	17	4	15
2015	Teruel	44216	Teruel	-22	325	126	347
2015	Teruel	44220	Torralba de los Sisones	-1	1		2
2015	Teruel	44221	Torrecilla de Alcañiz	-2	1		3
2015	Teruel	44225	Torre del Compte	-6	1	1	7
2015	Teruel	44226	Torrelacárcel	-4	1		5
2015	Teruel	44230	Torrevelilla	0	1	1	1
2015	Teruel	44232	Torrijo del Campo	-6	1	1	7
2015	Teruel	44238	Utrillas	-18	20	7	38
2015	Teruel	44240	Valbona	-4	1		5
2015	Teruel	44241	Valdealgorfa	-9	2	3	11
2015	Teruel	44244	Valdelinares	0	1		1
2015	Teruel	44245	Valdeltormo	-9	1	1	10
2015	Teruel	44246	Valderrobres	-5	22	12	27
2015	Teruel	44247	Valjunquera	-3	2		5
2015	Teruel	44251	Villafranca del Campo	-2	2		4
2015	Teruel	44257	Villar del Cobo	-2	2		4
2015	Teruel	44258	Villar del Salz	0	1		1
2015	Teruel	44260	Villarluengo	-1	2		3
2015	Teruel	44261	Villarquemado	-10	6	3	16
2015	Teruel	44263	Villastar	2	6	5	4
2015	Teruel	44264	Villel	0	5	1	5
2015	Teruel	44265	Vinaceite	-1	2		3
2015	Zaragoza	50003	Agón	-2	1		3
2015	Zaragoza	50004	Aguarón	-14	4	2	18
2015	Zaragoza	50006	Ainzón	-11	5	3	16
2015	Zaragoza	50008	Alagón	-17	58	24	75
2015	Zaragoza	50013	Alcalá de Ebro	-4	1		5
2015	Zaragoza	50015	Alconchel de Ariza	0	1		1
2015	Zaragoza	50017	Alfajarín	4	18	13	14
2015	Zaragoza	50018	Alfamén	-2	15		17
2015	Zaragoza	50020	Alhama de Aragón	-12	5		17
2015	Zaragoza	50022	Almolda (La)	-12	2		14
2015	Zaragoza	50023	Almonacid de la Cuba	1	2		1
2015	Zaragoza	50024	Almonacid de la Sierra	-14	1	1	15
2015	Zaragoza	50025	Almunia de Doña Godina (La)	-8	77	20	85
2015	Zaragoza	50026	Alpartir	-3	3	1	6
2015	Zaragoza	50027	Ambel	-1	4		5
2015	Zaragoza	50029	Aniñón	-10	4		14
2015	Zaragoza	50031	Aranda de Moncayo	-5	1		6
2015	Zaragoza	50032	Arándiga	-4	2		6
2015	Zaragoza	50034	Ariza	-13	4	2	17
2015	Zaragoza	50038	Ateca	-22	9	3	31
2015	Zaragoza	50044	Bardallur	0	1		1
2015	Zaragoza	50045	Belchite	-24	7	2	31
2015	Zaragoza	50050	Bijuesca	1	1		
2015	Zaragoza	50051	Biota	-15	2	1	17
2015	Zaragoza	50053	Boquiñeni	-12	3	1	15
2015	Zaragoza	50055	Borja	-2	57	15	59
2015	Zaragoza	50056	Botorrita	0	5	4	5
2015	Zaragoza	50057	Brea de Aragón	-8	11	5	19
2015	Zaragoza	50059	Bujaraloz	-7	2	1	9
2015	Zaragoza	50060	Bulbuente	-2	1	1	3
2015	Zaragoza	50062	Burgo de Ebro (El)	2	15	17	13
2015	Zaragoza	50063	Buste (El)	1	1		
2015	Zaragoza	50064	Cabañas de Ebro	-8	3	1	11
2015	Zaragoza	50066	Cadrete	17	42	21	25
2015	Zaragoza	50067	Calatayud	-83	149	65	232
2015	Zaragoza	50068	Calatorao	-2	31	8	33
2015	Zaragoza	50070	Calmarza	-3	1		4
2015	Zaragoza	50071	Campillo de Aragón	0	1	1	1
2015	Zaragoza	50072	Carenas	-2	1		3
2015	Zaragoza	50073	Cariñena	-5	30	9	35
2015	Zaragoza	50074	Caspe	11	112	27	101
2015	Zaragoza	50078	Castiliscar	-2	1		3
2015	Zaragoza	50079	Cervera de la Cañada	-1	1		2
2015	Zaragoza	50081	Cetina	-12	4		16
2015	Zaragoza	50088	Cosuenda	-7	1		8
2015	Zaragoza	50089	Cuarte de Huerva	204	237	85	33
2015	Zaragoza	50092	Chiprana	-1	9		10
2015	Zaragoza	50093	Chodes	-2	1		3
2015	Zaragoza	50094	Daroca	-30	12	8	42
2015	Zaragoza	50095	Ejea de los Caballeros	-48	118	41	166
2015	Zaragoza	50099	Épila	4	57	12	53
2015	Zaragoza	50101	Escatrón	-13	10		23
2015	Zaragoza	50102	Fabara	-10	2	1	12
2015	Zaragoza	50105	Fayón	0	6	1	6
2015	Zaragoza	50107	Figueruelas	-15	10	5	25
2015	Zaragoza	50111	Fréscano	0	3		3
2015	Zaragoza	50113	Fuendejalón	-6	5	1	11
2015	Zaragoza	50115	Fuentes de Ebro	-7	43	14	50
2015	Zaragoza	50118	Gallur	-31	14	4	45
2015	Zaragoza	50119	Gelsa	-12	5		17
2015	Zaragoza	50122	Grisel	-1	1	1	2
2015	Zaragoza	50123	Grisén	-6	3	3	9
2015	Zaragoza	50124	Herrera de los Navarros	-10	1		11
2015	Zaragoza	50125	Ibdes	-7	1	1	8
2015	Zaragoza	50126	Illueca	-21	14	5	35
2015	Zaragoza	50129	Jaraba	-2	2	1	4
2015	Zaragoza	50130	Jarque de Moncayo	-8	2	1	10
2015	Zaragoza	50132	Joyosa (La)	11	17	7	6
2015	Zaragoza	50133	Lagata	-1	2		3
2015	Zaragoza	50136	Lécera	-5	6	2	11
2015	Zaragoza	50137	Leciñena	-4	13	2	17
2015	Zaragoza	50141	Lituénigo	-1	1		2
2015	Zaragoza	50143	Longares	-6	4	2	10
2015	Zaragoza	50146	Lucena de Jalón	-5	3		8
2015	Zaragoza	50147	Luceni	-13	10	3	23
2015	Zaragoza	50150	Lumpiaque	-10	6	2	16
2015	Zaragoza	50151	Luna	-14	2	1	16
2015	Zaragoza	50152	Maella	-24	16	6	40
2015	Zaragoza	50153	Magallón	-11	1	3	12
2015	Zaragoza	50156	Maleján	-5	1		6
2015	Zaragoza	50157	Malón	-12	1	1	13
2015	Zaragoza	50159	Maluenda	-16	3	2	19
2015	Zaragoza	50160	Mallén	1	27	10	26
2015	Zaragoza	50162	Mara	-2	1		3
2015	Zaragoza	50163	María de Huerva	66	87	36	21
2015	Zaragoza	50164	Mediana de Aragón	-6	1	1	7
2015	Zaragoza	50165	Mequinenza	-5	22	4	27
2015	Zaragoza	50169	Miedes de Aragón	-11	2	1	13
2015	Zaragoza	50170	Monegrillo	-10	2		12
2015	Zaragoza	50172	Monreal de Ariza	-7	1	1	8
2015	Zaragoza	50175	Morata de Jalón	-14	5	3	19
2015	Zaragoza	50176	Morata de Jiloca	-3	1		4
2015	Zaragoza	50177	Morés	-5	3	1	8
2015	Zaragoza	50178	Moros	-7	1		8
2015	Zaragoza	50181	Muel	-11	10	5	21
2015	Zaragoza	50182	Muela (La)	50	74	29	24
2015	Zaragoza	50183	Munébrega	-7	2		9
2015	Zaragoza	50189	Nonaspe	-15	2	3	17
2015	Zaragoza	50190	Novallas	-11	1	5	12
2015	Zaragoza	50191	Novillas	-9	1	2	10
2015	Zaragoza	50192	Nuévalos	2	5	1	3
2015	Zaragoza	50193	Nuez de Ebro	9	12	4	3
2015	Zaragoza	50199	Osera de Ebro	-9	1		10
2015	Zaragoza	50201	Paracuellos de Jiloca	-4	8	1	12
2015	Zaragoza	50203	Pastriz	-8	11	7	19
2015	Zaragoza	50204	Pedrola	1	28	13	27
2015	Zaragoza	50206	Perdiguera	-1	5	2	6
2015	Zaragoza	50208	Pina de Ebro	-5	10	8	15
2015	Zaragoza	50209	Pinseque	-9	60	19	69
2015	Zaragoza	50211	Plasencia de Jalón	-2	1		3
2015	Zaragoza	50216	Pozuelo de Aragón	-5	1	1	6
2015	Zaragoza	50217	Pradilla de Ebro	-6	3		9
2015	Zaragoza	50219	Puebla de Alfindén (La)	62	90	30	28
2015	Zaragoza	50222	Quinto	-13	13	10	26
2015	Zaragoza	50223	Remolinos	-16	1		17
2015	Zaragoza	50225	Ricla	-8	20	2	28
2015	Zaragoza	50228	Rueda de Jalón	-1	1	1	2
2015	Zaragoza	50230	Sádaba	-30	2	1	32
2015	Zaragoza	50231	Salillas de Jalón	-5	2		7
2015	Zaragoza	50232	Salvatierra de Esca	-1	1		2
2015	Zaragoza	50234	San Martín de la Virgen de Moncayo	-2	2	1	4
2015	Zaragoza	50235	San Mateo de Gállego	0	29	14	29
2015	Zaragoza	50240	Sástago	-19	9	2	28
2015	Zaragoza	50241	Saviñán	-20	1		21
2015	Zaragoza	50247	Sobradiel	-2	10	7	12
2015	Zaragoza	50248	Sos del Rey Católico	-1	3	4	4
2015	Zaragoza	50249	Tabuenca	-1	2	1	3
2015	Zaragoza	50251	Tarazona	-35	72	39	107
2015	Zaragoza	50252	Tauste	-44	46	20	90
2015	Zaragoza	50253	Terrer	-12	1	1	13
2015	Zaragoza	50254	Tierga	-2	1	1	3
2015	Zaragoza	50261	Torrellas	-9	1	1	10
2015	Zaragoza	50262	Torres de Berrellén	-4	12	4	16
2015	Zaragoza	50264	Tosos	-9	1		10
2015	Zaragoza	50268	Undués de Lerda	2	2		
2015	Zaragoza	50269	Urrea de Jalón	-4	3		7
2015	Zaragoza	50270	Urriés	-1	1		2
2015	Zaragoza	50272	Utebo	91	171	73	80
2015	Zaragoza	50279	Velilla de Jiloca	-3	1		4
2015	Zaragoza	50280	Vera de Moncayo	0	3	1	3
2015	Zaragoza	50281	Vierlas	1	3		2
2015	Zaragoza	50285	Villafranca de Ebro	-3	7	2	10
2015	Zaragoza	50286	Villalba de Perejil	1	1		
2015	Zaragoza	50287	Villalengua	-3	1	1	4
2015	Zaragoza	50288	Villanueva de Gállego	5	43	16	38
2015	Zaragoza	50290	Villanueva de Huerva	-10	1	1	11
2015	Zaragoza	50292	Villarreal de Huerva	-1	2	1	3
2015	Zaragoza	50296	Zaida (La)	-2	1		3
2015	Zaragoza	50297	Zaragoza	-366	6107	2394	6473
2015	Zaragoza	50298	Zuera	6	88	35	82
2015	Zaragoza	50903	Villamayor de Gállego	-16	11	6	27
2014	Huesca	22002	Abizanda	0	1	1	1
2014	Huesca	22003	Adahuesca	2	3		1
2014	Huesca	22006	Aísa	0	2	1	2
2014	Huesca	22007	Albalate de Cinca	-1	11	2	12
2014	Huesca	22009	Albelda	-7	3	1	10
2014	Huesca	22011	Albero Alto	0	1		1
2014	Huesca	22012	Albero Bajo	1	1	1	
2014	Huesca	22013	Alberuela de Tubo	-3	1	2	4
2014	Huesca	22014	Alcalá de Gurrea	-2	1		3
2014	Huesca	22015	Alcalá del Obispo	0	4		4
2014	Huesca	22016	Alcampell	-6	1	1	7
2014	Huesca	22017	Alcolea de Cinca	-16	9		25
2014	Huesca	22018	Alcubierre	-3	2	1	5
2014	Huesca	22020	Alfántega	-1	1	3	2
2014	Huesca	22021	Almudévar	-12	24	8	36
2014	Huesca	22022	Almunia de San Juan	-4	6	5	10
2014	Huesca	22023	Almuniente	-3	2		5
2014	Huesca	22025	Altorricón	-1	11	3	12
2014	Huesca	22028	Ansó	-9	1	1	10
2014	Huesca	22035	Arén	0	1		1
2014	Huesca	22039	Ayerbe	-7	9		16
2014	Huesca	22040	Azanuy-Alins	-3	1	1	4
2014	Huesca	22041	Azara	-1	1	1	2
2014	Huesca	22043	Baells	-1	1		2
2014	Huesca	22046	Ballobar	-7	9	4	16
2014	Huesca	22047	Banastás	1	2		1
2014	Huesca	22048	Barbastro	-51	146	39	197
2014	Huesca	22052	Belver de Cinca	-27	10	1	37
2014	Huesca	22053	Benabarre	-17	6	3	23
2014	Huesca	22054	Benasque	-2	12	2	14
2014	Huesca	22057	Bielsa	1	6	1	5
2014	Huesca	22058	Bierge	0	3		3
2014	Huesca	22059	Biescas	-10	8	6	18
2014	Huesca	22060	Binaced	-16	8	5	24
2014	Huesca	22061	Binéfar	-10	76	34	86
2014	Huesca	22064	Blecua y Torres	0	1		1
2014	Huesca	22066	Boltaña	4	12	1	8
2014	Huesca	22068	Borau	1	1		
2014	Huesca	22069	Broto	-1	5		6
2014	Huesca	22074	Campo	-4	1		5
2014	Huesca	22076	Canal de Berdún	-1	1		2
2014	Huesca	22080	Capella	-3	1	1	4
2014	Huesca	22082	Castejón del Puente	-1	2		3
2014	Huesca	22083	Castejón de Monegros	-7	1		8
2014	Huesca	22084	Castejón de Sos	0	3	3	3
2014	Huesca	22089	Castillonroy	-7	1		8
2014	Huesca	22096	Chimillas	-8	1	1	9
2014	Huesca	22099	Esplús	-1	4	2	5
2014	Huesca	22102	Estada	0	1	1	1
2014	Huesca	22103	Estadilla	-11	4	3	15
2014	Huesca	22107	Fanlo	0	1	3	1
2014	Huesca	22110	Fonz	-13	3	2	16
2014	Huesca	22112	Fraga	14	154	50	140
2014	Huesca	22113	Fueva (La)	-7	4	5	11
2014	Huesca	22114	Gistaín	-2	1		3
2014	Huesca	22115	Grado (El)	-4	2		6
2014	Huesca	22116	Grañén	-26	3	5	29
2014	Huesca	22117	Graus	-34	21	5	55
2014	Huesca	22119	Gurrea de Gállego	-17	3	3	20
2014	Huesca	22125	Huesca	-15	511	224	526
2014	Huesca	22127	Igriés	1	7	2	6
2014	Huesca	22130	Jaca	-12	100	53	112
2014	Huesca	22136	Lalueza	-11	5		16
2014	Huesca	22137	Lanaja	-21	4	1	25
2014	Huesca	22142	Lascuarre	1	2	1	1
2014	Huesca	22149	Loarre	-3	2		5
2014	Huesca	22150	Loporzano	-1	2	1	3
2014	Huesca	22156	Monflorite-Lascasas	2	2	1	
2014	Huesca	22157	Montanuy	-2	1		3
2014	Huesca	22158	Monzón	13	195	70	182
2014	Huesca	22160	Naval	-3	1		4
2014	Huesca	22162	Novales	-2	1		3
2014	Huesca	22163	Nueno	-1	4	1	5
2014	Huesca	22164	Olvena	-1	1		2
2014	Huesca	22165	Ontiñena	-4	5		9
2014	Huesca	22167	Osso de Cinca	-5	6	1	11
2014	Huesca	22170	Panticosa	-4	3	2	7
2014	Huesca	22172	Peñalba	-2	2	1	4
2014	Huesca	22173	Peñas de Riglos (Las)	-5	2		7
2014	Huesca	22174	Peralta de Alcofea	-7	1	1	8
2014	Huesca	22176	Peraltilla	0	1	1	1
2014	Huesca	22184	Poleñino	-3	2	1	5
2014	Huesca	22187	Puebla de Castro (La)	-1	5		6
2014	Huesca	22189	Puértolas	1	3	1	2
2014	Huesca	22193	Pueyo de Santa Cruz	0	4	1	4
2014	Huesca	22197	Robres	0	4	1	4
2014	Huesca	22199	Sabiñánigo	-33	67	27	100
2014	Huesca	22201	Salas Altas	-11	2		13
2014	Huesca	22202	Salas Bajas	4	4		
2014	Huesca	22203	Salillas	0	1		1
2014	Huesca	22204	Sallent de Gállego	-3	7	2	10
2014	Huesca	22205	San Esteban de Litera	0	4		4
2014	Huesca	22207	San Juan de Plan	0	2		2
2014	Huesca	22213	Sariñena	-16	26	16	42
2014	Huesca	22214	Secastilla	-1	1		2
2014	Huesca	22215	Seira	1	1		
2014	Huesca	22217	Sena	-7	5		12
2014	Huesca	22221	Sesué	1	1		
2014	Huesca	22222	Siétamo	3	7	3	4
2014	Huesca	22225	Tamarite de Litera	-32	25	8	57
2014	Huesca	22226	Tardienta	-8	8	5	16
2014	Huesca	22227	Tella-Sin	-3	1		4
2014	Huesca	22228	Tierz	8	8	2	
2014	Huesca	22230	Torla-Ordesa	-4	2	1	6
2014	Huesca	22233	Torre la Ribera	-1	1		2
2014	Huesca	22235	Torres de Alcanadre	-1	1		2
2014	Huesca	22236	Torres de Barbués	-3	1		4
2014	Huesca	22242	Valfarta	0	1		1
2014	Huesca	22245	Velilla de Cinca	-9	1		10
2014	Huesca	22246	Beranuy	0	1		1
2014	Huesca	22249	Villanova	-1	1		2
2014	Huesca	22250	Villanúa	4	5	2	1
2014	Huesca	22251	Villanueva de Sigena	-1	3	1	4
2014	Huesca	22252	Yebra de Basa	-2	2		4
2014	Huesca	22253	Yésero	1	1		
2014	Huesca	22254	Zaidín	-6	7	3	13
2014	Huesca	22901	Valle de Hecho	-8	5		13
2014	Huesca	22902	Puente la Reina de Jaca	-2	2		4
2014	Huesca	22903	San Miguel del Cinca	-3	6	2	9
2014	Huesca	22904	Sotonera (La)	-11	3	2	14
2014	Huesca	22905	Lupiñén-Ortilla	-4	1	1	5
2014	Huesca	22907	Aínsa-Sobrarbe	2	27	6	25
2014	Huesca	22909	Vencillón	-3	1		4
2014	Teruel	44001	Ababuj	1	1		
2014	Teruel	44002	Abejuela	1	1		
2014	Teruel	44004	Aguaviva	-4	4		8
2014	Teruel	44008	Albalate del Arzobispo	-11	12	6	23
2014	Teruel	44009	Albarracín	-5	8	1	13
2014	Teruel	44010	Albentosa	0	4		4
2014	Teruel	44011	Alcaine	2	2		
2014	Teruel	44013	Alcañiz	5	163	52	158
2014	Teruel	44014	Alcorisa	-20	27	16	47
2014	Teruel	44016	Alfambra	-1	3	4	4
2014	Teruel	44017	Aliaga	-5	1	1	6
2014	Teruel	44022	Alloza	-2	3		5
2014	Teruel	44025	Andorra	-9	64	24	73
2014	Teruel	44026	Arcos de las Salinas	1	1		
2014	Teruel	44028	Argente	-2	2		4
2014	Teruel	44029	Ariño	-8	6	3	14
2014	Teruel	44037	Beceite	-9	3	1	12
2014	Teruel	44042	Blancas	-2	1		3
2014	Teruel	44044	Bordón	1	2	1	1
2014	Teruel	44047	Burbáguena	-19	1		20
2014	Teruel	44049	Calaceite	-12	7	2	19
2014	Teruel	44050	Calamocha	-15	42	10	57
2014	Teruel	44051	Calanda	-23	33	7	56
2014	Teruel	44056	Caminreal	-9	2		11
2014	Teruel	44059	Cantavieja	2	11	2	9
2014	Teruel	44063	Cañizar del Olivar	-1	1		2
2014	Teruel	44066	Castel de Cabra	-3	1	2	4
2014	Teruel	44067	Castelnou	0	1		1
2014	Teruel	44068	Castelserás	7	13	4	6
2014	Teruel	44071	Castellote	-7	2	1	9
2014	Teruel	44074	Cedrillas	-7	2	3	9
2014	Teruel	44075	Celadas	-3	1		4
2014	Teruel	44076	Cella	-26	14	10	40
2014	Teruel	44077	Cerollera (La)	0	1		1
2014	Teruel	44080	Codoñera (La)	-8	3	1	11
2014	Teruel	44086	Cretas	-5	2	4	7
2014	Teruel	44088	Cuba (La)	-1	1		2
2014	Teruel	44093	Cuevas de Almudén	0	1	1	1
2014	Teruel	44096	Ejulve	0	2		2
2014	Teruel	44099	Escucha	-4	6	5	10
2014	Teruel	44106	Fortanete	-3	2	1	5
2014	Teruel	44107	Foz-Calanda	-2	1		3
2014	Teruel	44108	Fresneda (La)	0	5	2	5
2014	Teruel	44109	Frías de Albarracín	-2	2		4
2014	Teruel	44115	Galve	0	1		1
2014	Teruel	44116	Gargallo	-1	1		2
2014	Teruel	44118	Ginebrosa (La)	-2	1		3
2014	Teruel	44119	Griegos	1	1		
2014	Teruel	44120	Guadalaviar	0	2		2
2014	Teruel	44122	Híjar	-15	12	2	27
2014	Teruel	44124	Hoz de la Vieja (La)	1	1		
2014	Teruel	44126	Iglesuela del Cid (La)	-6	2		8
2014	Teruel	44128	Jarque de la Val	-1	1		2
2014	Teruel	44137	Linares de Mora	-1	2	1	3
2014	Teruel	44138	Loscos	0	1		1
2014	Teruel	44141	Lledó	-1	2		3
2014	Teruel	44143	Manzanera	-4	3	1	7
2014	Teruel	44144	Martín del Río	0	3	2	3
2014	Teruel	44145	Mas de las Matas	-1	15	4	16
2014	Teruel	44146	Mata de los Olmos (La)	2	4		2
2014	Teruel	44147	Mazaleón	-1	3	1	4
2014	Teruel	44148	Mezquita de Jarque	-5	1		6
2014	Teruel	44149	Mirambel	-1	1		2
2014	Teruel	44151	Molinos	1	1	1	
2014	Teruel	44153	Monreal del Campo	-3	30	10	33
2014	Teruel	44154	Monroyo	1	1		
2014	Teruel	44155	Montalbán	-4	13	4	17
2014	Teruel	44158	Mora de Rubielos	3	18	6	15
2014	Teruel	44160	Mosqueruela	-1	3	1	4
2014	Teruel	44161	Muniesa	-5	7	1	12
2014	Teruel	44168	Odón	-5	2		7
2014	Teruel	44169	Ojos Negros	-11	2	2	13
2014	Teruel	44171	Olba	0	1	1	1
2014	Teruel	44172	Oliete	-8	1	1	9
2014	Teruel	44173	Olmos (Los)	-2	2		4
2014	Teruel	44174	Orihuela del Tremedal	-4	4	1	8
2014	Teruel	44176	Palomar de Arroyos	1	1	2	
2014	Teruel	44177	Pancrudo	-2	1		3
2014	Teruel	44179	Peñarroya de Tastavins	0	4	1	4
2014	Teruel	44187	Portellada (La)	0	3		3
2014	Teruel	44191	Puebla de Híjar (La)	-12	2	7	14
2014	Teruel	44192	Puebla de Valverde (La)	-4	1	2	5
2014	Teruel	44196	Riodeva	0	3		3
2014	Teruel	44198	Royuela	-4	1		5
2014	Teruel	44201	Rubielos de Mora	3	7	1	4
2014	Teruel	44205	Samper de Calanda	-14	3		17
2014	Teruel	44206	San Agustín	-1	1		2
